File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;LU;BU;SU;TOTAAL;LANGUAGE;BT;adres
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756800;20200108144508;321350;33860000;35710;Zeedijk-Het Zoute;778;;8300;Knokke-Heist;;75694;227865;;Y;NA;2;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11261561;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Zeedijk-Het Zoute778
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756817;20200108144509;321351;33860000;35710;Zeedijk-Het Zoute;786;;8300;Knokke-Heist;;75731;227881;;Y;NA;2;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11261594;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Zeedijk-Het Zoute786
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756826;20200108144509;321352;33860000;35710;Zeedijk-Het Zoute;792;;8300;Knokke-Heist;;75787;227905;;Y;NA;2;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11261600;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Zeedijk-Het Zoute792
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756829;20200108144513;321355;33860000;35710;Zeedijk-Het Zoute;795;;8300;Knokke-Heist;;75792;227908;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;5;11261607;;LU;1;;;;;;;;;;;;;;;;;;;;;;9;0;0;9;NL;MDU;Zeedijk-Het Zoute795
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756829;20200108144513;321355;33860000;35710;Zeedijk-Het Zoute;795;;8300;Knokke-Heist;;75792;227908;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11261603;;LU;1;;;;;;;;;;;;;;;;;;;;;;9;0;0;9;NL;MDU;Zeedijk-Het Zoute795
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756829;20200108144513;321355;33860000;35710;Zeedijk-Het Zoute;795;;8300;Knokke-Heist;;75792;227908;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;9;11261611;;LU;1;;;;;;;;;;;;;;;;;;;;;;9;0;0;9;NL;MDU;Zeedijk-Het Zoute795
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756829;20200108144513;321355;33860000;35710;Zeedijk-Het Zoute;795;;8300;Knokke-Heist;;75792;227908;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;4;11261606;;LU;1;;;;;;;;;;;;;;;;;;;;;;9;0;0;9;NL;MDU;Zeedijk-Het Zoute795
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756829;20200108144513;321355;33860000;35710;Zeedijk-Het Zoute;795;;8300;Knokke-Heist;;75792;227908;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;6;11261608;;LU;1;;;;;;;;;;;;;;;;;;;;;;9;0;0;9;NL;MDU;Zeedijk-Het Zoute795
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756829;20200108144513;321355;33860000;35710;Zeedijk-Het Zoute;795;;8300;Knokke-Heist;;75792;227908;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;2;11261604;;LU;1;;;;;;;;;;;;;;;;;;;;;;9;0;0;9;NL;MDU;Zeedijk-Het Zoute795
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756829;20200108144513;321355;33860000;35710;Zeedijk-Het Zoute;795;;8300;Knokke-Heist;;75792;227908;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;3;11261605;;LU;1;;;;;;;;;;;;;;;;;;;;;;9;0;0;9;NL;MDU;Zeedijk-Het Zoute795
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756829;20200108144513;321355;33860000;35710;Zeedijk-Het Zoute;795;;8300;Knokke-Heist;;75792;227908;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;7;11261609;;LU;1;;;;;;;;;;;;;;;;;;;;;;9;0;0;9;NL;MDU;Zeedijk-Het Zoute795
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756829;20200108144513;321355;33860000;35710;Zeedijk-Het Zoute;795;;8300;Knokke-Heist;;75792;227908;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;8;11261610;;LU;1;;;;;;;;;;;;;;;;;;;;;;9;0;0;9;NL;MDU;Zeedijk-Het Zoute795
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756663;20200108144525;321357;33860000;35342;Zeewindstraat;3;;8300;Knokke-Heist;;75784;227892;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;2;11261380;;LU;1;;;;;;;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU;Zeewindstraat3
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756663;20200108144525;321357;33860000;35342;Zeewindstraat;3;;8300;Knokke-Heist;;75784;227892;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11261379;;LU;1;;;;;;;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU;Zeewindstraat3
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756669;20200108144526;321359;33860000;35342;Zeewindstraat;15;;8300;Knokke-Heist;;75797;227862;;Y;NA;2;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11261385;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Zeewindstraat15
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756168;20200108144512;321365;33860000;7964;Ebbestraat;9;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11260909;;LU;1;;;;;;;;;;;;;;;;;;;;;;15;0;0;15;NL;MDU;Ebbestraat9
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756168;20200108144512;321365;33860000;7964;Ebbestraat;9;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;2;11260910;;LU;1;;;;;;;;;;;;;;;;;;;;;;15;0;0;15;NL;MDU;Ebbestraat9
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756168;20200108144512;321365;33860000;7964;Ebbestraat;9;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;3;11260911;;LU;1;;;;;;;;;;;;;;;;;;;;;;15;0;0;15;NL;MDU;Ebbestraat9
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756168;20200108144512;321365;33860000;7964;Ebbestraat;9;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;11;11260919;;LU;1;;;;;;;;;;;;;;;;;;;;;;15;0;0;15;NL;MDU;Ebbestraat9
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756168;20200108144512;321365;33860000;7964;Ebbestraat;9;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;15;11260923;;LU;1;;;;;;;;;;;;;;;;;;;;;;15;0;0;15;NL;MDU;Ebbestraat9
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756168;20200108144512;321365;33860000;7964;Ebbestraat;9;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;5;11260913;;LU;1;;;;;;;;;;;;;;;;;;;;;;15;0;0;15;NL;MDU;Ebbestraat9
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756168;20200108144512;321365;33860000;7964;Ebbestraat;9;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;10;11260918;;LU;1;;;;;;;;;;;;;;;;;;;;;;15;0;0;15;NL;MDU;Ebbestraat9
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756168;20200108144512;321365;33860000;7964;Ebbestraat;9;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;6;11260914;;LU;1;;;;;;;;;;;;;;;;;;;;;;15;0;0;15;NL;MDU;Ebbestraat9
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756168;20200108144512;321365;33860000;7964;Ebbestraat;9;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;4;11260912;;LU;1;;;;;;;;;;;;;;;;;;;;;;15;0;0;15;NL;MDU;Ebbestraat9
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756168;20200108144512;321365;33860000;7964;Ebbestraat;9;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;14;11260922;;LU;1;;;;;;;;;;;;;;;;;;;;;;15;0;0;15;NL;MDU;Ebbestraat9
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756168;20200108144512;321365;33860000;7964;Ebbestraat;9;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;9;11260917;;LU;1;;;;;;;;;;;;;;;;;;;;;;15;0;0;15;NL;MDU;Ebbestraat9
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756168;20200108144512;321365;33860000;7964;Ebbestraat;9;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;8;11260916;;LU;1;;;;;;;;;;;;;;;;;;;;;;15;0;0;15;NL;MDU;Ebbestraat9
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756168;20200108144512;321365;33860000;7964;Ebbestraat;9;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;7;11260915;;LU;1;;;;;;;;;;;;;;;;;;;;;;15;0;0;15;NL;MDU;Ebbestraat9
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756168;20200108144512;321365;33860000;7964;Ebbestraat;9;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;12;11260920;;LU;1;;;;;;;;;;;;;;;;;;;;;;15;0;0;15;NL;MDU;Ebbestraat9
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756168;20200108144512;321365;33860000;7964;Ebbestraat;9;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;13;11260921;;LU;1;;;;;;;;;;;;;;;;;;;;;;15;0;0;15;NL;MDU;Ebbestraat9
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756175;20200108144512;321366;33860000;7964;Ebbestraat;15;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11260925;;LU;1;;;;;;;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU;Ebbestraat15
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756175;20200108144512;321366;33860000;7964;Ebbestraat;15;;8300;Knokke-Heist;;75837;227924;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;2;11260926;;LU;1;;;;;;;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU;Ebbestraat15
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756835;20200108144514;321987;33860000;35710;Zeedijk-Het Zoute;816;;8300;Knokke-Heist;;75919;227961;;Y;NA;2;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11261616;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Zeedijk-Het Zoute816
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756488;20200108144521;321989;33860000;17524;Kustlaan;305;;8300;Knokke-Heist;;75886;227878;;Y;NA;2;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11261195;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Kustlaan305
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756179;20200108144512;322282;33860000;10279;Golvenstraat;3;;8300;Knokke-Heist;;75602;227814;;Y;NA;2;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11260927;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Golvenstraat3
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756571;20200108144523;322283;33860000;29900;Strandstraat;6;;8300;Knokke-Heist;;75682;227845;;Y;NA;2;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11261244;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Strandstraat6
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756267;20200108144513;323113;33860000;17524;Kustlaan;11;;8300;Knokke-Heist;;74880;227569;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;44;11260978;;LU;1;;;;;;;;;;;;;;;;;;;;;;58;0;0;58;NL;MDU;Kustlaan11
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756267;20200108144513;323113;33860000;17524;Kustlaan;11;;8300;Knokke-Heist;;74880;227569;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;13;11260947;;LU;1;;;;;;;;;;;;;;;;;;;;;;58;0;0;58;NL;MDU;Kustlaan11
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756267;20200108144513;323113;33860000;17524;Kustlaan;11;;8300;Knokke-Heist;;74880;227569;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;23;11260957;;LU;1;;;;;;;;;;;;;;;;;;;;;;58;0;0;58;NL;MDU;Kustlaan11
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756267;20200108144513;323113;33860000;17524;Kustlaan;11;;8300;Knokke-Heist;;74880;227569;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;45;11260979;;LU;1;;;;;;;;;;;;;;;;;;;;;;58;0;0;58;NL;MDU;Kustlaan11
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756267;20200108144513;323113;33860000;17524;Kustlaan;11;;8300;Knokke-Heist;;74880;227569;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;14;11260948;;LU;1;;;;;;;;;;;;;;;;;;;;;;58;0;0;58;NL;MDU;Kustlaan11
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756267;20200108144513;323113;33860000;17524;Kustlaan;11;;8300;Knokke-Heist;;74880;227569;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;2;11260936;;LU;1;;;;;;;;;;;;;;;;;;;;;;58;0;0;58;NL;MDU;Kustlaan11
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756267;20200108144513;323113;33860000;17524;Kustlaan;11;;8300;Knokke-Heist;;74880;227569;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;27;11260961;;LU;1;;;;;;;;;;;;;;;;;;;;;;58;0;0;58;NL;MDU;Kustlaan11
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756267;20200108144513;323113;33860000;17524;Kustlaan;11;;8300;Knokke-Heist;;74880;227569;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;5;11260939;;LU;1;;;;;;;;;;;;;;;;;;;;;;58;0;0;58;NL;MDU;Kustlaan11
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756267;20200108144513;323113;33860000;17524;Kustlaan;11;;8300;Knokke-Heist;;74880;227569;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;35;11260969;;LU;1;;;;;;;;;;;;;;;;;;;;;;58;0;0;58;NL;MDU;Kustlaan11
;;;Zoning;7577430;20191109094845;W03-C-Knokke-Heist-FH04;7577430;20191109094845;W03-C-Knokke-Heist-FH04;19895;FTTH-Cu;;;;;;;;;;25756267;20200108144513;323113;33860000;17524;Kustlaan;11;;8300;Knokke-Heist;;74880;227569;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;;;;;;4;11260938;;LU;1;;;;;;;;;;;;;;;;;;;;;;58;0;0;58;NL;MDU;Kustlaan11
