File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;LU;BU;SU;TOTAAL;LANGUAGE;BT;adres
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;436865;20200106152129;3047272;41630000;27117;Schaalstraat;14;;2800;Mechelen;;157733,417;190666,958;;Y;NA;3;12;Unknown;Unknown;;None;;;;;;;;;;;;1;1563426;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;;;;;;;;;;;;;1;0;0;1;NL;SDU;Schaalstraat14
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704440;20200106123431;3048601;41630000;29067;Sint-Katelijnestraat;9;;2800;Mechelen;;157629,808;191071,17;;Y;NA;3;6;Unknown;Unknown;;None;;;;;;;;;;;;1;11231814;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Sint-Katelijnestraat9
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;437513;20200106123258;3048605;41630000;29067;Sint-Katelijnestraat;17;;2800;Mechelen;;157607,943;191093,038;;Y;NA;3;4;Unknown;Unknown;;None;;;;;;;;;;;;1;1566224;;BU;1;;;;;;Y;#DEEL HAND/HUIS;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;2;1;1;4;NL;MDU;Sint-Katelijnestraat17
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;437523;20191206132028;3048632;41630000;29067;Sint-Katelijnestraat;45;;2800;Mechelen;;157539,963;191144,498;;N;IRREG;3;19;Unknown;Unknown;;None;;;;;;;;;;;;1;1583944;;BU;1;;;;;;Y;#A.GV/STANDPLAATSEN/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;;;;;;0;4;0;4;NL;MDU;Sint-Katelijnestraat45
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704353;20200106134727;4729744;41630000;13778;Ijzerenleen;60;;2800;Mechelen;;157655,389;190689,445;;N;GLASS;3;0;Unknown;Unknown;;None;;;;;;;;;;;;1;11231770;;BU;1;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;NL;SDU;Ijzerenleen60
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704344;20191206131959;4729766;41630000;13778;Ijzerenleen;34;;2800;Mechelen;;157683;190749;;Y;NA;3;10;Unknown;Unknown;;None;;;;;;;;;;;;1;11231768;;BU;1;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;NL;SDU;Ijzerenleen34
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704273;20200106140926;4731164;41630000;1640;Begijnenstraat;7;;2800;Mechelen;;157667,362;190878,489;;Y;NA;4;12;Unknown;Unknown;;None;;;;;;;;;;;;1;11231723;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Begijnenstraat7
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;444493;20200106140819;4731176;41630000;1640;Begijnenstraat;15;;2800;Mechelen;;157656,003;190864,709;;Y;NA;2;4;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;;;;;;1;1564559;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;;;;;;;;;;;;;3;1;0;4;NL;MDU;Begijnenstraat15
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704364;20200106152033;4731559;41630000;27507;Lange Schipstraat;93;;2800;Mechelen;;157911,854;190377,388;;Y;NA;5;15;Unknown;Unknown;;None;;;;;;;;;;;;1;11231783;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Lange Schipstraat93
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21705088;20200106101854;4731735;41630000;29040;Sint-Janstraat;14;;2800;Mechelen;;157838,941;191209,599;;Y;NA;3;6;Unknown;Unknown;;None;;;;;;;;;;;;1;11231860;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Sint-Janstraat14
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;11186033;20190708114959;4733862;41630000;18255;Leermarkt;46;;2800;Mechelen - Malines;;157997,122;190595,327;;Y;NA;0;0;Unknown;Unknown;;None;;;;;;;;;;;;1;10448329;;BU;1;;;;;;Y;;INDU;NIJVERHEIDSGEBOUW - ENTREPRISE INDUSTRIELLE;;;;;;;;;;;;;0;1;0;1;NL;SDU;Leermarkt46
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;444657;20200106145805;4734284;41630000;3677;D̩sir̩ Boucherystraat;12;;2800;Mechelen;;157956,186;190793,183;;Y;NA;4;12;Unknown;Unknown;;None;;;;;;;;;;;;1;1561056;;BU;1;;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;;;;;;;;;;;;;0;1;0;1;NL;SDU;D̩sir̩ Boucherystraat12
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704396;20200106151712;4741825;41630000;27117;Schaalstraat;4;;2800;Mechelen;;157734,562;190692,947;;Y;NA;4;12;Unknown;Unknown;;None;;;;;;;;;;;;1;11231806;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Schaalstraat4
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704391;20200106151245;4741852;41630000;27117;Schaalstraat;3;;2800;Mechelen;;157699,704;190717,89;;Y;NA;2;4;Unknown;Unknown;;None;;;;;;;;;;;;1;11231805;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Schaalstraat3
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704317;20200106150352;4746785;41630000;9632;Geitestraat;24;;2800;Mechelen;;157827,129;190769,665;;Y;NA;3;9;Unknown;Unknown;;None;;;;;;;;;;;;1;11231756;;BU;1;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;NL;SDU;Geitestraat24
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704339;20200106145745;4749132;41630000;11255;Hallestraat;4;;2800;Mechelen;;157895,186;190827,181;;Y;NA;3;10;Unknown;Unknown;;None;;;;;;;;;;;;1;11231765;;BU;1;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;NL;SDU;Hallestraat4
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;446029;20200106133320;4751089;41630000;6657;Dobbelhuizen;14;;2800;Mechelen;;157316,984;190901,754;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;;;;;;1;1563496;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;;;;;;3;0;0;3;NL;MDU;Dobbelhuizen14
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704306;20200106133348;4751093;41630000;6657;Dobbelhuizen;18;;2800;Mechelen;;157318,029;190899,739;;Y;NA;3;9;Unknown;Unknown;;None;;;;;;;;;;;;1;11231738;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Dobbelhuizen18
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704341;20200106151423;4751401;41630000;11591;Hazestraat;18;;2800;Mechelen;;158011,108;190511,433;;Y;NA;4;12;Unknown;Unknown;;None;;;;;;;;;;;;1;11231767;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Hazestraat18
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704401;20200106114252;4751975;41630000;27570;Schoolstraat;13;;2800;Mechelen;;157820,445;191021,362;;Y;NA;2;3;Unknown;Unknown;;None;;;;;;;;;;;;1;11231810;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Schoolstraat13
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;446136;20191206132112;4751995;41630000;6120;Frederik de Merodestraat;43;;2800;Mechelen;;157899,943;191101,496;;N;IRREG;2;7;Unknown;Unknown;;None;;;;;;;;;;;;1;1583336;;LU;1;;;;;;Y;;EDUC;ONDERWIJSGEBOUW - BATIMENT D' ENSEIGNEMENT;;;;;;;;;;;;;1;0;0;1;NL;SDU;Frederik de Merodestraat43
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;449200;20200106132541;5429462;41630000;46014;Thaborstraat;87;;2800;Mechelen;;157326,446;191001,701;;Y;NA;3;12;Unknown;Unknown;;None;;;;;;;;;;;;1;1595027;;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;;;;;;;;;;;;;1;0;0;1;NL;SDU;Thaborstraat87
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704607;20200106105725;5749429;41630000;31618;Varkensstraat;15;A;2800;Mechelen;;158035,665;191010,394;;Y;NA;4;12;Unknown;Unknown;;None;;;;;;;;;;;;1;11231834;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Varkensstraat15A
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704451;20200106130528;5838235;41630000;46014;Thaborstraat;22;;2800;Mechelen;;157327,653;191001,039;;Y;NA;3;6;Unknown;Unknown;;None;;;;;;;;;;;;1;11231826;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Thaborstraat22
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704340;20200106150856;5838753;41630000;11591;Hazestraat;15;;2800;Mechelen;;158004,579;190523,982;;Y;NA;3;10;Unknown;Unknown;;None;;;;;;;;;;;;1;11231766;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Hazestraat15
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704320;20200106094141;5932581;41630000;6329;Goswin de Stassartstraat;11;A;2800;Mechelen;;157790,162;191205,851;;N;MON;3;0;Unknown;Unknown;;None;;;;;;;;;;;;1;11231760;;BU;1;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;NL;SDU;Goswin de Stassartstraat11A
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704318;20200106151012;5952822;41630000;9632;Geitestraat;11;A;2800;Mechelen;;157802,532;190791,914;;Y;NA;4;12;Unknown;Unknown;;None;;;;;;;;;;;;1;11231757;;LU;1;;;;;;;;;;;;;;;;;;;;;;3;0;0;3;NL;MDU;Geitestraat11A
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;25717350;20200106150309;5991411;41630000;20401;Melaan;12;;2800;Mechelen;;157485,241;190955,75;;Y;NA;0;0;Unknown;Fiber;;None;;;;;;;;;;;;1;11259308;;LU;1;;;;;;N;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU;Melaan12
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704370;20200106133424;6085165;41630000;20401;Melaan;42;;2800;Mechelen;;157491,181;190811,635;;Y;NA;4;15;Unknown;Unknown;;None;;;;;;;;;;;;1;11231793;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Melaan42
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704323;20200106110231;6339481;41630000;19912;Grote Markt;17;A;2800;Mechelen;;157892,232;190942,056;;Y;NA;3;10;Unknown;Unknown;;None;;;;;;;;;;;;1;11231764;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Grote Markt17A
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704284;20200106150306;6384918;41630000;2692;Blauwhondstraat;23;;2800;Mechelen;;157789,361;190749,813;;Y;NA;1;3;Unknown;Unknown;;None;;;;;;;;;;;;1;11231733;;BU;1;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;NL;SDU;Blauwhondstraat23
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704367;20200106151957;6417176;41630000;18255;Leermarkt;6;A;2800;Mechelen;;157970,502;190706,446;;Y;NA;3;10;Unknown;Unknown;;None;;;;;;;;;;;;1;11231788;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Leermarkt6A
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704354;20200106152824;6430063;41630000;27506;Korte Schipstraat;5;A;2800;Mechelen;;157885,566;190536,43;;Y;NA;3;10;Unknown;Unknown;;None;;;;;;;;;;;;1;11231771;;LU;1;;;;;;;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU;Korte Schipstraat5A
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704405;20200106095441;6432501;41630000;29040;Sint-Janstraat;2;A;2800;Mechelen;;157922,26;191192,545;;Y;NA;3;12;Unknown;Unknown;;None;;;;;;;;;;;;1;11231813;;BU;1;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;NL;SDU;Sint-Janstraat2A
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704373;20200106134300;6435956;41630000;22017;Nauwstraat;5;A;2800;Mechelen;;157620,471;190671,542;;Y;NA;1;3;Unknown;Unknown;;None;;;;;;;;;;;;1;11231796;;BU;1;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;NL;SDU;Nauwstraat5A
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;21704448;20200106125442;6479589;41630000;44435;Stadsheimelijkheid;5;A;2800;Mechelen;;157511,759;191108,381;;Y;NA;3;10;Unknown;Unknown;;None;;;;;;;;;;;;1;11231823;;LU;1;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;NL;SDU;Stadsheimelijkheid5A
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;11452587;20200106124005;6527839;41630000;44441;Oude Beggaardenstraat;21;;2800;Mechelen;;157697,113;191130,309;;Y;NA;3;5;Unknown;Unknown;;None;;;;;;;;;;;;1;11090685;;BU;1;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;NL;SDU;Oude Beggaardenstraat21
