Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;BG Name;Straat;Huisnummer;Huisnummer Toevoeging
MECHELEN - FH02;3035599;;BL0219;3035599;BL0219;BUILDING template;;Groenstraat;27;
MECHELEN - FH02;3028995;;BL0229;3028995;BL0229;BUILDING template;;Koning Albertplein;14;
MECHELEN - FH02;3043153;;BL0220;3043153;BL0220;BUILDING template;;Milsenstraat;36;
MECHELEN - FH02;3048008;;BL0228;3048008;BL0228;BUILDING template;;Schuttersvest;52;
MECHELEN - FH02;3050910;;BL0226;3050910;BL0226;BUILDING template;;Van Kerckhovenstraat;9;
MECHELEN - FH02;4059709;;BL0219;4059709;BL0219;BUILDING template;;Groenstraat;29;
MECHELEN - FH02;398333;;BL0201;398333;BL0201;BUILDING template;;Korenmarkt;1;
MECHELEN - FH02;3043154;;BL0208;3043154;BL0208;BUILDING template;;Milsenstraat;37;
MECHELEN - FH02;387452;;BL0218;387452;BL0218;BUILDING template;;Schuttersvest;53;
MECHELEN - FH02;336413;;BL0226;336413;BL0226;BUILDING template;;Van Kerckhovenstraat;11;
MECHELEN - FH02;5558665;;BL0206;5558665;BL0206;BUILDING template;;Lieve-Heerstraat;6;B
MECHELEN - FH02;4755024;;BL0220;4755024;BL0220;BUILDING template;;Groenstraat;30;
MECHELEN - FH02;7497;;BL0201;7497;BL0201;BUILDING template;;Korenmarkt;3;
MECHELEN - FH02;3043156;;BL0220;3043156;BL0220;BUILDING template;;Milsenstraat;38;
MECHELEN - FH02;3048010;;BL0228;3048010;BL0228;BUILDING template;;Schuttersvest;54;
MECHELEN - FH02;336411;;BL0226;336411;BL0226;BUILDING template;;Van Kerckhovenstraat;13;
MECHELEN - FH02;403240;;BL0205;403240;BL0205;BUILDING template;Raghenoplein 9-11;Raghenoplein;9;
MECHELEN - FH02;3035602;;BL0219;3035602;BL0219;BUILDING template;;Groenstraat;31;
MECHELEN - FH02;3039420;;BL0201;3039420;BL0201;BUILDING template;;Korenmarkt;5;
MECHELEN - FH02;3043157;;BL0208;3043157;BL0208;BUILDING template;;Milsenstraat;39;
