Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
ANTWERPEN-WEST - FH07;60740;6;BL0703;60740;BL0703;BUILDING template;Bergstraat;2;
ANTWERPEN-WEST - FH07;1740478;6;BL0703;1740478;BL0703;BUILDING template;Bergstraat;4;
ANTWERPEN-WEST - FH07;1740479;6;BL0703;1740479;BL0703;BUILDING template;Bergstraat;6;
ANTWERPEN-WEST - FH07;1740480;6;BL0703;1740480;BL0703;BUILDING template;Bergstraat;8;
ANTWERPEN-WEST - FH07;4507873;6;BL0703;4507873;BL0703;BUILDING template;Bergstraat;10;
ANTWERPEN-WEST - FH07;1740481;6;BL0703;1740481;BL0703;BUILDING template;Bergstraat;12;
ANTWERPEN-WEST - FH07;60721;6;BL0703;60721;BL0703;BUILDING template;Gierstraat;1;
ANTWERPEN-WEST - FH07;1897679;6;BL0703;1897679;BL0703;BUILDING template;Gierstraat;3;
ANTWERPEN-WEST - FH07;1897717;6;BL0703;1897717;BL0703;BUILDING template;Gierstraat;5;
ANTWERPEN-WEST - FH07;3926832;6;BL0703;3926832;BL0703;BUILDING template;Gierstraat;7;
ANTWERPEN-WEST - FH07;1897734;6;BL0703;1897734;BL0703;BUILDING template;Gierstraat;9;
ANTWERPEN-WEST - FH07;60723;6;BL0703;60723;BL0703;BUILDING template;Kammenstraat;12;
ANTWERPEN-WEST - FH07;60724;6;BL0703;60724;BL0703;BUILDING template;Kammenstraat;14;
ANTWERPEN-WEST - FH07;60736;6;BL0703;60736;BL0703;BUILDING template;Leeuwenstraat;15;
ANTWERPEN-WEST - FH07;1986578;6;BL0703;1986578;BL0703;BUILDING template;Leeuwenstraat;17;
ANTWERPEN-WEST - FH07;1986581;6;BL0703;1986581;BL0703;BUILDING template;Leeuwenstraat;19;
ANTWERPEN-WEST - FH07;4511039;6;BL0703;4511039;BL0703;BUILDING template;Leeuwenstraat;21;
ANTWERPEN-WEST - FH07;60737;6;BL0703;60737;BL0703;BUILDING template;Leeuwenstraat;23;
ANTWERPEN-WEST - FH07;60713;6;BL0701;60713;BL0701;BUILDING template;Heilige Geeststraat;3;
ANTWERPEN-WEST - FH07;1936642;6;BL0701;1936642;BL0701;BUILDING template;Heilige Geeststraat;5;
ANTWERPEN-WEST - FH07;60716;6;BL0701;60716;BL0701;BUILDING template;Heilige Geeststraat;7;
ANTWERPEN-WEST - FH07;60714;6;BL0701;60714;BL0701;BUILDING template;Heilige Geeststraat;9;
ANTWERPEN-WEST - FH07;60717;6;BL0701;60717;BL0701;BUILDING template;Heilige Geeststraat;11;
ANTWERPEN-WEST - FH07;1936643;6;BL0701;1936643;BL0701;BUILDING template;Heilige Geeststraat;13;
ANTWERPEN-WEST - FH07;1936644;6;BL0701;1936644;BL0701;BUILDING template;Heilige Geeststraat;17;
ANTWERPEN-WEST - FH07;1936645;6;BL0701;1936645;BL0701;BUILDING template;Heilige Geeststraat;19;
ANTWERPEN-WEST - FH07;60715;6;BL0701;60715;BL0701;BUILDING template;Heilige Geeststraat;21;
ANTWERPEN-WEST - FH07;5575679;6;BL0701;5575679;BL0701;BUILDING template;Heilige Geeststraat;23;
ANTWERPEN-WEST - FH07;1936648;6;BL0701;1936648;BL0701;BUILDING template;Heilige Geeststraat;25;
ANTWERPEN-WEST - FH07;60710;6;BL0701;60710;BL0701;BUILDING template;Hoogstraat;39;
ANTWERPEN-WEST - FH07;60709;6;BL0701;60709;BL0701;BUILDING template;Hoogstraat;41;
ANTWERPEN-WEST - FH07;1944381;6;BL0701;1944381;BL0701;BUILDING template;Hoogstraat;43;
ANTWERPEN-WEST - FH07;1944383;6;BL0701;1944383;BL0701;BUILDING template;Hoogstraat;45;
