Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
KNOKKE-HEIST - FH03;8332323;;BL0321;12840;BL0321;(L/B/S)U template;Bayauxlaan;53;
KNOKKE-HEIST - FH03;8349538;;BL0321;12840;BL0321;(L/B/S)U template;Bayauxlaan;53;
KNOKKE-HEIST - FH03;8353748;;BL0321;12840;BL0321;(L/B/S)U template;Bayauxlaan;53;
KNOKKE-HEIST - FH03;8358791;;BL0321;12840;BL0321;(L/B/S)U template;Bayauxlaan;53;
KNOKKE-HEIST - FH03;8363102;;BL0321;12840;BL0321;(L/B/S)U template;Bayauxlaan;53;
KNOKKE-HEIST - FH03;8356519;;BL0315;12842;BL0315;(L/B/S)U template;Jozef Nellenslaan;136;
KNOKKE-HEIST - FH03;8365819;;BL0312;317287;BL0312;(L/B/S)U template;Morgensterpad;1;
KNOKKE-HEIST - FH03;8340189;;BL0311;317289;BL0311;(L/B/S)U template;Morgensterpad;2;
KNOKKE-HEIST - FH03;8350154;;BL0313;317333;BL0313;(L/B/S)U template;Elizabetlaan;178;
KNOKKE-HEIST - FH03;8362522;;BL0313;317335;BL0313;(L/B/S)U template;Elizabetlaan;170;
KNOKKE-HEIST - FH03;8366454;;BL0310;317337;BL0310;(L/B/S)U template;Elizabetlaan;168;
KNOKKE-HEIST - FH03;8332405;;BL0310;317339;BL0310;(L/B/S)U template;Elizabetlaan;162;
KNOKKE-HEIST - FH03;8342845;;BL0313;317341;BL0313;(L/B/S)U template;Elizabetlaan;176;
KNOKKE-HEIST - FH03;8342846;;BL0313;317341;BL0313;(L/B/S)U template;Elizabetlaan;176;
KNOKKE-HEIST - FH03;8342847;;BL0313;317341;BL0313;(L/B/S)U template;Elizabetlaan;176;
KNOKKE-HEIST - FH03;8342848;;BL0313;317341;BL0313;(L/B/S)U template;Elizabetlaan;176;
KNOKKE-HEIST - FH03;8343383;;BL0313;317343;BL0313;(L/B/S)U template;Elizabetlaan;174;
KNOKKE-HEIST - FH03;8362521;;BL0312;317347;BL0312;(L/B/S)U template;Morgensterpad;3;
KNOKKE-HEIST - FH03;8345235;;BL0311;317349;BL0311;(L/B/S)U template;Morgensterpad;8;
KNOKKE-HEIST - FH03;8339710;;BL0312;317351;BL0312;(L/B/S)U template;Morgensterpad;9;
KNOKKE-HEIST - FH03;8355962;;BL0310;317353;BL0310;(L/B/S)U template;Morgensterpad;10;
KNOKKE-HEIST - FH03;8364843;;BL0313;317355;BL0313;(L/B/S)U template;Morgensterpad;11;
KNOKKE-HEIST - FH03;8342855;;BL0313;317357;BL0313;(L/B/S)U template;Morgensterpad;13;
KNOKKE-HEIST - FH03;8362523;;BL0310;317359;BL0310;(L/B/S)U template;Morgensterpad;14;
KNOKKE-HEIST - FH03;8353143;;BL0301;317392;BL0301;(L/B/S)U template;Meerlaan;54;
KNOKKE-HEIST - FH03;8342323;;BL0311;317394;BL0311;(L/B/S)U template;Meerlaan;62;
KNOKKE-HEIST - FH03;8362520;;BL0312;317396;BL0312;(L/B/S)U template;Meerlaan;64;
KNOKKE-HEIST - FH03;8355432;;BL0312;317400;BL0312;(L/B/S)U template;Meerlaan;74;
