Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;BG Name;Straat;Huisnummer;Huisnummer Toevoeging
LEUVEN - FH03;377818;6;BL0306;377818;BL0306;BUILDING template;;Arendstraat;1;
LEUVEN - FH03;4798627;6;BL0306;4798627;BL0306;BUILDING template;;Arendstraat;11;
LEUVEN - FH03;377817;6;BL0306;377817;BL0306;BUILDING template;;Arendstraat;13;
LEUVEN - FH03;4798620;6;BL0306;4798620;BL0306;BUILDING template;;Arendstraat;3;
LEUVEN - FH03;4798622;6;BL0306;4798622;BL0306;BUILDING template;;Arendstraat;5;
LEUVEN - FH03;4798623;6;BL0306;4798623;BL0306;BUILDING template;;Arendstraat;7;
LEUVEN - FH03;4798625;6;BL0306;4798625;BL0306;BUILDING template;;Arendstraat;9;
LEUVEN - FH03;4786665;2;BL0318;4786665;BL0318;BUILDING template;;Blauwputgang;1;
LEUVEN - FH03;1521177;2;BL0318;1521177;BL0318;BUILDING template;;Blauwputgang;10;
LEUVEN - FH03;4786663;2;BL0318;4786663;BL0318;BUILDING template;;Blauwputgang;11;
LEUVEN - FH03;4786667;2;BL0318;4786667;BL0318;BUILDING template;;Blauwputgang;3;
LEUVEN - FH03;1521179;2;BL0318;1521179;BL0318;BUILDING template;;Blauwputgang;4;
LEUVEN - FH03;1521182;2;BL0318;1521182;BL0318;BUILDING template;;Blauwputgang;5;
LEUVEN - FH03;1521186;2;BL0318;1521186;BL0318;BUILDING template;;Blauwputgang;6;
LEUVEN - FH03;1521183;2;BL0318;1521183;BL0318;BUILDING template;;Blauwputgang;7;
LEUVEN - FH03;1521187;2;BL0318;1521187;BL0318;BUILDING template;;Blauwputgang;8;
LEUVEN - FH03;1521180;2;BL0318;1521180;BL0318;BUILDING template;;Blauwputgang;9;
LEUVEN - FH03;1186806;6;BL0312;1186806;BL0312;BUILDING template;;Bogaardenstraat;1;
LEUVEN - FH03;3941075;6;BL0312;3941075;BL0312;BUILDING template;;Bogaardenstraat;11;
LEUVEN - FH03;3010616;6;BL0305;3010616;BL0305;BUILDING template;;Bogaardenstraat;12;
LEUVEN - FH03;4068748;6;BL0312;4068748;BL0312;BUILDING template;;Bogaardenstraat;13;
LEUVEN - FH03;3010618;6;BL0305;3010618;BL0305;BUILDING template;;Bogaardenstraat;14;
LEUVEN - FH03;379741;6;BL0312;379741;BL0312;BUILDING template;;Bogaardenstraat;15;
LEUVEN - FH03;1186807;6;BL0305;1186807;BL0305;BUILDING template;;Bogaardenstraat;16;
LEUVEN - FH03;379742;6;BL0305;379742;BL0305;BUILDING template;;Bogaardenstraat;18;
