Projectnummer;LU Key;CLUSTER_NR;LAM MK;BLOCK_NR;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
ANTWERPEN-WEST - FH10;4519682;;4519682;BL0007;BL0007;BUILDING template;Allewaertstraat;28;
ANTWERPEN-WEST - FH10;5364302;;5364302;BL0011;BL0011;BUILDING template;Leopold de Waelplaats;1;
ANTWERPEN-WEST - FH10;5373832;;5373832;BL0029;BL0029;BUILDING template;Terninckgang;1;A
ANTWERPEN-WEST - FH10;5373885;;5373885;BL0023;BL0023;BUILDING template;Vrijheidstraat;65;
ANTWERPEN-WEST - FH10;5394006;;5394006;BL0035;BL0035;BUILDING template;Louizastraat;37;
ANTWERPEN-WEST - FH10;5414520;;5414520;BL0018;BL0018;BUILDING template;Volkstraat;41;
ANTWERPEN-WEST - FH10;5437477;;5437477;BL0013;BL0013;BUILDING template;Amerikalei;104;B
ANTWERPEN-WEST - FH10;5558086;;5558086;BL0037;BL0037;BUILDING template;Bollandusstraat;1;
ANTWERPEN-WEST - FH10;5558254;;5558254;BL0026;BL0026;BUILDING template;Amerikalei;26;
ANTWERPEN-WEST - FH10;5563990;;5563990;BL0025;BL0025;BUILDING template;Verbondstraat;76;
ANTWERPEN-WEST - FH10;5566743;;5566743;BL0012;BL0012;BUILDING template;Amerikalei;122;
ANTWERPEN-WEST - FH10;5572188;;5572188;BL0012;BL0012;BUILDING template;Amerikalei;118;
ANTWERPEN-WEST - FH10;5572189;;5572189;BL0001;BL0001;BUILDING template;Amerikalei;216;
ANTWERPEN-WEST - FH10;5575005;;5575005;BL0026;BL0026;BUILDING template;Amerikalei;10;
ANTWERPEN-WEST - FH10;5575009;;5575009;BL0014;BL0014;BUILDING template;Amerikalei;80;
ANTWERPEN-WEST - FH10;5575010;;5575010;BL0014;BL0014;BUILDING template;Amerikalei;84;
ANTWERPEN-WEST - FH10;5575013;;5575013;BL0012;BL0012;BUILDING template;Amerikalei;106;
ANTWERPEN-WEST - FH10;5575014;;5575014;BL0007;BL0007;BUILDING template;Amerikalei;132;
ANTWERPEN-WEST - FH10;5575016;;5575016;BL0007;BL0007;BUILDING template;Amerikalei;150;
ANTWERPEN-WEST - FH10;5575017;;5575017;BL0007;BL0007;BUILDING template;Amerikalei;158;
ANTWERPEN-WEST - FH10;5575254;;5575254;BL0036;BL0036;BUILDING template;Britselei;38;
ANTWERPEN-WEST - FH10;5575256;;5575256;BL0030;BL0030;BUILDING template;Britselei;82;
ANTWERPEN-WEST - FH10;5575257;;5575257;BL0030;BL0030;BUILDING template;Britselei;86;
ANTWERPEN-WEST - FH10;5575420;;5575420;BL0001;BL0001;BUILDING template;Baron Dhanislaan;20;
ANTWERPEN-WEST - FH10;5575588;;5575588;BL0020;BL0020;BUILDING template;Geuzenstraat;23;
ANTWERPEN-WEST - FH10;5575593;;5575593;BL0003;BL0003;BUILDING template;Gillisplaats;5;
ANTWERPEN-WEST - FH10;5575878;;5575878;BL0021;BL0021;BUILDING template;Lambermontstraat;7;
ANTWERPEN-WEST - FH10;5576354;;5576354;BL0025;BL0025;BUILDING template;Verbondstraat;108;
ANTWERPEN-WEST - FH10;5576397;;5576397;BL0021;BL0021;BUILDING template;Vrijheidstraat;30;
ANTWERPEN-WEST - FH10;5576481;;5576481;BL0032;BL0032;BUILDING template;Kapucinessenstraat;25;
ANTWERPEN-WEST - FH10;5576482;;5576482;BL0032;BL0032;BUILDING template;Kapucinessenstraat;37;
ANTWERPEN-WEST - FH10;5576483;;5576483;BL0030;BL0030;BUILDING template;Kapucinessenstraat;60;
ANTWERPEN-WEST - FH10;762182;;762182;BL0007;BL0007;BUILDING template;Amerikalei;130;
ANTWERPEN-WEST - FH10;762184;;762184;BL0007;BL0007;BUILDING template;Amerikalei;136;
ANTWERPEN-WEST - FH10;762187;;762187;BL0007;BL0007;BUILDING template;Amerikalei;140;
ANTWERPEN-WEST - FH10;762189;;762189;BL0007;BL0007;BUILDING template;Amerikalei;154;
ANTWERPEN-WEST - FH10;762191;;762191;BL0007;BL0007;BUILDING template;Amerikalei;156;
ANTWERPEN-WEST - FH10;762193;;762193;BL0007;BL0007;BUILDING template;Amerikalei;148;
ANTWERPEN-WEST - FH10;762196;;762196;BL0007;BL0007;BUILDING template;Amerikalei;146;
ANTWERPEN-WEST - FH10;762198;;762198;BL0007;BL0007;BUILDING template;Amerikalei;160;
ANTWERPEN-WEST - FH10;762202;;762202;BL0007;BL0007;BUILDING template;Amerikalei;144;
ANTWERPEN-WEST - FH10;762204;;762204;BL0007;BL0007;BUILDING template;Amerikalei;134;
ANTWERPEN-WEST - FH10;762208;;762208;BL0007;BL0007;BUILDING template;Amerikalei;128;
ANTWERPEN-WEST - FH10;762210;;762210;BL0007;BL0007;BUILDING template;Kasteelstraat;51;
ANTWERPEN-WEST - FH10;762212;;762212;BL0007;BL0007;BUILDING template;Kasteelstraat;61;
ANTWERPEN-WEST - FH10;762218;;762218;BL0007;BL0007;BUILDING template;Allewaertstraat;2;
ANTWERPEN-WEST - FH10;762220;;762220;BL0007;BL0007;BUILDING template;Allewaertstraat;2;A
ANTWERPEN-WEST - FH10;762222;;762222;BL0007;BL0007;BUILDING template;Admiraal de Boisotstraat;55;
ANTWERPEN-WEST - FH10;762224;;762224;BL0007;BL0007;BUILDING template;Admiraal de Boisotstraat;37;
ANTWERPEN-WEST - FH10;762226;;762226;BL0007;BL0007;BUILDING template;Admiraal de Boisotstraat;35;
ANTWERPEN-WEST - FH10;762227;;762227;BL0007;BL0007;BUILDING template;Admiraal de Boisotstraat;3;
ANTWERPEN-WEST - FH10;762228;;762228;BL0008;BL0008;BUILDING template;Graaf van Hoornestraat;57;
ANTWERPEN-WEST - FH10;762229;;762229;BL0009;BL0009;BUILDING template;Graaf van Hoornestraat;60;
ANTWERPEN-WEST - FH10;762625;;762625;BL0006;BL0006;BUILDING template;Amerikalei;196;
ANTWERPEN-WEST - FH10;762626;;762626;BL0006;BL0006;BUILDING template;Amerikalei;186;
ANTWERPEN-WEST - FH10;762627;;762627;BL0006;BL0006;BUILDING template;Amerikalei;164;
ANTWERPEN-WEST - FH10;762628;;762628;BL0006;BL0006;BUILDING template;Amerikalei;188;
ANTWERPEN-WEST - FH10;762629;;762629;BL0006;BL0006;BUILDING template;Amerikalei;192;
ANTWERPEN-WEST - FH10;762630;;762630;BL0006;BL0006;BUILDING template;Amerikalei;184;
ANTWERPEN-WEST - FH10;762631;;762631;BL0006;BL0006;BUILDING template;Baron Dhanislaan;19;
ANTWERPEN-WEST - FH10;762632;;762632;BL0006;BL0006;BUILDING template;Baron Dhanislaan;1;
ANTWERPEN-WEST - FH10;762634;;762634;BL0005;BL0005;BUILDING template;Emiel Banningstraat;1;
ANTWERPEN-WEST - FH10;762636;;762636;BL0005;BL0005;BUILDING template;Emiel Banningstraat;7;
ANTWERPEN-WEST - FH10;762637;;762637;BL0005;BL0005;BUILDING template;Emiel Banningstraat;9;
ANTWERPEN-WEST - FH10;762638;;762638;BL0005;BL0005;BUILDING template;Kasteelstraat;58;
ANTWERPEN-WEST - FH10;762639;;762639;BL0005;BL0005;BUILDING template;Kasteelstraat;32;
ANTWERPEN-WEST - FH10;762641;;762641;BL0005;BL0005;BUILDING template;Lambermontplaats;24;
ANTWERPEN-WEST - FH10;762644;;762644;BL0006;BL0006;BUILDING template;Pacificatiestraat;70;
ANTWERPEN-WEST - FH10;762645;;762645;BL0006;BL0006;BUILDING template;Pacificatiestraat;36;
ANTWERPEN-WEST - FH10;762791;;762791;BL0013;BL0013;BUILDING template;Beeldhouwersstraat;7;
ANTWERPEN-WEST - FH10;762792;;762792;BL0012;BL0012;BUILDING template;Beeldhouwersstraat;52;
ANTWERPEN-WEST - FH10;762795;;762795;BL0013;BL0013;BUILDING template;Beeldhouwersstraat;3;
ANTWERPEN-WEST - FH10;762796;;762796;BL0012;BL0012;BUILDING template;Beeldhouwersstraat;30;
ANTWERPEN-WEST - FH10;762797;;762797;BL0013;BL0013;BUILDING template;Plaatsnijdersstraat;15;
ANTWERPEN-WEST - FH10;762798;;762798;BL0013;BL0013;BUILDING template;Plaatsnijdersstraat;5;
ANTWERPEN-WEST - FH10;762799;;762799;BL0014;BL0014;BUILDING template;Plaatsnijdersstraat;3;
ANTWERPEN-WEST - FH10;762800;;762800;BL0014;BL0014;BUILDING template;Plaatsnijdersstraat;1;
ANTWERPEN-WEST - FH10;762801;;762801;BL0013;BL0013;BUILDING template;Bouwmeestersstraat;2;
ANTWERPEN-WEST - FH10;762802;;762802;BL0014;BL0014;BUILDING template;Bouwmeestersstraat;1;
ANTWERPEN-WEST - FH10;762803;;762803;BL0013;BL0013;BUILDING template;Bouwmeestersstraat;18;
ANTWERPEN-WEST - FH10;762804;;762804;BL0014;BL0014;BUILDING template;Bouwmeestersstraat;9;
ANTWERPEN-WEST - FH10;762805;;762805;BL0012;BL0012;BUILDING template;Amerikalei;108;
ANTWERPEN-WEST - FH10;762807;;762807;BL0013;BL0013;BUILDING template;Amerikalei;104;A
ANTWERPEN-WEST - FH10;762808;;762808;BL0013;BL0013;BUILDING template;Amerikalei;94;
ANTWERPEN-WEST - FH10;762811;;762811;BL0014;BL0014;BUILDING template;Amerikalei;88;
ANTWERPEN-WEST - FH10;762812;;762812;BL0014;BL0014;BUILDING template;Amerikalei;90;
ANTWERPEN-WEST - FH10;762814;;762814;BL0012;BL0012;BUILDING template;Amerikalei;110;
ANTWERPEN-WEST - FH10;762815;;762815;BL0012;BL0012;BUILDING template;Amerikalei;112;
ANTWERPEN-WEST - FH10;762816;;762816;BL0012;BL0012;BUILDING template;Amerikalei;116;
ANTWERPEN-WEST - FH10;762818;;762818;BL0012;BL0012;BUILDING template;Allewaertstraat;1;
ANTWERPEN-WEST - FH10;762819;;762819;BL0012;BL0012;BUILDING template;Allewaertstraat;3;
ANTWERPEN-WEST - FH10;762820;;762820;BL0014;BL0014;BUILDING template;Schildersstraat;14;
ANTWERPEN-WEST - FH10;762821;;762821;BL0014;BL0014;BUILDING template;Schildersstraat;2;
ANTWERPEN-WEST - FH10;762822;;762822;BL0014;BL0014;BUILDING template;Amerikalei;78;A
ANTWERPEN-WEST - FH10;968882;;968882;BL0009;BL0009;BUILDING template;Lambermontplaats;16;
ANTWERPEN-WEST - FH10;968883;;968883;BL0009;BL0009;BUILDING template;Lambermontplaats;10;
ANTWERPEN-WEST - FH10;968885;;968885;BL0009;BL0009;BUILDING template;Kasteelstraat;31;
ANTWERPEN-WEST - FH10;968886;;968886;BL0008;BL0008;BUILDING template;Admiraal de Boisotstraat;38;
ANTWERPEN-WEST - FH10;968887;;968887;BL0008;BL0008;BUILDING template;Admiraal de Boisotstraat;2;
ANTWERPEN-WEST - FH10;968888;;968888;BL0008;BL0008;BUILDING template;Admiraal de Boisotstraat;26;
ANTWERPEN-WEST - FH10;968889;;968889;BL0009;BL0009;BUILDING template;Leopold de Waelstraat;37;
ANTWERPEN-WEST - FH10;968890;;968890;BL0009;BL0009;BUILDING template;Leopold de Waelstraat;1;
ANTWERPEN-WEST - FH10;968891;;968891;BL0008;BL0008;BUILDING template;Beeldhouwersstraat;2;
ANTWERPEN-WEST - FH10;968893;;968893;BL0008;BL0008;BUILDING template;Graaf van Hoornestraat;7;
ANTWERPEN-WEST - FH10;968894;;968894;BL0009;BL0009;BUILDING template;Graaf van Hoornestraat;2;
ANTWERPEN-WEST - FH10;968895;;968895;BL0009;BL0009;BUILDING template;Graaf van Hoornestraat;50;
ANTWERPEN-WEST - FH10;968896;;968896;BL0009;BL0009;BUILDING template;Graaf van Hoornestraat;30;
ANTWERPEN-WEST - FH10;968897;;968897;BL0009;BL0009;BUILDING template;Graaf van Hoornestraat;32;
ANTWERPEN-WEST - FH10;968898;;968898;BL0008;BL0008;BUILDING template;Graaf van Hoornestraat;1;
ANTWERPEN-WEST - FH10;968899;;968899;BL0008;BL0008;BUILDING template;Graaf van Hoornestraat;5;
ANTWERPEN-WEST - FH10;968907;;968907;BL0008;BL0008;BUILDING template;Beeldhouwersstraat;26;
ANTWERPEN-WEST - FH10;969853;;969853;BL0017;BL0017;BUILDING template;Zwijgerstraat;26;
ANTWERPEN-WEST - FH10;969854;;969854;BL0017;BL0017;BUILDING template;Zwijgerstraat;34;
ANTWERPEN-WEST - FH10;969856;;969856;BL0017;BL0017;BUILDING template;Schildersstraat;1;
ANTWERPEN-WEST - FH10;969857;;969857;BL0017;BL0017;BUILDING template;Schildersstraat;25;
ANTWERPEN-WEST - FH10;969858;;969858;BL0016;BL0016;BUILDING template;De Vrierestraat;2;
ANTWERPEN-WEST - FH10;969859;;969859;BL0016;BL0016;BUILDING template;De Vrierestraat;22;
ANTWERPEN-WEST - FH10;969860;;969860;BL0016;BL0016;BUILDING template;De Vrierestraat;24;
ANTWERPEN-WEST - FH10;969861;;969861;BL0016;BL0016;BUILDING template;De Vrierestraat;28;
ANTWERPEN-WEST - FH10;969862;;969862;BL0016;BL0016;BUILDING template;Coquilhatstraat;35;
ANTWERPEN-WEST - FH10;969864;;969864;BL0016;BL0016;BUILDING template;Zwijgerstraat;1;
ANTWERPEN-WEST - FH10;969865;;969865;BL0016;BL0016;BUILDING template;Zwijgerstraat;43;
ANTWERPEN-WEST - FH10;969866;;969866;BL0017;BL0017;BUILDING template;Zwijgerstraat;42;
ANTWERPEN-WEST - FH10;969868;;969868;BL0016;BL0016;BUILDING template;Zwijgerstraat;45;
ANTWERPEN-WEST - FH10;969869;;969869;BL0017;BL0017;BUILDING template;Karel Rogierstraat;47;
ANTWERPEN-WEST - FH10;969870;;969870;BL0017;BL0017;BUILDING template;Karel Rogierstraat;1;
ANTWERPEN-WEST - FH10;969871;;969871;BL0016;BL0016;BUILDING template;Marnixplaats;11;
ANTWERPEN-WEST - FH10;969872;;969872;BL0016;BL0016;BUILDING template;Marnixplaats;13;
ANTWERPEN-WEST - FH10;969873;;969873;BL0017;BL0017;BUILDING template;Marnixplaats;14;
ANTWERPEN-WEST - FH10;969874;;969874;BL0016;BL0016;BUILDING template;Marnixplaats;12;
ANTWERPEN-WEST - FH10;969889;;969889;BL0017;BL0017;BUILDING template;Zwijgerstraat;4;
ANTWERPEN-WEST - FH10;973047;;973047;BL0027;BL0027;BUILDING template;Kasteelpleinstraat;54;
ANTWERPEN-WEST - FH10;973048;;973048;BL0027;BL0027;BUILDING template;Kasteelpleinstraat;68;
ANTWERPEN-WEST - FH10;973049;;973049;BL0028;BL0028;BUILDING template;Kasteelpleinstraat;52;
ANTWERPEN-WEST - FH10;973050;;973050;BL0028;BL0028;BUILDING template;Kasteelpleinstraat;26;
ANTWERPEN-WEST - FH10;973052;;973052;BL0028;BL0028;BUILDING template;Kasteelpleinstraat;10;
ANTWERPEN-WEST - FH10;973053;;973053;BL0027;BL0027;BUILDING template;Verbondstraat;37;
ANTWERPEN-WEST - FH10;973054;;973054;BL0028;BL0028;BUILDING template;Verbondstraat;33;
ANTWERPEN-WEST - FH10;973056;;973056;BL0028;BL0028;BUILDING template;Verbondstraat;3;
ANTWERPEN-WEST - FH10;973057;;973057;BL0028;BL0028;BUILDING template;Verbondstraat;1;
ANTWERPEN-WEST - FH10;973058;;973058;BL0027;BL0027;BUILDING template;Tolstraat;47;
ANTWERPEN-WEST - FH10;973059;;973059;BL0027;BL0027;BUILDING template;Tolstraat;69;
ANTWERPEN-WEST - FH10;973060;;973060;BL0027;BL0027;BUILDING template;Tolstraat;71;
ANTWERPEN-WEST - FH10;973061;;973061;BL0027;BL0027;BUILDING template;Tolstraat;89;
ANTWERPEN-WEST - FH10;973062;;973062;BL0028;BL0028;BUILDING template;Welvaartstraat;27;A
ANTWERPEN-WEST - FH10;973063;;973063;BL0028;BL0028;BUILDING template;Welvaartstraat;37;
ANTWERPEN-WEST - FH10;973065;;973065;BL0027;BL0027;BUILDING template;Welvaartstraat;38;
ANTWERPEN-WEST - FH10;973066;;973066;BL0027;BL0027;BUILDING template;Welvaartstraat;54;A
ANTWERPEN-WEST - FH10;973067;;973067;BL0027;BL0027;BUILDING template;Welvaartstraat;56;
ANTWERPEN-WEST - FH10;973071;;973071;BL0027;BL0027;BUILDING template;Amerikalei;6;
ANTWERPEN-WEST - FH10;973073;;973073;BL0027;BL0027;BUILDING template;Amerikalei;8;
ANTWERPEN-WEST - FH10;973075;;973075;BL0027;BL0027;BUILDING template;Amerikalei;2;
ANTWERPEN-WEST - FH10;973380;;973380;BL0019;BL0019;BUILDING template;Volkstraat;27;
ANTWERPEN-WEST - FH10;973381;;973381;BL0019;BL0019;BUILDING template;Volkstraat;17;
ANTWERPEN-WEST - FH10;973382;;973382;BL0019;BL0019;BUILDING template;Volkstraat;15;
ANTWERPEN-WEST - FH10;973383;;973383;BL0019;BL0019;BUILDING template;Volkstraat;1;
ANTWERPEN-WEST - FH10;973384;;973384;BL0019;BL0019;BUILDING template;Marnixplaats;1;
ANTWERPEN-WEST - FH10;973385;;973385;BL0020;BL0020;BUILDING template;Marnixplaats;4;
ANTWERPEN-WEST - FH10;973389;;973389;BL0020;BL0020;BUILDING template;Geuzenstraat;41;
ANTWERPEN-WEST - FH10;973391;;973391;BL0020;BL0020;BUILDING template;Geuzenstraat;21;
ANTWERPEN-WEST - FH10;973392;;973392;BL0020;BL0020;BUILDING template;Geuzenstraat;29;
ANTWERPEN-WEST - FH10;973393;;973393;BL0020;BL0020;BUILDING template;Kronenburgstraat;48;
ANTWERPEN-WEST - FH10;973394;;973394;BL0020;BL0020;BUILDING template;Kronenburgstraat;82;A
ANTWERPEN-WEST - FH10;973395;;973395;BL0020;BL0020;BUILDING template;Kronenburgstraat;64;
ANTWERPEN-WEST - FH10;973397;;973397;BL0020;BL0020;BUILDING template;Kronenburgstraat;52;
ANTWERPEN-WEST - FH10;973398;;973398;BL0020;BL0020;BUILDING template;Lambermontstraat;2;
ANTWERPEN-WEST - FH10;973399;;973399;BL0021;BL0021;BUILDING template;Lambermontstraat;1;
ANTWERPEN-WEST - FH10;973400;;973400;BL0020;BL0020;BUILDING template;Lambermontstraat;38;
ANTWERPEN-WEST - FH10;973402;;973402;BL0021;BL0021;BUILDING template;Lambermontstraat;5;
ANTWERPEN-WEST - FH10;973404;;973404;BL0019;BL0019;BUILDING template;Scheldestraat;77;
ANTWERPEN-WEST - FH10;976225;;976225;BL0018;BL0018;BUILDING template;Scheldestraat;100;
ANTWERPEN-WEST - FH10;976233;;976233;BL0018;BL0018;BUILDING template;Volkstraat;69;
ANTWERPEN-WEST - FH10;976234;;976234;BL0018;BL0018;BUILDING template;Volkstraat;29;
ANTWERPEN-WEST - FH10;976238;;976238;BL0018;BL0018;BUILDING template;Karel Rogierstraat;2;
ANTWERPEN-WEST - FH10;976239;;976239;BL0018;BL0018;BUILDING template;Karel Rogierstraat;40;
ANTWERPEN-WEST - FH10;976240;;976240;BL0018;BL0018;BUILDING template;Karel Rogierstraat;38;A
ANTWERPEN-WEST - FH10;976242;;976242;BL0018;BL0018;BUILDING template;Marnixplaats;15;
ANTWERPEN-WEST - FH10;976316;;976316;BL0026;BL0026;BUILDING template;Verbondstraat;59;
ANTWERPEN-WEST - FH10;976318;;976318;BL0026;BL0026;BUILDING template;Amerikalei;66;
ANTWERPEN-WEST - FH10;976319;;976319;BL0026;BL0026;BUILDING template;Amerikalei;24;
ANTWERPEN-WEST - FH10;976320;;976320;BL0026;BL0026;BUILDING template;Amerikalei;18;
ANTWERPEN-WEST - FH10;976322;;976322;BL0026;BL0026;BUILDING template;Amerikalei;16;
ANTWERPEN-WEST - FH10;976324;;976324;BL0026;BL0026;BUILDING template;Amerikalei;32;
ANTWERPEN-WEST - FH10;976325;;976325;BL0026;BL0026;BUILDING template;Amerikalei;30;
ANTWERPEN-WEST - FH10;976326;;976326;BL0026;BL0026;BUILDING template;Amerikalei;60;
ANTWERPEN-WEST - FH10;976327;;976327;BL0026;BL0026;BUILDING template;Amerikalei;58;
ANTWERPEN-WEST - FH10;976329;;976329;BL0026;BL0026;BUILDING template;Amerikalei;56;
ANTWERPEN-WEST - FH10;976330;;976330;BL0026;BL0026;BUILDING template;Amerikalei;52;
ANTWERPEN-WEST - FH10;976331;;976331;BL0026;BL0026;BUILDING template;Amerikalei;54;
ANTWERPEN-WEST - FH10;976332;;976332;BL0026;BL0026;BUILDING template;Amerikalei;50;
ANTWERPEN-WEST - FH10;976333;;976333;BL0026;BL0026;BUILDING template;Tolstraat;40;
ANTWERPEN-WEST - FH10;977594;;977594;BL0003;BL0003;BUILDING template;Gijzelaarsstraat;33;
ANTWERPEN-WEST - FH10;977595;;977595;BL0003;BL0003;BUILDING template;Gijzelaarsstraat;1;
ANTWERPEN-WEST - FH10;977596;;977596;BL0003;BL0003;BUILDING template;Edward Pecherstraat;58;
ANTWERPEN-WEST - FH10;977598;;977598;BL0004;BL0004;BUILDING template;Edward Pecherstraat;51;
ANTWERPEN-WEST - FH10;977599;;977599;BL0004;BL0004;BUILDING template;Edward Pecherstraat;1;
ANTWERPEN-WEST - FH10;977600;;977600;BL0004;BL0004;BUILDING template;Edward Pecherstraat;49;
ANTWERPEN-WEST - FH10;977601;;977601;BL0001;BL0001;BUILDING template;Emiel Banningstraat;25;
ANTWERPEN-WEST - FH10;977603;;977603;BL0004;BL0004;BUILDING template;Emiel Banningstraat;18;
ANTWERPEN-WEST - FH10;977605;;977605;BL0004;BL0004;BUILDING template;Kasteelstraat;4;
ANTWERPEN-WEST - FH10;977607;;977607;BL0004;BL0004;BUILDING template;Lambermontplaats;30;
ANTWERPEN-WEST - FH10;977608;;977608;BL0004;BL0004;BUILDING template;Lambermontplaats;36;
ANTWERPEN-WEST - FH10;977609;;977609;BL0004;BL0004;BUILDING template;Lambermontplaats;25;
ANTWERPEN-WEST - FH10;977613;;977613;BL0003;BL0003;BUILDING template;Gillisplaats;6;
ANTWERPEN-WEST - FH10;977616;;977616;BL0003;BL0003;BUILDING template;Pacificatiestraat;49;
ANTWERPEN-WEST - FH10;977617;;977617;BL0003;BL0003;BUILDING template;Pacificatiestraat;27;
ANTWERPEN-WEST - FH10;977620;;977620;BL0003;BL0003;BUILDING template;Kasteelstraat;2;
ANTWERPEN-WEST - FH10;977798;;977798;BL0010;BL0010;BUILDING template;Gillisplaats;4;
ANTWERPEN-WEST - FH10;977799;;977799;BL0010;BL0010;BUILDING template;Gillisplaats;3;
ANTWERPEN-WEST - FH10;977802;;977802;BL0010;BL0010;BUILDING template;Verschansingstraat;63;
ANTWERPEN-WEST - FH10;977805;;977805;BL0010;BL0010;BUILDING template;Verschansingstraat;1;
ANTWERPEN-WEST - FH10;977808;;977808;BL0010;BL0010;BUILDING template;Verschansingstraat;35;
ANTWERPEN-WEST - FH10;977809;;977809;BL0010;BL0010;BUILDING template;Verschansingstraat;33;
ANTWERPEN-WEST - FH10;977810;;977810;BL0010;BL0010;BUILDING template;Kasteelstraat;1;
ANTWERPEN-WEST - FH10;977811;;977811;BL0010;BL0010;BUILDING template;Kasteelstraat;29;
ANTWERPEN-WEST - FH10;977812;;977812;BL0010;BL0010;BUILDING template;Lambermontplaats;1;
ANTWERPEN-WEST - FH10;977813;;977813;BL0010;BL0010;BUILDING template;Lambermontplaats;9;
ANTWERPEN-WEST - FH10;977827;;977827;BL0010;BL0010;BUILDING template;Leopold de Waelstraat;36;
ANTWERPEN-WEST - FH10;977828;;977828;BL0010;BL0010;BUILDING template;Leopold de Waelstraat;2;
ANTWERPEN-WEST - FH10;977835;;977835;BL0015;BL0015;BUILDING template;Schildersstraat;27;
ANTWERPEN-WEST - FH10;977836;;977836;BL0015;BL0015;BUILDING template;Schildersstraat;57;
ANTWERPEN-WEST - FH10;977837;;977837;BL0015;BL0015;BUILDING template;Coquilhatstraat;2;
ANTWERPEN-WEST - FH10;977838;;977838;BL0015;BL0015;BUILDING template;Coquilhatstraat;22;
ANTWERPEN-WEST - FH10;977839;;977839;BL0025;BL0025;BUILDING template;Coquilhatstraat;24;
ANTWERPEN-WEST - FH10;977840;;977840;BL0025;BL0025;BUILDING template;Coquilhatstraat;46;
ANTWERPEN-WEST - FH10;977841;;977841;BL0015;BL0015;BUILDING template;Coquilhatstraat;4;
ANTWERPEN-WEST - FH10;977842;;977842;BL0024;BL0024;BUILDING template;Coquilhatstraat;37;
ANTWERPEN-WEST - FH10;977843;;977843;BL0024;BL0024;BUILDING template;Coquilhatstraat;49;
ANTWERPEN-WEST - FH10;977844;;977844;BL0024;BL0024;BUILDING template;Coquilhatstraat;59;
ANTWERPEN-WEST - FH10;977846;;977846;BL0015;BL0015;BUILDING template;De Vrierestraat;30;
ANTWERPEN-WEST - FH10;977847;;977847;BL0025;BL0025;BUILDING template;De Vrierestraat;61;
ANTWERPEN-WEST - FH10;977848;;977848;BL0025;BL0025;BUILDING template;De Vrierestraat;27;
ANTWERPEN-WEST - FH10;977849;;977849;BL0024;BL0024;BUILDING template;De Vrierestraat;1;
ANTWERPEN-WEST - FH10;977850;;977850;BL0024;BL0024;BUILDING template;De Vrierestraat;25;
ANTWERPEN-WEST - FH10;977851;;977851;BL0024;BL0024;BUILDING template;Marnixplaats;10;
ANTWERPEN-WEST - FH10;977852;;977852;BL0024;BL0024;BUILDING template;Marnixplaats;7;
ANTWERPEN-WEST - FH10;977854;;977854;BL0024;BL0024;BUILDING template;Tolstraat;2;
ANTWERPEN-WEST - FH10;977855;;977855;BL0024;BL0024;BUILDING template;Tolstraat;38;
ANTWERPEN-WEST - FH10;977856;;977856;BL0024;BL0024;BUILDING template;Tolstraat;24;
ANTWERPEN-WEST - FH10;977857;;977857;BL0024;BL0024;BUILDING template;Tolstraat;22;
ANTWERPEN-WEST - FH10;977858;;977858;BL0024;BL0024;BUILDING template;Tolstraat;26;
ANTWERPEN-WEST - FH10;977859;;977859;BL0025;BL0025;BUILDING template;Verbondstraat;68;
ANTWERPEN-WEST - FH10;977860;;977860;BL0024;BL0024;BUILDING template;Verbondstraat;66;
ANTWERPEN-WEST - FH10;977861;;977861;BL0024;BL0024;BUILDING template;Verbondstraat;58;
ANTWERPEN-WEST - FH10;977864;;977864;BL0025;BL0025;BUILDING template;Verbondstraat;70;
ANTWERPEN-WEST - FH10;977865;;977865;BL0025;BL0025;BUILDING template;Verbondstraat;72;
ANTWERPEN-WEST - FH10;977866;;977866;BL0025;BL0025;BUILDING template;Verbondstraat;80;
ANTWERPEN-WEST - FH10;977867;;977867;BL0025;BL0025;BUILDING template;Verbondstraat;106;
ANTWERPEN-WEST - FH10;977868;;977868;BL0025;BL0025;BUILDING template;Verbondstraat;112;
ANTWERPEN-WEST - FH10;977869;;977869;BL0025;BL0025;BUILDING template;Verbondstraat;114;
ANTWERPEN-WEST - FH10;978231;;978231;BL0023;BL0023;BUILDING template;Marnixplaats;6;
ANTWERPEN-WEST - FH10;978232;;978232;BL0021;BL0021;BUILDING template;Marnixplaats;5;
ANTWERPEN-WEST - FH10;978233;;978233;BL0021;BL0021;BUILDING template;Lambermontstraat;35;
ANTWERPEN-WEST - FH10;978235;;978235;BL0021;BL0021;BUILDING template;Lambermontstraat;11;
ANTWERPEN-WEST - FH10;978238;;978238;BL0021;BL0021;BUILDING template;Kronenburgstraat;114;
ANTWERPEN-WEST - FH10;978240;;978240;BL0021;BL0021;BUILDING template;Kronenburgstraat;96;
ANTWERPEN-WEST - FH10;978241;;978241;BL0021;BL0021;BUILDING template;Kronenburgstraat;84;
ANTWERPEN-WEST - FH10;978248;;978248;BL0022;BL0022;BUILDING template;Vrijheidstraat;1;
ANTWERPEN-WEST - FH10;978249;;978249;BL0022;BL0022;BUILDING template;Vrijheidstraat;45;
ANTWERPEN-WEST - FH10;978250;;978250;BL0023;BL0023;BUILDING template;Vrijheidstraat;47;
