Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;BG Name;Straat;Huisnummer;Huisnummer Toevoeging
HASSELT - FH10;1000321;;BL0024;1000321;BL0024;BUILDING template;;Kempische Kaai;55;A
HASSELT - FH10;1019949;;BL0024;1019949;BL0024;BUILDING template;;Kempische Kaai;55;
HASSELT - FH10;1019950;;BL0020;1019950;BL0020;BUILDING template;;Hovenstraat;2;
HASSELT - FH10;1058036;;BL0014;1058036;BL0014;BUILDING template;;Gouverneur Verwilghensingel;5;
HASSELT - FH10;1058038;;BL0014;1058038;BL0014;BUILDING template;;Gouverneur Verwilghensingel;13;
HASSELT - FH10;1163961;;BL0001;1163961;BL0001;BUILDING template;;Herkenrodesingel;7;
HASSELT - FH10;1163962;;BL0001;1163962;BL0001;BUILDING template;;Herkenrodesingel;9;
HASSELT - FH10;1163963;;BL0001;1163963;BL0001;BUILDING template;;Herkenrodesingel;11;
HASSELT - FH10;1163964;;BL0001;1163964;BL0001;BUILDING template;;Herkenrodesingel;13;
HASSELT - FH10;1163966;;BL0001;1163966;BL0001;BUILDING template;;Herkenrodesingel;17;
HASSELT - FH10;1198779;;BL0031;1198779;BL0031;BUILDING template;;Tenierslaan;2;
HASSELT - FH10;1236039;;BL0019;1236039;BL0019;BUILDING template;;Koning Boudewijnlaan;6;
HASSELT - FH10;1236885;;BL0013;1236885;BL0013;BUILDING template;;Gouverneur Verwilghensingel;1;
HASSELT - FH10;1298047;;BL0022;1298047;BL0022;BUILDING template;;Kempische Kaai;7;
HASSELT - FH10;1308914;;BL0023;1308914;BL0023;BUILDING template;;Kempische steenweg;100;
HASSELT - FH10;1319896;;BL0023;1319896;BL0023;BUILDING template;;Havenstraat;30;
HASSELT - FH10;1319898;;BL0023;1319898;BL0023;BUILDING template;;Havenstraat;32;
HASSELT - FH10;1335192;;BL0011;1335192;BL0011;BUILDING template;;Kempische steenweg;136;
HASSELT - FH10;1340470;;BL0033;1340470;BL0033;BUILDING template;;Nicolaas Theelenstraat;12;
HASSELT - FH10;1354440;;BL0002;1354440;BL0002;BUILDING template;;Panoramastraat;3;
HASSELT - FH10;1361892;;BL0043;1361892;BL0043;BUILDING template;;Alverbergstraat;69;
HASSELT - FH10;1397996;;BL0043;1397996;BL0043;BUILDING template;;Alverbergstraat;67;
HASSELT - FH10;1439941;;BL0033;1439941;BL0033;BUILDING template;;Nicolaas Theelenstraat;34;
HASSELT - FH10;1440561;;BL0006;1440561;BL0006;BUILDING template;;Schildknapenstraat;28;
HASSELT - FH10;1444634;;BL0033;1444634;BL0033;BUILDING template;;van Dijcklaan;18;
HASSELT - FH10;1445692;;BL0034;1445692;BL0034;BUILDING template;;van Dijcklaan;35;
HASSELT - FH10;1447711;;BL0033;1447711;BL0033;BUILDING template;;Nicolaas Theelenstraat;22;
HASSELT - FH10;1449271;;BL0006;1449271;BL0006;BUILDING template;;Schildknapenstraat;30;
HASSELT - FH10;1453414;;BL0023;1453414;BL0023;BUILDING template;;Kempische steenweg;108;
HASSELT - FH10;1453420;;BL0006;1453420;BL0006;BUILDING template;;Schildknapenstraat;35;
HASSELT - FH10;1454344;;BL0033;1454344;BL0033;BUILDING template;;Nicolaas Theelenstraat;1;
HASSELT - FH10;1463747;;BL0027;1463747;BL0027;BUILDING template;;Armand Hertzstraat;54;
HASSELT - FH10;1471995;;BL0020;1471995;BL0020;BUILDING template;;Hovenstraat;46;
HASSELT - FH10;1476452;;BL0019;1476452;BL0019;BUILDING template;;Martelarenlaan;46;
HASSELT - FH10;1482717;;BL0001;1482717;BL0001;BUILDING template;;Oude Kuringerbaan;125;
HASSELT - FH10;1503308;;BL0041;1503308;BL0041;BUILDING template;;Anne Ruttenstraat;29;
HASSELT - FH10;1503468;;BL0021;1503468;BL0021;BUILDING template;;Hovenstraat;41;
HASSELT - FH10;1503954;;BL0006;1503954;BL0006;BUILDING template;;Schildknapenstraat;21;
HASSELT - FH10;1512388;;BL0019;1512388;BL0019;BUILDING template;;Martelarenlaan;48;
HASSELT - FH10;1519359;;BL0004;1519359;BL0004;BUILDING template;;Schildknapenstraat;8;
HASSELT - FH10;1520180;;BL0021;1520180;BL0021;BUILDING template;;Martelarenlaan;30;
HASSELT - FH10;2405762;;BL0006;2405762;BL0006;BUILDING template;;Hoogvonderstraat;3;
HASSELT - FH10;2405763;;BL0006;2405763;BL0006;BUILDING template;;Hoogvonderstraat;5;
HASSELT - FH10;2405765;;BL0006;2405765;BL0006;BUILDING template;;Hoogvonderstraat;7;
HASSELT - FH10;2405766;;BL0006;2405766;BL0006;BUILDING template;;Hoogvonderstraat;8;
HASSELT - FH10;2405768;;BL0006;2405768;BL0006;BUILDING template;;Hoogvonderstraat;9;
HASSELT - FH10;2405770;;BL0007;2405770;BL0007;BUILDING template;;Hoogvonderstraat;16;
HASSELT - FH10;2405772;;BL0007;2405772;BL0007;BUILDING template;;Hoogvonderstraat;17;
HASSELT - FH10;2405773;;BL0007;2405773;BL0007;BUILDING template;;Hoogvonderstraat;18;
HASSELT - FH10;2405775;;BL0007;2405775;BL0007;BUILDING template;;Hoogvonderstraat;19;
HASSELT - FH10;2405776;;BL0007;2405776;BL0007;BUILDING template;;Hoogvonderstraat;21;
HASSELT - FH10;2405782;;BL0004;2405782;BL0004;BUILDING template;;Schildknapenstraat;1;
HASSELT - FH10;2405784;;BL0004;2405784;BL0004;BUILDING template;;Schildknapenstraat;2;
HASSELT - FH10;2405785;;BL0004;2405785;BL0004;BUILDING template;;Schildknapenstraat;3;
HASSELT - FH10;2405786;;BL0004;2405786;BL0004;BUILDING template;;Schildknapenstraat;6;
HASSELT - FH10;2405792;;BL0004;2405792;BL0004;BUILDING template;;Schildknapenstraat;12;
HASSELT - FH10;2405794;;BL0004;2405794;BL0004;BUILDING template;;Schildknapenstraat;14;
HASSELT - FH10;2405795;;BL0004;2405795;BL0004;BUILDING template;;Schildknapenstraat;16;
HASSELT - FH10;2405796;;BL0006;2405796;BL0006;BUILDING template;;Schildknapenstraat;22;
HASSELT - FH10;2405797;;BL0006;2405797;BL0006;BUILDING template;;Schildknapenstraat;23;
HASSELT - FH10;2405798;;BL0006;2405798;BL0006;BUILDING template;;Schildknapenstraat;27;
HASSELT - FH10;2405801;;BL0006;2405801;BL0006;BUILDING template;;Schildknapenstraat;29;
HASSELT - FH10;2405802;;BL0006;2405802;BL0006;BUILDING template;;Schildknapenstraat;31;
HASSELT - FH10;2405803;;BL0006;2405803;BL0006;BUILDING template;;Schildknapenstraat;33;
HASSELT - FH10;2405804;;BL0006;2405804;BL0006;BUILDING template;;Schildknapenstraat;36;
HASSELT - FH10;2406011;;BL0019;2406011;BL0019;BUILDING template;;Koning Boudewijnlaan;8;
HASSELT - FH10;2406013;;BL0019;2406013;BL0019;BUILDING template;;Koning Boudewijnlaan;10;
