Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
LEUVEN - FH03;377818;;BL0306;377818;BL0306;BUILDING template;Arendstraat;1;
LEUVEN - FH03;1881731;;BL0306;377818;BL0306;(L/B/S)U template;Arendstraat;1;
LEUVEN - FH03;10916903;;BL0306;377818;BL0306;(L/B/S)U template;Arendstraat;1;
LEUVEN - FH03;11188433;;BL0306;377818;BL0306;(L/B/S)U template;Arendstraat;1;
LEUVEN - FH03;11188434;;BL0306;377818;BL0306;(L/B/S)U template;Arendstraat;1;
LEUVEN - FH03;11188435;;BL0306;377818;BL0306;(L/B/S)U template;Arendstraat;1;
LEUVEN - FH03;4798620;;BL0306;4798620;BL0306;BUILDING template;Arendstraat;3;
LEUVEN - FH03;1909808;;BL0306;4798620;BL0306;(L/B/S)U template;Arendstraat;3;
LEUVEN - FH03;4798622;;BL0306;4798622;BL0306;BUILDING template;Arendstraat;5;
LEUVEN - FH03;1922152;;BL0306;4798622;BL0306;(L/B/S)U template;Arendstraat;5;
LEUVEN - FH03;4798623;;BL0306;4798623;BL0306;BUILDING template;Arendstraat;7;
LEUVEN - FH03;1930968;;BL0306;4798623;BL0306;(L/B/S)U template;Arendstraat;7;
LEUVEN - FH03;4798625;;BL0306;4798625;BL0306;BUILDING template;Arendstraat;9;
LEUVEN - FH03;1936991;;BL0306;4798625;BL0306;(L/B/S)U template;Arendstraat;9;
LEUVEN - FH03;4798627;;BL0306;4798627;BL0306;BUILDING template;Arendstraat;11;
LEUVEN - FH03;1885364;;BL0306;4798627;BL0306;(L/B/S)U template;Arendstraat;11;
LEUVEN - FH03;377817;;BL0306;377817;BL0306;BUILDING template;Arendstraat;13;
LEUVEN - FH03;1889257;;BL0306;377817;BL0306;(L/B/S)U template;Arendstraat;13;
LEUVEN - FH03;4786665;;BL0318;4786665;BL0318;BUILDING template;Blauwputgang;1;
