Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;BG Name;Straat;Huisnummer;Huisnummer Toevoeging
CHARLEROI - FH14;137644;;BL1401;137644;BL1401;BUILDING template;;Avenue Eugène Mascaux;1;
CHARLEROI - FH14;142265;;BL1401;142265;BL1401;BUILDING template;;Avenue Eugène Mascaux;3;
CHARLEROI - FH14;142429;;BL1401;142429;BL1401;BUILDING template;;Avenue Eugène Mascaux;7;
CHARLEROI - FH14;139260;;BL1401;139260;BL1401;BUILDING template;;Avenue Eugène Mascaux;9;
CHARLEROI - FH14;142428;;BL1401;142428;BL1401;BUILDING template;;Avenue Eugène Mascaux;11;
CHARLEROI - FH14;142426;;BL1401;142426;BL1401;BUILDING template;Avenue Eugène Mascaux 15_Rue Eudore Pirmez 3;Avenue Eugène Mascaux;15;
CHARLEROI - FH14;139258;;BL1407;139258;BL1407;BUILDING template;;Avenue Eugène Mascaux;19;
CHARLEROI - FH14;2101114;;BL1407;2101114;BL1407;BUILDING template;;Avenue Eugène Mascaux;23;
CHARLEROI - FH14;4227661;;BL1407;4227661;BL1407;BUILDING template;;Avenue Eugène Mascaux;25;
CHARLEROI - FH14;2101115;;BL1407;2101115;BL1407;BUILDING template;;Avenue Eugène Mascaux;25;B
CHARLEROI - FH14;142269;;BL1407;142269;BL1407;BUILDING template;;Avenue Eugène Mascaux;27;
CHARLEROI - FH14;142263;;BL1407;142263;BL1407;BUILDING template;;Avenue Eugène Mascaux;29;
CHARLEROI - FH14;2101119;;BL1407;2101119;BL1407;BUILDING template;;Avenue Eugène Mascaux;31;
CHARLEROI - FH14;2101121;;BL1407;2101121;BL1407;BUILDING template;;Avenue Eugène Mascaux;33;
CHARLEROI - FH14;3932353;;BL1407;3932353;BL1407;BUILDING template;;Avenue Eugène Mascaux;35;
CHARLEROI - FH14;2101123;;BL1407;2101123;BL1407;BUILDING template;;Avenue Eugène Mascaux;37;
CHARLEROI - FH14;142267;;BL1407;142267;BL1407;BUILDING template;;Avenue Eugène Mascaux;39;
CHARLEROI - FH14;139259;;BL1407;139259;BL1407;BUILDING template;;Avenue Eugène Mascaux;41;
CHARLEROI - FH14;2101126;;BL1408;2101126;BL1408;BUILDING template;Avenue eugène mascaux 43-45;Avenue Eugène Mascaux;43;
CHARLEROI - FH14;139254;;BL1408;139254;BL1408;BUILDING template;Avenue eugène mascaux 43-45;Avenue Eugène Mascaux;45;
CHARLEROI - FH14;2101127;;BL1408;2101127;BL1408;BUILDING template;;Avenue Eugène Mascaux;47;
CHARLEROI - FH14;2101128;;BL1408;2101128;BL1408;BUILDING template;;Avenue Eugène Mascaux;49;
CHARLEROI - FH14;2101130;;BL1408;2101130;BL1408;BUILDING template;;Avenue Eugène Mascaux;51;
CHARLEROI - FH14;2101132;;BL1408;2101132;BL1408;BUILDING template;;Avenue Eugène Mascaux;53;
CHARLEROI - FH14;2101139;;BL1408;2101139;BL1408;BUILDING template;;Avenue Eugène Mascaux;81;
CHARLEROI - FH14;2101141;;BL1408;2101141;BL1408;BUILDING template;;Avenue Eugène Mascaux;83;
CHARLEROI - FH14;2101143;;BL1408;2101143;BL1408;BUILDING template;;Avenue Eugène Mascaux;85;
CHARLEROI - FH14;2101145;;BL1408;2101145;BL1408;BUILDING template;;Avenue Eugène Mascaux;87;
CHARLEROI - FH14;2101147;;BL1408;2101147;BL1408;BUILDING template;;Avenue Eugène Mascaux;89;
CHARLEROI - FH14;2101149;;BL1408;2101149;BL1408;BUILDING template;;Avenue Eugène Mascaux;91;
CHARLEROI - FH14;4203408;;BL1408;4203408;BL1408;BUILDING template;;Avenue Eugène Mascaux;93;
CHARLEROI - FH14;5070558;;BL1408;5070558;BL1408;BUILDING template;;Avenue Eugène Mascaux;95;
CHARLEROI - FH14;2101151;;BL1408;2101151;BL1408;BUILDING template;;Avenue Eugène Mascaux;97;
CHARLEROI - FH14;3996495;;BL1408;3996495;BL1408;BUILDING template;;Avenue Eugène Mascaux;99;
CHARLEROI - FH14;141102;;BL1408;141102;BL1408;BUILDING template;;Avenue Eugène Mascaux;103;
CHARLEROI - FH14;141103;;BL1410;141103;BL1410;BUILDING template;;Avenue Eugène Mascaux;105;
CHARLEROI - FH14;2101153;;BL1409;2101153;BL1409;BUILDING template;;Avenue Eugène Mascaux;107;
CHARLEROI - FH14;2101154;;BL1409;2101154;BL1409;BUILDING template;Avenue eugène mascaux 113-111-109;Avenue Eugène Mascaux;111;
CHARLEROI - FH14;2101155;;BL1409;2101155;BL1409;BUILDING template;Avenue eugène mascaux 113-111-109;Avenue Eugène Mascaux;113;
CHARLEROI - FH14;2101156;;BL1409;2101156;BL1409;BUILDING template;;Avenue Eugène Mascaux;115;
CHARLEROI - FH14;165673;;BL1409;165673;BL1409;BUILDING template;;Avenue Eugène Mascaux;117;
CHARLEROI - FH14;141109;;BL1409;141109;BL1409;BUILDING template;;Avenue Eugène Mascaux;119;
CHARLEROI - FH14;6630419;;BL1409;6630419;BL1409;BUILDING template;;Avenue Eugène Mascaux;119;A
CHARLEROI - FH14;141108;;BL1409;141108;BL1409;BUILDING template;;Avenue Eugène Mascaux;121;
CHARLEROI - FH14;2101159;;BL1409;2101159;BL1409;BUILDING template;;Avenue Eugène Mascaux;123;
CHARLEROI - FH14;1439797;;BL1409;1439797;BL1409;BUILDING template;;Avenue Eugène Mascaux;125;
CHARLEROI - FH14;4217836;;BL1409;4217836;BL1409;BUILDING template;;Avenue Eugène Mascaux;127;
CHARLEROI - FH14;2101163;;BL1409;2101163;BL1409;BUILDING template;;Avenue Eugène Mascaux;129;
CHARLEROI - FH14;2101165;;BL1409;2101165;BL1409;BUILDING template;;Avenue Eugène Mascaux;131;
CHARLEROI - FH14;2101166;;BL1409;2101166;BL1409;BUILDING template;;Avenue Eugène Mascaux;133;
CHARLEROI - FH14;2101168;;BL1409;2101168;BL1409;BUILDING template;;Avenue Eugène Mascaux;135;
CHARLEROI - FH14;2101169;;BL1409;2101169;BL1409;BUILDING template;;Avenue Eugène Mascaux;137;
CHARLEROI - FH14;2101171;;BL1409;2101171;BL1409;BUILDING template;;Avenue Eugène Mascaux;139;
CHARLEROI - FH14;2101173;;BL1409;2101173;BL1409;BUILDING template;;Avenue Eugène Mascaux;141;
CHARLEROI - FH14;2101175;;BL1409;2101175;BL1409;BUILDING template;;Avenue Eugène Mascaux;143;
CHARLEROI - FH14;2101176;;BL1409;2101176;BL1409;BUILDING template;;Avenue Eugène Mascaux;145;
CHARLEROI - FH14;141887;;BL1409;141887;BL1409;BUILDING template;;Avenue Eugène Mascaux;147;
CHARLEROI - FH14;141886;;BL1410;141886;BL1410;BUILDING template;;Avenue Eugène Mascaux;149;
CHARLEROI - FH14;2101180;;BL1410;2101180;BL1410;BUILDING template;;Avenue Eugène Mascaux;151;
CHARLEROI - FH14;2101182;;BL1410;2101182;BL1410;BUILDING template;;Avenue Eugène Mascaux;153;
CHARLEROI - FH14;2101184;;BL1410;2101184;BL1410;BUILDING template;;Avenue Eugène Mascaux;155;
CHARLEROI - FH14;2101186;;BL1410;2101186;BL1410;BUILDING template;;Avenue Eugène Mascaux;157;
CHARLEROI - FH14;2101188;;BL1410;2101188;BL1410;BUILDING template;;Avenue Eugène Mascaux;159;
CHARLEROI - FH14;2101190;;BL1410;2101190;BL1410;BUILDING template;;Avenue Eugène Mascaux;161;
CHARLEROI - FH14;2101191;;BL1410;2101191;BL1410;BUILDING template;;Avenue Eugène Mascaux;163;
CHARLEROI - FH14;2101192;;BL1410;2101192;BL1410;BUILDING template;;Avenue Eugène Mascaux;165;
CHARLEROI - FH14;2101194;;BL1410;2101194;BL1410;BUILDING template;;Avenue Eugène Mascaux;167;
CHARLEROI - FH14;2101196;;BL1410;2101196;BL1410;BUILDING template;;Avenue Eugène Mascaux;169;
CHARLEROI - FH14;2101199;;BL1410;2101199;BL1410;BUILDING template;;Avenue Eugène Mascaux;171;
CHARLEROI - FH14;2101202;;BL1410;2101202;BL1410;BUILDING template;;Avenue Eugène Mascaux;173;
CHARLEROI - FH14;2101204;;BL1410;2101204;BL1410;BUILDING template;;Avenue Eugène Mascaux;175;
