Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
KNOKKE - FH01;84723;6;BL0102;84723;BL0102;BUILDING template;Edward Verheyestraat;37;
KNOKKE - FH01;3939659;6;BL0102;3939659;BL0102;BUILDING template;Edward Verheyestraat;63;
KNOKKE - FH01;333498;5;BL0107;333498;BL0107;BUILDING template;Maurice Lippensplein;3;
KNOKKE - FH01;2763409;5;BL0107;2763409;BL0107;BUILDING template;Maurice Lippensplein;4;
KNOKKE - FH01;2763410;5;BL0107;2763410;BL0107;BUILDING template;Maurice Lippensplein;5;
KNOKKE - FH01;2763420;5;BL0107;2763420;BL0107;BUILDING template;Maurice Lippensplein;14;
KNOKKE - FH01;333504;5;BL0104;333504;BL0104;BUILDING template;Natienlaan;17;
KNOKKE - FH01;2763917;5;BL0104;2763917;BL0104;BUILDING template;Natienlaan;19;
KNOKKE - FH01;2763919;5;BL0104;2763919;BL0104;BUILDING template;Natienlaan;21;
KNOKKE - FH01;2763920;5;BL0104;2763920;BL0104;BUILDING template;Natienlaan;23;
KNOKKE - FH01;2763922;5;BL0104;2763922;BL0104;BUILDING template;Natienlaan;25;
KNOKKE - FH01;2763923;5;BL0104;2763923;BL0104;BUILDING template;Natienlaan;27;
KNOKKE - FH01;84487;5;BL0104;84487;BL0104;BUILDING template;Natienlaan;31;
KNOKKE - FH01;84479;5;BL0104;84479;BL0104;BUILDING template;Natienlaan;35;
KNOKKE - FH01;84481;5;BL0104;84481;BL0104;BUILDING template;Natienlaan;37;
KNOKKE - FH01;2763941;5;BL0104;2763941;BL0104;BUILDING template;Natienlaan;47;
KNOKKE - FH01;2763945;5;BL0104;2763945;BL0104;BUILDING template;Natienlaan;51;
KNOKKE - FH01;2763949;6;BL0101;2763949;BL0101;BUILDING template;Natienlaan;59;
KNOKKE - FH01;2763955;6;BL0101;2763955;BL0101;BUILDING template;Natienlaan;65;
KNOKKE - FH01;84466;6;BL0101;84466;BL0101;BUILDING template;Natienlaan;73;
KNOKKE - FH01;84744;5;BL0104;84744;BL0104;BUILDING template;Nieuwstraat;2;
KNOKKE - FH01;84743;6;BL0101;84743;BL0101;BUILDING template;Nieuwstraat;3;
KNOKKE - FH01;84742;5;BL0104;84742;BL0104;BUILDING template;Nieuwstraat;4;
KNOKKE - FH01;2764346;6;BL0101;2764346;BL0101;BUILDING template;Nieuwstraat;5;
KNOKKE - FH01;2764348;5;BL0104;2764348;BL0104;BUILDING template;Nieuwstraat;6;
KNOKKE - FH01;84740;6;BL0101;84740;BL0101;BUILDING template;Nieuwstraat;13;
KNOKKE - FH01;5579521;6;BL0102;5579521;BL0102;BUILDING template;Nyckeesstraat;4;
KNOKKE - FH01;2763899;5;BL0106;2763899;BL0106;BUILDING template;Sebastiaan Nachtegaelestraat;12;
KNOKKE - FH01;2766220;5;BL0106;2766220;BL0106;BUILDING template;Smedenstraat;3;
KNOKKE - FH01;2766225;5;BL0106;2766225;BL0106;BUILDING template;Smedenstraat;5;
KNOKKE - FH01;2766229;5;BL0106;2766229;BL0106;BUILDING template;Smedenstraat;7;
KNOKKE - FH01;1358379;5;BL0107;1358379;BL0107;BUILDING template;Smedenstraat;10;
KNOKKE - FH01;2766245;5;BL0104;2766245;BL0104;BUILDING template;Smedenstraat;28;
KNOKKE - FH01;2766246;5;BL0105;2766246;BL0105;BUILDING template;Smedenstraat;29;
KNOKKE - FH01;2766251;5;BL0104;2766251;BL0104;BUILDING template;Smedenstraat;34;
KNOKKE - FH01;2766262;5;BL0105;2766262;BL0105;BUILDING template;Smedenstraat;41;
KNOKKE - FH01;333463;5;BL0105;333463;BL0105;BUILDING template;Smedenstraat;43;
KNOKKE - FH01;84734;6;BL0102;84734;BL0102;BUILDING template;Smedenstraat;75;
KNOKKE - FH01;2766292;6;BL0102;2766292;BL0102;BUILDING template;Smedenstraat;91;
KNOKKE - FH01;333465;5;BL0104;333465;BL0104;BUILDING template;Smedenstraat;26;
KNOKKE - FH01;335946;5;BL0109;335946;BL0109;BUILDING template;Albertlaan;2;
KNOKKE - FH01;4347353;5;BL0109;4347353;BL0109;BUILDING template;Albertlaan;4;
KNOKKE - FH01;4347354;5;BL0109;4347354;BL0109;BUILDING template;Albertlaan;6;
KNOKKE - FH01;335947;5;BL0109;335947;BL0109;BUILDING template;Albertlaan;8;
KNOKKE - FH01;2757595;4;BL0110;2757595;BL0110;BUILDING template;Albertlaan;14;
KNOKKE - FH01;2757596;4;BL0110;2757596;BL0110;BUILDING template;Albertlaan;16;
KNOKKE - FH01;3957970;4;BL0110;3957970;BL0110;BUILDING template;Albertlaan;18;
KNOKKE - FH01;2757598;4;BL0110;2757598;BL0110;BUILDING template;Albertlaan;20;
KNOKKE - FH01;2757600;4;BL0110;2757600;BL0110;BUILDING template;Albertlaan;22;
KNOKKE - FH01;4347320;4;BL0110;4347320;BL0110;BUILDING template;Albertlaan;24;
KNOKKE - FH01;2757602;4;BL0110;2757602;BL0110;BUILDING template;Albertlaan;26;
KNOKKE - FH01;2757604;4;BL0110;2757604;BL0110;BUILDING template;Albertlaan;28;
KNOKKE - FH01;4347322;4;BL0110;4347322;BL0110;BUILDING template;Albertlaan;30;
KNOKKE - FH01;4024098;4;BL0110;4024098;BL0110;BUILDING template;Albertlaan;32;
KNOKKE - FH01;2757607;4;BL0110;2757607;BL0110;BUILDING template;Albertlaan;34;
KNOKKE - FH01;4147912;4;BL0110;4147912;BL0110;BUILDING template;Albertlaan;36;
KNOKKE - FH01;335958;4;BL0110;335958;BL0110;BUILDING template;Albertlaan;38;
KNOKKE - FH01;335950;2;BL0113;335950;BL0113;BUILDING template;Albertlaan;42;
KNOKKE - FH01;335956;2;BL0113;335956;BL0113;BUILDING template;Albertlaan;46;
KNOKKE - FH01;2757613;2;BL0113;2757613;BL0113;BUILDING template;Albertlaan;48;
KNOKKE - FH01;2757618;2;BL0113;2757618;BL0113;BUILDING template;Albertlaan;52;
KNOKKE - FH01;2757619;2;BL0113;2757619;BL0113;BUILDING template;Albertlaan;54;
KNOKKE - FH01;335951;2;BL0113;335951;BL0113;BUILDING template;Albertlaan;56;
KNOKKE - FH01;335943;2;BL0113;335943;BL0113;BUILDING template;Alfred Verweeplein;2;
KNOKKE - FH01;2767138;2;BL0113;2767138;BL0113;BUILDING template;Alfred Verweeplein;3;
KNOKKE - FH01;4251979;2;BL0113;4251979;BL0113;BUILDING template;Alfred Verweeplein;4;
KNOKKE - FH01;2767140;2;BL0113;2767140;BL0113;BUILDING template;Alfred Verweeplein;5;
KNOKKE - FH01;2767142;2;BL0113;2767142;BL0113;BUILDING template;Alfred Verweeplein;6;
KNOKKE - FH01;335945;2;BL0113;335945;BL0113;BUILDING template;Alfred Verweeplein;7;
KNOKKE - FH01;2767144;2;BL0113;2767144;BL0113;BUILDING template;Alfred Verweeplein;9;
KNOKKE - FH01;2767145;2;BL0113;2767145;BL0113;BUILDING template;Alfred Verweeplein;10;
KNOKKE - FH01;4343326;2;BL0112;4343326;BL0112;BUILDING template;Alfred Verweeplein;14;
KNOKKE - FH01;2767148;2;BL0112;2767148;BL0112;BUILDING template;Alfred Verweeplein;16;
KNOKKE - FH01;333259;2;BL0112;333259;BL0112;BUILDING template;Alfred Verweeplein;17;
KNOKKE - FH01;338503;2;BL0114;338503;BL0114;BUILDING template;Alfred Verweeplein;18;
KNOKKE - FH01;2767158;2;BL0114;2767158;BL0114;BUILDING template;Alfred Verweeplein;19;
KNOKKE - FH01;1452422;2;BL0114;1452422;BL0114;BUILDING template;Alfred Verweeplein;20;
KNOKKE - FH01;1389167;2;BL0114;1389167;BL0114;BUILDING template;Alfred Verweeplein;21;
KNOKKE - FH01;2767163;2;BL0114;2767163;BL0114;BUILDING template;Alfred Verweeplein;22;
KNOKKE - FH01;2767164;2;BL0114;2767164;BL0114;BUILDING template;Alfred Verweeplein;23;
KNOKKE - FH01;338505;2;BL0114;338505;BL0114;BUILDING template;Alfred Verweeplein;24;
KNOKKE - FH01;239613;1;BL0125;239613;BL0125;BUILDING template;August Dansestraat;1;
KNOKKE - FH01;239609;1;BL0126;239609;BL0126;BUILDING template;August Dansestraat;2;
KNOKKE - FH01;239610;1;BL0126;239610;BL0126;BUILDING template;August Dansestraat;4;
KNOKKE - FH01;239626;1;BL0126;239626;BL0126;BUILDING template;August Dansestraat;6;
KNOKKE - FH01;2758724;1;BL0126;2758724;BL0126;BUILDING template;August Dansestraat;8;
KNOKKE - FH01;239611;1;BL0126;239611;BL0126;BUILDING template;August Dansestraat;10;
KNOKKE - FH01;239612;1;BL0126;239612;BL0126;BUILDING template;August Dansestraat;12;
KNOKKE - FH01;335968;4;BL0110;335968;BL0110;BUILDING template;Boudewijnlaan;1;
KNOKKE - FH01;335966;2;BL0113;335966;BL0113;BUILDING template;Boudewijnlaan;2;
KNOKKE - FH01;2758306;4;BL0110;2758306;BL0110;BUILDING template;Boudewijnlaan;3;
KNOKKE - FH01;2758307;2;BL0113;2758307;BL0113;BUILDING template;Boudewijnlaan;4;
KNOKKE - FH01;4347316;4;BL0110;4347316;BL0110;BUILDING template;Boudewijnlaan;5;
KNOKKE - FH01;2758308;2;BL0113;2758308;BL0113;BUILDING template;Boudewijnlaan;6;
KNOKKE - FH01;2758309;4;BL0110;2758309;BL0110;BUILDING template;Boudewijnlaan;7;
KNOKKE - FH01;4187177;2;BL0113;4187177;BL0113;BUILDING template;Boudewijnlaan;8;
KNOKKE - FH01;2758310;4;BL0110;2758310;BL0110;BUILDING template;Boudewijnlaan;9;
KNOKKE - FH01;4347318;2;BL0113;4347318;BL0113;BUILDING template;Boudewijnlaan;10;
KNOKKE - FH01;2758311;4;BL0110;2758311;BL0110;BUILDING template;Boudewijnlaan;11;
KNOKKE - FH01;2758313;2;BL0113;2758313;BL0113;BUILDING template;Boudewijnlaan;12;
KNOKKE - FH01;2758314;4;BL0110;2758314;BL0110;BUILDING template;Boudewijnlaan;13;
KNOKKE - FH01;2758315;2;BL0113;2758315;BL0113;BUILDING template;Boudewijnlaan;14;
KNOKKE - FH01;2758316;4;BL0110;2758316;BL0110;BUILDING template;Boudewijnlaan;15;
KNOKKE - FH01;2758317;2;BL0113;2758317;BL0113;BUILDING template;Boudewijnlaan;16;
KNOKKE - FH01;2758318;4;BL0110;2758318;BL0110;BUILDING template;Boudewijnlaan;17;
KNOKKE - FH01;2758319;2;BL0113;2758319;BL0113;BUILDING template;Boudewijnlaan;18;
KNOKKE - FH01;2758320;4;BL0110;2758320;BL0110;BUILDING template;Boudewijnlaan;19;
KNOKKE - FH01;335964;2;BL0113;335964;BL0113;BUILDING template;Boudewijnlaan;20;
KNOKKE - FH01;5579286;2;BL0113;5579286;BL0113;BUILDING template;Boudewijnlaan;22;
KNOKKE - FH01;333304;4;BL0110;333304;BL0110;BUILDING template;Boudewijnlaan;27;
KNOKKE - FH01;2758323;2;BL0112;2758323;BL0112;BUILDING template;Boudewijnlaan;28;
KNOKKE - FH01;333302;2;BL0112;333302;BL0112;BUILDING template;Boudewijnlaan;32;
KNOKKE - FH01;333303;4;BL0111;333303;BL0111;BUILDING template;Boudewijnlaan;33;
KNOKKE - FH01;2758325;2;BL0112;2758325;BL0112;BUILDING template;Boudewijnlaan;34;
KNOKKE - FH01;333296;2;BL0112;333296;BL0112;BUILDING template;Boudewijnlaan;36;
KNOKKE - FH01;333298;4;BL0111;333298;BL0111;BUILDING template;Boudewijnlaan;37;
KNOKKE - FH01;333297;4;BL0111;333297;BL0111;BUILDING template;Boudewijnlaan;43;
KNOKKE - FH01;333127;4;BL0116;333127;BL0116;BUILDING template;Boudewijnlaan;49;
KNOKKE - FH01;2758328;2;BL0118;2758328;BL0118;BUILDING template;Boudewijnlaan;52;
KNOKKE - FH01;2758330;4;BL0116;2758330;BL0116;BUILDING template;Boudewijnlaan;53;
KNOKKE - FH01;2758331;4;BL0116;2758331;BL0116;BUILDING template;Boudewijnlaan;55;
KNOKKE - FH01;2758332;2;BL0118;2758332;BL0118;BUILDING template;Boudewijnlaan;56;
KNOKKE - FH01;4345708;4;BL0116;4345708;BL0116;BUILDING template;Boudewijnlaan;57;
KNOKKE - FH01;2758333;2;BL0118;2758333;BL0118;BUILDING template;Boudewijnlaan;58;
KNOKKE - FH01;2758334;4;BL0116;2758334;BL0116;BUILDING template;Boudewijnlaan;59;
KNOKKE - FH01;333129;2;BL0118;333129;BL0118;BUILDING template;Boudewijnlaan;60;
KNOKKE - FH01;4229237;4;BL0116;4229237;BL0116;BUILDING template;Boudewijnlaan;61;
KNOKKE - FH01;2758335;4;BL0116;2758335;BL0116;BUILDING template;Boudewijnlaan;63;
KNOKKE - FH01;4149546;2;BL0118;4149546;BL0118;BUILDING template;Boudewijnlaan;64;
KNOKKE - FH01;4345710;4;BL0116;4345710;BL0116;BUILDING template;Boudewijnlaan;65;
KNOKKE - FH01;4345712;4;BL0116;4345712;BL0116;BUILDING template;Boudewijnlaan;67;
KNOKKE - FH01;4238287;4;BL0116;4238287;BL0116;BUILDING template;Boudewijnlaan;69;
KNOKKE - FH01;333126;2;BL0118;333126;BL0118;BUILDING template;Boudewijnlaan;70;
KNOKKE - FH01;4149530;4;BL0116;4149530;BL0116;BUILDING template;Boudewijnlaan;71;
KNOKKE - FH01;2758337;4;BL0116;2758337;BL0116;BUILDING template;Boudewijnlaan;73;
KNOKKE - FH01;2758338;4;BL0116;2758338;BL0116;BUILDING template;Boudewijnlaan;75;
KNOKKE - FH01;2758339;4;BL0116;2758339;BL0116;BUILDING template;Boudewijnlaan;77;
KNOKKE - FH01;336607;4;BL0119;336607;BL0119;BUILDING template;Boudewijnlaan;78;
KNOKKE - FH01;333125;4;BL0116;333125;BL0116;BUILDING template;Boudewijnlaan;79;
KNOKKE - FH01;2758340;4;BL0119;2758340;BL0119;BUILDING template;Boudewijnlaan;80;
KNOKKE - FH01;336610;4;BL0117;336610;BL0117;BUILDING template;Boudewijnlaan;81;
KNOKKE - FH01;3939528;4;BL0119;3939528;BL0119;BUILDING template;Boudewijnlaan;82;
KNOKKE - FH01;2758342;4;BL0117;2758342;BL0117;BUILDING template;Boudewijnlaan;83;
KNOKKE - FH01;2758343;4;BL0119;2758343;BL0119;BUILDING template;Boudewijnlaan;84;
KNOKKE - FH01;2758344;4;BL0117;2758344;BL0117;BUILDING template;Boudewijnlaan;85;
KNOKKE - FH01;4226906;4;BL0119;4226906;BL0119;BUILDING template;Boudewijnlaan;86;
KNOKKE - FH01;2758345;4;BL0117;2758345;BL0117;BUILDING template;Boudewijnlaan;87;
KNOKKE - FH01;1327498;4;BL0119;1327498;BL0119;BUILDING template;Boudewijnlaan;88;
KNOKKE - FH01;2758346;4;BL0117;2758346;BL0117;BUILDING template;Boudewijnlaan;89;
