Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
KNOKKE-HEIST - FH03;2757971;;BL0324;2757971;BL0324;BUILDING template;Bayauxlaan;11;
KNOKKE-HEIST - FH03;8332841;;BL0324;2757971;BL0324;(L/B/S)U template;Bayauxlaan;11;
KNOKKE-HEIST - FH03;8337087;;BL0324;2757971;BL0324;(L/B/S)U template;Bayauxlaan;11;
KNOKKE-HEIST - FH03;8345651;;BL0324;2757971;BL0324;(L/B/S)U template;Bayauxlaan;11;
KNOKKE-HEIST - FH03;8350054;;BL0324;2757971;BL0324;(L/B/S)U template;Bayauxlaan;11;
KNOKKE-HEIST - FH03;8350057;;BL0324;2757971;BL0324;(L/B/S)U template;Bayauxlaan;11;
KNOKKE-HEIST - FH03;8350059;;BL0324;2757971;BL0324;(L/B/S)U template;Bayauxlaan;11;
KNOKKE-HEIST - FH03;8354716;;BL0324;2757971;BL0324;(L/B/S)U template;Bayauxlaan;11;
KNOKKE-HEIST - FH03;8354717;;BL0324;2757971;BL0324;(L/B/S)U template;Bayauxlaan;11;
KNOKKE-HEIST - FH03;8354718;;BL0324;2757971;BL0324;(L/B/S)U template;Bayauxlaan;11;
KNOKKE-HEIST - FH03;8354722;;BL0324;2757971;BL0324;(L/B/S)U template;Bayauxlaan;11;
KNOKKE-HEIST - FH03;8363614;;BL0324;2757971;BL0324;(L/B/S)U template;Bayauxlaan;11;
KNOKKE-HEIST - FH03;2757975;;BL0324;2757975;BL0324;BUILDING template;Bayauxlaan;15;
KNOKKE-HEIST - FH03;8332300;;BL0324;2757975;BL0324;(L/B/S)U template;Bayauxlaan;15;
KNOKKE-HEIST - FH03;8340685;;BL0324;2757975;BL0324;(L/B/S)U template;Bayauxlaan;15;
KNOKKE-HEIST - FH03;8358749;;BL0324;2757975;BL0324;(L/B/S)U template;Bayauxlaan;15;
KNOKKE-HEIST - FH03;5579272;;BL0324;5579272;BL0324;BUILDING template;Bayauxlaan;17;
KNOKKE-HEIST - FH03;10557102;;BL0324;5579272;BL0324;(L/B/S)U template;Bayauxlaan;17;
KNOKKE-HEIST - FH03;5579270;;BL0328;5579270;BL0328;BUILDING template;Bayauxlaan;2;
KNOKKE-HEIST - FH03;8336600;;BL0328;5579270;BL0328;(L/B/S)U template;Bayauxlaan;2;
KNOKKE-HEIST - FH03;8358762;;BL0328;5579270;BL0328;(L/B/S)U template;Bayauxlaan;2;
KNOKKE-HEIST - FH03;8363094;;BL0328;5579270;BL0328;(L/B/S)U template;Bayauxlaan;2;
KNOKKE-HEIST - FH03;11407527;;BL0328;5579270;BL0328;(L/B/S)U template;Bayauxlaan;2;
KNOKKE-HEIST - FH03;11407528;;BL0328;5579270;BL0328;(L/B/S)U template;Bayauxlaan;2;
KNOKKE-HEIST - FH03;11407529;;BL0328;5579270;BL0328;(L/B/S)U template;Bayauxlaan;2;
KNOKKE-HEIST - FH03;11407530;;BL0328;5579270;BL0328;(L/B/S)U template;Bayauxlaan;2;
KNOKKE-HEIST - FH03;11407531;;BL0328;5579270;BL0328;(L/B/S)U template;Bayauxlaan;2;
KNOKKE-HEIST - FH03;11407533;;BL0328;5579270;BL0328;(L/B/S)U template;Bayauxlaan;2;
KNOKKE-HEIST - FH03;11407534;;BL0328;5579270;BL0328;(L/B/S)U template;Bayauxlaan;2;
KNOKKE-HEIST - FH03;1334735;;BL0323;1334735;BL0323;BUILDING template;Bayauxlaan;23;
KNOKKE-HEIST - FH03;8334546;;BL0323;1334735;BL0323;(L/B/S)U template;Bayauxlaan;23;
KNOKKE-HEIST - FH03;8334547;;BL0323;1334735;BL0323;(L/B/S)U template;Bayauxlaan;23;
KNOKKE-HEIST - FH03;8334548;;BL0323;1334735;BL0323;(L/B/S)U template;Bayauxlaan;23;
KNOKKE-HEIST - FH03;8347410;;BL0323;1334735;BL0323;(L/B/S)U template;Bayauxlaan;23;
KNOKKE-HEIST - FH03;8347411;;BL0323;1334735;BL0323;(L/B/S)U template;Bayauxlaan;23;
KNOKKE-HEIST - FH03;8351694;;BL0323;1334735;BL0323;(L/B/S)U template;Bayauxlaan;23;
KNOKKE-HEIST - FH03;8361016;;BL0323;1334735;BL0323;(L/B/S)U template;Bayauxlaan;23;
