Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;BG Name;Straat;Huisnummer;Huisnummer Toevoeging
LEUVEN - FH08;1135206;;BL0805;1135206;BL0805;BUILDING template;;Penitentienenstraat;5;
LEUVEN - FH08;1135208;;BL0805;1135208;BL0805;BUILDING template;;Penitentienenstraat;11;
LEUVEN - FH08;1135209;;BL0805;1135209;BL0805;BUILDING template;;Penitentienenstraat;17;
LEUVEN - FH08;1135210;;BL0804;1135210;BL0804;BUILDING template;;Penitentienenstraat;22;
LEUVEN - FH08;1135211;;BL0803;1135211;BL0803;BUILDING template;;Penitentienenstraat;42;
LEUVEN - FH08;1135213;;BL0801;1135213;BL0801;BUILDING template;;Fonteinstraat;2;
LEUVEN - FH08;1135214;;BL0801;1135214;BL0801;BUILDING template;;Fonteinstraat;24;
LEUVEN - FH08;1135218;;BL0801;1135218;BL0801;BUILDING template;;Riddersstraat;260;
LEUVEN - FH08;1135219;;BL0801;1135219;BL0801;BUILDING template;;Riddersstraat;250;
LEUVEN - FH08;1169008;;BL0812;1169008;BL0812;BUILDING template;;Vaartkom;18;
LEUVEN - FH08;1190404;;BL0817;1190404;BL0817;BUILDING template;;Karel van Lotharingenstraat;31;
LEUVEN - FH08;1231246;;BL0808;1231246;BL0808;BUILDING template;;Mechelsestraat;126;
LEUVEN - FH08;1306939;;BL0810;1306939;BL0810;BUILDING template;;Mechelsestraat;186;
LEUVEN - FH08;1315805;;BL0803;1315805;BL0803;BUILDING template;;Marrainenplein;2;
LEUVEN - FH08;1319739;;BL0801;1319739;BL0801;BUILDING template;;Riddersstraat;170;
LEUVEN - FH08;1326586;;BL0804;1326586;BL0804;BUILDING template;;Mechelsestraat;185;
LEUVEN - FH08;1326678;;BL0804;1326678;BL0804;BUILDING template;;Mechelsestraat;183;
LEUVEN - FH08;1332907;;BL0803;1332907;BL0803;BUILDING template;;Marrainenplein;16;
LEUVEN - FH08;1332909;;BL0803;1332909;BL0803;BUILDING template;;Marrainenplein;14;
LEUVEN - FH08;1332910;;BL0803;1332910;BL0803;BUILDING template;;Marrainenplein;12;
LEUVEN - FH08;1389877;;BL0810;1389877;BL0810;BUILDING template;;Valkerijgang;25;
LEUVEN - FH08;1456937;;BL0810;1456937;BL0810;BUILDING template;;Mechelsestraat;184;
LEUVEN - FH08;1460396;;BL0809;1460396;BL0809;BUILDING template;;Mechelsestraat;134;
LEUVEN - FH08;1462494;;BL0809;1462494;BL0809;BUILDING template;;Mechelsestraat;142;
LEUVEN - FH08;1472771;;BL0818;1472771;BL0818;BUILDING template;;Lombaardenstraat;42;
LEUVEN - FH08;1476182;;BL0810;1476182;BL0810;BUILDING template;;Mechelsestraat;192;
LEUVEN - FH08;1485166;;BL0810;1485166;BL0810;BUILDING template;;Valkenplein;4;
LEUVEN - FH08;1496376;;BL0810;1496376;BL0810;BUILDING template;;Valkerijgang;12;
LEUVEN - FH08;1499559;;BL0810;1499559;BL0810;BUILDING template;;Mechelsestraat;176;
LEUVEN - FH08;173899;;BL0818;173899;BL0818;BUILDING template;;Sint-Maartenstraat;59;
LEUVEN - FH08;268281;;BL0822;268281;BL0822;BUILDING template;;Jan-Pieter Minckelersstraat;53;
LEUVEN - FH08;297487;;BL0822;297487;BL0822;BUILDING template;;Jan-Pieter Minckelersstraat;85;
LEUVEN - FH08;297488;;BL0823;297488;BL0823;BUILDING template;;Jan-Pieter Minckelersstraat;176;
LEUVEN - FH08;297489;;BL0823;297489;BL0823;BUILDING template;;Jan-Pieter Minckelersstraat;174;
LEUVEN - FH08;297490;;BL0822;297490;BL0822;BUILDING template;;Jan-Pieter Minckelersstraat;71;
LEUVEN - FH08;297491;;BL0823;297491;BL0823;BUILDING template;;Jan-Pieter Minckelersstraat;164;
LEUVEN - FH08;297492;;BL0823;297492;BL0823;BUILDING template;;Jan-Pieter Minckelersstraat;162;
LEUVEN - FH08;297493;;BL0823;297493;BL0823;BUILDING template;;Jan-Pieter Minckelersstraat;142;
LEUVEN - FH08;297494;;BL0822;297494;BL0822;BUILDING template;;Jan-Pieter Minckelersstraat;57;
LEUVEN - FH08;297495;;BL0821;297495;BL0821;BUILDING template;;Jan-Pieter Minckelersstraat;89;
LEUVEN - FH08;297496;;BL0821;297496;BL0821;BUILDING template;;Jan-Pieter Minckelersstraat;113;
LEUVEN - FH08;298426;;BL0821;298426;BL0821;BUILDING template;;Kardinaalstraat;49;
LEUVEN - FH08;298427;;BL0821;298427;BL0821;BUILDING template;;Kardinaalstraat;57;
LEUVEN - FH08;298428;;BL0822;298428;BL0822;BUILDING template;;Kardinaalstraat;14;
LEUVEN - FH08;298430;;BL0823;298430;BL0823;BUILDING template;;Tweewatersstraat;15;
LEUVEN - FH08;298431;;BL0823;298431;BL0823;BUILDING template;;Tweewatersstraat;1;
LEUVEN - FH08;3003909;;BL0806;3003909;BL0806;BUILDING template;;Mercatorpad;1;
LEUVEN - FH08;3003912;;BL0806;3003912;BL0806;BUILDING template;;Mercatorpad;2;
LEUVEN - FH08;3003917;;BL0806;3003917;BL0806;BUILDING template;;Mercatorpad;4;
LEUVEN - FH08;3003920;;BL0806;3003920;BL0806;BUILDING template;;Mercatorpad;5;
LEUVEN - FH08;3003921;;BL0806;3003921;BL0806;BUILDING template;;Mercatorpad;6;
LEUVEN - FH08;3003924;;BL0806;3003924;BL0806;BUILDING template;;Mercatorpad;8;
LEUVEN - FH08;3003927;;BL0806;3003927;BL0806;BUILDING template;;Mercatorpad;9;
LEUVEN - FH08;3003928;;BL0806;3003928;BL0806;BUILDING template;;Mercatorpad;10;
LEUVEN - FH08;3003929;;BL0806;3003929;BL0806;BUILDING template;;Mercatorpad;13;
LEUVEN - FH08;3003931;;BL0806;3003931;BL0806;BUILDING template;;Mercatorpad;14;
LEUVEN - FH08;3003935;;BL0806;3003935;BL0806;BUILDING template;;Mercatorpad;15;
LEUVEN - FH08;3004750;;BL0808;3004750;BL0808;BUILDING template;;Sint-Geertruiabdij;1;
LEUVEN - FH08;3004753;;BL0808;3004753;BL0808;BUILDING template;;Sint-Geertruiabdij;3;
LEUVEN - FH08;3004757;;BL0816;3004757;BL0816;BUILDING template;;Sint-Geertruiabdij;5;
LEUVEN - FH08;3004760;;BL0816;3004760;BL0816;BUILDING template;;Sint-Geertruiabdij;6;
LEUVEN - FH08;3005623;;BL0810;3005623;BL0810;BUILDING template;;Valkenplein;1;
LEUVEN - FH08;3005624;;BL0810;3005624;BL0810;BUILDING template;;Valkenplein;2;
LEUVEN - FH08;3005625;;BL0810;3005625;BL0810;BUILDING template;;Valkenplein;5;
LEUVEN - FH08;3005626;;BL0810;3005626;BL0810;BUILDING template;;Valkenplein;6;
