Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
HASSELT - FH02;2407908;3;BL0231;2407908;BL0231;BUILDING template;Aldestraat;3;
HASSELT - FH02;2407909;3;BL0231;2407909;BL0231;BUILDING template;Aldestraat;5;
HASSELT - FH02;2407911;3;BL0231;2407911;BL0231;BUILDING template;Aldestraat;7;
HASSELT - FH02;2407914;3;BL0231;2407914;BL0231;BUILDING template;Aldestraat;9;
HASSELT - FH02;2407916;3;BL0231;2407916;BL0231;BUILDING template;Aldestraat;11;
HASSELT - FH02;2407918;3;BL0231;2407918;BL0231;BUILDING template;Aldestraat;13;
HASSELT - FH02;2407922;3;BL0231;2407922;BL0231;BUILDING template;Aldestraat;15;
HASSELT - FH02;2407925;3;BL0231;2407925;BL0231;BUILDING template;Aldestraat;17;
HASSELT - FH02;2407933;3;BL0231;2407933;BL0231;BUILDING template;Aldestraat;23;
HASSELT - FH02;71853;3;BL0231;71853;BL0231;BUILDING template;Aldestraat;27;
HASSELT - FH02;71854;3;BL0232;71854;BL0232;BUILDING template;Aldestraat;29;
HASSELT - FH02;2407950;3;BL0232;2407950;BL0232;BUILDING template;Aldestraat;35;
HASSELT - FH02;4855807;3;BL0232;4855807;BL0232;BUILDING template;Aldestraat;37;
HASSELT - FH02;2407955;3;BL0232;2407955;BL0232;BUILDING template;Aldestraat;39;
HASSELT - FH02;2407962;3;BL0232;2407962;BL0232;BUILDING template;Aldestraat;43;
HASSELT - FH02;2407964;3;BL0232;2407964;BL0232;BUILDING template;Aldestraat;45;
HASSELT - FH02;2407966;3;BL0232;2407966;BL0232;BUILDING template;Aldestraat;47;
HASSELT - FH02;2407968;3;BL0232;2407968;BL0232;BUILDING template;Aldestraat;49;
HASSELT - FH02;2407971;3;BL0232;2407971;BL0232;BUILDING template;Aldestraat;51;
HASSELT - FH02;2407973;3;BL0232;2407973;BL0232;BUILDING template;Aldestraat;53;
HASSELT - FH02;2407975;3;BL0232;2407975;BL0232;BUILDING template;Aldestraat;55;
HASSELT - FH02;71851;3;BL0232;71851;BL0232;BUILDING template;Aldestraat;59;
