Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
ANTWERPEN-WEST - FH01;59272;4;BL0102;59272;BL0102;BUILDING template;Adriaan Brouwerstraat;3;
ANTWERPEN-WEST - FH01;11076535;4;BL0102;59272;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;3;
ANTWERPEN-WEST - FH01;11076536;4;BL0102;59272;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;3;
ANTWERPEN-WEST - FH01;11076537;4;BL0102;59272;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;3;
ANTWERPEN-WEST - FH01;11076538;4;BL0102;59272;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;3;
ANTWERPEN-WEST - FH01;11076539;4;BL0102;59272;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;3;
ANTWERPEN-WEST - FH01;11076540;4;BL0102;59272;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;3;
ANTWERPEN-WEST - FH01;1088922;4;BL0102;1088922;BL0102;BUILDING template;Adriaan Brouwerstraat;5;
ANTWERPEN-WEST - FH01;1801369;4;BL0102;1088922;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;5;
ANTWERPEN-WEST - FH01;59274;4;BL0102;59274;BL0102;BUILDING template;Adriaan Brouwerstraat;9;
ANTWERPEN-WEST - FH01;11076515;4;BL0102;59274;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;9;
ANTWERPEN-WEST - FH01;11076516;4;BL0102;59274;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;9;
ANTWERPEN-WEST - FH01;11076517;4;BL0102;59274;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;9;
ANTWERPEN-WEST - FH01;11076518;4;BL0102;59274;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;9;
ANTWERPEN-WEST - FH01;11076519;4;BL0102;59274;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;9;
ANTWERPEN-WEST - FH01;11076520;4;BL0102;59274;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;9;
ANTWERPEN-WEST - FH01;11076521;4;BL0102;59274;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;9;
ANTWERPEN-WEST - FH01;11076522;4;BL0102;59274;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;9;
ANTWERPEN-WEST - FH01;11076523;4;BL0102;59274;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;9;
ANTWERPEN-WEST - FH01;11076524;4;BL0102;59274;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;9;
ANTWERPEN-WEST - FH01;11076525;4;BL0102;59274;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;9;
ANTWERPEN-WEST - FH01;11076526;4;BL0102;59274;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;9;
ANTWERPEN-WEST - FH01;11076527;4;BL0102;59274;BL0102;(L/B/S)U template;Adriaan Brouwerstraat;9;
