Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;BG Name;Straat;Huisnummer;Huisnummer Toevoeging
ANTWERPEN-WEST - FH06;1739128;;BL0619;1739128;BL0619;BUILDING template;Beddenstraat 2_Groenplaats 36_Schoenmarkt 21;Beddenstraat;2;
ANTWERPEN-WEST - FH06;61205;;BL0625;61205;BL0625;BUILDING template;;Beggaardenstraat;1;
ANTWERPEN-WEST - FH06;6524104;;BL0625;6524104;BL0625;BUILDING template;;Beggaardenstraat;3;
ANTWERPEN-WEST - FH06;1739652;;BL0619;1739652;BL0619;BUILDING template;;Beggaardenstraat;6;
ANTWERPEN-WEST - FH06;60075;;BL0625;60075;BL0625;BUILDING template;;Beggaardenstraat;21;
ANTWERPEN-WEST - FH06;60073;;BL0625;60073;BL0625;BUILDING template;;Beggaardenstraat;23;
ANTWERPEN-WEST - FH06;55503;;BL0602;55503;BL0602;BUILDING template;;Begijnenstraat;1;
ANTWERPEN-WEST - FH06;1739655;;BL0602;1739655;BL0602;BUILDING template;;Begijnenstraat;3;
ANTWERPEN-WEST - FH06;4016417;;BL0602;4016417;BL0602;BUILDING template;;Begijnenstraat;5;
ANTWERPEN-WEST - FH06;1739657;;BL0602;1739657;BL0602;BUILDING template;;Begijnenstraat;7;
ANTWERPEN-WEST - FH06;4504710;;BL0602;4504710;BL0602;BUILDING template;;Begijnenstraat;9;
ANTWERPEN-WEST - FH06;4504711;;BL0602;4504711;BL0602;BUILDING template;;Begijnenstraat;11;
ANTWERPEN-WEST - FH06;1739660;;BL0602;1739660;BL0602;BUILDING template;;Begijnenstraat;17;
ANTWERPEN-WEST - FH06;1739661;;BL0602;1739661;BL0602;BUILDING template;;Begijnenstraat;21;
ANTWERPEN-WEST - FH06;5566574;;BL0602;5566574;BL0602;BUILDING template;Begijnenstraat 23-25;Begijnenstraat;23;
ANTWERPEN-WEST - FH06;6525393;;BL0602;6525393;BL0602;BUILDING template;Begijnenstraat 23-25;Begijnenstraat;25;
ANTWERPEN-WEST - FH06;55501;;BL0602;55501;BL0602;BUILDING template;;Begijnenstraat;31;
ANTWERPEN-WEST - FH06;4504648;;BL0602;4504648;BL0602;BUILDING template;Begijnenstraat 33-35;Begijnenstraat;33;
ANTWERPEN-WEST - FH06;1739666;;BL0602;1739666;BL0602;BUILDING template;Begijnenstraat 33-35;Begijnenstraat;35;
ANTWERPEN-WEST - FH06;1739667;;BL0602;1739667;BL0602;BUILDING template;;Begijnenstraat;37;
ANTWERPEN-WEST - FH06;4184634;;BL0602;4184634;BL0602;BUILDING template;;Begijnenstraat;39;
ANTWERPEN-WEST - FH06;1739668;;BL0602;1739668;BL0602;BUILDING template;;Begijnenstraat;41;
ANTWERPEN-WEST - FH06;4504652;;BL0602;4504652;BL0602;BUILDING template;Begijnenstraat 49-55;Begijnenstraat;49;
ANTWERPEN-WEST - FH06;1739673;;BL0602;1739673;BL0602;BUILDING template;Begijnenstraat 49-55;Begijnenstraat;55;
ANTWERPEN-WEST - FH06;1739677;;BL0602;1739677;BL0602;BUILDING template;;Begijnenstraat;61;
ANTWERPEN-WEST - FH06;1739680;;BL0602;1739680;BL0602;BUILDING template;;Begijnenstraat;65;
ANTWERPEN-WEST - FH06;4504657;;BL0602;4504657;BL0602;BUILDING template;;Begijnenstraat;67;
ANTWERPEN-WEST - FH06;4504659;;BL0602;4504659;BL0602;BUILDING template;;Begijnenstraat;71;
ANTWERPEN-WEST - FH06;4504660;;BL0602;4504660;BL0602;BUILDING template;;Begijnenstraat;73;
ANTWERPEN-WEST - FH06;4504662;;BL0602;4504662;BL0602;BUILDING template;;Begijnenstraat;77;
ANTWERPEN-WEST - FH06;4504664;;BL0602;4504664;BL0602;BUILDING template;;Begijnenstraat;83;
ANTWERPEN-WEST - FH06;55500;;BL0602;55500;BL0602;BUILDING template;;Begijnenstraat;85;
ANTWERPEN-WEST - FH06;1739684;;BL0601;1739684;BL0601;BUILDING template;;Begijnenstraat;89;
ANTWERPEN-WEST - FH06;4504600;;BL0601;4504600;BL0601;BUILDING template;;Begijnenstraat;91;
ANTWERPEN-WEST - FH06;1451773;;BL0601;1451773;BL0601;BUILDING template;;Begijnenstraat;93;
ANTWERPEN-WEST - FH06;1139986;;BL0601;1139986;BL0601;BUILDING template;;Begijnenstraat;95;
ANTWERPEN-WEST - FH06;55483;;BL0602;55483;BL0602;BUILDING template;;Bervoetstraat;1;
ANTWERPEN-WEST - FH06;1139978;;BL0601;1139978;BL0601;BUILDING template;;Bervoetstraat;2;
