Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
ANTWERPEN-WEST - FH04;109177;1;BL0401;109177;BL0401;BUILDING template;Ambtmanstraat;1;
ANTWERPEN-WEST - FH04;3918205;1;BL0401;3918205;BL0401;BUILDING template;Ambtmanstraat;3;
ANTWERPEN-WEST - FH04;109179;1;BL0401;109179;BL0401;BUILDING template;Ambtmanstraat;5;
ANTWERPEN-WEST - FH04;1090983;1;BL0401;1090983;BL0401;BUILDING template;Ambtmanstraat;7;
ANTWERPEN-WEST - FH04;109180;1;BL0401;109180;BL0401;BUILDING template;Ambtmanstraat;9;
ANTWERPEN-WEST - FH04;91951;4;BL0417;91951;BL0417;BUILDING template;Apostelstraat;2;
ANTWERPEN-WEST - FH04;1735979;4;BL0418;1735979;BL0418;BUILDING template;Apostelstraat;3;
ANTWERPEN-WEST - FH04;1735980;4;BL0417;1735980;BL0417;BUILDING template;Apostelstraat;4;
ANTWERPEN-WEST - FH04;4505243;4;BL0418;4505243;BL0418;BUILDING template;Apostelstraat;5;
ANTWERPEN-WEST - FH04;4505223;4;BL0417;4505223;BL0417;BUILDING template;Apostelstraat;6;
ANTWERPEN-WEST - FH04;4505244;4;BL0418;4505244;BL0418;BUILDING template;Apostelstraat;7;
ANTWERPEN-WEST - FH04;1735981;4;BL0417;1735981;BL0417;BUILDING template;Apostelstraat;8;
ANTWERPEN-WEST - FH04;1735982;4;BL0418;1735982;BL0418;BUILDING template;Apostelstraat;9;
ANTWERPEN-WEST - FH04;4505225;4;BL0417;4505225;BL0417;BUILDING template;Apostelstraat;10;
ANTWERPEN-WEST - FH04;4505227;4;BL0417;4505227;BL0417;BUILDING template;Apostelstraat;12;
ANTWERPEN-WEST - FH04;1735983;4;BL0417;1735983;BL0417;BUILDING template;Apostelstraat;14;
ANTWERPEN-WEST - FH04;4505231;4;BL0417;4505231;BL0417;BUILDING template;Apostelstraat;16;
ANTWERPEN-WEST - FH04;4505232;4;BL0417;4505232;BL0417;BUILDING template;Apostelstraat;18;
ANTWERPEN-WEST - FH04;1735984;4;BL0417;1735984;BL0417;BUILDING template;Apostelstraat;20;
ANTWERPEN-WEST - FH04;91954;4;BL0417;91954;BL0417;BUILDING template;Apostelstraat;22;
ANTWERPEN-WEST - FH04;1749590;1;BL0401;1749590;BL0401;BUILDING template;Blindestraat;4;
ANTWERPEN-WEST - FH04;1749593;1;BL0401;1749593;BL0401;BUILDING template;Blindestraat;6;
ANTWERPEN-WEST - FH04;1749595;1;BL0401;1749595;BL0401;BUILDING template;Blindestraat;8;
ANTWERPEN-WEST - FH04;1749597;1;BL0401;1749597;BL0401;BUILDING template;Blindestraat;10;
ANTWERPEN-WEST - FH04;1749598;1;BL0401;1749598;BL0401;BUILDING template;Blindestraat;12;
ANTWERPEN-WEST - FH04;4507388;1;BL0401;4507388;BL0401;BUILDING template;Blindestraat;14;
ANTWERPEN-WEST - FH04;1749600;1;BL0401;1749600;BL0401;BUILDING template;Blindestraat;18;
ANTWERPEN-WEST - FH04;109173;1;BL0401;109173;BL0401;BUILDING template;Blindestraat;22;
ANTWERPEN-WEST - FH04;56815;3;BL0414;56815;BL0414;BUILDING template;Borzestraat;1;
ANTWERPEN-WEST - FH04;1759910;3;BL0414;1759910;BL0414;BUILDING template;Borzestraat;3;
