Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;BG Name;Straat;Huisnummer;Huisnummer Toevoeging
HASSELT - FH09;4894207;;BL0923;4894207;BL0923;BUILDING template;;A. Vivaldilaan;1;
HASSELT - FH09;4894211;;BL0923;4894211;BL0923;BUILDING template;;A. Vivaldilaan;2;
HASSELT - FH09;4894213;;BL0923;4894213;BL0923;BUILDING template;;A. Vivaldilaan;3;
HASSELT - FH09;4894215;;BL0923;4894215;BL0923;BUILDING template;;A. Vivaldilaan;4;
HASSELT - FH09;4894218;;BL0923;4894218;BL0923;BUILDING template;;A. Vivaldilaan;5;
HASSELT - FH09;4894220;;BL0923;4894220;BL0923;BUILDING template;;A. Vivaldilaan;6;
HASSELT - FH09;4894222;;BL0923;4894222;BL0923;BUILDING template;;A. Vivaldilaan;7;
HASSELT - FH09;4015126;;BL0923;4015126;BL0923;BUILDING template;;A. Vivaldilaan;9;
HASSELT - FH09;2407526;;BL0923;2407526;BL0923;BUILDING template;;A. Vivaldilaan;10;
HASSELT - FH09;4894232;;BL0923;4894232;BL0923;BUILDING template;;A. Vivaldilaan;11;
HASSELT - FH09;2407527;;BL0923;2407527;BL0923;BUILDING template;;A. Vivaldilaan;12;
HASSELT - FH09;2407529;;BL0923;2407529;BL0923;BUILDING template;;A. Vivaldilaan;13;
HASSELT - FH09;4894236;;BL0923;4894236;BL0923;BUILDING template;;A. Vivaldilaan;14;
HASSELT - FH09;4894238;;BL0923;4894238;BL0923;BUILDING template;;A. Vivaldilaan;15;
HASSELT - FH09;4894240;;BL0923;4894240;BL0923;BUILDING template;;A. Vivaldilaan;16;
HASSELT - FH09;4894243;;BL0923;4894243;BL0923;BUILDING template;;A. Vivaldilaan;17;
HASSELT - FH09;4894245;;BL0923;4894245;BL0923;BUILDING template;;A. Vivaldilaan;18;
HASSELT - FH09;4894248;;BL0923;4894248;BL0923;BUILDING template;;A. Vivaldilaan;19;
HASSELT - FH09;4894250;;BL0923;4894250;BL0923;BUILDING template;;A. Vivaldilaan;20;
HASSELT - FH09;4894252;;BL0923;4894252;BL0923;BUILDING template;;A. Vivaldilaan;21;
HASSELT - FH09;4894254;;BL0923;4894254;BL0923;BUILDING template;;A. Vivaldilaan;22;
HASSELT - FH09;4894256;;BL0923;4894256;BL0923;BUILDING template;;A. Vivaldilaan;23;
HASSELT - FH09;4248709;;BL0923;4248709;BL0923;BUILDING template;;A. Vivaldilaan;24;
