Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
KNOKKE-HEIST - FH08;12832;;BL0803;12832;BL0803;BUILDING template;Zeerobbenlaan;14;
KNOKKE-HEIST - FH08;12834;;BL0810;12834;BL0810;BUILDING template;Meerlaan;139;
KNOKKE-HEIST - FH08;12836;;BL0804;12836;BL0804;BUILDING template;Jozef Nellenslaan;117;
KNOKKE-HEIST - FH08;12848;;BL0801;12848;BL0801;BUILDING template;Paul Van der Meerschenlaan;10;
KNOKKE-HEIST - FH08;12850;;BL0814;12850;BL0814;BUILDING template;Kapellaan;30;
KNOKKE-HEIST - FH08;12852;;BL0821;12852;BL0821;BUILDING template;Meerlaan;107;
KNOKKE-HEIST - FH08;12938;;BL0807;12938;BL0807;BUILDING template;Elizabetlaan;219;
KNOKKE-HEIST - FH08;1320587;;BL0801;1320587;BL0801;BUILDING template;Jozef Nellenslaan;55;
KNOKKE-HEIST - FH08;1320658;;BL0809;1320658;BL0809;BUILDING template;Arcadelaan;23;
KNOKKE-HEIST - FH08;1465789;;BL0824;1465789;BL0824;BUILDING template;Eeuwfeestlaan;50;
KNOKKE-HEIST - FH08;1498401;;BL0803;1498401;BL0803;BUILDING template;Rozenlaan;5;
KNOKKE-HEIST - FH08;245249;;BL0806;245249;BL0806;BUILDING template;Elizabetlaan;217;
KNOKKE-HEIST - FH08;245250;;BL0809;245250;BL0809;BUILDING template;Elizabetlaan;202;
KNOKKE-HEIST - FH08;245251;;BL0809;245251;BL0809;BUILDING template;Elizabetlaan;188;
KNOKKE-HEIST - FH08;245252;;BL0809;245252;BL0809;BUILDING template;Elizabetlaan;204;
KNOKKE-HEIST - FH08;245253;;BL0807;245253;BL0807;BUILDING template;Elizabetlaan;221;
KNOKKE-HEIST - FH08;245257;;BL0807;245257;BL0807;BUILDING template;Paul Van der Meerschenlaan;13;
KNOKKE-HEIST - FH08;245258;;BL0802;245258;BL0802;BUILDING template;Paul Van der Meerschenlaan;7;
KNOKKE-HEIST - FH08;245262;;BL0802;245262;BL0802;BUILDING template;Rozenlaan;4;
KNOKKE-HEIST - FH08;245272;;BL0807;245272;BL0807;BUILDING template;Jozef Nellenslaan;58;
KNOKKE-HEIST - FH08;245274;;BL0807;245274;BL0807;BUILDING template;Jozef Nellenslaan;72;
KNOKKE-HEIST - FH08;245275;;BL0809;245275;BL0809;BUILDING template;Eeuwfeestlaan;2;
KNOKKE-HEIST - FH08;319836;;BL0816;319836;BL0816;BUILDING template;Acacialaan;1;
KNOKKE-HEIST - FH08;8348136;;BL0816;319836;BL0816;(L/B/S)U template;Acacialaan;1;
KNOKKE-HEIST - FH08;2757516;;BL0817;2757516;BL0817;BUILDING template;Acacialaan;10;
KNOKKE-HEIST - FH08;8365552;;BL0817;2757516;BL0817;(L/B/S)U template;Acacialaan;10;
KNOKKE-HEIST - FH08;2757517;;BL0816;2757517;BL0816;BUILDING template;Acacialaan;11;
KNOKKE-HEIST - FH08;8349878;;BL0816;2757517;BL0816;(L/B/S)U template;Acacialaan;11;
KNOKKE-HEIST - FH08;2757518;;BL0817;2757518;BL0817;BUILDING template;Acacialaan;12;
KNOKKE-HEIST - FH08;8354550;;BL0817;2757518;BL0817;(L/B/S)U template;Acacialaan;12;
KNOKKE-HEIST - FH08;4348134;;BL0816;4348134;BL0816;BUILDING template;Acacialaan;13;
KNOKKE-HEIST - FH08;8362954;;BL0816;4348134;BL0816;(L/B/S)U template;Acacialaan;13;
KNOKKE-HEIST - FH08;2757519;;BL0817;2757519;BL0817;BUILDING template;Acacialaan;14;
