Projectnummer;LU Key;LAM MK;CLUSTER_NR;BLOCK_NR;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
EVERE - FH01;726072;726072;4;BL0112;BL0112;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;14;
EVERE - FH01;726068;726068;4;BL0112;BL0112;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;7;
EVERE - FH01;1622803;1622803;4;BL0112;BL0112;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;8;
EVERE - FH01;1622804;1622804;4;BL0112;BL0112;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;9;
EVERE - FH01;726100;726100;4;BL0112;BL0112;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;17;
EVERE - FH01;1621760;1621760;4;BL0112;BL0112;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;19;
EVERE - FH01;1621761;1621761;4;BL0112;BL0112;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;21;
EVERE - FH01;1621762;1621762;4;BL0112;BL0112;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;23;
EVERE - FH01;1621763;1621763;4;BL0112;BL0112;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;25;
EVERE - FH01;1621764;1621764;4;BL0112;BL0112;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;27;
EVERE - FH01;1621765;1621765;4;BL0112;BL0112;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;29;
EVERE - FH01;726104;726104;4;BL0112;BL0112;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;31;
EVERE - FH01;726105;726105;4;BL0112;BL0112;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;33;
EVERE - FH01;1621766;1621766;4;BL0112;BL0112;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;35;
EVERE - FH01;1621767;1621767;4;BL0112;BL0112;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;37;
EVERE - FH01;1621768;1621768;4;BL0112;BL0112;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;39;
EVERE - FH01;1621769;1621769;4;BL0112;BL0112;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;41;
EVERE - FH01;1621770;1621770;4;BL0112;BL0112;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;43;
EVERE - FH01;726101;726101;4;BL0112;BL0112;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;45;
EVERE - FH01;726079;726079;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;4;
EVERE - FH01;1622144;1622144;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;6;
EVERE - FH01;1622145;1622145;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;8;
EVERE - FH01;726075;726075;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;10;
EVERE - FH01;1622147;1622147;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;12;
EVERE - FH01;1622148;1622148;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;14;
EVERE - FH01;1622150;1622150;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;16;
EVERE - FH01;1622151;1622151;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;18;
EVERE - FH01;1622153;1622153;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;20;
EVERE - FH01;1622155;1622155;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;22;
EVERE - FH01;1622157;1622157;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;24;
EVERE - FH01;1622158;1622158;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;26;
EVERE - FH01;1622160;1622160;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;28;
EVERE - FH01;1622161;1622161;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;30;
EVERE - FH01;1622163;1622163;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;32;
EVERE - FH01;726083;726083;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;34;
EVERE - FH01;726082;726082;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;36;
EVERE - FH01;1622167;1622167;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;38;
EVERE - FH01;1622168;1622168;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;40;
EVERE - FH01;1622169;1622169;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;42;
EVERE - FH01;1622171;1622171;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;44;
EVERE - FH01;1622173;1622173;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;46;
EVERE - FH01;4108143;4108143;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;48;
EVERE - FH01;1622176;1622176;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;50;
EVERE - FH01;726078;726078;4;BL0112;BL0112;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;52;
EVERE - FH01;726087;726087;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;3;
EVERE - FH01;1623511;1623511;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;5;
EVERE - FH01;1623513;1623513;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;7;
EVERE - FH01;1623515;1623515;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;9;
EVERE - FH01;1623517;1623517;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;11;
EVERE - FH01;4029179;4029179;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;13;
EVERE - FH01;1623518;1623518;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;15;
EVERE - FH01;726088;726088;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;17;
EVERE - FH01;726089;726089;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;19;
EVERE - FH01;1623520;1623520;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;21;
EVERE - FH01;1623521;1623521;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;23;
EVERE - FH01;1623523;1623523;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;25;
EVERE - FH01;1623525;1623525;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;27;
EVERE - FH01;1623527;1623527;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;29;
EVERE - FH01;1623529;1623529;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;31;
EVERE - FH01;1623531;1623531;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;33;
EVERE - FH01;726084;726084;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;35;
EVERE - FH01;5583242;5583242;4;BL0112;BL0112;BUILDING template;Zeventien Aprilstraat - Rue du Dix-sept Avril;37;
EVERE - FH01;726066;726066;8;BL0113;BL0113;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;1;
EVERE - FH01;1291900;1291900;8;BL0113;BL0113;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;2;
EVERE - FH01;1622800;1622800;8;BL0113;BL0113;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;3;
EVERE - FH01;1622801;1622801;8;BL0113;BL0113;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;4;
EVERE - FH01;1622802;1622802;8;BL0113;BL0113;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;5;
EVERE - FH01;726067;726067;8;BL0113;BL0113;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;6;
EVERE - FH01;726065;726065;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;874;
EVERE - FH01;1620874;1620874;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;876;
EVERE - FH01;1620875;1620875;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;878;
EVERE - FH01;1620876;1620876;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;880;
EVERE - FH01;1620878;1620878;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;882;
EVERE - FH01;1620884;1620884;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;890;
EVERE - FH01;726064;726064;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;892;
EVERE - FH01;726063;726063;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;894;
EVERE - FH01;1620885;1620885;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;896;
EVERE - FH01;1620886;1620886;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;898;
EVERE - FH01;1620888;1620888;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;900;
EVERE - FH01;3916106;3916106;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;902;
EVERE - FH01;726061;726061;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;904;
EVERE - FH01;726060;726060;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;906;
EVERE - FH01;726062;726062;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;910;
EVERE - FH01;1620897;1620897;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;912;
EVERE - FH01;1620900;1620900;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;914;
EVERE - FH01;1620901;1620901;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;916;
EVERE - FH01;1620902;1620902;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;918;
EVERE - FH01;1620904;1620904;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;920;
EVERE - FH01;1620905;1620905;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;922;
EVERE - FH01;1620907;1620907;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;924;
EVERE - FH01;1620908;1620908;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;926;
EVERE - FH01;1620910;1620910;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;928;
EVERE - FH01;1620912;1620912;8;BL0113;BL0113;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;930;
EVERE - FH01;1621757;1621757;8;BL0113;BL0113;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;5;
EVERE - FH01;1621758;1621758;8;BL0113;BL0113;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;7;
EVERE - FH01;1621759;1621759;8;BL0113;BL0113;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;9;
EVERE - FH01;726099;726099;8;BL0113;BL0113;BUILDING template;Léon Grosjeanlaan - Avenue Léon Grosjean;11;
EVERE - FH01;25445;25445;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;5;
EVERE - FH01;1291898;1291898;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;7;
EVERE - FH01;4119518;4119518;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;9;
EVERE - FH01;1622146;1622146;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;11;
EVERE - FH01;1622149;1622149;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;15;
EVERE - FH01;1622162;1622162;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;31;
EVERE - FH01;1622164;1622164;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;33;
EVERE - FH01;1622165;1622165;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;35;
EVERE - FH01;1622166;1622166;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;37;
EVERE - FH01;726080;726080;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;39;
EVERE - FH01;726081;726081;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;41;
EVERE - FH01;1622170;1622170;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;43;
EVERE - FH01;1622172;1622172;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;45;
EVERE - FH01;1622174;1622174;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;47;
EVERE - FH01;1622175;1622175;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;49;
EVERE - FH01;726077;726077;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;51;
EVERE - FH01;726076;726076;8;BL0113;BL0113;BUILDING template;Sint-Jozefstraat - Rue Saint-Joseph;1;
EVERE - FH01;1621086;1621086;8;BL0115;BL0115;BUILDING template;Avenue de l'Optimisme - Optimismelaan;1;
EVERE - FH01;726870;726870;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;1;
EVERE - FH01;1620519;1620519;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;2;
EVERE - FH01;1620520;1620520;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;3;
EVERE - FH01;1620521;1620521;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;4;
EVERE - FH01;1620522;1620522;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;5;
EVERE - FH01;1620523;1620523;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;6;
EVERE - FH01;1620524;1620524;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;7;
EVERE - FH01;1620525;1620525;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;8;
EVERE - FH01;1620526;1620526;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;9;
EVERE - FH01;726871;726871;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;10;
EVERE - FH01;726872;726872;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;11;
EVERE - FH01;1620527;1620527;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;12;
EVERE - FH01;1620528;1620528;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;13;
EVERE - FH01;1620529;1620529;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;14;
EVERE - FH01;1620530;1620530;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;15;
EVERE - FH01;1620531;1620531;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;16;
EVERE - FH01;1620532;1620532;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;17;
EVERE - FH01;1620533;1620533;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;18;
EVERE - FH01;726869;726869;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;20;
EVERE - FH01;726868;726868;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;21;
EVERE - FH01;726873;726873;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;22;
EVERE - FH01;1620536;1620536;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;23;
EVERE - FH01;1620537;1620537;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;24;
EVERE - FH01;1620538;1620538;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;25;
EVERE - FH01;1620539;1620539;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;26;
EVERE - FH01;1620540;1620540;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;27;
EVERE - FH01;726874;726874;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;28;
EVERE - FH01;726867;726867;8;BL0115;BL0115;BUILDING template;Begeertenlaan - Avenue des Désirs;29;
EVERE - FH01;25433;25433;8;BL0115;BL0115;BUILDING template;Chaussée de Louvain - Leuvensesteenweg;771;
EVERE - FH01;726790;726790;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;3;
EVERE - FH01;726791;726791;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;5;
EVERE - FH01;1620467;1620467;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;7;
EVERE - FH01;1620469;1620469;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;9;
EVERE - FH01;1620471;1620471;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;11;
EVERE - FH01;1620473;1620473;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;13;
EVERE - FH01;726792;726792;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;15;
EVERE - FH01;726793;726793;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;17;
EVERE - FH01;1620474;1620474;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;19;
EVERE - FH01;1620475;1620475;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;21;
EVERE - FH01;1620477;1620477;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;23;
EVERE - FH01;1620479;1620479;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;25;
EVERE - FH01;1620481;1620481;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;27;
EVERE - FH01;1620483;1620483;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;29;
EVERE - FH01;1620484;1620484;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;31;
EVERE - FH01;1620485;1620485;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;33;
EVERE - FH01;1620486;1620486;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;35;
EVERE - FH01;726794;726794;8;BL0115;BL0115;BUILDING template;Gelukzaligheidslaan - Avenue de la Béatitude;37;
EVERE - FH01;726857;726857;8;BL0115;BL0115;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;773;
EVERE - FH01;725360;725360;8;BL0115;BL0115;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;775;
EVERE - FH01;726778;726778;8;BL0115;BL0115;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;795;
EVERE - FH01;1354579;1354579;8;BL0115;BL0115;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;797;
EVERE - FH01;4110412;4110412;8;BL0115;BL0115;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;799;
EVERE - FH01;1620853;1620853;8;BL0115;BL0115;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;801;
EVERE - FH01;726780;726780;8;BL0115;BL0115;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;803;
EVERE - FH01;1620854;1620854;8;BL0115;BL0115;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;801;A
EVERE - FH01;1620855;1620855;8;BL0115;BL0115;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;801;B
EVERE - FH01;726864;726864;8;BL0115;BL0115;BUILDING template;Optimismelaan - Avenue de l'Optimisme;13;
EVERE - FH01;1621097;1621097;8;BL0115;BL0115;BUILDING template;Optimismelaan - Avenue de l'Optimisme;15;
EVERE - FH01;726865;726865;8;BL0115;BL0115;BUILDING template;Optimismelaan - Avenue de l'Optimisme;19;
EVERE - FH01;726863;726863;8;BL0115;BL0115;BUILDING template;Optimismelaan - Avenue de l'Optimisme;21;
EVERE - FH01;726860;726860;8;BL0115;BL0115;BUILDING template;Optimismelaan - Avenue de l'Optimisme;23;
EVERE - FH01;726859;726859;8;BL0115;BL0115;BUILDING template;Optimismelaan - Avenue de l'Optimisme;27;
EVERE - FH01;1621103;1621103;8;BL0115;BL0115;BUILDING template;Optimismelaan - Avenue de l'Optimisme;29;
EVERE - FH01;726861;726861;8;BL0115;BL0115;BUILDING template;Optimismelaan - Avenue de l'Optimisme;31;
EVERE - FH01;726862;726862;8;BL0115;BL0115;BUILDING template;Optimismelaan - Avenue de l'Optimisme;33;
EVERE - FH01;1621104;1621104;8;BL0115;BL0115;BUILDING template;Optimismelaan - Avenue de l'Optimisme;35;
EVERE - FH01;1315029;1315029;8;BL0115;BL0115;BUILDING template;Optimismelaan - Avenue de l'Optimisme;37;
EVERE - FH01;726858;726858;8;BL0115;BL0115;BUILDING template;Optimismelaan - Avenue de l'Optimisme;39;
EVERE - FH01;726805;726805;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;1;
EVERE - FH01;726781;726781;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;3;
EVERE - FH01;1623946;1623946;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;17;
EVERE - FH01;1186609;1186609;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;21;
EVERE - FH01;726784;726784;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;23;
EVERE - FH01;726783;726783;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;25;
EVERE - FH01;1623952;1623952;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;27;
EVERE - FH01;1623954;1623954;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;29;
EVERE - FH01;1623956;1623956;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;31;
EVERE - FH01;1350632;1350632;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;33;
EVERE - FH01;726785;726785;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;35;
EVERE - FH01;726786;726786;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;37;
EVERE - FH01;726788;726788;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;39;
EVERE - FH01;1623961;1623961;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;41;
EVERE - FH01;726782;726782;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;43;
EVERE - FH01;1623959;1623959;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;37;B
EVERE - FH01;726789;726789;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;37;C
EVERE - FH01;726787;726787;8;BL0115;BL0115;BUILDING template;Oud-Strijderslaan - Avenue des Anciens Combattants;37;D
EVERE - FH01;1621784;1621784;5;BL0116;BL0116;BUILDING template;Avenue Franz Guillaume - Franz Guillaumelaan;8;
EVERE - FH01;1621785;1621785;5;BL0116;BL0116;BUILDING template;Avenue Franz Guillaume - Franz Guillaumelaan;10;
EVERE - FH01;725361;725361;5;BL0116;BL0116;BUILDING template;Avenue des Anciens Combattants - Oud-Strijderslaan;2;
EVERE - FH01;5046392;5046392;5;BL0116;BL0116;BUILDING template;Avenue des Anciens Combattants - Oud-Strijderslaan;44;
EVERE - FH01;1623966;1623966;5;BL0116;BL0116;BUILDING template;Avenue des Anciens Combattants - Oud-Strijderslaan;52;
EVERE - FH01;4109326;4109326;5;BL0116;BL0116;BUILDING template;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;43;
EVERE - FH01;725267;725267;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;2;
EVERE - FH01;1621782;1621782;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;4;
EVERE - FH01;1621783;1621783;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;6;
EVERE - FH01;1621786;1621786;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;12;
EVERE - FH01;1621787;1621787;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;14;
EVERE - FH01;1621788;1621788;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;16;
EVERE - FH01;1621789;1621789;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;18;
EVERE - FH01;1621790;1621790;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;20;
EVERE - FH01;1621791;1621791;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;22;
EVERE - FH01;1621792;1621792;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;24;
EVERE - FH01;1206704;1206704;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;26;
EVERE - FH01;1621793;1621793;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;28;
EVERE - FH01;725249;725249;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;30;
EVERE - FH01;725250;725250;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;32;
EVERE - FH01;1621796;1621796;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;34;
EVERE - FH01;1356999;1356999;5;BL0116;BL0116;BUILDING template;Franz Guillaumelaan - Avenue Franz Guillaume;38;
