Projectnummer;LU Key;LAM MK;CLUSTER_NR;BLOCK_NR;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
EVERE - FH01;1622032;1622032;6;BL0104;BL0104;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;84;
EVERE - FH01;1622033;1622033;6;BL0104;BL0104;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;86;
EVERE - FH01;1622034;1622034;6;BL0104;BL0104;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;88;
EVERE - FH01;1622035;1622035;6;BL0104;BL0104;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;90;
EVERE - FH01;1622036;1622036;6;BL0104;BL0104;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;92;
EVERE - FH01;1622037;1622037;6;BL0104;BL0104;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;94;
EVERE - FH01;1622038;1622038;6;BL0104;BL0104;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;96;
EVERE - FH01;726576;726576;6;BL0104;BL0104;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;98;
EVERE - FH01;46322;46322;4;BL0104;BL0104;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;29;
EVERE - FH01;1621734;1621734;4;BL0104;BL0104;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;31;
EVERE - FH01;1621735;1621735;4;BL0104;BL0104;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;33;
EVERE - FH01;1621737;1621737;4;BL0104;BL0104;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;35;
EVERE - FH01;1621738;1621738;4;BL0104;BL0104;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;37;
EVERE - FH01;1621740;1621740;4;BL0104;BL0104;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;39;
EVERE - FH01;1621741;1621741;4;BL0104;BL0104;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;41;
EVERE - FH01;46323;46323;4;BL0104;BL0104;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;43;
EVERE - FH01;726174;726174;4;BL0104;BL0104;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;49;
EVERE - FH01;1621742;1621742;4;BL0104;BL0104;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;51;
EVERE - FH01;46324;46324;4;BL0104;BL0104;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;53;
EVERE - FH01;1621744;1621744;4;BL0104;BL0104;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;57;
EVERE - FH01;1621745;1621745;4;BL0104;BL0104;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;59;
EVERE - FH01;1620344;1620344;10;BL0104;BL0104;BUILDING template;Kleigroeveërf - Clos de l'Argilière;6;
EVERE - FH01;1137207;1137207;10;BL0104;BL0104;BUILDING template;Kleigroeveërf - Clos de l'Argilière;8;
EVERE - FH01;15086;15086;10;BL0104;BL0104;BUILDING template;Kolonel Bourgstraat - Rue Colonel Bourg;142;
EVERE - FH01;1623644;1623644;10;BL0104;BL0104;BUILDING template;Kolonel Bourgstraat - Rue Colonel Bourg;150;
EVERE - FH01;1137195;1137195;6;BL0104;BL0104;BUILDING template;Kolonel Bourgstraat - Rue Colonel Bourg;160;
EVERE - FH01;5583250;5583250;6;BL0104;BL0104;BUILDING template;Kolonel Bourgstraat - Rue Colonel Bourg;162;
EVERE - FH01;1347029;1347029;6;BL0104;BL0104;BUILDING template;Kolonel Bourgstraat - Rue Colonel Bourg;164;
EVERE - FH01;1623653;1623653;6;BL0104;BL0104;BUILDING template;Kolonel Bourgstraat - Rue Colonel Bourg;174;
EVERE - FH01;726585;726585;6;BL0104;BL0104;BUILDING template;Kolonel Bourgstraat - Rue Colonel Bourg;178;
EVERE - FH01;1623654;1623654;6;BL0104;BL0104;BUILDING template;Kolonel Bourgstraat - Rue Colonel Bourg;180;
EVERE - FH01;726586;726586;6;BL0104;BL0104;BUILDING template;Kolonel Bourgstraat - Rue Colonel Bourg;182;
EVERE - FH01;1620969;1620969;6;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;3;
EVERE - FH01;1620970;1620970;6;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;5;
EVERE - FH01;1620974;1620974;6;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;9;
EVERE - FH01;1620976;1620976;6;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;11;
EVERE - FH01;1620978;1620978;6;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;13;
EVERE - FH01;1620980;1620980;6;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;15;
EVERE - FH01;1620982;1620982;6;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;17;
EVERE - FH01;1620984;1620984;6;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;19;
EVERE - FH01;1620986;1620986;6;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;21;
EVERE - FH01;1620988;1620988;6;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;23;
EVERE - FH01;1620990;1620990;6;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;25;
EVERE - FH01;1620992;1620992;6;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;27;
EVERE - FH01;1621004;1621004;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;55;
EVERE - FH01;1621006;1621006;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;57;
EVERE - FH01;1621007;1621007;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;59;
EVERE - FH01;1621009;1621009;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;61;
EVERE - FH01;1621010;1621010;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;63;
EVERE - FH01;1621011;1621011;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;65;
EVERE - FH01;46315;46315;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;67;
EVERE - FH01;1621014;1621014;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;69;
EVERE - FH01;1505809;1505809;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;71;
EVERE - FH01;1621016;1621016;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;73;
EVERE - FH01;1621019;1621019;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;75;
EVERE - FH01;1621020;1621020;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;77;
EVERE - FH01;1621021;1621021;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;79;
EVERE - FH01;1621023;1621023;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;81;
EVERE - FH01;1621025;1621025;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;83;
EVERE - FH01;1621027;1621027;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;85;
EVERE - FH01;4111569;4111569;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;87;
EVERE - FH01;1621030;1621030;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;89;
EVERE - FH01;1621032;1621032;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;91;
EVERE - FH01;1621033;1621033;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;93;
EVERE - FH01;15082;15082;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;95;
EVERE - FH01;46316;46316;4;BL0104;BL0104;BUILDING template;Maquisstraat - Rue du Maquis;95;A
EVERE - FH01;1623652;1623652;6;BL0104;BL0104;BUILDING template;Rue Colonel Bourg;166;
EVERE - FH01;1297562;1297562;6;BL0104;BL0104;BUILDING template;Rue Colonel Bourg;168;
EVERE - FH01;1137200;1137200;6;BL0104;BL0104;BUILDING template;Rue Colonel Bourg - Kolonel Bourgstraat;154;
EVERE - FH01;1137203;1137203;6;BL0104;BL0104;BUILDING template;Rue Colonel Bourg - Kolonel Bourgstraat;156;
EVERE - FH01;1137198;1137198;6;BL0104;BL0104;BUILDING template;Rue Colonel Bourg - Kolonel Bourgstraat;158;
EVERE - FH01;1137201;1137201;10;BL0104;BL0104;BUILDING template;Rue Colonel Bourg - Kolonel Bourgstraat;152;A
EVERE - FH01;1620972;1620972;6;BL0104;BL0104;BUILDING template;Rue du Maquis - Maquisstraat;7;
EVERE - FH01;5712206;5712206;6;BL0104;BL0104;BUILDING template;Steenbakkerserf - Clos des Briquetiers;3;
EVERE - FH01;5715055;5715055;6;BL0104;BL0104;BUILDING template;Steenbakkerserf - Clos des Briquetiers;4;
EVERE - FH01;5495090;5495090;6;BL0104;BL0104;BUILDING template;Steenbakkerserf - Clos des Briquetiers;5;
EVERE - FH01;1620941;1620941;5;BL0110;BL0110;BUILDING template;Chaussée de Louvain - Leuvensesteenweg;992;
EVERE - FH01;726577;726577;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;2;
EVERE - FH01;1621996;1621996;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;4;
EVERE - FH01;1621998;1621998;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;6;
EVERE - FH01;4114719;4114719;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;8;
EVERE - FH01;1622001;1622001;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;10;
EVERE - FH01;1622002;1622002;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;12;
EVERE - FH01;1622004;1622004;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;14;
EVERE - FH01;1622005;1622005;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;16;
EVERE - FH01;1622007;1622007;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;18;
EVERE - FH01;1622009;1622009;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;24;
EVERE - FH01;1622010;1622010;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;26;
EVERE - FH01;1622011;1622011;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;32;
EVERE - FH01;4110743;4110743;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;46;
EVERE - FH01;3916123;3916123;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;48;
EVERE - FH01;1622020;1622020;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;52;
EVERE - FH01;1622021;1622021;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;54;
EVERE - FH01;1622024;1622024;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;56;
EVERE - FH01;1622025;1622025;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;58;
EVERE - FH01;1622026;1622026;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;60;
EVERE - FH01;1622027;1622027;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;62;
EVERE - FH01;1622028;1622028;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;64;
EVERE - FH01;726575;726575;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;66;
EVERE - FH01;4119441;4119441;6;BL0110;BL0110;BUILDING template;G. De Lombaerdestraat - Rue Georges De Lombaerde;68;
EVERE - FH01;1325305;1325305;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;5;
EVERE - FH01;1621891;1621891;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;7;
EVERE - FH01;1621892;1621892;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;9;
EVERE - FH01;1621894;1621894;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;11;
EVERE - FH01;1621897;1621897;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;15;
EVERE - FH01;726270;726270;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;17;
EVERE - FH01;1621899;1621899;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;19;
EVERE - FH01;1621900;1621900;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;21;
EVERE - FH01;726255;726255;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;23;
EVERE - FH01;1621901;1621901;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;25;
EVERE - FH01;1621903;1621903;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;27;
EVERE - FH01;1621905;1621905;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;29;
EVERE - FH01;1621907;1621907;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;31;
EVERE - FH01;726256;726256;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;33;
EVERE - FH01;726257;726257;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;35;
EVERE - FH01;1621909;1621909;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;37;
EVERE - FH01;1621911;1621911;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;39;
EVERE - FH01;4023761;4023761;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;41;
EVERE - FH01;1621913;1621913;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;43;
EVERE - FH01;1621914;1621914;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;45;
EVERE - FH01;726259;726259;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;47;
EVERE - FH01;726272;726272;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;49;
EVERE - FH01;1621915;1621915;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;51;
EVERE - FH01;4114803;4114803;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;53;
EVERE - FH01;1621916;1621916;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;55;
EVERE - FH01;4114644;4114644;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;57;
EVERE - FH01;1621917;1621917;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;59;
EVERE - FH01;1621918;1621918;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;61;
EVERE - FH01;1621919;1621919;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;63;
EVERE - FH01;1621920;1621920;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;65;
EVERE - FH01;726275;726275;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;67;
EVERE - FH01;726277;726277;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;69;
EVERE - FH01;1621921;1621921;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;71;
EVERE - FH01;1621922;1621922;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;73;
EVERE - FH01;1621923;1621923;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;75;
EVERE - FH01;726279;726279;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;77;
EVERE - FH01;726258;726258;4;BL0110;BL0110;BUILDING template;G. Van Laethemstraat - Rue Guillaume Van Laethem;45;A
EVERE - FH01;1621719;1621719;4;BL0110;BL0110;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;1;
EVERE - FH01;1621720;1621720;4;BL0110;BL0110;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;3;
EVERE - FH01;1621722;1621722;4;BL0110;BL0110;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;5;
EVERE - FH01;1621724;1621724;4;BL0110;BL0110;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;7;
EVERE - FH01;1621726;1621726;4;BL0110;BL0110;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;9;
EVERE - FH01;1621728;1621728;4;BL0110;BL0110;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;11;
EVERE - FH01;1621730;1621730;4;BL0110;BL0110;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;13;
EVERE - FH01;25483;25483;4;BL0110;BL0110;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;15;
EVERE - FH01;726285;726285;4;BL0110;BL0110;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;17;
EVERE - FH01;726284;726284;4;BL0110;BL0110;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;12;
EVERE - FH01;1622806;1622806;4;BL0110;BL0110;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;13;
EVERE - FH01;1622807;1622807;4;BL0110;BL0110;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;14;
EVERE - FH01;1622808;1622808;4;BL0110;BL0110;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;15;
EVERE - FH01;1622809;1622809;4;BL0110;BL0110;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;16;
EVERE - FH01;1622810;1622810;4;BL0110;BL0110;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;17;
EVERE - FH01;1622811;1622811;4;BL0110;BL0110;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;18;
EVERE - FH01;1622812;1622812;4;BL0110;BL0110;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;19;
EVERE - FH01;726248;726248;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;936;
EVERE - FH01;1620916;1620916;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;940;
EVERE - FH01;1620919;1620919;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;944;
EVERE - FH01;1289386;1289386;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;946;
EVERE - FH01;4114527;4114527;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;948;
EVERE - FH01;1620921;1620921;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;950;
EVERE - FH01;1620922;1620922;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;952;
EVERE - FH01;1620924;1620924;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;954;
EVERE - FH01;1620926;1620926;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;956;
EVERE - FH01;1620927;1620927;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;958;
EVERE - FH01;1620929;1620929;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;960;
EVERE - FH01;1620931;1620931;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;962;
EVERE - FH01;1620932;1620932;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;964;
EVERE - FH01;1620933;1620933;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;966;
EVERE - FH01;1620934;1620934;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;968;
EVERE - FH01;726249;726249;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;970;
EVERE - FH01;726569;726569;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;972;
EVERE - FH01;1620936;1620936;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;980;
EVERE - FH01;1620937;1620937;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;982;
EVERE - FH01;1620938;1620938;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;984;
EVERE - FH01;1620939;1620939;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;986;
EVERE - FH01;1620940;1620940;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;988;
EVERE - FH01;1620942;1620942;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;994;
EVERE - FH01;1620944;1620944;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;1000;
EVERE - FH01;25441;25441;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;1002;
EVERE - FH01;4036998;4036998;5;BL0110;BL0110;BUILDING template;Leuvensesteenweg - Chaussée de Louvain;1000;A
EVERE - FH01;726584;726584;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;4;
EVERE - FH01;1620971;1620971;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;6;
EVERE - FH01;1620973;1620973;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;8;
EVERE - FH01;1620975;1620975;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;10;
EVERE - FH01;1620977;1620977;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;12;
EVERE - FH01;1620979;1620979;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;14;
EVERE - FH01;1620981;1620981;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;16;
EVERE - FH01;1620983;1620983;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;18;
EVERE - FH01;1620985;1620985;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;20;
EVERE - FH01;1620987;1620987;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;22;
EVERE - FH01;1620989;1620989;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;24;
EVERE - FH01;1620991;1620991;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;26;
EVERE - FH01;1620993;1620993;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;28;
EVERE - FH01;1366986;1366986;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;30;
EVERE - FH01;1620994;1620994;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;32;
EVERE - FH01;1620995;1620995;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;34;
EVERE - FH01;1620996;1620996;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;36;
EVERE - FH01;1620997;1620997;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;38;
EVERE - FH01;1620998;1620998;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;40;
EVERE - FH01;46319;46319;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;42;
EVERE - FH01;46318;46318;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;44;
EVERE - FH01;1620999;1620999;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;46;
EVERE - FH01;1621000;1621000;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;48;
EVERE - FH01;1621001;1621001;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;50;
EVERE - FH01;1621002;1621002;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;52;
EVERE - FH01;1621003;1621003;6;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;54;
EVERE - FH01;1621005;1621005;4;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;56;
EVERE - FH01;4107839;4107839;4;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;58;
EVERE - FH01;1621008;1621008;4;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;60;
EVERE - FH01;4113709;4113709;4;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;62;
EVERE - FH01;4114707;4114707;4;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;64;
EVERE - FH01;1621012;1621012;4;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;66;
EVERE - FH01;1621013;1621013;4;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;68;
EVERE - FH01;1621015;1621015;4;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;70;
EVERE - FH01;46317;46317;4;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;72;
EVERE - FH01;1621017;1621017;4;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;74;
EVERE - FH01;726266;726266;4;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;74;A
EVERE - FH01;4044511;4044511;4;BL0110;BL0110;BUILDING template;Maquisstraat - Rue du Maquis;74;B
EVERE - FH01;4113377;4113377;6;BL0110;BL0110;BUILDING template;Rue Georges De Lombaerde - G. De Lombaerdestraat;30;
EVERE - FH01;1622019;1622019;6;BL0110;BL0110;BUILDING template;Rue Georges De Lombaerde - G. De Lombaerdestraat;50;
EVERE - FH01;726283;726283;8;BL0111;BL0111;BUILDING template;Jan De Paduwaplaats - Place Jean De Paduwa;20;
EVERE - FH01;726069;726069;4;BL0112;BL0112;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;2;
EVERE - FH01;1621721;1621721;4;BL0112;BL0112;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;4;
EVERE - FH01;1621723;1621723;4;BL0112;BL0112;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;6;
EVERE - FH01;1621725;1621725;4;BL0112;BL0112;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;8;
EVERE - FH01;1621727;1621727;4;BL0112;BL0112;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;10;
EVERE - FH01;1621729;1621729;4;BL0112;BL0112;BUILDING template;Hugo Verrieststraat - Rue Hugo Verriest;12;
