Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;BG Name;Straat;Huisnummer;Huisnummer Toevoeging
ROESELARE - FH02;880702;6;BL0012;880702;BL0012;BUILDING template;;Albrecht Rodenbachstraat;1;
ROESELARE - FH02;3418082;6;BL0012;3418082;BL0012;BUILDING template;;Albrecht Rodenbachstraat;13;
ROESELARE - FH02;1256296;3;BL0019;1256296;BL0019;BUILDING template;;Albrecht Rodenbachstraat;14;
ROESELARE - FH02;878394;6;BL0012;878394;BL0012;BUILDING template;;Albrecht Rodenbachstraat;15;
ROESELARE - FH02;877791;3;BL0019;877791;BL0019;BUILDING template;;Albrecht Rodenbachstraat;16;
ROESELARE - FH02;1256295;6;BL0012;1256295;BL0012;BUILDING template;;Albrecht Rodenbachstraat;17;
ROESELARE - FH02;878393;6;BL0012;878393;BL0012;BUILDING template;;Albrecht Rodenbachstraat;19;
ROESELARE - FH02;1256297;3;BL0019;1256297;BL0019;BUILDING template;;Albrecht Rodenbachstraat;2;
ROESELARE - FH02;877786;3;BL0018;877786;BL0018;BUILDING template;;Albrecht Rodenbachstraat;20;
ROESELARE - FH02;4355161;6;BL0012;4355161;BL0012;BUILDING template;;Albrecht Rodenbachstraat;21;
ROESELARE - FH02;4358475;3;BL0018;4358475;BL0018;BUILDING template;;Albrecht Rodenbachstraat;22;
ROESELARE - FH02;4358476;3;BL0018;4358476;BL0018;BUILDING template;;Albrecht Rodenbachstraat;24;
ROESELARE - FH02;4358477;3;BL0018;4358477;BL0018;BUILDING template;;Albrecht Rodenbachstraat;26;
ROESELARE - FH02;3418084;3;BL0018;3418084;BL0018;BUILDING template;;Albrecht Rodenbachstraat;28;
ROESELARE - FH02;5580501;6;BL0012;5580501;BL0012;BUILDING template;;Albrecht Rodenbachstraat;3;
ROESELARE - FH02;3418085;3;BL0018;3418085;BL0018;BUILDING template;;Albrecht Rodenbachstraat;30;
ROESELARE - FH02;4355172;6;BL0012;4355172;BL0012;BUILDING template;;Albrecht Rodenbachstraat;31;
ROESELARE - FH02;6038237;3;BL0018;6038237;BL0018;BUILDING template;;Albrecht Rodenbachstraat;32;
ROESELARE - FH02;4071034;6;BL0012;4071034;BL0012;BUILDING template;;Albrecht Rodenbachstraat;33;
ROESELARE - FH02;3418086;3;BL0018;3418086;BL0018;BUILDING template;;Albrecht Rodenbachstraat;34;
ROESELARE - FH02;1256292;6;BL0012;1256292;BL0012;BUILDING template;;Albrecht Rodenbachstraat;35;
ROESELARE - FH02;4170586;3;BL0018;4170586;BL0018;BUILDING template;;Albrecht Rodenbachstraat;36;
ROESELARE - FH02;1256293;6;BL0012;1256293;BL0012;BUILDING template;;Albrecht Rodenbachstraat;37;
ROESELARE - FH02;3418087;6;BL0012;3418087;BL0012;BUILDING template;;Albrecht Rodenbachstraat;39;
ROESELARE - FH02;878395;3;BL0019;878395;BL0019;BUILDING template;;Albrecht Rodenbachstraat;4;
ROESELARE - FH02;1256294;6;BL0012;1256294;BL0012;BUILDING template;;Albrecht Rodenbachstraat;41;
ROESELARE - FH02;4022757;3;BL0018;4022757;BL0018;BUILDING template;;Albrecht Rodenbachstraat;42;
ROESELARE - FH02;877792;6;BL0012;877792;BL0012;BUILDING template;;Albrecht Rodenbachstraat;43;
ROESELARE - FH02;3418088;3;BL0018;3418088;BL0018;BUILDING template;;Albrecht Rodenbachstraat;44;
ROESELARE - FH02;877788;5;BL0011;877788;BL0011;BUILDING template;;Albrecht Rodenbachstraat;47;
ROESELARE - FH02;35832;3;BL0018;35832;BL0018;BUILDING template;;Albrecht Rodenbachstraat;48;
ROESELARE - FH02;4358437;5;BL0011;4358437;BL0011;BUILDING template;;Albrecht Rodenbachstraat;49;
ROESELARE - FH02;6038234;6;BL0012;6038234;BL0012;BUILDING template;;Albrecht Rodenbachstraat;5;
ROESELARE - FH02;6392158;3;BL0018;6392158;BL0018;BUILDING template;;Albrecht Rodenbachstraat;50;
ROESELARE - FH02;4358438;5;BL0011;4358438;BL0011;BUILDING template;;Albrecht Rodenbachstraat;51;
ROESELARE - FH02;4358440;5;BL0011;4358440;BL0011;BUILDING template;;Albrecht Rodenbachstraat;53;
ROESELARE - FH02;4358441;5;BL0011;4358441;BL0011;BUILDING template;;Albrecht Rodenbachstraat;55;
ROESELARE - FH02;3418089;5;BL0011;3418089;BL0011;BUILDING template;;Albrecht Rodenbachstraat;61;
ROESELARE - FH02;4046048;5;BL0011;4046048;BL0011;BUILDING template;;Albrecht Rodenbachstraat;63;
ROESELARE - FH02;3418090;5;BL0011;3418090;BL0011;BUILDING template;;Albrecht Rodenbachstraat;65;
ROESELARE - FH02;4358445;5;BL0011;4358445;BL0011;BUILDING template;;Albrecht Rodenbachstraat;67;
ROESELARE - FH02;4204272;5;BL0011;4204272;BL0011;BUILDING template;;Albrecht Rodenbachstraat;69;
ROESELARE - FH02;877789;6;BL0012;877789;BL0012;BUILDING template;;Albrecht Rodenbachstraat;7;
ROESELARE - FH02;3418091;5;BL0011;3418091;BL0011;BUILDING template;;Albrecht Rodenbachstraat;71;
ROESELARE - FH02;3418092;5;BL0011;3418092;BL0011;BUILDING template;;Albrecht Rodenbachstraat;73;
ROESELARE - FH02;4358448;5;BL0011;4358448;BL0011;BUILDING template;;Albrecht Rodenbachstraat;75;
ROESELARE - FH02;3418093;5;BL0011;3418093;BL0011;BUILDING template;;Albrecht Rodenbachstraat;77;
ROESELARE - FH02;3418094;5;BL0011;3418094;BL0011;BUILDING template;Albrecht Rodenbachstraat 79_Wallenstraat 60-62;Albrecht Rodenbachstraat;79;
ROESELARE - FH02;1256291;6;BL0012;1256291;BL0012;BUILDING template;;Albrecht Rodenbachstraat;9;
ROESELARE - FH02;877764;4;BL0015;877764;BL0015;BUILDING template;;Alfons Carlierstraat;1;
ROESELARE - FH02;4369213;4;BL0014;4369213;BL0014;BUILDING template;;Alfons Carlierstraat;10;
ROESELARE - FH02;3414481;4;BL0015;3414481;BL0015;BUILDING template;;Alfons Carlierstraat;11;
ROESELARE - FH02;880629;4;BL0015;880629;BL0015;BUILDING template;;Alfons Carlierstraat;15;
