Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;BG Name;Straat;Huisnummer;Huisnummer Toevoeging
ANTWERPEN-WEST - FH05;972221;;BL0058;972221;BL0058;BUILDING template;;Arsenaalstraat;1;
ANTWERPEN-WEST - FH05;1736424;;BL0058;1736424;BL0058;BUILDING template;;Arsenaalstraat;1;A
ANTWERPEN-WEST - FH05;3918230;;BL0060;3918230;BL0060;BUILDING template;;Arsenaalstraat;10;
ANTWERPEN-WEST - FH05;1736430;;BL0060;1736430;BL0060;BUILDING template;;Arsenaalstraat;12;
ANTWERPEN-WEST - FH05;1736431;;BL0060;1736431;BL0060;BUILDING template;;Arsenaalstraat;14;
ANTWERPEN-WEST - FH05;1736432;;BL0060;1736432;BL0060;BUILDING template;;Arsenaalstraat;16;
ANTWERPEN-WEST - FH05;972222;;BL0060;972222;BL0060;BUILDING template;;Arsenaalstraat;18;
ANTWERPEN-WEST - FH05;972223;;BL0060;972223;BL0060;BUILDING template;;Arsenaalstraat;2;
ANTWERPEN-WEST - FH05;972220;;BL0058;972220;BL0058;BUILDING template;;Arsenaalstraat;3;
ANTWERPEN-WEST - FH05;1736426;;BL0060;1736426;BL0060;BUILDING template;;Arsenaalstraat;4;
ANTWERPEN-WEST - FH05;972219;;BL0059;972219;BL0059;BUILDING template;;Arsenaalstraat;5;
ANTWERPEN-WEST - FH05;1736428;;BL0060;1736428;BL0060;BUILDING template;;Arsenaalstraat;6;
ANTWERPEN-WEST - FH05;3918229;;BL0060;3918229;BL0060;BUILDING template;;Arsenaalstraat;8;
ANTWERPEN-WEST - FH05;1736429;;BL0059;1736429;BL0059;BUILDING template;;Arsenaalstraat;9;
ANTWERPEN-WEST - FH05;1059317;;BL0036;1059317;BL0036;BUILDING template;;Blauwmoezelstraat;1;
ANTWERPEN-WEST - FH05;1749322;;BL0036;1749322;BL0036;BUILDING template;;Blauwmoezelstraat;10;
ANTWERPEN-WEST - FH05;1059319;;BL0036;1059319;BL0036;BUILDING template;;Blauwmoezelstraat;2;
ANTWERPEN-WEST - FH05;1749309;;BL0036;1749309;BL0036;BUILDING template;;Blauwmoezelstraat;3;
ANTWERPEN-WEST - FH05;1749311;;BL0036;1749311;BL0036;BUILDING template;;Blauwmoezelstraat;4;
ANTWERPEN-WEST - FH05;1749312;;BL0036;1749312;BL0036;BUILDING template;;Blauwmoezelstraat;5;
ANTWERPEN-WEST - FH05;1749315;;BL0036;1749315;BL0036;BUILDING template;;Blauwmoezelstraat;6;
ANTWERPEN-WEST - FH05;1749317;;BL0036;1749317;BL0036;BUILDING template;;Blauwmoezelstraat;7;
ANTWERPEN-WEST - FH05;1749320;;BL0036;1749320;BL0036;BUILDING template;;Blauwmoezelstraat;8;
ANTWERPEN-WEST - FH05;1749321;;BL0036;1749321;BL0036;BUILDING template;;Blauwmoezelstraat;9;
ANTWERPEN-WEST - FH05;1297992;;BL0025;1297992;BL0025;BUILDING template;;Braderijstraat;1;
ANTWERPEN-WEST - FH05;6202845;;BL0024;6202845;BL0024;BUILDING template;;Braderijstraat;10;
ANTWERPEN-WEST - FH05;1774559;;BL0025;1774559;BL0025;BUILDING template;;Braderijstraat;11;
ANTWERPEN-WEST - FH05;4509416;;BL0024;4509416;BL0024;BUILDING template;;Braderijstraat;12;
ANTWERPEN-WEST - FH05;1774573;;BL0025;1774573;BL0025;BUILDING template;;Braderijstraat;13;
ANTWERPEN-WEST - FH05;1774578;;BL0024;1774578;BL0024;BUILDING template;;Braderijstraat;14;
ANTWERPEN-WEST - FH05;57596;;BL0025;57596;BL0025;BUILDING template;;Braderijstraat;15;
ANTWERPEN-WEST - FH05;4509419;;BL0024;4509419;BL0024;BUILDING template;;Braderijstraat;16;
ANTWERPEN-WEST - FH05;5575222;;BL0024;5575222;BL0024;BUILDING template;;Braderijstraat;2;
ANTWERPEN-WEST - FH05;57595;;BL0024;57595;BL0024;BUILDING template;;Braderijstraat;24;
ANTWERPEN-WEST - FH05;1774541;;BL0025;1774541;BL0025;BUILDING template;;Braderijstraat;3;
