Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
HASSELT - FH08;4895661;;BL0012;4895661;BL0012;BUILDING template;Acaciastraat;100;
HASSELT - FH08;1153810;;BL0012;4895661;BL0012;(L/B/S)U template;Acaciastraat;100;
HASSELT - FH08;4272451;;BL0010;4272451;BL0010;BUILDING template;Acaciastraat;101;
HASSELT - FH08;1153918;;BL0010;4272451;BL0010;(L/B/S)U template;Acaciastraat;101;
HASSELT - FH08;4213268;;BL0012;4213268;BL0012;BUILDING template;Acaciastraat;102;
HASSELT - FH08;1153991;;BL0012;4213268;BL0012;(L/B/S)U template;Acaciastraat;102;
HASSELT - FH08;708553;;BL0010;708553;BL0010;BUILDING template;Acaciastraat;103;
HASSELT - FH08;1154106;;BL0010;708553;BL0010;(L/B/S)U template;Acaciastraat;103;
HASSELT - FH08;2407645;;BL0012;2407645;BL0012;BUILDING template;Acaciastraat;104;
HASSELT - FH08;1154172;;BL0012;2407645;BL0012;(L/B/S)U template;Acaciastraat;104;
HASSELT - FH08;708445;;BL0009;708445;BL0009;BUILDING template;Acaciastraat;105;
HASSELT - FH08;1154235;;BL0009;708445;BL0009;(L/B/S)U template;Acaciastraat;105;
HASSELT - FH08;2407646;;BL0012;2407646;BL0012;BUILDING template;Acaciastraat;106;
HASSELT - FH08;1154312;;BL0012;2407646;BL0012;(L/B/S)U template;Acaciastraat;106;
HASSELT - FH08;2407648;;BL0009;2407648;BL0009;BUILDING template;Acaciastraat;107;
HASSELT - FH08;1154377;;BL0009;2407648;BL0009;(L/B/S)U template;Acaciastraat;107;
HASSELT - FH08;2407649;;BL0012;2407649;BL0012;BUILDING template;Acaciastraat;108;
HASSELT - FH08;1154447;;BL0012;2407649;BL0012;(L/B/S)U template;Acaciastraat;108;
HASSELT - FH08;2407650;;BL0009;2407650;BL0009;BUILDING template;Acaciastraat;109;
HASSELT - FH08;1154506;;BL0009;2407650;BL0009;(L/B/S)U template;Acaciastraat;109;
HASSELT - FH08;4895217;;BL0018;4895217;BL0018;BUILDING template;Acaciastraat;11;
HASSELT - FH08;1155079;;BL0018;4895217;BL0018;(L/B/S)U template;Acaciastraat;11;
HASSELT - FH08;708447;;BL0012;708447;BL0012;BUILDING template;Acaciastraat;110;
HASSELT - FH08;1155244;;BL0012;708447;BL0012;(L/B/S)U template;Acaciastraat;110;
HASSELT - FH08;1155249;;BL0012;708447;BL0012;(L/B/S)U template;Acaciastraat;110;
HASSELT - FH08;1155250;;BL0012;708447;BL0012;(L/B/S)U template;Acaciastraat;110;
HASSELT - FH08;1155256;;BL0012;708447;BL0012;(L/B/S)U template;Acaciastraat;110;
HASSELT - FH08;1155258;;BL0012;708447;BL0012;(L/B/S)U template;Acaciastraat;110;
HASSELT - FH08;2407651;;BL0009;2407651;BL0009;BUILDING template;Acaciastraat;111;
HASSELT - FH08;1155371;;BL0009;2407651;BL0009;(L/B/S)U template;Acaciastraat;111;
HASSELT - FH08;2407653;;BL0009;2407653;BL0009;BUILDING template;Acaciastraat;113;
HASSELT - FH08;1155510;;BL0009;2407653;BL0009;(L/B/S)U template;Acaciastraat;113;
HASSELT - FH08;708446;;BL0011;708446;BL0011;BUILDING template;Acaciastraat;114;
HASSELT - FH08;1155573;;BL0011;708446;BL0011;(L/B/S)U template;Acaciastraat;114;
HASSELT - FH08;2407655;;BL0009;2407655;BL0009;BUILDING template;Acaciastraat;115;
HASSELT - FH08;1155619;;BL0009;2407655;BL0009;(L/B/S)U template;Acaciastraat;115;
HASSELT - FH08;2407657;;BL0011;2407657;BL0011;BUILDING template;Acaciastraat;116;
HASSELT - FH08;1155703;;BL0011;2407657;BL0011;(L/B/S)U template;Acaciastraat;116;
HASSELT - FH08;2407658;;BL0009;2407658;BL0009;BUILDING template;Acaciastraat;117;
HASSELT - FH08;1155756;;BL0009;2407658;BL0009;(L/B/S)U template;Acaciastraat;117;
HASSELT - FH08;2407660;;BL0011;2407660;BL0011;BUILDING template;Acaciastraat;118;
