Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;BG Name;Straat;Huisnummer;Huisnummer Toevoeging
ANTWERPEN-WEST - FH08;2048073;;BL0011;2048073;BL0011;BUILDING template;Kronenburgstraat 43_Nationalestraat 155_Sint Rochusstraat 2-6;Sint-Rochusstraat;6;
ANTWERPEN-WEST - FH08;1959760;;BL0801;1959760;BL0801;BUILDING template;;Kammenstraat;30;
ANTWERPEN-WEST - FH08;1959762;;BL0801;1959762;BL0801;BUILDING template;;Kammenstraat;32;
ANTWERPEN-WEST - FH08;2025022;;BL0801;2025022;BL0801;BUILDING template;Nationalestraat 15-17;Nationalestraat;15;
ANTWERPEN-WEST - FH08;2025027;;BL0801;2025027;BL0801;BUILDING template;Nationalestraat 15-17;Nationalestraat;17;
ANTWERPEN-WEST - FH08;2025034;;BL0801;2025034;BL0801;BUILDING template;;Nationalestraat;19;
ANTWERPEN-WEST - FH08;2025040;;BL0801;2025040;BL0801;BUILDING template;;Nationalestraat;21;
ANTWERPEN-WEST - FH08;2025045;;BL0801;2025045;BL0801;BUILDING template;Nationalestraat 23-25;Nationalestraat;23;
ANTWERPEN-WEST - FH08;2025063;;BL0801;2025063;BL0801;BUILDING template;;Nationalestraat;27;
ANTWERPEN-WEST - FH08;2025072;;BL0801;2025072;BL0801;BUILDING template;;Nationalestraat;29;
ANTWERPEN-WEST - FH08;4505016;;BL0801;4505016;BL0801;BUILDING template;;Nationalestraat;13;
ANTWERPEN-WEST - FH08;48979;;BL0801;48979;BL0801;BUILDING template;Nationalestraat 33_Theodoor Van Rijswijckplaats 1;Nationalestraat;33;
ANTWERPEN-WEST - FH08;48980;;BL0801;48980;BL0801;BUILDING template;;Nationalestraat;31;
ANTWERPEN-WEST - FH08;48981;;BL0801;48981;BL0801;BUILDING template;;Nationalestraat;11;
ANTWERPEN-WEST - FH08;48995;;BL0801;48995;BL0801;BUILDING template;;Kammenstraat;34;
ANTWERPEN-WEST - FH08;48996;;BL0801;48996;BL0801;BUILDING template;;Kammenstraat;36;
ANTWERPEN-WEST - FH08;49005;;BL0801;49005;BL0801;BUILDING template;;Kammenstraat;28;
ANTWERPEN-WEST - FH08;2025057;;BL0801;2025057;BL0801;BUILDING template;Nationalestraat 23-25;Nationalestraat;25;
ANTWERPEN-WEST - FH08;48978;;BL0801;48978;BL0801;BUILDING template;Nationalestraat 33_Theodoor Van Rijswijckplaats 1;Theodoor Van Rijswijckplaats;1;
ANTWERPEN-WEST - FH08;49008;;BL0801;49008;BL0801;BUILDING template;;Kopstraatje;3;
ANTWERPEN-WEST - FH08;6621633;;BL0801;6621633;BL0801;BUILDING template;;Kopstraatje;1;
ANTWERPEN-WEST - FH08;1969076;;BL0801;1969076;BL0801;BUILDING template;;Kopstraatje;9;
ANTWERPEN-WEST - FH08;1948472;;BL0802;1948472;BL0802;BUILDING template;Ijzerenwaag 3-5;IJzerenwaag;3;
ANTWERPEN-WEST - FH08;1948497;;BL0802;1948497;BL0802;BUILDING template;Ijzerenwaag 13-13A;IJzerenwaag;13;
ANTWERPEN-WEST - FH08;1959772;;BL0802;1959772;BL0802;BUILDING template;;Kammenstraat;42;
ANTWERPEN-WEST - FH08;1959777;;BL0802;1959777;BL0802;BUILDING template;;Kammenstraat;46;
ANTWERPEN-WEST - FH08;1969069;;BL0802;1969069;BL0802;BUILDING template;;Kopstraatje;6;
ANTWERPEN-WEST - FH08;1969073;;BL0802;1969073;BL0802;BUILDING template;;Kopstraatje;8;
ANTWERPEN-WEST - FH08;4127812;;BL0802;4127812;BL0802;BUILDING template;Ijzerenwaag 3-5;IJzerenwaag;5;
ANTWERPEN-WEST - FH08;4504965;;BL0802;4504965;BL0802;BUILDING template;;IJzerenwaag;7;
ANTWERPEN-WEST - FH08;4504967;;BL0802;4504967;BL0802;BUILDING template;Ijzerenwaag 9-11;IJzerenwaag;9;
ANTWERPEN-WEST - FH08;48977;;BL0802;48977;BL0802;BUILDING template;;Theodoor Van Rijswijckplaats;2;
ANTWERPEN-WEST - FH08;48997;;BL0802;48997;BL0802;BUILDING template;;Kammenstraat;40;
ANTWERPEN-WEST - FH08;49009;;BL0802;49009;BL0802;BUILDING template;;Kopstraatje;2;
ANTWERPEN-WEST - FH08;49019;;BL0802;49019;BL0802;BUILDING template;;IJzerenwaag;17;
ANTWERPEN-WEST - FH08;49020;;BL0802;49020;BL0802;BUILDING template;;IJzerenwaag;1;
ANTWERPEN-WEST - FH08;1948488;;BL0802;1948488;BL0802;BUILDING template;Ijzerenwaag 9-11;IJzerenwaag;11;
ANTWERPEN-WEST - FH08;1948501;;BL0802;1948501;BL0802;BUILDING template;Ijzerenwaag 13-13A;IJzerenwaag;13;A
ANTWERPEN-WEST - FH08;4505009;;BL0802;4505009;BL0802;BUILDING template;;Kopstraatje;4;
ANTWERPEN-WEST - FH08;12593;;BL0803;12593;BL0803;BUILDING template;;Theodoor Van Rijswijckplaats;3;
ANTWERPEN-WEST - FH08;1948475;;BL0803;1948475;BL0803;BUILDING template;Ijzerenwaag 6-8;IJzerenwaag;6;
ANTWERPEN-WEST - FH08;1948483;;BL0803;1948483;BL0803;BUILDING template;Ijzerenwaag 10-12;IJzerenwaag;10;
ANTWERPEN-WEST - FH08;1948506;;BL0803;1948506;BL0803;BUILDING template;;IJzerenwaag;14;
ANTWERPEN-WEST - FH08;1948515;;BL0803;1948515;BL0803;BUILDING template;;IJzerenwaag;16;
ANTWERPEN-WEST - FH08;1959774;;BL0803;1959774;BL0803;BUILDING template;;Kammenstraat;44;
ANTWERPEN-WEST - FH08;1959781;;BL0803;1959781;BL0803;BUILDING template;;Kammenstraat;52;
ANTWERPEN-WEST - FH08;1959783;;BL0803;1959783;BL0803;BUILDING template;;Kammenstraat;54;
ANTWERPEN-WEST - FH08;1959784;;BL0803;1959784;BL0803;BUILDING template;;Kammenstraat;56;
ANTWERPEN-WEST - FH08;1959788;;BL0803;1959788;BL0803;BUILDING template;;Kammenstraat;62;
ANTWERPEN-WEST - FH08;1959790;;BL0803;1959790;BL0803;BUILDING template;;Kammenstraat;64;
ANTWERPEN-WEST - FH08;1959792;;BL0803;1959792;BL0803;BUILDING template;;Kammenstraat;66;
ANTWERPEN-WEST - FH08;1959793;;BL0803;1959793;BL0803;BUILDING template;;Kammenstraat;68;
ANTWERPEN-WEST - FH08;2025100;;BL0803;2025100;BL0803;BUILDING template;;Nationalestraat;37;
ANTWERPEN-WEST - FH08;2025107;;BL0803;2025107;BL0803;BUILDING template;;Nationalestraat;39;
