Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;BG Name;Straat;Huisnummer;Huisnummer Toevoeging
ROESELARE - FH04;5564832;;BL0414;5564832;BL0414;BUILDING template;;Koornstraat;5;B
ROESELARE - FH04;1252926;;BL0402;1252926;BL0402;BUILDING template;;Langebrugstraat;64;
ROESELARE - FH04;3416500;;BL0410;3416500;BL0410;BUILDING template;;Koornstraat;46;
ROESELARE - FH04;4354462;;BL0411;4354462;BL0411;BUILDING template;;Spanjestraat;227;
ROESELARE - FH04;5463498;;BL0414;5463498;BL0414;BUILDING template;;Bruanestraat;101;
ROESELARE - FH04;4168450;;BL0417;4168450;BL0417;BUILDING template;;Sint-Jorisstraat;4;
ROESELARE - FH04;1252259;;BL0425;1252259;BL0425;BUILDING template;;Hammestraat;95;
ROESELARE - FH04;874757;;BL0427;874757;BL0427;BUILDING template;;Mandeldreef;45;
ROESELARE - FH04;3415593;;BL0429;3415593;BL0429;BUILDING template;;Herentalslaan;25;
ROESELARE - FH04;5564833;;BL0414;5564833;BL0414;BUILDING template;;Koornstraat;5;C
ROESELARE - FH04;1252927;;BL0402;1252927;BL0402;BUILDING template;;Langebrugstraat;66;
ROESELARE - FH04;3416501;;BL0410;3416501;BL0410;BUILDING template;;Koornstraat;48;
ROESELARE - FH04;4240991;;BL0411;4240991;BL0411;BUILDING template;;Spanjestraat;229;
ROESELARE - FH04;5463499;;BL0414;5463499;BL0414;BUILDING template;;Bruanestraat;103;
ROESELARE - FH04;3418823;;BL0417;3418823;BL0417;BUILDING template;;Sint-Jorisstraat;14;
ROESELARE - FH04;1252252;;BL0425;1252252;BL0425;BUILDING template;;Hammestraat;97;
ROESELARE - FH04;1252280;;BL0427;1252280;BL0427;BUILDING template;;Mandeldreef;47;
ROESELARE - FH04;3415594;;BL0429;3415594;BL0429;BUILDING template;;Herentalslaan;27;
ROESELARE - FH04;5570404;;BL0407;5570404;BL0407;BUILDING template;;Jules Lagaelaan;22;
ROESELARE - FH04;4218578;;BL0402;4218578;BL0402;BUILDING template;;Langebrugstraat;68;
ROESELARE - FH04;3416502;;BL0410;3416502;BL0410;BUILDING template;;Koornstraat;52;
ROESELARE - FH04;4354465;;BL0411;4354465;BL0411;BUILDING template;;Spanjestraat;231;
ROESELARE - FH04;5463306;;BL0414;5463306;BL0414;BUILDING template;;Bruanestraat;105;
ROESELARE - FH04;875207;;BL0417;875207;BL0417;BUILDING template;;Sint-Jorisstraat;16;
ROESELARE - FH04;1252253;;BL0425;1252253;BL0425;BUILDING template;;Hammestraat;99;
ROESELARE - FH04;3416990;;BL0427;3416990;BL0427;BUILDING template;;Mandeldreef;49;
ROESELARE - FH04;4365118;;BL0429;4365118;BL0429;BUILDING template;;Herentalslaan;29;
ROESELARE - FH04;5570405;;BL0414;5570405;BL0414;BUILDING template;;Koornstraat;5;A
ROESELARE - FH04;4229831;;BL0402;4229831;BL0402;BUILDING template;;Langebrugstraat;70;
ROESELARE - FH04;3416503;;BL0410;3416503;BL0410;BUILDING template;;Koornstraat;54;
ROESELARE - FH04;3418570;;BL0411;3418570;BL0411;BUILDING template;;Spanjestraat;235;
ROESELARE - FH04;5506355;;BL0414;5506355;BL0414;BUILDING template;;Jutestraat;4;
ROESELARE - FH04;3418826;;BL0417;3418826;BL0417;BUILDING template;;Sint-Jorisstraat;18;
ROESELARE - FH04;874748;;BL0425;874748;BL0425;BUILDING template;;Hammestraat;101;
ROESELARE - FH04;3416991;;BL0427;3416991;BL0427;BUILDING template;;Mandeldreef;51;
ROESELARE - FH04;874745;;BL0429;874745;BL0429;BUILDING template;;Herentalslaan;31;
ROESELARE - FH04;5573079;;BL0414;5573079;BL0414;BUILDING template;;Koornstraat;7;A
ROESELARE - FH04;1252928;;BL0402;1252928;BL0402;BUILDING template;;Langebrugstraat;74;
ROESELARE - FH04;3413581;;BL0408;3413581;BL0408;BUILDING template;Ardooisesteenweg 14_Sint-Hubrechtsstraat 1;Ardooisesteenweg;14;
ROESELARE - FH04;3416505;;BL0410;3416505;BL0410;BUILDING template;;Koornstraat;56;
ROESELARE - FH04;4354469;;BL0411;4354469;BL0411;BUILDING template;;Spanjestraat;237;
ROESELARE - FH04;5507822;;BL0414;5507822;BL0414;BUILDING template;;Jutestraat;6;
ROESELARE - FH04;3418828;;BL0417;3418828;BL0417;BUILDING template;;Sint-Jorisstraat;22;
ROESELARE - FH04;874754;;BL0425;874754;BL0425;BUILDING template;;Mandeldreef;62;
ROESELARE - FH04;3416992;;BL0427;3416992;BL0427;BUILDING template;;Mandeldreef;53;
ROESELARE - FH04;862517;;BL0429;862517;BL0429;BUILDING template;;Herentalslaan;33;
ROESELARE - FH04;5920073;;BL0410;5920073;BL0410;BUILDING template;;Onze-Lieve-Vrouwemarkt;42;
ROESELARE - FH04;1252929;;BL0402;1252929;BL0402;BUILDING template;;Langebrugstraat;76;
ROESELARE - FH04;1252980;;BL0405;1252980;BL0405;BUILDING template;;Fortuinstraat;1;
ROESELARE - FH04;123196;;BL0408;123196;BL0408;BUILDING template;;Ardooisesteenweg;18;
ROESELARE - FH04;4032808;;BL0410;4032808;BL0410;BUILDING template;;Koornstraat;58;
ROESELARE - FH04;3418573;;BL0411;3418573;BL0411;BUILDING template;;Spanjestraat;243;
ROESELARE - FH04;5507823;;BL0414;5507823;BL0414;BUILDING template;;Jutestraat;8;
ROESELARE - FH04;4354923;;BL0417;4354923;BL0417;BUILDING template;;Sint-Jorisstraat;24;
ROESELARE - FH04;3416996;;BL0425;3416996;BL0425;BUILDING template;;Mandeldreef;64;
ROESELARE - FH04;1252281;;BL0427;1252281;BL0427;BUILDING template;;Mandeldreef;55;
ROESELARE - FH04;874743;;BL0429;874743;BL0429;BUILDING template;;Herentalslaan;35;
ROESELARE - FH04;6221308;;BL0409;6221308;BL0409;BUILDING template;;Ardooisesteenweg;68;
ROESELARE - FH04;875315;;BL0402;875315;BL0402;BUILDING template;;Spanjestraat;80;
ROESELARE - FH04;875335;;BL0405;875335;BL0405;BUILDING template;;Fortuinstraat;3;
ROESELARE - FH04;3413585;;BL0408;3413585;BL0408;BUILDING template;;Ardooisesteenweg;20;
ROESELARE - FH04;3416506;;BL0410;3416506;BL0410;BUILDING template;;Koornstraat;60;
ROESELARE - FH04;3418574;;BL0411;3418574;BL0411;BUILDING template;;Spanjestraat;245;
ROESELARE - FH04;5507824;;BL0414;5507824;BL0414;BUILDING template;;Jutestraat;10;
ROESELARE - FH04;4354926;;BL0417;4354926;BL0417;BUILDING template;;Sint-Jorisstraat;28;
ROESELARE - FH04;4261597;;BL0425;4261597;BL0425;BUILDING template;;Mandeldreef;66;
ROESELARE - FH04;3416995;;BL0427;3416995;BL0427;BUILDING template;;Mandeldreef;57;
ROESELARE - FH04;4362923;;BL0429;4362923;BL0429;BUILDING template;;Herentalslaan;37;
ROESELARE - FH04;6223938;;BL0405;6223938;BL0405;BUILDING template;;Sint-Hubrechtsstraat;56;A
ROESELARE - FH04;3418547;;BL0402;3418547;BL0402;BUILDING template;;Spanjestraat;84;
ROESELARE - FH04;1252964;;BL0405;1252964;BL0405;BUILDING template;;Fortuinstraat;5;
ROESELARE - FH04;3413586;;BL0408;3413586;BL0408;BUILDING template;;Ardooisesteenweg;22;
ROESELARE - FH04;3416507;;BL0410;3416507;BL0410;BUILDING template;;Koornstraat;62;
ROESELARE - FH04;3418575;;BL0411;3418575;BL0411;BUILDING template;;Spanjestraat;247;
ROESELARE - FH04;5506356;;BL0414;5506356;BL0414;BUILDING template;;Jutestraat;12;
ROESELARE - FH04;3418832;;BL0417;3418832;BL0417;BUILDING template;;Sint-Jorisstraat;34;
ROESELARE - FH04;1252267;;BL0425;1252267;BL0425;BUILDING template;;Mandeldreef;68;
ROESELARE - FH04;4151836;;BL0427;4151836;BL0427;BUILDING template;;Mandeldreef;59;
ROESELARE - FH04;3415599;;BL0429;3415599;BL0429;BUILDING template;;Herentalslaan;39;
ROESELARE - FH04;6247481;;BL0409;6247481;BL0409;BUILDING template;;Onze-Lieve-Vrouwemarkt;7;A
ROESELARE - FH04;4086759;;BL0402;4086759;BL0402;BUILDING template;;Spanjestraat;86;
ROESELARE - FH04;123229;;BL0405;123229;BL0405;BUILDING template;;Onze-Lieve-Vrouwestraat;10;
ROESELARE - FH04;4353124;;BL0408;4353124;BL0408;BUILDING template;;Ardooisesteenweg;24;
ROESELARE - FH04;3416509;;BL0410;3416509;BL0410;BUILDING template;;Koornstraat;64;
ROESELARE - FH04;3418576;;BL0411;3418576;BL0411;BUILDING template;;Spanjestraat;249;
ROESELARE - FH04;5305155;;BL0414;5305155;BL0414;BUILDING template;Mandellaan 196-198-200;Mandellaan;196;
ROESELARE - FH04;3418834;;BL0417;3418834;BL0417;BUILDING template;;Sint-Jorisstraat;36;
ROESELARE - FH04;1252268;;BL0425;1252268;BL0425;BUILDING template;;Mandeldreef;70;
ROESELARE - FH04;18557;;BL0427;18557;BL0427;BUILDING template;;Mandeldreef;61;
ROESELARE - FH04;4362925;;BL0429;4362925;BL0429;BUILDING template;;Herentalslaan;41;
ROESELARE - FH04;6276004;;BL0427;6276004;BL0427;BUILDING template;;Mandeldreef;39;
ROESELARE - FH04;1252958;;BL0402;1252958;BL0402;BUILDING template;;Spanjestraat;88;
ROESELARE - FH04;4353031;;BL0405;4353031;BL0405;BUILDING template;;Sint-Hubrechtsstraat;54;
ROESELARE - FH04;3413587;;BL0408;3413587;BL0408;BUILDING template;;Ardooisesteenweg;26;
ROESELARE - FH04;3416510;;BL0410;3416510;BL0410;BUILDING template;;Koornstraat;66;
ROESELARE - FH04;3418577;;BL0411;3418577;BL0411;BUILDING template;;Spanjestraat;253;
ROESELARE - FH04;5489969;;BL0414;5489969;BL0414;BUILDING template;Mandellaan 196-198-200;Mandellaan;198;
ROESELARE - FH04;4354930;;BL0417;4354930;BL0417;BUILDING template;;Sint-Jorisstraat;38;
ROESELARE - FH04;1252269;;BL0425;1252269;BL0425;BUILDING template;;Mandeldreef;72;
ROESELARE - FH04;874633;;BL0427;874633;BL0427;BUILDING template;;Meulebekestraat;2;
ROESELARE - FH04;4362926;;BL0429;4362926;BL0429;BUILDING template;;Herentalslaan;43;
ROESELARE - FH04;6315559;;BL0414;6315559;BL0414;BUILDING template;;Mandellaan;222;
ROESELARE - FH04;4374759;;BL0402;4374759;BL0402;BUILDING template;;Spanjestraat;90;
ROESELARE - FH04;4353033;;BL0405;4353033;BL0405;BUILDING template;;Sint-Hubrechtsstraat;56;
ROESELARE - FH04;3413589;;BL0408;3413589;BL0408;BUILDING template;;Ardooisesteenweg;28;
ROESELARE - FH04;875097;;BL0410;875097;BL0410;BUILDING template;;Koornstraat;70;
ROESELARE - FH04;3948123;;BL0411;3948123;BL0411;BUILDING template;;Spanjestraat;257;
ROESELARE - FH04;18575;;BL0414;18575;BL0414;BUILDING template;Mandellaan 196-198-200;Mandellaan;200;
ROESELARE - FH04;875208;;BL0417;875208;BL0417;BUILDING template;;Sint-Jorisstraat;40;
ROESELARE - FH04;1252270;;BL0425;1252270;BL0425;BUILDING template;;Mandeldreef;74;
ROESELARE - FH04;4362969;;BL0427;4362969;BL0427;BUILDING template;;Meulebekestraat;4;
ROESELARE - FH04;4135365;;BL0429;4135365;BL0429;BUILDING template;;Herentalslaan;45;
