Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
ANTWERPEN-WEST - FH09;11946;;BL0001;11946;BL0001;BUILDING template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;1610290;;BL0001;11946;BL0001;(L/B/S)U template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;1610609;;BL0001;11946;BL0001;(L/B/S)U template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;1611223;;BL0001;11946;BL0001;(L/B/S)U template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;1611224;;BL0001;11946;BL0001;(L/B/S)U template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;1611665;;BL0001;11946;BL0001;(L/B/S)U template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;1611666;;BL0001;11946;BL0001;(L/B/S)U template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;1611997;;BL0001;11946;BL0001;(L/B/S)U template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;1611998;;BL0001;11946;BL0001;(L/B/S)U template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;1612221;;BL0001;11946;BL0001;(L/B/S)U template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;1612222;;BL0001;11946;BL0001;(L/B/S)U template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;1612402;;BL0001;11946;BL0001;(L/B/S)U template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;1612403;;BL0001;11946;BL0001;(L/B/S)U template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;1612928;;BL0001;11946;BL0001;(L/B/S)U template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;1613222;;BL0001;11946;BL0001;(L/B/S)U template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;1613230;;BL0001;11946;BL0001;(L/B/S)U template;Stoopstraat;1;
ANTWERPEN-WEST - FH09;11956;;BL0002;11956;BL0002;BUILDING template;Frankrijklei;86;
ANTWERPEN-WEST - FH09;1862443;;BL0002;11956;BL0002;(L/B/S)U template;Frankrijklei;86;
ANTWERPEN-WEST - FH09;1862444;;BL0002;11956;BL0002;(L/B/S)U template;Frankrijklei;86;
ANTWERPEN-WEST - FH09;1862445;;BL0002;11956;BL0002;(L/B/S)U template;Frankrijklei;86;
ANTWERPEN-WEST - FH09;1862446;;BL0002;11956;BL0002;(L/B/S)U template;Frankrijklei;86;
ANTWERPEN-WEST - FH09;1862447;;BL0002;11956;BL0002;(L/B/S)U template;Frankrijklei;86;
ANTWERPEN-WEST - FH09;1862448;;BL0002;11956;BL0002;(L/B/S)U template;Frankrijklei;86;
ANTWERPEN-WEST - FH09;1862449;;BL0002;11956;BL0002;(L/B/S)U template;Frankrijklei;86;
ANTWERPEN-WEST - FH09;1862450;;BL0002;11956;BL0002;(L/B/S)U template;Frankrijklei;86;
ANTWERPEN-WEST - FH09;11962;;BL0017;11962;BL0017;BUILDING template;Blauwtorenplein;10;
ANTWERPEN-WEST - FH09;1617675;;BL0017;11962;BL0017;(L/B/S)U template;Blauwtorenplein;10;
ANTWERPEN-WEST - FH09;1617702;;BL0017;11962;BL0017;(L/B/S)U template;Blauwtorenplein;10;
ANTWERPEN-WEST - FH09;1617998;;BL0017;11962;BL0017;(L/B/S)U template;Blauwtorenplein;10;
ANTWERPEN-WEST - FH09;1618031;;BL0017;11962;BL0017;(L/B/S)U template;Blauwtorenplein;10;
ANTWERPEN-WEST - FH09;1618071;;BL0017;11962;BL0017;(L/B/S)U template;Blauwtorenplein;10;
ANTWERPEN-WEST - FH09;1618227;;BL0017;11962;BL0017;(L/B/S)U template;Blauwtorenplein;10;
ANTWERPEN-WEST - FH09;1618241;;BL0017;11962;BL0017;(L/B/S)U template;Blauwtorenplein;10;
ANTWERPEN-WEST - FH09;1618256;;BL0017;11962;BL0017;(L/B/S)U template;Blauwtorenplein;10;
ANTWERPEN-WEST - FH09;1618380;;BL0017;11962;BL0017;(L/B/S)U template;Blauwtorenplein;10;
ANTWERPEN-WEST - FH09;1618393;;BL0017;11962;BL0017;(L/B/S)U template;Blauwtorenplein;10;
ANTWERPEN-WEST - FH09;1618483;;BL0017;11962;BL0017;(L/B/S)U template;Blauwtorenplein;10;
ANTWERPEN-WEST - FH09;1618511;;BL0017;11962;BL0017;(L/B/S)U template;Blauwtorenplein;10;
ANTWERPEN-WEST - FH09;10410868;;BL0017;11962;BL0017;(L/B/S)U template;Blauwtorenplein;10;
ANTWERPEN-WEST - FH09;12603;;BL0011;12603;BL0011;BUILDING template;Orgelstraat;7;
ANTWERPEN-WEST - FH09;1841746;;BL0011;12603;BL0011;(L/B/S)U template;Orgelstraat;7;
