Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
SINT-NIKLAAS - FH01;68407;2;BL0109;68407;BL0109;BUILDING template;Ankerstraat;2;
SINT-NIKLAAS - FH01;4444841;2;BL0109;4444841;BL0109;BUILDING template;Ankerstraat;4;
SINT-NIKLAAS - FH01;3484796;2;BL0109;3484796;BL0109;BUILDING template;Ankerstraat;6;
SINT-NIKLAAS - FH01;68413;2;BL0109;68413;BL0109;BUILDING template;Ankerstraat;8;
SINT-NIKLAAS - FH01;3484798;2;BL0109;3484798;BL0109;BUILDING template;Ankerstraat;10;
SINT-NIKLAAS - FH01;4444890;2;BL0109;4444890;BL0109;BUILDING template;Ankerstraat;12;
SINT-NIKLAAS - FH01;1517529;2;BL0109;1517529;BL0109;BUILDING template;Ankerstraat;14;
SINT-NIKLAAS - FH01;68408;2;BL0109;68408;BL0109;BUILDING template;Ankerstraat;16;
SINT-NIKLAAS - FH01;1513922;2;BL0113;1513922;BL0113;BUILDING template;Apostelstraat;9;
SINT-NIKLAAS - FH01;1513926;2;BL0113;1513926;BL0113;BUILDING template;Apostelstraat;13;
SINT-NIKLAAS - FH01;1513928;2;BL0113;1513928;BL0113;BUILDING template;Apostelstraat;15;
SINT-NIKLAAS - FH01;977875;2;BL0113;977875;BL0113;BUILDING template;Apostelstraat;17;
SINT-NIKLAAS - FH01;1513343;2;BL0113;1513343;BL0113;BUILDING template;Apostelstraat;19;
SINT-NIKLAAS - FH01;977876;2;BL0113;977876;BL0113;BUILDING template;Apostelstraat;21;
SINT-NIKLAAS - FH01;1513932;2;BL0113;1513932;BL0113;BUILDING template;Apostelstraat;23;
SINT-NIKLAAS - FH01;1513933;2;BL0113;1513933;BL0113;BUILDING template;Apostelstraat;25;
SINT-NIKLAAS - FH01;1513937;2;BL0113;1513937;BL0113;BUILDING template;Apostelstraat;29;
SINT-NIKLAAS - FH01;3485043;2;BL0113;3485043;BL0113;BUILDING template;Apostelstraat;31;
SINT-NIKLAAS - FH01;3485044;2;BL0113;3485044;BL0113;BUILDING template;Apostelstraat;33;
SINT-NIKLAAS - FH01;3485045;2;BL0113;3485045;BL0113;BUILDING template;Apostelstraat;35;
SINT-NIKLAAS - FH01;4222551;2;BL0113;4222551;BL0113;BUILDING template;Apostelstraat;37;
SINT-NIKLAAS - FH01;4455657;2;BL0113;4455657;BL0113;BUILDING template;Apostelstraat;39;
SINT-NIKLAAS - FH01;3485046;2;BL0113;3485046;BL0113;BUILDING template;Apostelstraat;43;
SINT-NIKLAAS - FH01;3485028;2;BL0114;3485028;BL0114;BUILDING template;Apostelstraat;2;
SINT-NIKLAAS - FH01;977883;2;BL0114;977883;BL0114;BUILDING template;Apostelstraat;4;
SINT-NIKLAAS - FH01;1513919;2;BL0114;1513919;BL0114;BUILDING template;Apostelstraat;6;
SINT-NIKLAAS - FH01;1513923;2;BL0114;1513923;BL0114;BUILDING template;Apostelstraat;10;
SINT-NIKLAAS - FH01;1513925;2;BL0114;1513925;BL0114;BUILDING template;Apostelstraat;12;
SINT-NIKLAAS - FH01;1513927;2;BL0114;1513927;BL0114;BUILDING template;Apostelstraat;14;
