Projectnummer;LU Key;CLUSTER_NR;LAM MK;BLOCK_NR;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
KNOKKE-HEIST - FH10;9851;;9851;BL1030;BL1030;BUILDING template;Duinendreef;53;
KNOKKE-HEIST - FH10;8356816;;1468793;BL1023;BL1023;(L/B/S)U template;Duinendreef;23;
KNOKKE-HEIST - FH10;8357346;;2759130;BL1024;BL1024;(L/B/S)U template;Duinendreef;3;
KNOKKE-HEIST - FH10;8342600;;2759131;BL1024;BL1024;(L/B/S)U template;Duinendreef;5;
KNOKKE-HEIST - FH10;8339908;;2759132;BL1025;BL1025;(L/B/S)U template;Duinendreef;6;
KNOKKE-HEIST - FH10;8338497;;2759133;BL1024;BL1024;(L/B/S)U template;Duinendreef;9;
KNOKKE-HEIST - FH10;8343714;;2759134;BL1024;BL1024;(L/B/S)U template;Duinendreef;11;
KNOKKE-HEIST - FH10;8358003;;2759135;BL1024;BL1024;(L/B/S)U template;Duinendreef;13;
KNOKKE-HEIST - FH10;8359658;;2759136;BL1027;BL1027;(L/B/S)U template;Duinendreef;14;
KNOKKE-HEIST - FH10;8334286;;2759137;BL1024;BL1024;(L/B/S)U template;Duinendreef;15;
KNOKKE-HEIST - FH10;8343184;;2759140;BL1022;BL1022;(L/B/S)U template;Duinendreef;25;
KNOKKE-HEIST - FH10;8358024;;2759142;BL1029;BL1029;(L/B/S)U template;Duinendreef;28;
KNOKKE-HEIST - FH10;8365639;;2759143;BL1029;BL1029;(L/B/S)U template;Duinendreef;30;
KNOKKE-HEIST - FH10;8344452;;2759144;BL1030;BL1030;(L/B/S)U template;Duinendreef;31;
KNOKKE-HEIST - FH10;8347698;;2759145;BL1029;BL1029;(L/B/S)U template;Duinendreef;36;
KNOKKE-HEIST - FH10;8353663;;2759147;BL1029;BL1029;(L/B/S)U template;Duinendreef;40;
KNOKKE-HEIST - FH10;8332673;;292984;BL1024;BL1024;(L/B/S)U template;Duinendreef;1;
KNOKKE-HEIST - FH10;8352408;;292986;BL1024;BL1024;(L/B/S)U template;Duinendreef;17;
KNOKKE-HEIST - FH10;8360212;;292987;BL1023;BL1023;(L/B/S)U template;Duinendreef;19;
KNOKKE-HEIST - FH10;8366180;;292988;BL1022;BL1022;(L/B/S)U template;Duinendreef;27;
KNOKKE-HEIST - FH10;8357150;;293372;BL1037;BL1037;(L/B/S)U template;Duinendreef;56;
KNOKKE-HEIST - FH10;8345630;;293654;BL1038;BL1038;(L/B/S)U template;Duinendreef;48;
KNOKKE-HEIST - FH10;8338325;;293658;BL1038;BL1038;(L/B/S)U template;Duinendreef;52;
KNOKKE-HEIST - FH10;8346910;;293658;BL1038;BL1038;(L/B/S)U template;Duinendreef;52;
KNOKKE-HEIST - FH10;8351237;;293658;BL1038;BL1038;(L/B/S)U template;Duinendreef;52;
KNOKKE-HEIST - FH10;8364942;;293658;BL1038;BL1038;(L/B/S)U template;Duinendreef;52;
KNOKKE-HEIST - FH10;8358713;;293660;BL1030;BL1030;(L/B/S)U template;Duinendreef;29;
KNOKKE-HEIST - FH10;8363791;;293664;BL1037;BL1037;(L/B/S)U template;Duinendreef;54;
KNOKKE-HEIST - FH10;8341152;;295449;BL1029;BL1029;(L/B/S)U template;Duinendreef;42;
KNOKKE-HEIST - FH10;8348200;;295451;BL1029;BL1029;(L/B/S)U template;Duinendreef;24;
KNOKKE-HEIST - FH10;8359182;;295452;BL1028;BL1028;(L/B/S)U template;Duinendreef;22;
KNOKKE-HEIST - FH10;8366146;;295453;BL1028;BL1028;(L/B/S)U template;Duinendreef;18;
KNOKKE-HEIST - FH10;8351885;;295454;BL1027;BL1027;(L/B/S)U template;Duinendreef;16;
KNOKKE-HEIST - FH10;8348150;;295455;BL1027;BL1027;(L/B/S)U template;Duinendreef;10;
KNOKKE-HEIST - FH10;8335279;;296970;BL1025;BL1025;(L/B/S)U template;Duinendreef;2;
KNOKKE-HEIST - FH10;8335280;;296970;BL1025;BL1025;(L/B/S)U template;Duinendreef;2;
KNOKKE-HEIST - FH10;8339476;;296970;BL1025;BL1025;(L/B/S)U template;Duinendreef;2;
KNOKKE-HEIST - FH10;8343666;;296970;BL1025;BL1025;(L/B/S)U template;Duinendreef;2;
KNOKKE-HEIST - FH10;8352345;;296970;BL1025;BL1025;(L/B/S)U template;Duinendreef;2;
KNOKKE-HEIST - FH10;8357304;;296970;BL1025;BL1025;(L/B/S)U template;Duinendreef;2;
KNOKKE-HEIST - FH10;8357305;;296970;BL1025;BL1025;(L/B/S)U template;Duinendreef;2;
KNOKKE-HEIST - FH10;8350398;;296972;BL1025;BL1025;(L/B/S)U template;Duinendreef;8;
KNOKKE-HEIST - FH10;8351032;;3939546;BL1030;BL1030;(L/B/S)U template;Duinendreef;41;
KNOKKE-HEIST - FH10;8361377;;4018125;BL1030;BL1030;(L/B/S)U template;Duinendreef;33;
KNOKKE-HEIST - FH10;8337581;;4335928;BL1030;BL1030;(L/B/S)U template;Duinendreef;37;
KNOKKE-HEIST - FH10;8357463;;4335932;BL1030;BL1030;(L/B/S)U template;Duinendreef;45;
KNOKKE-HEIST - FH10;8332826;;4335934;BL1030;BL1030;(L/B/S)U template;Duinendreef;49;
KNOKKE-HEIST - FH10;8346184;;4335935;BL1030;BL1030;(L/B/S)U template;Duinendreef;51;
KNOKKE-HEIST - FH10;8351441;;4336464;BL1028;BL1028;(L/B/S)U template;Duinendreef;20;
KNOKKE-HEIST - FH10;8358025;;4336476;BL1029;BL1029;(L/B/S)U template;Duinendreef;32;
KNOKKE-HEIST - FH10;8356278;;4336477;BL1029;BL1029;(L/B/S)U template;Duinendreef;34;
KNOKKE-HEIST - FH10;8341053;;4336635;BL1024;BL1024;(L/B/S)U template;Duinendreef;7;
KNOKKE-HEIST - FH10;8342160;;4336638;BL1023;BL1023;(L/B/S)U template;Duinendreef;21;
KNOKKE-HEIST - FH10;8359457;;5397870;BL1030;BL1030;(L/B/S)U template;Duinendreef;57;
KNOKKE-HEIST - FH10;8364941;;9851;BL1030;BL1030;(L/B/S)U template;Duinendreef;53;
KNOKKE-HEIST - FH10;2759141;;2759141;BL1029;BL1029;BUILDING template;Duinendreef;26;
KNOKKE-HEIST - FH10;2759146;;2759146;BL1030;BL1030;BUILDING template;Duinendreef;39;
KNOKKE-HEIST - FH10;2759148;;2759148;BL1038;BL1038;BUILDING template;Duinendreef;46;
KNOKKE-HEIST - FH10;4335931;;4335931;BL1030;BL1030;BUILDING template;Duinendreef;43;
KNOKKE-HEIST - FH10;4335933;;4335933;BL1030;BL1030;BUILDING template;Duinendreef;47;
KNOKKE-HEIST - FH10;11390479;;2759141;BL1029;BL1029;(L/B/S)U template;Duinendreef;26;
KNOKKE-HEIST - FH10;11390480;;2759146;BL1030;BL1030;(L/B/S)U template;Duinendreef;39;
KNOKKE-HEIST - FH10;11390482;;2759148;BL1038;BL1038;(L/B/S)U template;Duinendreef;46;
KNOKKE-HEIST - FH10;11390481;;4335931;BL1030;BL1030;(L/B/S)U template;Duinendreef;43;
KNOKKE-HEIST - FH10;11390483;;4335933;BL1030;BL1030;(L/B/S)U template;Duinendreef;47;
KNOKKE-HEIST - FH10;2759695;;2759695;BL1051;BL1051;BUILDING template;Elizabetlaan;228;
KNOKKE-HEIST - FH10;2759697;;2759697;BL1051;BL1051;BUILDING template;Elizabetlaan;232;
KNOKKE-HEIST - FH10;2759698;;2759698;BL1051;BL1051;BUILDING template;Elizabetlaan;234;
KNOKKE-HEIST - FH10;2759700;;2759700;BL1051;BL1051;BUILDING template;Elizabetlaan;238;
KNOKKE-HEIST - FH10;2759701;;2759701;BL1051;BL1051;BUILDING template;Elizabetlaan;240;
KNOKKE-HEIST - FH10;2759702;;2759702;BL1051;BL1051;BUILDING template;Elizabetlaan;242;
KNOKKE-HEIST - FH10;2759703;;2759703;BL1051;BL1051;BUILDING template;Elizabetlaan;244;
KNOKKE-HEIST - FH10;2759704;;2759704;BL1050;BL1050;BUILDING template;Elizabetlaan;246;
KNOKKE-HEIST - FH10;2759706;;2759706;BL1049;BL1049;BUILDING template;Elizabetlaan;257;
KNOKKE-HEIST - FH10;2759708;;2759708;BL1049;BL1049;BUILDING template;Elizabetlaan;259;
KNOKKE-HEIST - FH10;2759712;;2759712;BL1048;BL1048;BUILDING template;Elizabetlaan;267;
KNOKKE-HEIST - FH10;2759716;;2759716;BL1046;BL1046;BUILDING template;Elizabetlaan;275;
KNOKKE-HEIST - FH10;2759722;;2759722;BL1043;BL1043;BUILDING template;Elizabetlaan;287;
KNOKKE-HEIST - FH10;2759724;;2759724;BL1043;BL1043;BUILDING template;Elizabetlaan;291;
KNOKKE-HEIST - FH10;2759725;;2759725;BL1043;BL1043;BUILDING template;Elizabetlaan;293;
KNOKKE-HEIST - FH10;2759728;;2759728;BL1040;BL1040;BUILDING template;Elizabetlaan;301;
KNOKKE-HEIST - FH10;2759733;;2759733;BL1042;BL1042;BUILDING template;Elizabetlaan;313;
KNOKKE-HEIST - FH10;2759735;;2759735;BL1042;BL1042;BUILDING template;Elizabetlaan;315;
KNOKKE-HEIST - FH10;2759738;;2759738;BL1001;BL1001;BUILDING template;Elizabetlaan;321;
KNOKKE-HEIST - FH10;294623;;294623;BL1050;BL1050;BUILDING template;Elizabetlaan;248;
KNOKKE-HEIST - FH10;295091;;295091;BL1017;BL1017;BUILDING template;Elizabetlaan;243;
KNOKKE-HEIST - FH10;295092;;295092;BL1017;BL1017;BUILDING template;Elizabetlaan;241;
KNOKKE-HEIST - FH10;295415;;295415;BL1042;BL1042;BUILDING template;Elizabetlaan;317;
KNOKKE-HEIST - FH10;295416;;295416;BL1042;BL1042;BUILDING template;Elizabetlaan;311;
KNOKKE-HEIST - FH10;295417;;295417;BL1041;BL1041;BUILDING template;Elizabetlaan;307;
KNOKKE-HEIST - FH10;295419;;295419;BL1040;BL1040;BUILDING template;Elizabetlaan;299;
KNOKKE-HEIST - FH10;295420;;295420;BL1043;BL1043;BUILDING template;Elizabetlaan;295;
KNOKKE-HEIST - FH10;295421;;295421;BL1043;BL1043;BUILDING template;Elizabetlaan;285;
KNOKKE-HEIST - FH10;296705;;296705;BL1034;BL1034;BUILDING template;Elizabetlaan;247;
KNOKKE-HEIST - FH10;296706;;296706;BL1034;BL1034;BUILDING template;Elizabetlaan;251;
KNOKKE-HEIST - FH10;296707;;296707;BL1034;BL1034;BUILDING template;Elizabetlaan;253;
KNOKKE-HEIST - FH10;296708;;296708;BL1049;BL1049;BUILDING template;Elizabetlaan;255;
KNOKKE-HEIST - FH10;296709;;296709;BL1051;BL1051;BUILDING template;Elizabetlaan;226;
KNOKKE-HEIST - FH10;296741;;296741;BL1049;BL1049;BUILDING template;Elizabetlaan;261;
KNOKKE-HEIST - FH10;296742;;296742;BL1048;BL1048;BUILDING template;Elizabetlaan;265;
KNOKKE-HEIST - FH10;296743;;296743;BL1048;BL1048;BUILDING template;Elizabetlaan;269;
KNOKKE-HEIST - FH10;296744;;296744;BL1046;BL1046;BUILDING template;Elizabetlaan;271;
KNOKKE-HEIST - FH10;296745;;296745;BL1046;BL1046;BUILDING template;Elizabetlaan;277;
KNOKKE-HEIST - FH10;319467;;319467;BL1051;BL1051;BUILDING template;Elizabetlaan;224;
KNOKKE-HEIST - FH10;4336406;;4336406;BL1043;BL1043;BUILDING template;Elizabetlaan;289;
KNOKKE-HEIST - FH10;4337109;;4337109;BL1046;BL1046;BUILDING template;Elizabetlaan;273;
KNOKKE-HEIST - FH10;4337134;;4337134;BL1051;BL1051;BUILDING template;Elizabetlaan;230;
KNOKKE-HEIST - FH10;4337137;;4337137;BL1051;BL1051;BUILDING template;Elizabetlaan;236;
KNOKKE-HEIST - FH10;5579363;;5579363;BL1040;BL1040;BUILDING template;Elizabetlaan;303;
KNOKKE-HEIST - FH10;9887;;9887;BL1041;BL1041;BUILDING template;Elizabetlaan;309;
KNOKKE-HEIST - FH10;8351345;;2759695;BL1051;BL1051;(L/B/S)U template;Elizabetlaan;228;
KNOKKE-HEIST - FH10;8346475;;2759697;BL1051;BL1051;(L/B/S)U template;Elizabetlaan;232;
KNOKKE-HEIST - FH10;8361737;;2759698;BL1051;BL1051;(L/B/S)U template;Elizabetlaan;234;
KNOKKE-HEIST - FH10;8347569;;2759700;BL1051;BL1051;(L/B/S)U template;Elizabetlaan;238;
KNOKKE-HEIST - FH10;8363359;;2759701;BL1051;BL1051;(L/B/S)U template;Elizabetlaan;240;
KNOKKE-HEIST - FH10;8345948;;2759702;BL1051;BL1051;(L/B/S)U template;Elizabetlaan;242;
KNOKKE-HEIST - FH10;8331461;;2759703;BL1051;BL1051;(L/B/S)U template;Elizabetlaan;244;
KNOKKE-HEIST - FH10;8351321;;2759704;BL1050;BL1050;(L/B/S)U template;Elizabetlaan;246;
KNOKKE-HEIST - FH10;8363880;;2759706;BL1049;BL1049;(L/B/S)U template;Elizabetlaan;257;
KNOKKE-HEIST - FH10;8362166;;2759708;BL1049;BL1049;(L/B/S)U template;Elizabetlaan;259;
KNOKKE-HEIST - FH10;8353453;;2759712;BL1048;BL1048;(L/B/S)U template;Elizabetlaan;267;
KNOKKE-HEIST - FH10;8362810;;2759716;BL1046;BL1046;(L/B/S)U template;Elizabetlaan;275;
KNOKKE-HEIST - FH10;8340611;;2759722;BL1043;BL1043;(L/B/S)U template;Elizabetlaan;287;
KNOKKE-HEIST - FH10;8334302;;2759724;BL1043;BL1043;(L/B/S)U template;Elizabetlaan;291;
KNOKKE-HEIST - FH10;8358653;;2759725;BL1043;BL1043;(L/B/S)U template;Elizabetlaan;293;
KNOKKE-HEIST - FH10;8350449;;2759728;BL1040;BL1040;(L/B/S)U template;Elizabetlaan;301;
KNOKKE-HEIST - FH10;8347600;;2759733;BL1042;BL1042;(L/B/S)U template;Elizabetlaan;313;
KNOKKE-HEIST - FH10;8360665;;2759735;BL1042;BL1042;(L/B/S)U template;Elizabetlaan;315;
KNOKKE-HEIST - FH10;8332059;;2759738;BL1001;BL1001;(L/B/S)U template;Elizabetlaan;321;
KNOKKE-HEIST - FH10;8336353;;294623;BL1050;BL1050;(L/B/S)U template;Elizabetlaan;248;
KNOKKE-HEIST - FH10;8345958;;295091;BL1017;BL1017;(L/B/S)U template;Elizabetlaan;243;
KNOKKE-HEIST - FH10;8362225;;295092;BL1017;BL1017;(L/B/S)U template;Elizabetlaan;241;
KNOKKE-HEIST - FH10;8335799;;295415;BL1042;BL1042;(L/B/S)U template;Elizabetlaan;317;
KNOKKE-HEIST - FH10;8336949;;295416;BL1042;BL1042;(L/B/S)U template;Elizabetlaan;311;
KNOKKE-HEIST - FH10;8339506;;295417;BL1041;BL1041;(L/B/S)U template;Elizabetlaan;307;
KNOKKE-HEIST - FH10;8362310;;295419;BL1040;BL1040;(L/B/S)U template;Elizabetlaan;299;
KNOKKE-HEIST - FH10;8358652;;295420;BL1043;BL1043;(L/B/S)U template;Elizabetlaan;295;
KNOKKE-HEIST - FH10;8335922;;295421;BL1043;BL1043;(L/B/S)U template;Elizabetlaan;285;
KNOKKE-HEIST - FH10;8350785;;296705;BL1034;BL1034;(L/B/S)U template;Elizabetlaan;247;
KNOKKE-HEIST - FH10;8349284;;296706;BL1034;BL1034;(L/B/S)U template;Elizabetlaan;251;
KNOKKE-HEIST - FH10;8344926;;296707;BL1034;BL1034;(L/B/S)U template;Elizabetlaan;253;
KNOKKE-HEIST - FH10;8331437;;296708;BL1049;BL1049;(L/B/S)U template;Elizabetlaan;255;
KNOKKE-HEIST - FH10;8354505;;296709;BL1051;BL1051;(L/B/S)U template;Elizabetlaan;226;
KNOKKE-HEIST - FH10;8342489;;296741;BL1049;BL1049;(L/B/S)U template;Elizabetlaan;261;
KNOKKE-HEIST - FH10;8364990;;296742;BL1048;BL1048;(L/B/S)U template;Elizabetlaan;265;
KNOKKE-HEIST - FH10;8361118;;296743;BL1048;BL1048;(L/B/S)U template;Elizabetlaan;269;
KNOKKE-HEIST - FH10;8362830;;296744;BL1046;BL1046;(L/B/S)U template;Elizabetlaan;271;
KNOKKE-HEIST - FH10;8345871;;296745;BL1046;BL1046;(L/B/S)U template;Elizabetlaan;277;
KNOKKE-HEIST - FH10;8349838;;319467;BL1051;BL1051;(L/B/S)U template;Elizabetlaan;224;
KNOKKE-HEIST - FH10;8343759;;4336406;BL1043;BL1043;(L/B/S)U template;Elizabetlaan;289;
KNOKKE-HEIST - FH10;8351250;;4337109;BL1046;BL1046;(L/B/S)U template;Elizabetlaan;273;
KNOKKE-HEIST - FH10;8360075;;4337134;BL1051;BL1051;(L/B/S)U template;Elizabetlaan;230;
KNOKKE-HEIST - FH10;8337888;;4337137;BL1051;BL1051;(L/B/S)U template;Elizabetlaan;236;
KNOKKE-HEIST - FH10;8359181;;5579363;BL1040;BL1040;(L/B/S)U template;Elizabetlaan;303;
KNOKKE-HEIST - FH10;8352394;;9887;BL1041;BL1041;(L/B/S)U template;Elizabetlaan;309;
KNOKKE-HEIST - FH10;NB-830024901419;;NB-830024901419;BL1034;BL1034;BUILDING template;Elizabetlaan;249;
KNOKKE-HEIST - FH10;295140;;295140;BL1033;BL1033;BUILDING template;Elizabetlaan;245;
KNOKKE-HEIST - FH10;295422;;295422;BL1044;BL1044;BUILDING template;Elizabetlaan;283;
KNOKKE-HEIST - FH10;4336664;;4336664;BL1001;BL1001;BUILDING template;Elizabetlaan;323;
KNOKKE-HEIST - FH10;11390484;;295140;BL1033;BL1033;(L/B/S)U template;Elizabetlaan;245;
KNOKKE-HEIST - FH10;11390485;;295422;BL1044;BL1044;(L/B/S)U template;Elizabetlaan;283;
KNOKKE-HEIST - FH10;11390486;;4336664;BL1001;BL1001;(L/B/S)U template;Elizabetlaan;323;
KNOKKE-HEIST - FH10;1311040;;1311040;BL1004;BL1004;BUILDING template;Engelsestraat;39;
KNOKKE-HEIST - FH10;1311041;;1311041;BL1004;BL1004;BUILDING template;Engelsestraat;41;
KNOKKE-HEIST - FH10;2759779;;2759779;BL1004;BL1004;BUILDING template;Engelsestraat;5;
KNOKKE-HEIST - FH10;2759780;;2759780;BL1004;BL1004;BUILDING template;Engelsestraat;7;
KNOKKE-HEIST - FH10;2759782;;2759782;BL1004;BL1004;BUILDING template;Engelsestraat;9;
KNOKKE-HEIST - FH10;2759785;;2759785;BL1004;BL1004;BUILDING template;Engelsestraat;11;
KNOKKE-HEIST - FH10;2759786;;2759786;BL1007;BL1007;BUILDING template;Engelsestraat;12;
KNOKKE-HEIST - FH10;2759789;;2759789;BL1007;BL1007;BUILDING template;Engelsestraat;14;
KNOKKE-HEIST - FH10;2759792;;2759792;BL1004;BL1004;BUILDING template;Engelsestraat;27;
KNOKKE-HEIST - FH10;2759794;;2759794;BL1004;BL1004;BUILDING template;Engelsestraat;31;
KNOKKE-HEIST - FH10;2759797;;2759797;BL1004;BL1004;BUILDING template;Engelsestraat;37;
KNOKKE-HEIST - FH10;2759798;;2759798;BL1004;BL1004;BUILDING template;Engelsestraat;43;
KNOKKE-HEIST - FH10;2759801;;2759801;BL1005;BL1005;BUILDING template;Engelsestraat;49;
KNOKKE-HEIST - FH10;2759802;;2759802;BL1005;BL1005;BUILDING template;Engelsestraat;51;
KNOKKE-HEIST - FH10;294223;;294223;BL1007;BL1007;BUILDING template;Engelsestraat;18;
KNOKKE-HEIST - FH10;294224;;294224;BL1005;BL1005;BUILDING template;Engelsestraat;47;
KNOKKE-HEIST - FH10;294225;;294225;BL1007;BL1007;BUILDING template;Engelsestraat;20;
KNOKKE-HEIST - FH10;294226;;294226;BL1007;BL1007;BUILDING template;Engelsestraat;24;
KNOKKE-HEIST - FH10;294227;;294227;BL1004;BL1004;BUILDING template;Engelsestraat;45;
KNOKKE-HEIST - FH10;296484;;296484;BL1004;BL1004;BUILDING template;Engelsestraat;13;
KNOKKE-HEIST - FH10;296486;;296486;BL1004;BL1004;BUILDING template;Engelsestraat;25;
KNOKKE-HEIST - FH10;3923034;;3923034;BL1007;BL1007;BUILDING template;Engelsestraat;10;
KNOKKE-HEIST - FH10;4336905;;4336905;BL1004;BL1004;BUILDING template;Engelsestraat;33;
KNOKKE-HEIST - FH10;5579369;;5579369;BL1007;BL1007;BUILDING template;Engelsestraat;22;
KNOKKE-HEIST - FH10;9853;;9853;BL1005;BL1005;BUILDING template;Engelsestraat;53;
KNOKKE-HEIST - FH10;8331646;;1311040;BL1004;BL1004;(L/B/S)U template;Engelsestraat;39;
KNOKKE-HEIST - FH10;8335923;;1311040;BL1004;BL1004;(L/B/S)U template;Engelsestraat;39;
KNOKKE-HEIST - FH10;8335924;;1311040;BL1004;BL1004;(L/B/S)U template;Engelsestraat;39;
KNOKKE-HEIST - FH10;8344429;;1311040;BL1004;BL1004;(L/B/S)U template;Engelsestraat;39;
KNOKKE-HEIST - FH10;8348816;;1311040;BL1004;BL1004;(L/B/S)U template;Engelsestraat;39;
KNOKKE-HEIST - FH10;8352993;;1311040;BL1004;BL1004;(L/B/S)U template;Engelsestraat;39;
KNOKKE-HEIST - FH10;8358051;;1311040;BL1004;BL1004;(L/B/S)U template;Engelsestraat;39;
KNOKKE-HEIST - FH10;8358052;;1311040;BL1004;BL1004;(L/B/S)U template;Engelsestraat;39;
KNOKKE-HEIST - FH10;8362357;;1311040;BL1004;BL1004;(L/B/S)U template;Engelsestraat;39;
KNOKKE-HEIST - FH10;8362358;;1311040;BL1004;BL1004;(L/B/S)U template;Engelsestraat;39;
KNOKKE-HEIST - FH10;10554319;;1311040;BL1004;BL1004;(L/B/S)U template;Engelsestraat;39;
KNOKKE-HEIST - FH10;8332792;;1311041;BL1004;BL1004;(L/B/S)U template;Engelsestraat;41;
KNOKKE-HEIST - FH10;8332793;;1311041;BL1004;BL1004;(L/B/S)U template;Engelsestraat;41;
KNOKKE-HEIST - FH10;8332794;;1311041;BL1004;BL1004;(L/B/S)U template;Engelsestraat;41;
KNOKKE-HEIST - FH10;8337043;;1311041;BL1004;BL1004;(L/B/S)U template;Engelsestraat;41;
KNOKKE-HEIST - FH10;8337044;;1311041;BL1004;BL1004;(L/B/S)U template;Engelsestraat;41;
KNOKKE-HEIST - FH10;8337045;;1311041;BL1004;BL1004;(L/B/S)U template;Engelsestraat;41;
KNOKKE-HEIST - FH10;8341153;;1311041;BL1004;BL1004;(L/B/S)U template;Engelsestraat;41;
KNOKKE-HEIST - FH10;8345589;;1311041;BL1004;BL1004;(L/B/S)U template;Engelsestraat;41;
KNOKKE-HEIST - FH10;8349999;;1311041;BL1004;BL1004;(L/B/S)U template;Engelsestraat;41;
KNOKKE-HEIST - FH10;8354662;;1311041;BL1004;BL1004;(L/B/S)U template;Engelsestraat;41;
KNOKKE-HEIST - FH10;8359226;;1311041;BL1004;BL1004;(L/B/S)U template;Engelsestraat;41;
KNOKKE-HEIST - FH10;8359227;;1311041;BL1004;BL1004;(L/B/S)U template;Engelsestraat;41;
KNOKKE-HEIST - FH10;8359228;;1311041;BL1004;BL1004;(L/B/S)U template;Engelsestraat;41;
KNOKKE-HEIST - FH10;8359229;;1311041;BL1004;BL1004;(L/B/S)U template;Engelsestraat;41;
KNOKKE-HEIST - FH10;8363543;;1311041;BL1004;BL1004;(L/B/S)U template;Engelsestraat;41;
KNOKKE-HEIST - FH10;8332211;;2759779;BL1004;BL1004;(L/B/S)U template;Engelsestraat;5;
KNOKKE-HEIST - FH10;8332212;;2759779;BL1004;BL1004;(L/B/S)U template;Engelsestraat;5;
KNOKKE-HEIST - FH10;8332213;;2759779;BL1004;BL1004;(L/B/S)U template;Engelsestraat;5;
KNOKKE-HEIST - FH10;8336500;;2759779;BL1004;BL1004;(L/B/S)U template;Engelsestraat;5;
KNOKKE-HEIST - FH10;8336501;;2759779;BL1004;BL1004;(L/B/S)U template;Engelsestraat;5;
KNOKKE-HEIST - FH10;8340607;;2759779;BL1004;BL1004;(L/B/S)U template;Engelsestraat;5;
KNOKKE-HEIST - FH10;8340608;;2759779;BL1004;BL1004;(L/B/S)U template;Engelsestraat;5;
KNOKKE-HEIST - FH10;8340609;;2759779;BL1004;BL1004;(L/B/S)U template;Engelsestraat;5;
KNOKKE-HEIST - FH10;8340610;;2759779;BL1004;BL1004;(L/B/S)U template;Engelsestraat;5;
KNOKKE-HEIST - FH10;8349439;;2759779;BL1004;BL1004;(L/B/S)U template;Engelsestraat;5;
KNOKKE-HEIST - FH10;8349440;;2759779;BL1004;BL1004;(L/B/S)U template;Engelsestraat;5;
KNOKKE-HEIST - FH10;8363010;;2759779;BL1004;BL1004;(L/B/S)U template;Engelsestraat;5;
KNOKKE-HEIST - FH10;8332214;;2759780;BL1004;BL1004;(L/B/S)U template;Engelsestraat;7;
KNOKKE-HEIST - FH10;8336502;;2759780;BL1004;BL1004;(L/B/S)U template;Engelsestraat;7;
KNOKKE-HEIST - FH10;8340612;;2759780;BL1004;BL1004;(L/B/S)U template;Engelsestraat;7;
KNOKKE-HEIST - FH10;8345068;;2759780;BL1004;BL1004;(L/B/S)U template;Engelsestraat;7;
KNOKKE-HEIST - FH10;8345069;;2759780;BL1004;BL1004;(L/B/S)U template;Engelsestraat;7;
KNOKKE-HEIST - FH10;8349441;;2759780;BL1004;BL1004;(L/B/S)U template;Engelsestraat;7;
KNOKKE-HEIST - FH10;8353628;;2759780;BL1004;BL1004;(L/B/S)U template;Engelsestraat;7;
KNOKKE-HEIST - FH10;8358655;;2759780;BL1004;BL1004;(L/B/S)U template;Engelsestraat;7;
KNOKKE-HEIST - FH10;8333313;;2759782;BL1004;BL1004;(L/B/S)U template;Engelsestraat;9;
KNOKKE-HEIST - FH10;8337523;;2759782;BL1004;BL1004;(L/B/S)U template;Engelsestraat;9;
KNOKKE-HEIST - FH10;8337524;;2759782;BL1004;BL1004;(L/B/S)U template;Engelsestraat;9;
KNOKKE-HEIST - FH10;8337525;;2759782;BL1004;BL1004;(L/B/S)U template;Engelsestraat;9;
KNOKKE-HEIST - FH10;8341692;;2759782;BL1004;BL1004;(L/B/S)U template;Engelsestraat;9;
KNOKKE-HEIST - FH10;8346103;;2759782;BL1004;BL1004;(L/B/S)U template;Engelsestraat;9;
KNOKKE-HEIST - FH10;8346104;;2759782;BL1004;BL1004;(L/B/S)U template;Engelsestraat;9;
KNOKKE-HEIST - FH10;8346105;;2759782;BL1004;BL1004;(L/B/S)U template;Engelsestraat;9;
KNOKKE-HEIST - FH10;8350484;;2759782;BL1004;BL1004;(L/B/S)U template;Engelsestraat;9;
KNOKKE-HEIST - FH10;8355216;;2759782;BL1004;BL1004;(L/B/S)U template;Engelsestraat;9;
KNOKKE-HEIST - FH10;8355217;;2759782;BL1004;BL1004;(L/B/S)U template;Engelsestraat;9;
KNOKKE-HEIST - FH10;8355218;;2759782;BL1004;BL1004;(L/B/S)U template;Engelsestraat;9;
KNOKKE-HEIST - FH10;8364085;;2759782;BL1004;BL1004;(L/B/S)U template;Engelsestraat;9;
KNOKKE-HEIST - FH10;8332215;;2759785;BL1004;BL1004;(L/B/S)U template;Engelsestraat;11;
KNOKKE-HEIST - FH10;8336503;;2759785;BL1004;BL1004;(L/B/S)U template;Engelsestraat;11;
KNOKKE-HEIST - FH10;8336504;;2759785;BL1004;BL1004;(L/B/S)U template;Engelsestraat;11;
KNOKKE-HEIST - FH10;8340613;;2759785;BL1004;BL1004;(L/B/S)U template;Engelsestraat;11;
KNOKKE-HEIST - FH10;8345070;;2759785;BL1004;BL1004;(L/B/S)U template;Engelsestraat;11;
KNOKKE-HEIST - FH10;8345071;;2759785;BL1004;BL1004;(L/B/S)U template;Engelsestraat;11;
KNOKKE-HEIST - FH10;8345072;;2759785;BL1004;BL1004;(L/B/S)U template;Engelsestraat;11;
KNOKKE-HEIST - FH10;8345073;;2759785;BL1004;BL1004;(L/B/S)U template;Engelsestraat;11;
