Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
MECHELEN - FH01;5602996;5;BL0114;5602996;BL0114;BUILDING template;'t Veer;15;
MECHELEN - FH01;935316;5;BL0114;935316;BL0114;BUILDING template;'t Veer;17;
MECHELEN - FH01;929555;5;BL0110;929555;BL0110;BUILDING template;A.B.-straat;1;
MECHELEN - FH01;941666;1;BL0111;941666;BL0111;BUILDING template;A.B.-straat;2;
MECHELEN - FH01;941664;5;BL0110;941664;BL0110;BUILDING template;A.B.-straat;3;
MECHELEN - FH01;3028796;1;BL0111;3028796;BL0111;BUILDING template;A.B.-straat;4;
MECHELEN - FH01;3028797;5;BL0110;3028797;BL0110;BUILDING template;A.B.-straat;5;
MECHELEN - FH01;3028798;5;BL0110;3028798;BL0110;BUILDING template;A.B.-straat;7;
MECHELEN - FH01;905710;5;BL0112;905710;BL0112;BUILDING template;Arme-Clarenstraat;1;
MECHELEN - FH01;930428;1;BL0111;930428;BL0111;BUILDING template;Arme-Clarenstraat;2;
MECHELEN - FH01;3029535;5;BL0112;3029535;BL0112;BUILDING template;Arme-Clarenstraat;3;
MECHELEN - FH01;3029537;1;BL0111;3029537;BL0111;BUILDING template;Arme-Clarenstraat;4;
MECHELEN - FH01;4736802;5;BL0112;4736802;BL0112;BUILDING template;Arme-Clarenstraat;5;
MECHELEN - FH01;4185057;1;BL0111;4185057;BL0111;BUILDING template;Arme-Clarenstraat;6;
MECHELEN - FH01;3029538;5;BL0112;3029538;BL0112;BUILDING template;Arme-Clarenstraat;7;
MECHELEN - FH01;3029539;1;BL0111;3029539;BL0111;BUILDING template;Arme-Clarenstraat;8;
MECHELEN - FH01;3029540;5;BL0112;3029540;BL0112;BUILDING template;Arme-Clarenstraat;9;
MECHELEN - FH01;3029541;1;BL0111;3029541;BL0111;BUILDING template;Arme-Clarenstraat;10;
MECHELEN - FH01;3029542;5;BL0112;3029542;BL0112;BUILDING template;Arme-Clarenstraat;11;
MECHELEN - FH01;4038372;1;BL0111;4038372;BL0111;BUILDING template;Arme-Clarenstraat;12;
MECHELEN - FH01;3029543;5;BL0112;3029543;BL0112;BUILDING template;Arme-Clarenstraat;13;
MECHELEN - FH01;4733024;1;BL0111;4733024;BL0111;BUILDING template;Arme-Clarenstraat;14;
MECHELEN - FH01;3029544;5;BL0112;3029544;BL0112;BUILDING template;Arme-Clarenstraat;15;
MECHELEN - FH01;3029547;5;BL0112;3029547;BL0112;BUILDING template;Arme-Clarenstraat;23;
MECHELEN - FH01;4091142;5;BL0112;4091142;BL0112;BUILDING template;Arme-Clarenstraat;25;
MECHELEN - FH01;4736819;5;BL0112;4736819;BL0112;BUILDING template;Arme-Clarenstraat;31;
MECHELEN - FH01;905709;5;BL0112;905709;BL0112;BUILDING template;Arme-Clarenstraat;33;
MECHELEN - FH01;901199;2;BL0105;901199;BL0105;BUILDING template;Befferstraat;1;
MECHELEN - FH01;3030756;2;BL0105;3030756;BL0105;BUILDING template;Befferstraat;3;
MECHELEN - FH01;3030757;2;BL0105;3030757;BL0105;BUILDING template;Befferstraat;5;
MECHELEN - FH01;3030758;2;BL0105;3030758;BL0105;BUILDING template;Befferstraat;7;
MECHELEN - FH01;3030759;2;BL0105;3030759;BL0105;BUILDING template;Befferstraat;9;
MECHELEN - FH01;3030761;3;BL0120;3030761;BL0120;BUILDING template;Befferstraat;10;
MECHELEN - FH01;4751991;2;BL0105;4751991;BL0105;BUILDING template;Befferstraat;11;
MECHELEN - FH01;3030762;3;BL0120;3030762;BL0120;BUILDING template;Befferstraat;12;
MECHELEN - FH01;901426;2;BL0105;901426;BL0105;BUILDING template;Befferstraat;13;
