Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;BG Name;Straat;Huisnummer;Huisnummer Toevoeging
HASSELT - FH06;662065;2;BL0019;662065;BL0019;BUILDING template;;Abraham Orteliuslaan;1;
HASSELT - FH06;662064;1;BL0014;662064;BL0014;BUILDING template;;Abraham Orteliuslaan;2;
HASSELT - FH06;662063;2;BL0019;662063;BL0019;BUILDING template;;Abraham Orteliuslaan;3;
HASSELT - FH06;662062;1;BL0014;662062;BL0014;BUILDING template;;Abraham Orteliuslaan;4;
HASSELT - FH06;666215;2;BL0019;666215;BL0019;BUILDING template;;Abraham Orteliuslaan;5;
HASSELT - FH06;662061;2;BL0016;662061;BL0016;BUILDING template;;Abraham Orteliuslaan;6;
HASSELT - FH06;666213;2;BL0016;666213;BL0016;BUILDING template;;Abraham Orteliuslaan;8;
HASSELT - FH06;666216;2;BL0018;666216;BL0018;BUILDING template;;Abraham Orteliuslaan;9;
HASSELT - FH06;666214;2;BL0017;666214;BL0017;BUILDING template;;Abraham Orteliuslaan;10;
HASSELT - FH06;2432827;2;BL0017;2432827;BL0017;BUILDING template;;Abraham Orteliuslaan;12;
HASSELT - FH06;2432830;2;BL0017;2432830;BL0017;BUILDING template;;Abraham Orteliuslaan;18;
HASSELT - FH06;2432831;2;BL0018;2432831;BL0018;BUILDING template;;Abraham Orteliuslaan;20;
HASSELT - FH06;2432832;2;BL0018;2432832;BL0018;BUILDING template;;Abraham Orteliuslaan;22;
HASSELT - FH06;2432833;2;BL0018;2432833;BL0018;BUILDING template;;Abraham Orteliuslaan;24;
HASSELT - FH06;2432835;2;BL0018;2432835;BL0018;BUILDING template;;Abraham Orteliuslaan;26;
HASSELT - FH06;2432837;2;BL0018;2432837;BL0018;BUILDING template;;Abraham Orteliuslaan;28;
HASSELT - FH06;3937568;2;BL0018;3937568;BL0018;BUILDING template;;Abraham Orteliuslaan;30;
HASSELT - FH06;666202;2;BL0018;666202;BL0018;BUILDING template;;Abraham Orteliuslaan;32;
HASSELT - FH06;78243;1;BL0001;78243;BL0001;BUILDING template;Albrecht Rodenbachstraat 20_Zeven-Septemberlaan 13-15-17;Albrecht Rodenbachstraat;20;
HASSELT - FH06;2445097;1;BL0012;2445097;BL0012;BUILDING template;;Andreas Vesaliuslaan;1;
HASSELT - FH06;662069;1;BL0012;662069;BL0012;BUILDING template;;Andreas Vesaliuslaan;3;
HASSELT - FH06;662068;1;BL0012;662068;BL0012;BUILDING template;;Andreas Vesaliuslaan;4;
HASSELT - FH06;2445103;1;BL0012;2445103;BL0012;BUILDING template;;Andreas Vesaliuslaan;5;
HASSELT - FH06;2445106;1;BL0012;2445106;BL0012;BUILDING template;;Andreas Vesaliuslaan;6;
HASSELT - FH06;2445110;1;BL0012;2445110;BL0012;BUILDING template;;Andreas Vesaliuslaan;7;
HASSELT - FH06;2445113;1;BL0012;2445113;BL0012;BUILDING template;;Andreas Vesaliuslaan;8;
HASSELT - FH06;2445115;1;BL0012;2445115;BL0012;BUILDING template;;Andreas Vesaliuslaan;9;
HASSELT - FH06;2445117;1;BL0012;2445117;BL0012;BUILDING template;;Andreas Vesaliuslaan;10;
HASSELT - FH06;2445118;1;BL0012;2445118;BL0012;BUILDING template;;Andreas Vesaliuslaan;11;
HASSELT - FH06;2445121;1;BL0012;2445121;BL0012;BUILDING template;;Andreas Vesaliuslaan;12;
HASSELT - FH06;2445124;1;BL0012;2445124;BL0012;BUILDING template;;Andreas Vesaliuslaan;13;
HASSELT - FH06;4861426;1;BL0012;4861426;BL0012;BUILDING template;;Andreas Vesaliuslaan;14;
HASSELT - FH06;2445126;1;BL0012;2445126;BL0012;BUILDING template;;Andreas Vesaliuslaan;15;
HASSELT - FH06;2445129;1;BL0012;2445129;BL0012;BUILDING template;;Andreas Vesaliuslaan;16;
