Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;BG Name;Straat;Huisnummer;Huisnummer Toevoeging
ANTWERPEN-WEST - FH03;109200;;BL0312;109200;BL0312;BUILDING template;;Italielei;114;
ANTWERPEN-WEST - FH03;109206;;BL0312;109206;BL0312;BUILDING template;;Korte Winkelstraat;9;
ANTWERPEN-WEST - FH03;109212;;BL0312;109212;BL0312;BUILDING template;;Van Boendalestraat;2;
ANTWERPEN-WEST - FH03;109213;;BL0312;109213;BL0312;BUILDING template;;Van Boendalestraat;12;
ANTWERPEN-WEST - FH03;109320;;BL0312;109320;BL0312;BUILDING template;;Italielei;106;
ANTWERPEN-WEST - FH03;109335;;BL0309;109335;BL0309;BUILDING template;;Paardenmarkt;104;
ANTWERPEN-WEST - FH03;109336;;BL0309;109336;BL0309;BUILDING template;;Paardenmarkt;82;
ANTWERPEN-WEST - FH03;109337;;BL0310;109337;BL0310;BUILDING template;;Lange Winkelstraat;2;
ANTWERPEN-WEST - FH03;109338;;BL0309;109338;BL0309;BUILDING template;;Lange Winkelstraat;47;
ANTWERPEN-WEST - FH03;109339;;BL0309;109339;BL0309;BUILDING template;;Lange Winkelstraat;1;
ANTWERPEN-WEST - FH03;109340;;BL0310;109340;BL0310;BUILDING template;;Lange Winkelstraat;4;
ANTWERPEN-WEST - FH03;109341;;BL0310;109341;BL0310;BUILDING template;;Lange Winkelstraat;40;
ANTWERPEN-WEST - FH03;109342;;BL0310;109342;BL0310;BUILDING template;Lange Winkelstraat 44-46;Lange Winkelstraat;44;
ANTWERPEN-WEST - FH03;109343;;BL0310;109343;BL0310;BUILDING template;Lange Winkelstraat 44-46;Lange Winkelstraat;46;
ANTWERPEN-WEST - FH03;1960611;;BL0310;1960611;BL0310;BUILDING template;;Grote Kauwenberg;5;
ANTWERPEN-WEST - FH03;1960612;;BL0310;1960612;BL0310;BUILDING template;;Grote Kauwenberg;7;
ANTWERPEN-WEST - FH03;1962145;;BL0301;1962145;BL0301;BUILDING template;;Klapdorp;70;
ANTWERPEN-WEST - FH03;1962148;;BL0301;1962148;BL0301;BUILDING template;;Klapdorp;72;
ANTWERPEN-WEST - FH03;1962150;;BL0301;1962150;BL0301;BUILDING template;;Klapdorp;74;
ANTWERPEN-WEST - FH03;1962152;;BL0301;1962152;BL0301;BUILDING template;;Klapdorp;76;
ANTWERPEN-WEST - FH03;1962160;;BL0301;1962160;BL0301;BUILDING template;;Klapdorp;90;
ANTWERPEN-WEST - FH03;2023951;;BL0301;2023951;BL0301;BUILDING template;;Mutsaardstraat;3;
ANTWERPEN-WEST - FH03;2023962;;BL0301;2023962;BL0301;BUILDING template;;Mutsaardstraat;5;
ANTWERPEN-WEST - FH03;2023969;;BL0301;2023969;BL0301;BUILDING template;;Mutsaardstraat;7;
ANTWERPEN-WEST - FH03;2023972;;BL0301;2023972;BL0301;BUILDING template;;Mutsaardstraat;9;
ANTWERPEN-WEST - FH03;2023977;;BL0301;2023977;BL0301;BUILDING template;;Mutsaardstraat;11;
ANTWERPEN-WEST - FH03;2023994;;BL0305;2023994;BL0305;BUILDING template;;Mutsaardstraat;17;
ANTWERPEN-WEST - FH03;2024007;;BL0306;2024007;BL0306;BUILDING template;;Mutsaardstraat;23;
ANTWERPEN-WEST - FH03;2024009;;BL0306;2024009;BL0306;BUILDING template;;Mutsaardstraat;25;
ANTWERPEN-WEST - FH03;2024012;;BL0306;2024012;BL0306;BUILDING template;;Mutsaardstraat;27;
ANTWERPEN-WEST - FH03;2037752;;BL0303;2037752;BL0303;BUILDING template;;Paardenmarkt;4;
ANTWERPEN-WEST - FH03;2037770;;BL0303;2037770;BL0303;BUILDING template;;Paardenmarkt;10;
ANTWERPEN-WEST - FH03;2037775;;BL0303;2037775;BL0303;BUILDING template;;Paardenmarkt;12;
ANTWERPEN-WEST - FH03;2037785;;BL0303;2037785;BL0303;BUILDING template;Paardenmarkt 18-20;Paardenmarkt;18;
ANTWERPEN-WEST - FH03;2037791;;BL0303;2037791;BL0303;BUILDING template;Paardenmarkt 18-20;Paardenmarkt;20;
ANTWERPEN-WEST - FH03;2037796;;BL0303;2037796;BL0303;BUILDING template;Paardenmarkt 22-24;Paardenmarkt;22;
ANTWERPEN-WEST - FH03;2037803;;BL0303;2037803;BL0303;BUILDING template;Paardenmarkt 22-24;Paardenmarkt;24;
ANTWERPEN-WEST - FH03;2037859;;BL0308;2037859;BL0308;BUILDING template;;Paardenmarkt;48;
ANTWERPEN-WEST - FH03;2037866;;BL0308;2037866;BL0308;BUILDING template;;Paardenmarkt;50;
ANTWERPEN-WEST - FH03;2037871;;BL0308;2037871;BL0308;BUILDING template;;Paardenmarkt;52;
ANTWERPEN-WEST - FH03;2037879;;BL0308;2037879;BL0308;BUILDING template;;Paardenmarkt;54;
ANTWERPEN-WEST - FH03;2037894;;BL0308;2037894;BL0308;BUILDING template;;Paardenmarkt;62;
ANTWERPEN-WEST - FH03;2037917;;BL0308;2037917;BL0308;BUILDING template;;Paardenmarkt;72;
ANTWERPEN-WEST - FH03;2037927;;BL0308;2037927;BL0308;BUILDING template;;Paardenmarkt;74;
ANTWERPEN-WEST - FH03;2037932;;BL0308;2037932;BL0308;BUILDING template;;Paardenmarkt;76;
ANTWERPEN-WEST - FH03;2037959;;BL0309;2037959;BL0309;BUILDING template;;Paardenmarkt;88;
ANTWERPEN-WEST - FH03;4065763;;BL0312;4065763;BL0312;BUILDING template;;Korte Winkelstraat;11;
