Projectnummer;LU Key;CLUSTER_NR;BLOCK_NR;LAM MK;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
ANTWERPEN-WEST - FH08;12593;;BL0003;12593;BL0003;BUILDING template;Theodoor Van Rijswijckplaats;3;
ANTWERPEN-WEST - FH08;12597;;BL0009;12597;BL0009;BUILDING template;Aalmoezenierstraat;1;
ANTWERPEN-WEST - FH08;12641;;BL0006;12641;BL0006;BUILDING template;Nationalestraat;55;
ANTWERPEN-WEST - FH08;1297934;;BL0010;1297934;BL0010;BUILDING template;Nationalestraat;111;
ANTWERPEN-WEST - FH08;1319337;;BL0010;1319337;BL0010;BUILDING template;Aalmoezenierstraat;60;
ANTWERPEN-WEST - FH08;1353278;;BL0010;1353278;BL0010;BUILDING template;Nationalestraat;131;
ANTWERPEN-WEST - FH08;1408016;;BL0010;1408016;BL0010;BUILDING template;Nationalestraat;123;
ANTWERPEN-WEST - FH08;1498054;;BL0008;1498054;BL0008;BUILDING template;Aalmoezenierstraat;49;
ANTWERPEN-WEST - FH08;1732159;;BL0009;1732159;BL0009;BUILDING template;Aalmoezenierstraat;3;
ANTWERPEN-WEST - FH08;1732160;;BL0009;1732160;BL0009;BUILDING template;Aalmoezenierstraat;3;A
ANTWERPEN-WEST - FH08;1732161;;BL0010;1732161;BL0010;BUILDING template;Aalmoezenierstraat;4;
ANTWERPEN-WEST - FH08;1732162;;BL0009;1732162;BL0009;BUILDING template;Aalmoezenierstraat;5;
ANTWERPEN-WEST - FH08;1732163;;BL0010;1732163;BL0010;BUILDING template;Aalmoezenierstraat;6;
ANTWERPEN-WEST - FH08;1732164;;BL0010;1732164;BL0010;BUILDING template;Aalmoezenierstraat;8;
ANTWERPEN-WEST - FH08;1732168;;BL0009;1732168;BL0009;BUILDING template;Aalmoezenierstraat;17;
ANTWERPEN-WEST - FH08;1732169;;BL0010;1732169;BL0010;BUILDING template;Aalmoezenierstraat;20;
ANTWERPEN-WEST - FH08;1732170;;BL0009;1732170;BL0009;BUILDING template;Aalmoezenierstraat;25;
ANTWERPEN-WEST - FH08;1732171;;BL0009;1732171;BL0009;BUILDING template;Aalmoezenierstraat;27;
ANTWERPEN-WEST - FH08;1732172;;BL0010;1732172;BL0010;BUILDING template;Aalmoezenierstraat;28;
ANTWERPEN-WEST - FH08;1732173;;BL0009;1732173;BL0009;BUILDING template;Aalmoezenierstraat;31;
ANTWERPEN-WEST - FH08;1732174;;BL0010;1732174;BL0010;BUILDING template;Aalmoezenierstraat;32;
ANTWERPEN-WEST - FH08;1732175;;BL0009;1732175;BL0009;BUILDING template;Aalmoezenierstraat;33;
ANTWERPEN-WEST - FH08;1732176;;BL0010;1732176;BL0010;BUILDING template;Aalmoezenierstraat;36;
ANTWERPEN-WEST - FH08;1732177;;BL0010;1732177;BL0010;BUILDING template;Aalmoezenierstraat;40;
ANTWERPEN-WEST - FH08;1732179;;BL0010;1732179;BL0010;BUILDING template;Aalmoezenierstraat;42;
ANTWERPEN-WEST - FH08;1732180;;BL0008;1732180;BL0008;BUILDING template;Aalmoezenierstraat;43;
ANTWERPEN-WEST - FH08;1732186;;BL0010;1732186;BL0010;BUILDING template;Aalmoezenierstraat;50;
ANTWERPEN-WEST - FH08;1732187;;BL0008;1732187;BL0008;BUILDING template;Aalmoezenierstraat;53;
ANTWERPEN-WEST - FH08;1732188;;BL0010;1732188;BL0010;BUILDING template;Aalmoezenierstraat;54;
ANTWERPEN-WEST - FH08;1732189;;BL0010;1732189;BL0010;BUILDING template;Aalmoezenierstraat;56;
ANTWERPEN-WEST - FH08;1732190;;BL0008;1732190;BL0008;BUILDING template;Aalmoezenierstraat;59;
ANTWERPEN-WEST - FH08;1732191;;BL0008;1732191;BL0008;BUILDING template;Aalmoezenierstraat;61;
ANTWERPEN-WEST - FH08;1732194;;BL0008;1732194;BL0008;BUILDING template;Aalmoezenierstraat;65;
ANTWERPEN-WEST - FH08;1732195;;BL0008;1732195;BL0008;BUILDING template;Aalmoezenierstraat;67;
ANTWERPEN-WEST - FH08;1732196;;BL0010;1732196;BL0010;BUILDING template;Aalmoezenierstraat;68;
