File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;LU;BU;SU;TOTAAL;LANGUAGE;BT
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;25717429;20200106150611;905713;41630000;20401;Melaan;16;;2800;Mechelen;;157475,244;190929,206;;N;NA;0;0;Unknown;Fiber;;None;;;;;;;;;;;;1;11259323;;LU;1;;;;;;N;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;25717429;20200106150611;905713;41630000;20401;Melaan;16;;2800;Mechelen;;157475,244;190929,206;;N;NA;0;0;Unknown;Fiber;;None;;;;;;;;;;;;2;11259324;;LU;1;;;;;;N;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;25717624;20200106151059;3030806;41630000;1625;Nieuwe Beggaardenstraat;39;;2800;Mechelen;;157356,258;191048,557;;N;NA;0;0;Unknown;Fiber;;None;;;;;;;;;;;;1;11259368;;LU;1;;;;;;N;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;25717624;20200106151059;3030806;41630000;1625;Nieuwe Beggaardenstraat;39;;2800;Mechelen;;157356,258;191048,557;;N;NA;0;0;Unknown;Fiber;;None;;;;;;;;;;;;2;11259369;;LU;1;;;;;;N;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;25717350;20200106150309;5991411;41630000;20401;Melaan;12;;2800;Mechelen;;157485,241;190955,75;;Y;NA;0;0;Unknown;Fiber;;None;;;;;;;;;;;;1;11259308;;LU;1;;;;;;N;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;25717350;20200106150309;5991411;41630000;20401;Melaan;12;;2800;Mechelen;;157485,241;190955,75;;Y;NA;0;0;Unknown;Fiber;;None;;;;;;;;;;;;2;11259309;;LU;1;;;;;;N;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;25717957;20200106151749;6611081;41630000;44435;Stadsheimelijkheid;7;;2800;Mechelen;;157525,622;191156,845;;N;NA;0;0;Unknown;Fiber;;None;;;;;;;;;;;;1;11259457;;LU;1;;;;;;N;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;25717957;20200106151749;6611081;41630000;44435;Stadsheimelijkheid;7;;2800;Mechelen;;157525,622;191156,845;;N;NA;0;0;Unknown;Fiber;;None;;;;;;;;;;;;2;11259458;;LU;1;;;;;;N;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;25714974;20200106140014;6622322;41630000;191;A.B.-straat;3;A;2800;Mechelen;;157598,14;191117,558;;Y;NA;0;0;Unknown;Unknown;;None;;;;;;;;;;;;1;11258874;;LU;1;;;;;;N;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU
;;;Zoning;6833207;20200106153141;W03-D-Mechelen-FH01;6833207;20200106153141;W03-D-Mechelen-FH01;19106;FTTH-Cu;;;;;;;;;;25714974;20200106140014;6622322;41630000;191;A.B.-straat;3;A;2800;Mechelen;;157598,14;191117,558;;Y;NA;0;0;Unknown;Unknown;;None;;;;;;;;;;;;2;11258875;;LU;1;;;;;;N;;;;;;;;;;;;;;;;2;0;0;2;NL;MDU
