Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Building comment;Building exists;Opdrachttemplate
KNOKKE-HEIST - FH04;BL0408;5579587;Zeedijk-Het Zoute;738;;;75387,791;227780,955;SDU;;0;1;0;1;Y;NA;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2762391;Kustlaan;133;;;75439,855;227725,992;MDU;;19;1;0;20;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0408;5579588;Zeedijk-Het Zoute;740;;;75401,124;227779,553;MDU;;15;0;2;17;Y;NA;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2762395;Kustlaan;135;;;75448,556;227723,723;SDU;;0;1;0;1;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;5579590;Zeedijk-Het Zoute;779;;;75698,702;227866,425;SDU;;1;0;0;1;N;ORN;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762409;Kustlaan;151;;;75546,05;227750,447;MDU;;8;0;0;8;N;HEIGHT;5;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;5579591;Zeedijk-Het Zoute;791;;;75754,851;227888,654;SDU;;0;1;0;1;N;ORN;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762410;Kustlaan;153;;;75544,05;227753,515;SDU;;0;1;0;1;N;HEIGHT;4;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0408;5777380;Zeedijk-Het Zoute;747;;;75440,367;227788,677;SDU;;0;1;0;1;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762413;Kustlaan;155;;;75544,566;227755,683;SDU;;0;1;0;1;N;HEIGHT;5;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;5801592;Zeedijk-Het Zoute;793;;;75787,519;227901,481;SDU;;1;0;0;1;Y;NA;2;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762416;Kustlaan;157;;;75551,722;227756,215;MDU;;6;0;1;7;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;5830672;Ebbestraat;13;;;75841,588;227913,795;MDU;;16;1;0;17;Y;NA;4;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762421;Kustlaan;159;;;75551,28;227758,452;SDU;;0;1;0;1;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0403;5831022;Lichttorenplein;9;;;74963,154;227628,523;MDU;;14;0;0;14;N;IRREG;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762425;Kustlaan;161;;;75558,025;227758,116;MDU;;6;0;1;7;Y;NA;4;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;5905413;Zeedijk-Het Zoute;757;B;;75567,537;227816,153;MDU;;8;1;0;9;N;HEIGHT;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762426;Kustlaan;163;;;75557,706;227760,373;SDU;;0;1;0;1;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;5905414;Zeedijk-Het Zoute;808;;;75866,62;227937,308;SDU;;0;1;0;1;Y;NA;2;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762427;Kustlaan;165;;;75564,208;227758,964;SDU;;0;1;1;2;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;5905415;Zeedijk-Het Zoute;809;;;75871,797;227938,97;SDU;;0;1;0;1;Y;NA;2;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762429;Kustlaan;167;;;75563,228;227762,453;MDU;;6;0;1;7;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;5911098;Zeedijk-Het Zoute;794;;;75788,114;227899,487;SDU;;0;1;0;1;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762431;Kustlaan;171;;;75568,536;227764,679;MDU;;12;0;2;14;N;IRREG;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0408;5935147;Antoine Breartstraat;4;;;75343,729;227735,03;MDU;;10;0;2;12;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;12860;Zeewindstraat;16;;;75774,658;227842,874;MDU;;17;0;0;17;Y;NA;8;Review Required;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762436;Kustlaan;175;;;75579,822;227768,798;MDU;;6;0;1;7;N;ORN;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0408;6044454;Zeedijk-Het Zoute;749;;;75441,465;227783,87;SDU;;1;0;0;1;Y;NA;2;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0411;12872;Golvenstraat;19;;;75611,85;227783,587;MDU;;5;0;1;6;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762438;Kustlaan;177;;;75581,364;227765,274;SDU;;0;1;0;1;N;ORN;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0405;6058388;Zeedijk-Knokke;697;B;;75150,544;227726,325;SDU;;0;1;0;1;N;IRREG;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0401;13044;Lichttorenplein;6;;;74875,716;227557,586;SDU;;0;1;0;1;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762440;Kustlaan;179;;;75586,183;227766,854;MDU;;3;1;0;4;N;IRREG;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0405;6058392;Zeedijk-Knokke;697;A;;75155,094;227727,841;SDU;;0;1;0;1;N;IRREG;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320854;Albertplein;15;;;75510,81;227778,6;MDU;;8;1;2;11;Y;NA;4;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762459;Kustlaan;193;;;75630,328;227788,929;SDU;;0;1;1;2;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;6089756;Kustlaan;341;;;75956,464;227902,812;SDU;;0;1;0;1;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320855;Albertplein;19;;;75516,798;227752,614;SDU;;0;1;0;1;Y;NA;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762464;Kustlaan;195;;;75631,644;227785,408;MDU;;6;0;1;7;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0406;6326403;Duindistelstraat;2;A;;75251,11;227729,309;SDU;;0;1;0;1;Y;NA;2;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320856;Albertplein;18;;;75516,65;227761,703;MDU;;8;0;1;9;Y;NA;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762470;Kustlaan;197;;;75636,196;227790,608;SDU;;0;1;1;2;N;ORN;7;Review Required;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;6401164;Kustlaan;309;;;75896,119;227884,207;SDU;;0;1;0;1;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320857;Albertplein;16;;;75512,103;227771,305;MDU;;12;1;0;13;Y;NA;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762473;Kustlaan;199;;;75637,333;227786,997;MDU;;6;0;1;7;N;ORN;4;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0405;6417469;Zeedijk-Knokke;697;C;;75146,452;227721,468;SDU;;0;1;0;1;N;IRREG;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320858;Golvenstraat;6;;;75586,287;227790,417;SDU;;0;1;1;2;N;IRREG;4;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762474;Kustlaan;201;;;75641,805;227792,206;MDU;;6;1;1;8;Y;NA;7;Review Required;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;6420952;Golvenstraat;6;A;;75589,165;227784,211;SDU;;1;0;0;1;Y;NA;2;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320859;Golvenstraat;2;;;75579,19;227819,768;MDU;;39;0;2;41;Y;NA;4;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762476;Kustlaan;205;;;75643,072;227788,629;MDU;;6;1;1;8;N;HEIGHT;7;Review Required;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0401;6425283;Lichttorenplein;6;B;;74883,771;227559,861;SDU;;1;;;1;Y;NA;2;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320860;Golvenstraat;8;;;75594,122;227773,909;MDU;;10;0;1;11;Y;NA;6;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762477;Kustlaan;207;;;75647,958;227793,875;MDU;;6;0;1;7;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0407;6441864;Antoine Breartstraat;15;A;;75309,33;227739,839;SDU;;1;;;1;Y;NA;2;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320866;Kustlaan;181;;;75591,096;227767,797;SDU;;0;1;0;1;Y;NA;6;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762479;Kustlaan;209;;;75649,949;227790,371;MDU;;0;2;1;3;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0407;6445966;Antoine Breartstraat;17;A;;75298,015;227745,9;MDU;;2;;;2;Y;NA;4;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0411;320867;Kustlaan;185;;;75613,844;227778,048;SDU;;0;1;0;1;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762480;Kustlaan;211;;;75655,814;227796,234;MDU;;6;0;1;7;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0408;6455009;Antoine Breartstraat;16;A;;75320,69;227760,604;SDU;;0;1;0;1;N;IRREG;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320868;Kustlaan;139;;;75520,455;227742,047;SDU;;0;1;0;1;Y;NA;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762481;Kustlaan;215;;;75661,447;227797,334;SDU;;0;1;1;2;Y;NA;3;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;6524234;Zeedijk-Het Zoute;805;;;75831,343;227919,42;SDU;;0;1;0;1;Y;NA;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320870;Kustlaan;147;;;75537,206;227750,059;SDU;;0;1;1;2;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762482;Kustlaan;217;;;75667,557;227799,224;SDU;;0;1;0;1;Y;NA;6;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;6524235;Strandstraat;15;;;75713;227819;MDU;;17;0;1;18;N;ORN;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320871;Kustlaan;169;;;75569,461;227761,015;SDU;;0;1;1;2;N;IRREG;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762487;Kustlaan;221;;;75674,163;227801,514;SDU;;0;1;0;1;N;ORN;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0403;6524250;Lichttorenplein;3;;;74969,575;227603,9;SDU;;0;1;0;1;N;IRREG;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;320874;Zeedijk-Het Zoute;760;;;75597;227826;SDU;;0;1;0;1;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762489;Kustlaan;229;;;75682,19;227806,551;MDU;;0;6;1;7;Y;NA;7;Review Required;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0407;6524252;Duindistelstraat;3;;;75278,145;227742,237;MDU;;10;0;1;11;N;IRREG;6;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320876;Zeedijk-Het Zoute;754;;;75540,015;227808,904;SDU;;1;0;0;1;Y;NA;2;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762492;Kustlaan;233;;;75695,079;227808,744;SDU;;;1;;1;Y;NA;2;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0408;6524254;Kustlaan;125;;;75422,882;227722,501;SDU;;0;1;1;2;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320877;Zeedijk-Het Zoute;755;;;75544,921;227810,203;MDU;;33;0;3;36;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762496;Kustlaan;239;;;75714,668;227815,678;SDU;;0;1;0;1;N;ORN;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0404;6524260;Kustlaan;25;;;75074,226;227620,287;MDU;;4;0;0;4;Y;NA;5;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321345;Kustlaan;237;;;75718,509;227817,981;SDU;;0;1;0;1;N;ORN;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762498;Kustlaan;243;;;75726,932;227820,871;SDU;;;1;;1;Y;NA;2;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0411;6526795;Kustlaan;227;;;75683,331;227803,11;SDU;;0;1;0;1;Y;NA;7;Review Required;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321346;Kustlaan;271;;;75774,63;227836,429;SDU;;0;1;0;1;Y;NA;8;Review Required;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762500;Kustlaan;245;;;75730,612;227822,267;MDU;;8;1;1;10;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321347;Kustlaan;273;;;75803,016;227848,807;SDU;;0;1;0;1;N;ORN;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762501;Kustlaan;251;;;75739,977;227825,085;MDU;;6;0;0;6;N;ORN;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321349;Kustlaan;303;;;75864,578;227870,974;SDU;;0;1;0;1;N;ORN;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762503;Kustlaan;255;;;75746,413;227827,122;SDU;;0;1;0;1;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321350;Zeedijk-Het Zoute;778;;;75694;227865;SDU;;1;0;0;1;N;ORN;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762504;Kustlaan;257;;;75744,521;227830,535;MDU;;6;0;1;7;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321351;Zeedijk-Het Zoute;786;;;75731,183;227878,767;SDU;;0;1;0;1;N;ORN;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762505;Kustlaan;259;;;75752,196;227829,115;SDU;;0;1;0;1;N;ORN;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321352;Zeedijk-Het Zoute;792;;;75786,71;227903,438;SDU;;0;1;0;1;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762508;Kustlaan;261;;;75750,721;227832,488;MDU;;6;0;1;7;N;ORN;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321354;Zeedijk-Het Zoute;804;;;75829,948;227922,827;MDU;;8;0;1;9;Y;NA;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762510;Kustlaan;263;;;75757,866;227831,823;MDU;;6;0;1;7;N;IRREG;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321355;Zeedijk-Het Zoute;795;;;75790,928;227904,976;MDU;;8;1;1;10;Y;NA;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762513;Kustlaan;265;;;75757,47;227834,104;SDU;;0;1;0;1;N;ORN;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321356;Zeewindstraat;2;;;75756,539;227883,335;MDU;;50;1;4;55;N;ORN;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762515;Kustlaan;267;;;75764,156;227834,868;SDU;;0;1;0;1;N;ORN;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321357;Zeewindstraat;3;;;75786,354;227886,831;SDU;;0;1;0;1;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762518;Kustlaan;275;;;75809,568;227852,373;MDU;;6;1;1;8;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321358;Zeewindstraat;8;;;75764,618;227863,81;MDU;;20;1;1;22;N;ORN;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762519;Kustlaan;279;;;75816,786;227855,457;MDU;;6;1;1;8;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0403;NB-8300664da5455;Zeedijk-Knokke;664;;;74973,0;227670,0;MDU;;28;0;0;28;N;IRREG;8;_;;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321359;Zeewindstraat;15;;;75797,767;227860,212;SDU;;0;1;0;1;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762521;Kustlaan;281;;;75823,655;227857,194;MDU;;6;0;1;7;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321360;Zeewindstraat;14;;;75772,482;227849,833;MDU;;7;0;0;7;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762524;Kustlaan;283;;;75823,147;227859,402;SDU;;1;0;0;1;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321361;Zeewindstraat;17;;;75799,738;227855,53;MDU;;10;0;1;11;N;ORN;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762525;Kustlaan;285;;;75828,386;227859,494;SDU;;0;1;0;1;N;IRREG;6;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321362;Strandstraat;1;;;75696,968;227859,438;MDU;;16;0;1;17;N;ORN;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762527;Kustlaan;287;;;75832,79;227861,656;SDU;;0;1;0;1;N;ORN;6;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321363;Strandstraat;13;;;75711,523;227822,455;SDU;;0;1;0;1;N;ORN;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762529;Kustlaan;289;;;75838,282;227863,541;MDU;;6;1;0;7;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321364;Ebbestraat;1;;;75860,541;227878,551;MDU;;5;0;1;6;N;ORN;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762530;Kustlaan;291;;;75843,736;227864,953;MDU;;11;1;0;12;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321365;Ebbestraat;9;;;75836,388;227926,511;MDU;;15;0;1;16;N;IRREG;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762538;Kustlaan;301;;;75858,103;227869,433;SDU;;0;1;0;1;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321366;Ebbestraat;15;;;75844,272;227909,224;MDU;;2;;;2;Y;NA;4;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762540;Kustlaan;307;;;75891,559;227882,639;SDU;;0;1;0;1;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321985;Zeedijk-Het Zoute;807;;;75862,535;227935,408;SDU;;0;1;0;1;Y;NA;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762541;Kustlaan;313;;;75904,797;227887,375;MDU;;6;0;1;7;N;ORN;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321986;Zeedijk-Het Zoute;814;;;75903,639;227953,14;MDU;;14;0;1;15;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762543;Kustlaan;315;;;75908,855;227889,107;SDU;;0;1;0;1;N;ORN;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321987;Zeedijk-Het Zoute;816;;;75920,063;227960,28;SDU;;0;1;0;1;Y;NA;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762544;Kustlaan;317;;;75912,944;227889,512;SDU;;0;1;0;1;N;IRREG;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321988;Zeedijk-Het Zoute;819;;;75932,598;227966,042;SDU;;0;1;0;1;Y;NA;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762547;Kustlaan;319;;;75911,692;227892,834;MDU;;6;0;1;7;N;IRREG;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321989;Kustlaan;305;;;75887,387;227881,278;SDU;;0;1;0;1;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762548;Kustlaan;321;;;75917,821;227891,535;MDU;;9;0;1;10;Y;NA;6;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321992;Kustlaan;337;;;75944,051;227902,978;SDU;;0;1;0;1;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762549;Kustlaan;323;;;75922,492;227892,348;SDU;;0;1;0;1;Y;NA;6;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321994;Ebbestraat;2;;;75885,752;227885,325;MDU;;24;0;1;25;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762551;Kustlaan;325;;;75930,059;227897,058;SDU;;0;1;0;1;N;IRREG;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321996;Ebbestraat;10;;;75873,467;227913,415;MDU;;51;0;2;53;N;ORN;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762552;Kustlaan;327;;;75933,63;227898,291;MDU;;12;0;1;13;N;IRREG;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;322000;De Wielingen;1;;;75965,119;227910,574;MDU;;17;0;1;18;N;ORN;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762554;Kustlaan;331;;;75933,957;227900,552;SDU;;0;1;0;1;N;IRREG;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;322281;Golvenstraat;1;;;75598,052;227820,867;MDU;;6;1;;7;Y;NA;4;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762555;Kustlaan;335;;;75945,651;227899,655;SDU;;0;1;0;1;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;322282;Golvenstraat;3;;;75602;227814;MDU;;6;0;1;7;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762558;Kustlaan;339;;;75950,179;227902,717;MDU;;12;0;1;13;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;322283;Strandstraat;6;;;75683,187;227845,665;SDU;;1;;;1;Y;NA;2;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762561;Kustlaan;343;;;75955,519;227904,737;SDU;;0;1;0;1;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;322284;Strandstraat;22;;;75691,7;227814,865;MDU;;14;0;1;15;N;ORN;7;Review Required;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762564;Kustlaan;345;;;75954,04;227908,174;MDU;;6;0;1;7;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;322286;Zeedijk-Het Zoute;777;;;75676,492;227855,933;SDU;;1;0;0;1;N;ORN;10;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2762907;Lichttorenplein;1;B;;74972,947;227596,728;SDU;;1;0;0;1;Y;NA;2;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0411;322287;Kustlaan;231;;;75689,121;227807,026;SDU;;0;1;0;1;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0401;2762909;Lichttorenplein;4;;;74871,936;227556,26;SDU;;0;1;0;1;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0411;322289;Kustlaan;187;;;75618,438;227783,236;SDU;;0;1;0;1;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2762913;Lichttorenplein;7;;;74965,303;227619,993;SDU;;0;1;0;1;Y;NA;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0401;2762922;Lichttorenplein;14;;;74891,85;227610,352;MDU;;7;1;0;8;N;IRREG;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0401;323112;Kustlaan;1;;;74861,404;227553,961;MDU;;49;1;0;50;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2763519;Marie-Josestraat;6;;;75020,623;227647,553;MDU;;10;0;0;10;Y;NA;6;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0401;323113;Kustlaan;11;;;74894,011;227563,681;MDU;;58;0;0;58;Y;NA;8;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2763522;Marie-Josestraat;8;;;75024,181;227639,639;MDU;;6;0;0;6;Y;NA;6;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0401;334954;Zeedijk-Knokke;649;;;74840,382;227629,724;MDU;;8;1;;9;Y;NA;4;;N;BUILDING template
KNOKKE-HEIST - FH04;BL0404;2763524;Marie-Josestraat;9;;;75046,722;227656,358;MDU;;9;0;0;9;Y;NA;6;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0401;334955;Zeedijk-Knokke;650;;;74847,193;227627,548;SDU;;0;1;0;1;N;IRREG;7;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2763525;Marie-Josestraat;10;;;75025,191;227635,34;MDU;;6;0;0;6;Y;NA;6;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0406;NB-8300108be948;Duindistelstraat;10;;;75240,1466;227708,8181;SDU;;0;1;0;1;Y;NA;6;_;;BUILDING template
KNOKKE-HEIST - FH04;BL0403;334957;Zeedijk-Knokke;661;;;74950,033;227664,76;SDU;;0;1;0;1;N;IRREG;9;Review Required;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0404;2763526;Marie-Josestraat;11;;;75051,26;227641,922;MDU;;6;0;0;6;Y;NA;3;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0403;334958;Zeedijk-Knokke;670;;;75005,748;227680,559;SDU;;0;1;0;1;N;IRREG;9;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2763527;Marie-Josestraat;12;;;75026,86;227627,942;MDU;;11;0;0;11;Y;NA;6;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0406;NB-830082b4749;Duindistelstraat;8;;;75264,95;227716,13;SDU;;0;1;0;1;Y;NA;6;_;;BUILDING template
KNOKKE-HEIST - FH04;BL0403;334964;Kustlaan;13;;;74985,428;227594,93;MDU;;10;0;0;10;N;IRREG;6;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0404;2763531;Marie-Josestraat;13;;;75055,344;227626,577;MDU;;16;0;0;16;Y;NA;6;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0403;334965;Kustlaan;19;;;75018,536;227606,146;MDU;;4;1;0;5;Y;NA;5;_;Y;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2763533;Marie-Josestraat;16;;;75032,239;227609,522;MDU;;16;0;0;16;N;ORN;5;_;Y;BUILDING template
