Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Perceel eigenschap;Building comment;Building exists;BG Name;Opdrachttemplate;FT Distributie;FT Distributie Opmerking
EVERE - FH04;BL0035;1620674;Haachtsesteenweg - Chaussee de Haecht;951;;;152237,796;173718,233;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0002;1621537;Walkiersstraat - Rue Walkiers;16;;;151573,99;174197,583;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0011;1622500;H. Van Hammestraat - Rue H. Van Hamme;89;;;151921,546;174015,449;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0030;1623141;Edward Stuckensstraat - Rue Edouard Stuckens;46;;;151834,47;173925,178;MDU;;5;0;0;5;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0034;1623545;Jaak Ballingsstraat - Rue Jacques Ballings;11;;;152063,689;173741,864;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0035;3916130;P. Van Obberghenstraat - Rue P. Van Obberghen;75;;;152058,424;173684,066;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0032;827984;Haachtsesteenweg - Chaussee de Haecht;859;;;151976,196;173545,512;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0007;830411;Houtweg - Chemin Du Bois;38;;;152701,279;174593,703;MDU;;3;1;0;4;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0038;1621213;Parijsstraat - Rue de Paris;117;;;152445;173852;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0035;1620675;Haachtsesteenweg - Chaussee de Haecht;953;;;152242,129;173721,057;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0002;1621538;Walkiersstraat - Rue Walkiers;18;;;151571,982;174202,982;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0015;1622501;H. Van Hammestraat - Rue H. Van Hamme;90;;;152014,38;173997,268;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0030;1623142;Edward Stuckensstraat - Rue Edouard Stuckens;48;;;151840,879;173921,317;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0035;1623546;Jaak Ballingsstraat - Rue Jacques Ballings;12;;;152077,063;173719,806;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0023;3916139;Sint-Vincentiusstraat - Rue Saint-Vincent;68;;;152569,21;174338,638;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0033;827985;Haachtsesteenweg - Chaussee de Haecht;863;;;152000,745;173556,43;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0006;830582;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;61;;;152623,361;174723,127;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0011;1621259;Picardiestraat - Rue Picardie;58;;;151752;174154;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0035;1620676;Haachtsesteenweg - Chaussee de Haecht;955;;;152245,122;173725,966;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0002;1621539;Walkiersstraat - Rue Walkiers;20;;;151569,2;174207,636;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0011;1622502;H. Van Hammestraat - Rue H. Van Hamme;91;;;151927,125;174016,305;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0030;1623143;Edward Stuckensstraat - Rue Edouard Stuckens;50;;;151845,974;173922,45;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0034;1623547;Jaak Ballingsstraat - Rue Jacques Ballings;13;;;152070,009;173742,646;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0036;3916142;L. Van Boeckelstraat - Rue L. Van Boeckel;38;;;152273,998;173947,873;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0032;827987;Haachtsesteenweg - Chaussee de Haecht;829;;;151892,14;173503,609;MDU;;13;0;0;13;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0007;830583;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;58;;;152583,235;174653,422;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0011;1621275;Picardiestraat - Rue Picardie;94;;;151854;174180;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0036;1620681;Haachtsesteenweg - Chaussee de Haecht;967;;;152275,045;173752,528;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0002;1621540;Walkiersstraat - Rue Walkiers;22;;;151566,668;174212,489;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0015;1622503;H. Van Hammestraat - Rue H. Van Hamme;92;;;152019,657;173996,909;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0015;1623144;Edward Stuckensstraat - Rue Edouard Stuckens;51;;;151879,903;173949,734;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0035;1623548;Jaak Ballingsstraat - Rue Jacques Ballings;14;;;152083,162;173721,226;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0024;3916153;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;42;;;152655,185;174510,256;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0032;827988;Windmolenstraat - Rue du Moulin A  Vent;26;;;151874,461;173623,872;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0007;830584;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;68;;;152600,734;174659,489;MDU;;5;2;0;7;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0011;1621276;Picardiestraat - Rue Picardie;96;;;151857;174201;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0036;1620683;Haachtsesteenweg - Chaussee de Haecht;971;;;152291,756;173758,872;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0002;1621541;Walkiersstraat - Rue Walkiers;26;;;151560,674;174221,685;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0015;1622504;H. Van Hammestraat - Rue H. Van Hamme;98;;;152034,745;173999,429;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0030;1623145;Edward Stuckensstraat - Rue Edouard Stuckens;52;;;151851,69;173924,366;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0034;1623549;Jaak Ballingsstraat - Rue Jacques Ballings;15;;;152075,485;173744,22;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0009;3916156;Edward Dekosterstraat - Rue Edouard Dekoster;105;;;152487,765;174420,152;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0032;827990;Windmolenstraat - Rue du Moulin A  Vent;42;;;151916,347;173653,099;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0008;830586;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;48;;;152561,09;174631,791;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0002;1621359;Stroobantsstraat - Rue Stroobants;14;;;151570;174248;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0036;1620684;Haachtsesteenweg - Chaussee de Haecht;973;;;152285,271;173786,078;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0002;1621542;Walkiersstraat - Rue Walkiers;28;;;151565,211;174230,847;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0015;1622505;H. Van Hammestraat - Rue H. Van Hamme;100;;;152039,946;173999,664;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0030;1623146;Edward Stuckensstraat - Rue Edouard Stuckens;54;;;151858,203;173924,631;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0035;1623550;Jaak Ballingsstraat - Rue Jacques Ballings;16;;;152101,693;173723,918;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0023;3916157;Edward Dekosterstraat - Rue Edouard Dekoster;122;;;152507,48;174381,464;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0033;827991;Windmolenstraat - Rue du Moulin A  Vent;46;;;151935,418;173663,75;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0031;831361;P. Mattheussensstraat - Rue Pierre Mattheussens;33;;;151831,691;173791,406;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0001;1621385;Stroobantsstraat - Rue Stroobants;75;;;152224;174447;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0036;1620686;Haachtsesteenweg - Chaussee de Haecht;975;;;152300,759;173773,948;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0001;1621543;Walkiersstraat - Rue Walkiers;34;;;151525,869;174273,149;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0015;1622506;H. Van Hammestraat - Rue H. Van Hamme;104;;;152049,861;174001,667;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0015;1623147;Edward Stuckensstraat - Rue Edouard Stuckens;55;;;151890,684;173949,214;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0035;1623551;Jaak Ballingsstraat - Rue Jacques Ballings;18;;;152095,384;173722,938;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0024;3918855;Edward Dekosterstraat - Rue Edouard Dekoster;180;;;152591,203;174569,201;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0033;827993;Windmolenstraat - Rue du Moulin A  Vent;52;;;151955,566;173675,464;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0030;831362;P. Mattheussensstraat - Rue Pierre Mattheussens;33;B;;151857,601;173804,624;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0031;1621412;Lindestraat - Rue du Tilleul;77;;;151709;173898;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0036;1620690;Haachtsesteenweg - Chaussee de Haecht;983;;;152320,933;173772,593;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0001;1621544;Walkiersstraat - Rue Walkiers;36;;;151521,415;174276,092;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0015;1622507;H. Van Hammestraat - Rue H. Van Hamme;106;;;152054,943;174001,688;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0030;1623148;Edward Stuckensstraat - Rue Edouard Stuckens;56;;;151864,191;173922,728;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0034;1623552;Jaak Ballingsstraat - Rue Jacques Ballings;19;;;152087,283;173746,416;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0029;3955668;Frans Pepermansstraat - Rue Frans Pepermans;28;;;152158,598;173911,293;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0033;827995;Windmolenstraat - Rue du Moulin A  Vent;66;;;151999,495;173701,173;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0030;831363;P. Mattheussensstraat - Rue Pierre Mattheussens;69;;;151943,11;173846,649;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0031;1621414;Lindestraat - Rue du Tilleul;83;;;151711;173889;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0036;1620692;Haachtsesteenweg - Chaussee de Haecht;985;;;152324,292;173775,822;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0001;1621545;Walkiersstraat - Rue Walkiers;38;;;151523,77;174285,319;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0016;1622508;H. Van Hammestraat - Rue H. Van Hamme;107;;;151979,368;174019,734;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0030;1623149;Edward Stuckensstraat - Rue Edouard Stuckens;58;;;151870,191;173923,437;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0034;1623554;Jaak Ballingsstraat - Rue Jacques Ballings;21;;;152093,193;173747,587;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0008;3957334;Edward Dekosterstraat - Rue Edouard Dekoster;167;;;152578,384;174591,281;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0032;827996;Lindestraat - Rue du Tilleul;191;;;151852,877;173596,925;MDU;;17;0;0;17;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0031;831364;W. Van Perckstraat - Rue Willebrord Van Perck;38;;;151838,291;173796,586;MDU;;6;0;0;6;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0031;1621428;Lindestraat - Rue du Tilleul;117;;;151735;173794;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0036;1620693;Haachtsesteenweg - Chaussee de Haecht;987;;;152325,33;173786,727;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0001;1621546;Walkiersstraat - Rue Walkiers;40;;;151521,616;174291,626;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0015;1622509;H. Van Hammestraat - Rue H. Van Hamme;108;;;152060,061;174001,664;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0030;1623150;Edward Stuckensstraat - Rue Edouard Stuckens;60;;;151875,988;173921,074;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0035;1623555;Jaak Ballingsstraat - Rue Jacques Ballings;22;;;152106,719;173727,473;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0029;3996762;Frans Pepermansstraat - Rue Frans Pepermans;20;;;152148,315;173928,549;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0032;827997;Lindestraat - Rue du Tilleul;205;;;151821,261;173563,861;MDU;;3;2;0;5;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0030;831365;W. Van Perckstraat - Rue Willebrord Van Perck;39;;;151855,615;173815,007;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0033;1621851;Windmolenstraat - Rue du Moulin;39;;;151937;173710;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0036;1620695;Haachtsesteenweg - Chaussee de Haecht;989;;;152324,285;173817,712;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0001;1621547;Walkiersstraat - Rue Walkiers;42;;;151521,692;174296,279;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0016;1622510;H. Van Hammestraat - Rue H. Van Hamme;109;;;151983,07;174020,744;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0015;1623151;Edward Stuckensstraat - Rue Edouard Stuckens;61;;;151907,246;173948,562;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0034;1623556;Jaak Ballingsstraat - Rue Jacques Ballings;23;;;152096,921;173757,17;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0032;4001229;W. Van Perckstraat - Rue Willebrord Van Perck;110;;;151950,552;173584,903;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0032;827998;Lindestraat - Rue du Tilleul;209;;;151826,848;173556,309;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0031;831366;W. Van Perckstraat - Rue Willebrord Van Perck;2;;;151785,911;173923,368;MDU;;5;0;0;5;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0039;1621928;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;12;;;152594;173977;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0036;1620696;Haachtsesteenweg - Chaussee de Haecht;991;;;152340,134;173784,207;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0032;1621843;Windmolenstraat - Rue du Moulin A  Vent;28;;;151879,405;173626,785;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0016;1622511;H. Van Hammestraat - Rue H. Van Hamme;111;;;151988,963;174020,421;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0030;1623152;Edward Stuckensstraat - Rue Edouard Stuckens;62;;;151881,917;173921,888;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0035;1623557;Jaak Ballingsstraat - Rue Jacques Ballings;24;;;152112,674;173728,166;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0008;4002390;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;36;;;152535,396;174598,598;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0032;827999;Lindestraat - Rue du Tilleul;211;;;151826,383;173547,674;MDU;;6;0;0;6;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0031;831367;W. Van Perckstraat - Rue Willebrord Van Perck;32;;;151796,745;173805,552;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0022;1621980;Frans Leonstraat - Rue Frans Leon;10;;;152401;174239;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0036;1620698;Haachtsesteenweg - Chaussee de Haecht;993;;;152346,161;173788,777;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0032;1621844;Windmolenstraat - Rue du Moulin A  Vent;30;;;151883,92;173630,554;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0016;1622512;H. Van Hammestraat - Rue H. Van Hamme;113;;;151993,108;174022,51;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0030;1623153;Edward Stuckensstraat - Rue Edouard Stuckens;64;;;151887,82;173922,736;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0034;1623558;Jaak Ballingsstraat - Rue Jacques Ballings;25;;;152104,761;173750,77;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0029;4005648;H. Van Neromstraat - Rue H. Van Nerom;14;;;152127,316;173902,828;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0032;828000;Lindestraat - Rue du Tilleul;219;;;151835,553;173523,099;MDU;;5;0;0;5;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0030;831369;P. Van Obberghenstraat - Rue P. Van Obberghen;2;;;151907,361;173925,134;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0021;1621981;Frans Leonstraat - Rue Frans Leon;11;;;152389;174215;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0036;1620700;Haachtsesteenweg - Chaussee de Haecht;995;;;152353,846;173788,663;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0032;1621845;Windmolenstraat - Rue du Moulin A  Vent;32;;;151889,704;173632,49;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0016;1622514;H. Van Hammestraat - Rue H. Van Hamme;117;;;152005,296;174021,599;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0015;1623154;Edward Stuckensstraat - Rue Edouard Stuckens;65;;;151920,647;173948,824;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0035;1623559;Jaak Ballingsstraat - Rue Jacques Ballings;26;;;152119,116;173729,317;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0018;4005747;Parijsstraat - Rue de Paris;28;;;152234,258;174117,214;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0032;828001;Lindestraat - Rue du Tilleul;225;;;151844,421;173504,392;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0030;831370;P. Van Obberghenstraat - Rue P. Van Obberghen;8;;;151909,045;173903,552;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template;;
EVERE - FH04;BL0022;1621993;Frans Leonstraat - Rue Frans Leon;34;;;152351;174282;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0036;1620701;Haachtsesteenweg - Chaussee de Haecht;997;;;152359,195;173791,758;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH04;BL0032;1621846;Windmolenstraat - Rue du Moulin A  Vent;33;;;151888,126;173659,57;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
