Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Opdrachttemplate
MECHELEN - FH01;Arme-Clarenstraat;6;;157468,518;191028,948;SDU;;1;0;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Geitestraat;17;;157814,876;190785,108;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;74;;157816,577;190427,061;SDU;;1;0;0;1;N;IRREG;2;BUILDING template
MECHELEN - FH01;Standonckstraat;5;;157861,643;190948,224;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;7;;157460,168;191017,307;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Geitestraat;19;;157819,083;190782,912;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;75;;157876,586;190413,481;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Standonckstraat;7;;157860,474;190953,047;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;8;;157461,982;191032,489;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Geitestraat;20;;157807,633;190770,3;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;76;;157844,673;190425,566;MDU;;6;0;0;6;N;IRREG;5;BUILDING template
MECHELEN - FH01;Standonckstraat;9;;157860,747;190956,458;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Melaan;16;;157475,244;190929,206;MDU;;2;0;0;2;N;NA;0;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;9;;157452,926;191019,931;MDU;;2;1;0;3;Y;NA;3;BUILDING template
MECHELEN - FH01;Geitestraat;21;;157823,857;190779,541;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;77;;157882,295;190405,412;MDU;;6;0;0;6;Y;NA;3;BUILDING template
MECHELEN - FH01;Standonckstraat;11;;157861,37;190961,043;SDU;;1;0;0;1;N;ORN;2;BUILDING template
MECHELEN - FH01;Nieuwe Beggaardenstraat;39;;157356,258;191048,557;MDU;;2;0;0;2;N;NA;0;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;10;;157452,68;191036,007;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Geitestraat;22;;157817,224;190765,592;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;78;;157848,797;190419,216;SDU;;0;1;0;1;N;IRREG;4;BUILDING template
MECHELEN - FH01;Steenweg;2;;157693,52;190915,83;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Frederik de merodestraat;12;;157846,703;190972,965;SDU;;0;1;1;2;N;IRREG;3;BUILDING template
MECHELEN - FH01;Melaan;12;;157485,241;190955,75;MDU;;2;0;0;2;Y;NA;0;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;11;;157449,061;191020,552;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Geitestraat;25;;157828,972;190777,444;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;80;;157845,402;190409,835;MDU;;1;1;0;2;Y;NA;4;BUILDING template
MECHELEN - FH01;Steenweg;4;;157698,142;190912,875;MDU;;2;1;0;3;Y;NA;4;BUILDING template
MECHELEN - FH01;Frederik de merodestraat;14;;157851,1;190974,006;MDU;;6;1;1;8;N;IRREG;3;BUILDING template
MECHELEN - FH01;Stadsheimelijkheid;7;;157525,622;191156,845;MDU;;2;0;0;2;N;NA;0;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;12;;157444,824;191039,477;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Geitestraat;27;;157834,09;190773,127;SDU;;0;1;1;2;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;82;;157853,905;190407,32;MDU;;8;0;0;8;Y;NA;3;BUILDING template
MECHELEN - FH01;Steenweg;6;;157702,631;190909,674;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Frederik de merodestraat;16;;157852,963;190978,731;SDU;;1;0;1;2;N;MON;3;BUILDING template
MECHELEN - FH01;A.B.-straat;3;A;157598,14;191117,558;MDU;;2;0;0;2;Y;NA;0;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;13;;157443,196;191025,05;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Geitestraat;28;;157824,043;190760,929;SDU;;0;1;1;2;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;83;;157892,82;190391,745;MDU;;4;0;0;4;Y;NA;4;BUILDING template
MECHELEN - FH01;Steenweg;8;;157706,166;190907,494;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;14;;157435,714;191051,178;SDU;;0;1;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Geitestraat;29;;157841,676;190769,05;MDU;;3;1;0;4;Y;NA;4;BUILDING template
MECHELEN - FH01;Steenweg;10;;157709,723;190905,883;SDU;;0;1;1;2;Y;NA;4;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;15;;157436,804;191028,49;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Geitestraat;32;;157828,694;190756,904;MDU;;1;1;0;2;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;86;;157858,975;190399,272;MDU;;8;0;0;8;Y;NA;3;BUILDING template
MECHELEN - FH01;Steenweg;12;;157714,384;190903,699;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Biest;8;;157996,884;191131,481;SDU;;0;1;1;2;Y;NA;2;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;23;;157406,98;191037,949;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Geitestraat;34;;157839,39;190754,743;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;89;;157899,885;190380,515;SDU;;1;0;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Steenweg;14;;157717,936;190901,853;MDU;;1;1;0;2;Y;NA;4;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;1;;157774,795;191142,97;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Lange Schipstraat;90;;157866,717;190388,249;MDU;;11;0;0;11;N;IRREG;4;BUILDING template
MECHELEN - FH01;Steenweg;16;;157722,083;190899,758;MDU;;2;1;0;3;Y;NA;4;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;25;;157402,026;191038,868;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;2;;157793,331;191131,918;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;91;;157903,87;190375,929;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Steenweg;18;;157724,848;190896,598;MDU;;3;1;0;4;Y;NA;4;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;3;;157776,306;191150,391;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Steenweg;20;;157728,27;190893,416;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Zakstraat;7;;157983,532;190855,216;SDU;;0;1;1;2;N;ORN;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;4;;157797,167;191137,602;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Lange Schipstraat;95;;157908,79;190373,306;MDU;;4;0;0;4;Y;NA;5;BUILDING template
MECHELEN - FH01;Steenweg;22;;157730,902;190889,647;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;31;;157386,45;191047,157;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;5;;157778,161;191156,117;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;97;;157914,263;190371,054;MDU;;4;0;0;4;Y;NA;5;BUILDING template
MECHELEN - FH01;Steenweg;24;;157733,036;190886,13;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;33;;157383,338;191049,137;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;6;;157797,312;191147,814;SDU;;0;1;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Steenweg;26;;157734,11;190882,307;SDU;;0;1;1;2;Y;NA;4;BUILDING template
MECHELEN - FH01;Befferstraat;1;;157903,853;190915,238;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;7;;157784,929;191160,209;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;27;;157809,003;190557,603;SDU;;1;0;0;1;N;IRREG;4;BUILDING template
MECHELEN - FH01;Steenweg;28;;157733,613;190878,312;MDU;;3;1;0;4;Y;NA;4;BUILDING template
MECHELEN - FH01;Befferstraat;3;;157911,132;190916,947;SDU;;0;1;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;8;;157801,322;191158,92;SDU;;1;0;0;1;N;IRREG;2;BUILDING template
MECHELEN - FH01;Leermarkt;2;;157967,066;190716,525;MDU;D;2;0;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Steenweg;30;;157735,541;190872,857;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Befferstraat;5;;157912,154;190918,183;MDU;;1;1;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;9;;157784,287;191177,236;SDU;;0;1;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Leermarkt;4;;157967,678;190712,382;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Steenweg;32;;157735,414;190868,444;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Stadsheimelijkheid;5;;157513,817;191154,594;MDU;;7;1;0;8;N;IRREG;4;BUILDING template
MECHELEN - FH01;Befferstraat;7;;157912,516;190909,737;MDU;;1;1;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;10;;157803,745;191169,158;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Leermarkt;6;;157962,898;190706,302;MDU;;4;0;0;4;Y;NA;4;BUILDING template
MECHELEN - FH01;Steenweg;34;;157733,277;190864,135;MDU;;4;1;0;5;Y;NA;5;BUILDING template
MECHELEN - FH01;Rik woutersstraat;22;B;158057,859;190859,23;SDU;;0;1;0;1;N;IRREG;4;BUILDING template
MECHELEN - FH01;Befferstraat;9;;157915,874;190913,296;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;11;;157788,223;191192,119;MDU;;2;6;2;10;Y;NA;3;BUILDING template
MECHELEN - FH01;Leermarkt;8;;157968,011;190701,946;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Steenweg;36;;157734,377;190858,673;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Veemarkt;19;;158076,018;191005,903;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Befferstraat;10;;157969,435;190880,84;MDU;;2;1;0;3;N;IRREG;4;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;12;;157804,061;191175,04;SDU;;1;0;0;1;N;IRREG;2;BUILDING template
MECHELEN - FH01;Leermarkt;14;;157970,915;190685,841;MDU;;7;1;0;8;N;ORN;5;BUILDING template
MECHELEN - FH01;Steenweg;40;;157733,94;190849,26;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Befferstraat;11;;157920,91;190916,657;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;13;;157791,689;191214,398;MDU;;3;0;0;3;Y;NA;3;BUILDING template
MECHELEN - FH01;Leermarkt;16;;157974,388;190678,429;SDU;;1;0;0;1;N;IRREG;4;BUILDING template
MECHELEN - FH01;Steenweg;42;;157733,69;190844,83;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Schaalstraat;31;;157827,302;190676,345;MDU;;2;0;0;2;Y;NA;2;BUILDING template
MECHELEN - FH01;Klapgat;2;;157817,136;191133,507;MDU;;1;1;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Befferstraat;12;;157973,146;190905,614;SDU;;0;1;0;1;N;ORN;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;14;;157805,323;191181,605;SDU;;1;0;0;1;N;IRREG;2;BUILDING template
MECHELEN - FH01;Leermarkt;18;;157975,758;190673,665;SDU;;1;0;0;1;N;IRREG;4;BUILDING template
MECHELEN - FH01;Steenweg;44;;157732,44;190840,781;SDU;;0;1;1;2;Y;NA;4;BUILDING template
MECHELEN - FH01;Schaalstraat;23;;157812,387;190675,488;MDU;;1;1;0;2;Y;NA;2;BUILDING template
MECHELEN - FH01;Befferstraat;13;;157928,359;190916,863;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;15;;157792,842;191219,922;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Leermarkt;24;;157979,521;190661,635;MDU;;2;1;0;3;Y;NA;4;BUILDING template
MECHELEN - FH01;Steenweg;46;;157731,011;190837,61;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Veemarkt;39;;157997,211;191103,751;SDU;;0;1;2;3;N;ORN;2;BUILDING template
MECHELEN - FH01;Nauwstraat;2;;157635,6;190674,21;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Befferstraat;14;;157978,475;190902,279;MDU;;2;1;0;3;N;IRREG;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;16;;157809,629;191200,387;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Steenweg;48;;157729,68;190834,098;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Befferstraat;15;;157933,902;190918,291;SDU;;1;0;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;17;;157796,689;191226,019;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Leermarkt;30;;157981,694;190640,06;SDU;;1;0;0;1;N;IRREG;4;BUILDING template
MECHELEN - FH01;Straatje-zonder-einde;3;;157506,699;191035,195;SDU;;1;0;0;1;N;IRREG;2;BUILDING template
MECHELEN - FH01;Befferstraat;16;;157981,806;190907,054;MDU;;3;1;0;4;Y;NA;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;18;;157813,677;191206,478;SDU;;1;0;0;1;N;IRREG;2;BUILDING template
MECHELEN - FH01;Leermarkt;32;;157984,968;190634,758;MDU;;3;1;0;4;Y;NA;4;BUILDING template
MECHELEN - FH01;Thaborstraat;1;;157484,512;190865,367;MDU;D;3;0;0;3;Y;NA;3;BUILDING template
MECHELEN - FH01;Befferstraat;17;;157938,25;190919,481;MDU;;1;1;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;19;;157794,813;191234,74;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Leermarkt;34;;157986,161;190630,183;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Thaborstraat;3;;157481,311;190864,582;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Befferstraat;19;;157944,786;190924,617;MDU;;8;1;2;11;Y;NA;5;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;20;;157816,923;191217,925;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Leermarkt;36;;157988,985;190629,735;MDU;;3;0;0;3;Y;NA;4;BUILDING template
MECHELEN - FH01;Thaborstraat;5;;157475,875;190866,796;MDU;D;2;0;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Befferstraat;20;;157984,651;190910,395;MDU;;3;1;0;4;N;IRREG;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;21;;157776,914;191237,355;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Leermarkt;40;;157984,504;190614,099;MDU;;6;0;0;6;N;IRREG;6;BUILDING template
MECHELEN - FH01;Thaborstraat;7;;157473,465;190867,857;SDU;;1;0;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Befferstraat;22;;157990,499;190911,539;SDU;;0;1;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;23;;157800,208;191246,261;MDU;D;3;0;0;3;Y;NA;3;BUILDING template
MECHELEN - FH01;Leermarkt;42;;157987,321;190604,022;MDU;;12;0;0;12;N;IRREG;5;BUILDING template
MECHELEN - FH01;Thaborstraat;10;;157346,284;190983,766;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Befferstraat;23;;157949,847;190927,969;MDU;;5;1;1;7;Y;NA;5;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;24;;157821,244;191233,99;SDU;;0;1;0;1;N;ORN;2;BUILDING template
MECHELEN - FH01;Leermarkt;48;;157998,982;190589,982;SDU;;1;0;0;1;N;IRREG;4;BUILDING template
MECHELEN - FH01;Thaborstraat;12;;157344,919;190988,696;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Befferstraat;24;;157996,101;190914,471;SDU;;0;1;1;2;N;IRREG;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;25;;157803,429;191252,46;MDU;D;2;0;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Leermarkt;52;;157998,56;190575,337;MDU;;4;0;0;4;Y;NA;4;BUILDING template
MECHELEN - FH01;Thaborstraat;14;;157343,442;190993,085;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Befferstraat;25;;157970,186;190938,722;SDU;;0;1;2;3;N;GLASS;5;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;26;;157825,789;191246,509;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Leermarkt;54;;158002,096;190567,154;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Thaborstraat;15;;157448,069;190872,686;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Befferstraat;26;;158003,918;190917,275;MDU;;1;1;0;2;N;IRREG;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;27;;157796,207;191258,598;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Leermarkt;56;;158002,947;190560,424;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Thaborstraat;16;;157340,591;190995,279;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Befferstraat;28;;158010,416;190919,455;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;28;;157829,344;191263,218;SDU;;0;1;1;2;Y;NA;5;BUILDING template
MECHELEN - FH01;Leermarkt;58;;158005,078;190554,547;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Thaborstraat;17;;157448,95;190882,384;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Befferstraat;29;;157978,804;190941,563;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;29;;157802,142;191262,911;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Leermarkt;60;;158006,494;190549,632;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Thaborstraat;18;;157338,628;190997,932;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Befferstraat;30;;158016,17;190923,876;MDU;;1;1;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Leermarkt;62;;158008,387;190542,401;SDU;;1;0;0;1;N;ORN;3;BUILDING template
MECHELEN - FH01;Thaborstraat;19;;157445,172;190884,176;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Befferstraat;31;;157983,807;190944,913;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;33;;157799,316;191268,759;SDU;;0;1;0;1;Y;NA;1;BUILDING template
MECHELEN - FH01;Lekkernijstraatje;8;;157858,311;190493,264;MDU;;3;0;0;3;N;IRREG;3;BUILDING template
MECHELEN - FH01;Thaborstraat;20;;157335,344;191001,664;SDU;;1;0;1;2;Y;NA;2;BUILDING template
MECHELEN - FH01;Nauwstraat;6;;157626,142;190681,848;SDU;;0;1;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Befferstraat;32;;158022,38;190926,443;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;45;;157801,655;191290,375;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Lekkernijstraatje;10;;157853,115;190485,193;MDU;;2;0;0;2;N;IRREG;3;BUILDING template
MECHELEN - FH01;Thaborstraat;21;;157442,176;190887,152;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Befferstraat;33;;157990,196;190944,909;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Goswin de Stassartstraat;47;;157799,794;191299,388;MDU;D;0;2;0;2;N;IRREG;2;BUILDING template
MECHELEN - FH01;Melaan;2;;157505,455;190999,378;SDU;;1;0;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Thaborstraat;23;;157437,79;190888,573;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Schaalstraat;5;;157754,668;190696,509;SDU;;0;1;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Befferstraat;34;;158028,016;190931,262;MDU;;0;4;2;6;Y;NA;3;BUILDING template
MECHELEN - FH01;Grootbrug;1;;157658,121;190643,658;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Melaan;3;;157616,561;190967,002;SDU;;0;1;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Thaborstraat;25;;157434,881;190890,387;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Schoenmarkt;6;;157764,542;190841,714;SDU;;0;1;0;1;N;IRREG;1;BUILDING template
MECHELEN - FH01;Befferstraat;35;;157994,134;190949,118;MDU;;2;0;0;2;Y;NA;4;BUILDING template
MECHELEN - FH01;Grootbrug;2;;157639,407;190659,723;MDU;D;2;1;0;3;Y;NA;3;BUILDING template
MECHELEN - FH01;Melaan;4;;157503,238;190994,365;MDU;;1;1;1;3;Y;NA;4;BUILDING template
MECHELEN - FH01;Thaborstraat;27;;157430,988;190895,496;MDU;;2;0;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Befferstraat;37;;158001,176;190951,474;SDU;;1;0;0;1;N;MON;3;BUILDING template
MECHELEN - FH01;Grootbrug;3;;157655,299;190636,225;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Melaan;6;;157499,479;190987,232;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Thaborstraat;35;;157355,942;190851,833;MDU;;10;0;2;12;N;IRREG;3;BUILDING template
MECHELEN - FH01;Schaalstraat;6;;157736,621;190686,468;SDU;;0;1;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Befferstraat;38;;158038,888;190934,223;MDU;;1;1;0;2;N;IRREG;3;BUILDING template
MECHELEN - FH01;Grootbrug;6;;157634,356;190654,189;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Melaan;8;;157496,972;190981,641;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Thaborstraat;37;;157353,237;190852,601;MDU;;10;0;2;12;N;IRREG;3;BUILDING template
MECHELEN - FH01;Sint-Janstraat;8;D;157906,192;191275,04;MDU;;5;0;1;6;N;IRREG;3;BUILDING template
MECHELEN - FH01;Schoolstraat;8;;157810;191015;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Begijnenstraat;3;;157673,555;190887,088;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Grootbrug;8;;157629,122;190648,646;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Melaan;10;;157490,225;190969,496;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Thaborstraat;51;;157391,397;190922,701;MDU;;10;0;2;12;N;IRREG;3;BUILDING template
MECHELEN - FH01;Sint-Janstraat;8;C;157903,96;191258,615;MDU;;5;0;1;6;N;IRREG;3;BUILDING template
MECHELEN - FH01;Begijnenstraat;4;;157664,868;190902,068;MDU;;18;0;0;18;N;GLASS;5;BUILDING template
MECHELEN - FH01;Grote Markt;1;;157791,005;190911,414;SDU;;1;0;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Melaan;14;;157422,456;190918,788;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Thaborstraat;53;;157373,521;190933,899;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Sint-Janstraat;8;A;157889,192;191222,007;MDU;;5;0;1;6;N;IRREG;3;BUILDING template
MECHELEN - FH01;Begijnenstraat;9;;157663,302;190873,635;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Grote Markt;2;;157774,997;190924,146;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Melaan;26;;157488,551;190858,413;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Thaborstraat;59;;157353,194;190937,376;MDU;;2;0;0;2;Y;NA;4;BUILDING template
MECHELEN - FH01;Begijnenstraat;10;;157656,102;190885,481;MDU;;3;0;0;3;Y;NA;4;BUILDING template
MECHELEN - FH01;Grote Markt;3;;157793,065;190916,069;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Melaan;28;;157487,373;190852,876;MDU;D;1;1;0;2;N;IRREG;3;BUILDING template
MECHELEN - FH01;Thaborstraat;61;;157354,589;190943,817;SDU;;1;0;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Sint-katelijnestraat;6;;157646,096;191062,137;MDU;;2;1;0;3;Y;NA;3;BUILDING template
MECHELEN - FH01;Grote Markt;4;;157797,284;190919,81;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Melaan;30;;157486,227;190848,06;MDU;;3;0;0;3;N;IRREG;3;BUILDING template
MECHELEN - FH01;Thaborstraat;63;;157354,423;190951,441;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Schoutetstraat;5;;157740,538;191181,556;SDU;;1;0;0;1;N;IRREG;10;BUILDING template
MECHELEN - FH01;Begijnenstraat;12;;157653,586;190881,012;SDU;;1;0;0;1;Y;NA;3;BUILDING template
