Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Building comment;Opdrachttemplate
SINT-NIKLAAS - FH02;BL0217;75735;Zeildoekstraat;1;;;134580,862;205876,56;MDU;;3;0;0;3;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;1514001;Zeildoekstraat;3;;;134580,021;205869,86;SDU;;1;0;0;1;N;IRREG;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;1514002;Zeildoekstraat;5;;;134578,488;205865,242;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;1514003;Zeildoekstraat;7;;;134576,993;205860,223;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;1514004;Zeildoekstraat;9;;;134575,333;205856,132;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;1514005;Zeildoekstraat;11;;;134573,212;205851,549;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;1514006;Zeildoekstraat;13;;;134571,369;205846,661;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;1514007;Zeildoekstraat;15;;;134569,616;205842,551;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;1514008;Zeildoekstraat;17;;;134567,444;205837,582;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;1514009;Zeildoekstraat;19;;;134565,439;205833,033;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;5722714;Zeildoekstraat;1;A;;134583,597;205885,264;MDU;;5;0;1;6;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;5904903;Zeildoekstraat;1;B;;134582,926;205880,129;SDU;;1;0;0;1;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;1514010;Zeildoekstraat;21;;;134563,859;205828,219;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;1514011;Zeildoekstraat;23;;;134562,015;205823,856;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;75736;Zeildoekstraat;25;;;134560,023;205819,28;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;4230163;Zeildoekstraat;29;;;134578,752;205823,778;MDU;;2;0;0;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;3525267;Zeildoekstraat;31;;;134580,53;205826,87;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;4443051;Zeildoekstraat;33;;;134582,239;205831,177;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;3525271;Zeildoekstraat;35;;;134583,357;205835,102;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;3525277;Zeildoekstraat;37;;;134586,111;205839,999;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;4443052;Zeildoekstraat;39;;;134588,086;205846,87;SDU;;1;0;0;1;N;IRREG;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;4443055;Zeildoekstraat;43;;;134589,749;205852,84;SDU;;1;0;0;1;N;IRREG;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;3525280;Zeildoekstraat;45;;;134591,268;205857,577;MDU;;1;2;0;3;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0217;9455;Zeildoekstraat;49;;;134594,997;205866,829;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;5577918;Azalealaan;4;;;134988,271;205781,65;SDU;;1;0;0;1;N;IRREG;5;_;BUILDING template
SINT-NIKLAAS - FH02;BL0218;1514093;Hospitaalstraat;6;;;134682,28;205856,463;MDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;75758;Hospitaalstraat;12;;;134910,116;205744,097;MDU;;0;2;2;4;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;54661;Azalealaan;2;;;134941,699;205750,234;SDU;;0;1;0;1;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;75494;Lodewijk De Meesterstraat;5;;;134866,458;205972,912;MDU;;0;1;2;3;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;75477;Lodewijk De Meesterstraat;1;;;134690,371;205926,743;MDU;;0;1;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;5705661;Azalealaan;6;;;134999,859;205798,449;MDU;;60;0;2;62;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;3485228;Azalealaan;10;;;135079,352;205904,641;MDU;;0;7;1;8;N;IRREG;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;75488;Hospitaalstraat;2;;;134641,255;205886,52;MDU;;0;1;2;3;Y;NA;3;BE;BUILDING template
SINT-NIKLAAS - FH02;BL0218;1514095;Hospitaalstraat;8;;;134689,614;205854,151;MDU;;0;2;0;2;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;75452;Lamstraat;44;;;134999,766;205998,264;SDU;;0;1;0;1;N;GLASS;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;75450;Lamstraat;46;;;135030,767;205961,745;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;3501742;Lamstraat;48;;;135033,694;205957,822;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;60772;Lamstraat;50;;;135036,602;205954,919;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;3501744;Lamstraat;52;;;135039,59;205952,039;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;4466415;Lamstraat;54;;;135042,095;205948,968;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;4466418;Lamstraat;56;;;135044,549;205945,74;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;3501747;Lamstraat;58;;;135046,982;205942,458;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;3501751;Lamstraat;60;;;135049,57;205939,666;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;3501755;Lamstraat;62;;;135052,26;205936,653;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;3501759;Lamstraat;64;;;135058,214;205931,045;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;3501761;Lamstraat;66;;;135064,287;205924,747;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;3948710;Lamstraat;68;;;135067,344;205920,215;MDU;;2;0;0;2;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;60771;Lamstraat;70;;;135072,089;205915,915;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0218;1514043;Lodewijk De Meesterstraat;3;;;134784,355;205955,417;MDU;;0;1;2;3;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3486978;Brugsken;34;;;135003,198;205670,353;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3486980;Brugsken;36;;;135007,296;205668,463;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;1513567;Brugsken;38;;;135013,526;205664,91;MDU;;8;0;1;9;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3486982;Brugsken;42;;;135017,615;205662,479;SDU;;1;0;0;1;Y;NA;1;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3486983;Brugsken;44;;;135021,173;205660,311;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;4466402;Brugsken;46;;;135029,992;205677,675;MDU;;8;0;0;8;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3486988;Brugsken;50;;;135037,95;205652,559;MDU;;3;0;0;3;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;60743;Brugsken;56;;;135060,628;205637,712;MDU;;2;0;0;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;60781;Magnolialaan;2;;;135069,424;205645,229;MDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;4466405;Brugsken;52;;;135047,163;205647,256;MDU;;10;0;1;11;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3486986;Brugsken;48;;;135027,397;205657,674;MDU;;7;0;0;7;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3486976;Brugsken;32;;;134995,814;205677,278;MDU;;0;1;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;54660;Azalealaan;1;;;134935,159;205712,958;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;60756;Azalealaan;5;;;134950,144;205724,402;MDU;;5;0;1;6;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;4466228;Azalealaan;7;;;134960,322;205731,656;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3485227;Azalealaan;9;;;134966,396;205733,713;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3485230;Azalealaan;11;;;134969,714;205735,741;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;60749;Azalealaan;13;;;134972,997;205738,553;SDU;;1;0;0;1;N;IRREG;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;60750;Azalealaan;15;;;134977,572;205740,126;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3485232;Azalealaan;17;;;134981,674;205742,01;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3485235;Azalealaan;19;;;134985,105;205744,681;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3485237;Azalealaan;21;;;134988,45;205747,174;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;4127783;Azalealaan;23;;;134991,987;205750,098;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3485239;Azalealaan;25;;;134996,132;205754,382;MDU;;5;0;0;5;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;60747;Azalealaan;27;;;135002,249;205756,802;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;60748;Azalealaan;29;;;135017,772;205765,18;SDU;;0;1;0;1;N;IRREG;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;60744;Brugsken;2;;;134938,263;205710,818;SDU;;0;1;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3948579;Brugsken;4;;;134942,308;205708,101;MDU;;2;0;0;2;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3486960;Brugsken;6;;;134946,539;205705,167;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3486962;Brugsken;8;;;134950,057;205702,52;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3486963;Brugsken;10;;;134952,872;205700,478;MDU;;1;0;1;2;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3486966;Brugsken;12;;;134957,648;205696,733;MDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;4466371;Brugsken;14;;;134961,67;205696,578;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3486967;Brugsken;16;;;134965,166;205693,798;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3486969;Brugsken;18;;;134968,799;205691,147;SDU;;1;0;0;1;N;IRREG;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;4178967;Brugsken;20;;;134972,456;205688,644;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;4466379;Brugsken;22;;;134976,079;205686,359;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3486970;Brugsken;24;;;134980,878;205684,956;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;4466385;Brugsken;26;;;134984,409;205683,021;MDU;;4;0;0;4;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0219;3486975;Brugsken;30;;;134991,081;205681,206;MDU;;0;2;0;2;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;96954;Kokkelbeekstraat;2;;;134141,016;205868,297;SDU;;1;0;0;1;N;IRREG;3;_;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500599;Kokkelbeekstraat;50;;;134181,281;205734,056;MDU;;7;1;0;8;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;6449599;Parklaan;15;A;;134231,396;205815,467;SDU;;0;1;0;1;N;IRREG;1;_;BUILDING template
SINT-NIKLAAS - FH02;BL0214;6199956;Parklaan;15;B;;134233,418;205818,396;MDU;;2;0;0;2;N;IRREG;4;_;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3509885;Parklaan;3;A;;134158,465;205869,255;SDU;;1;0;0;1;Y;NA;3;_;BUILDING template
SINT-NIKLAAS - FH02;BL0214;6464947;Parklaan;3;B;;134155,187;205870,72;SDU;;0;1;0;1;Y;NA;1;_;BUILDING template
SINT-NIKLAAS - FH02;BL0214;91083;August Nobelsstraat;1;;;134371,692;205706,181;MDU;;14;0;0;14;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;91082;August Nobelsstraat;3;;;134366,479;205696,548;SDU;;1;0;0;1;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3508926;August Nobelsstraat;5;;;134361,303;205687,141;SDU;;1;0;0;1;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3508932;August Nobelsstraat;7;;;134353,714;205679,213;MDU;;4;0;0;4;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3508947;August Nobelsstraat;9;;;134347,858;205672,195;MDU;;4;0;0;4;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;91081;August Nobelsstraat;11;;;134342,364;205664,348;MDU;;4;0;0;4;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500227;Knaptandstraat;2;;;134211,48;205660,348;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500230;Knaptandstraat;4;;;134213,44;205661,416;MDU;;1;1;0;2;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500234;Knaptandstraat;6;;;134215,874;205652,802;MDU;;1;1;0;2;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;91075;Knaptandstraat;8;;;134219,375;205643,003;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500240;Knaptandstraat;10;;;134220,602;205638,267;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500245;Knaptandstraat;12;;;134223,72;205632,656;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;4260305;Knaptandstraat;14;;;134226,247;205627,017;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500513;Kokkelbeekstraat;6;;;134157,273;205853,457;MDU;;0;1;2;3;N;IRREG;2;BE;BUILDING template
SINT-NIKLAAS - FH02;BL0214;4140440;Kokkelbeekstraat;8;;;134143,577;205832,204;MDU;;1;0;1;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500522;Kokkelbeekstraat;10;;;134144,084;205826,575;SDU;;0;1;0;1;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;96721;Kokkelbeekstraat;12;;;134146,404;205820,413;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500532;Kokkelbeekstraat;14;;;134148,672;205814,309;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500539;Kokkelbeekstraat;16;;;134149,899;205810,487;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500545;Kokkelbeekstraat;18;;;134151,087;205807,482;MDU;;0;1;1;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500548;Kokkelbeekstraat;20;;;134153,278;205803,447;MDU;;3;0;0;3;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;4059929;Kokkelbeekstraat;22;;;134154,668;205798,151;SDU;;1;0;0;1;N;IRREG;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500559;Kokkelbeekstraat;24;;;134155,144;205794,471;MDU;;4;0;0;4;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;6449270;Kokkelbeekstraat;32;A;;134162,024;205776,977;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;4462476;Kokkelbeekstraat;26;;;134156,272;205791,041;SDU;;0;1;0;1;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500563;Kokkelbeekstraat;28;;;134157,785;205787,567;MDU;;3;0;0;3;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;5729092;Kokkelbeekstraat;32;B;;134164,813;205776,954;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;4462478;Kokkelbeekstraat;32;;;134161,599;205780,461;MDU;D;2;0;0;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500573;Kokkelbeekstraat;34;;;134163,107;205773,524;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;5572099;Parklaan;13;A;;134220,237;205824,024;SDU;;0;1;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500578;Kokkelbeekstraat;36;;;134165,8;205769,784;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3948701;Kokkelbeekstraat;38;;;134200,713;205766,504;MDU;;4;0;0;4;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;5886425;Parklaan;13;B;;134223,584;205821,885;SDU;;0;1;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500582;Kokkelbeekstraat;40;;;134171,437;205758,382;SDU;;1;0;0;1;N;IRREG;3;BE;BUILDING template
SINT-NIKLAAS - FH02;BL0214;96722;Kokkelbeekstraat;42;;;134175,545;205749,433;MDU;;3;0;0;3;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500592;Kokkelbeekstraat;44;;;134180,776;205750,131;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500596;Kokkelbeekstraat;46;;;134179,341;205738,799;SDU;;1;0;0;1;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;1288254;Kokkelbeekstraat;48;;;134226,84;205739,317;SDU;;0;1;0;1;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500604;Kokkelbeekstraat;52;;;134185,903;205721,24;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;4468253;Kokkelbeekstraat;54;;;134188,399;205715,651;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500609;Kokkelbeekstraat;56;;;134189,866;205712,373;MDU;D;2;0;0;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3948702;Kokkelbeekstraat;58;;;134191,472;205706,978;MDU;D;1;1;0;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500613;Kokkelbeekstraat;60;;;134195,495;205700,318;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500616;Kokkelbeekstraat;62;;;134198,224;205691,413;MDU;;0;2;1;3;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500620;Kokkelbeekstraat;66;;;134202,252;205679,56;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3500626;Kokkelbeekstraat;68;;;134204,197;205673,962;MDU;;1;0;1;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;96957;Kokkelbeekstraat;70;;;134207,04;205667,662;MDU;;3;0;0;3;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;96726;Parklaan;1;;;134143,66;205871,919;MDU;;7;0;0;7;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;96727;Parklaan;3;;;134152,084;205866,431;MDU;;1;1;0;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3509887;Parklaan;5;;;134161,884;205866,262;MDU;D;2;1;0;3;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3509897;Parklaan;7;;;134169,245;205863,276;MDU;D;1;1;0;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3509906;Parklaan;9;;;134180,461;205857,743;MDU;;3;1;0;4;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3509909;Parklaan;11;;;134196,716;205841,623;MDU;;14;0;0;14;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;96728;Parklaan;13;;;134215,841;205826,958;MDU;;6;0;0;6;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3509931;Parklaan;15;;;134228,906;205820,847;MDU;;2;1;0;3;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3509937;Parklaan;17;;;134237,247;205817,054;MDU;;4;0;0;4;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3509946;Parklaan;19;;;134249,665;205793,599;MDU;;7;0;0;7;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3509953;Parklaan;21;;;134261,453;205785,765;MDU;;5;0;0;5;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3509957;Parklaan;23;;;134273,125;205778,237;MDU;;7;1;0;8;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;4462457;Parklaan;25;;;134287,96;205767,858;SDU;;0;1;0;1;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3509966;Parklaan;27;;;134299,753;205763,25;MDU;;6;0;0;6;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3509968;Parklaan;29;;;134307,615;205756,939;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3509971;Parklaan;31;;;134315,413;205751,092;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;96729;Parklaan;33;;;134322,769;205745,458;SDU;;0;1;0;1;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3509974;Parklaan;35;;;134333,257;205739,547;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;3509976;Parklaan;37;;;134342,876;205733,739;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;96730;Parklaan;39;;;134352,019;205728,989;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;96731;Parklaan;41;;;134360,079;205722,798;MDU;;1;1;0;2;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0214;96641;Parklaan;43;;;134365,834;205722,64;MDU;;8;0;0;8;N;IRREG;4;;BUILDING template
