Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Building comment;Opdrachttemplate
KNOKKE-HEIST - FH04;BL0401;2758570;Van Bunnenplein;18;;;74851,475;227583,263;MDU;;7;1;0;8;N;IRREG;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2768078;Zeedijk-Het Zoute;815;;;75914,352;227960,031;MDU;;7;0;1;8;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2759116;Duindistelstraat;5;;;75276,02;227736,074;MDU;;7;0;1;8;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2768081;Zeedijk-Het Zoute;817;;;75923,017;227964,269;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2759118;Duindistelstraat;7;;;75273,687;227728,457;MDU;;10;0;0;10;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2768082;Zeedijk-Het Zoute;818;;;75927,779;227966,269;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2759119;Duindistelstraat;9;;;75271,705;227721,642;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;3923027;Antoine Breartstraat;16;;;75318,137;227762,295;MDU;;12;0;1;13;N;IRREG;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2759121;Duindistelstraat;11;;;75269,637;227716,792;MDU;;12;1;0;13;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0405;3939667;Zandstraat;16;;;75184,57;227680,103;MDU;;8;0;0;8;Y;NA;5;_;BUILDING template
KNOKKE-HEIST - FH04;BL0406;2759123;Duindistelstraat;12;;;75241,99;227702,84;MDU;;15;1;0;16;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;3954195;Kustlaan;213;;;75660,612;227791,905;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2759125;Duindistelstraat;15;;;75267,97;227712,401;MDU;;16;0;1;17;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;4067471;Zeedijk-Het Zoute;723;;;75325,6;227777,602;MDU;;17;0;0;17;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2759447;Ebbestraat;3;;;75856,41;227890,84;MDU;;10;0;1;11;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;4070277;Strandstraat;10;;;75685,665;227836,67;MDU;;2;0;0;2;Y;NA;4;;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2759448;Ebbestraat;4;;;75883,665;227887,19;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0406;4073573;Duindistelstraat;14;;;75241,573;227694,045;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2759449;Ebbestraat;5;;;75850,737;227900,033;MDU;;6;0;1;7;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0406;4091179;Zandstraat;11;;;75206,257;227687,596;MDU;;13;0;0;13;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2759451;Ebbestraat;8;;;75879,181;227899,678;MDU;;10;0;1;11;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;4128652;Zeedijk-Het Zoute;741;;;75408,882;227783,653;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2760023;Golvenstraat;4;;;75586,918;227796,472;MDU;;23;0;1;24;N;IRREG;10;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;4342854;Zeedijk-Het Zoute;753;;;75535,475;227810,71;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2760024;Golvenstraat;5;;;75603,306;227808,599;MDU;;6;0;1;7;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;4343060;Zeedijk-Het Zoute;725;;;75333,42;227778,365;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2760025;Golvenstraat;7;;;75604,332;227806,24;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;4343871;Strandstraat;16;;;75689,308;227826,36;SDU;;0;1;0;1;Y;NA;4;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2760027;Golvenstraat;9;;;75604,831;227803,267;MDU;;8;0;1;9;Y;NA;8;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0411;4343877;Kustlaan;191;;;75627,52;227780,2;MDU;;6;1;2;9;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2760029;Golvenstraat;11;;;75605,876;227801,652;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;4343880;Kustlaan;223;;;75679,918;227799,555;MDU;;6;0;1;7;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2760031;Golvenstraat;13;;;75607,451;227797,541;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;4345021;Kustlaan;69;;;75270,47;227689,237;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2760032;Golvenstraat;15;;;75608,591;227793,647;MDU;;17;0;1;18;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0406;4345048;Zeedijk-Het Zoute;710;;;75242,208;227756,842;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2760033;Golvenstraat;17;;;75610,425;227789,293;SDU;;1;0;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;4345065;Zeedijk-Het Zoute;717;;;75287,009;227771,641;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;2761457;Zeedijk-Knokke;648;A;;74837,053;227628,715;SDU;;1;;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0407;4345067;Antoine Breartstraat;11;;;75319,182;227731,852;SDU;;0;1;0;1;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;2761459;Zeedijk-Knokke;651;;;74851,905;227628,673;MDU;;18;0;0;18;N;IRREG;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;4345256;Kustlaan;329;;;75935,3;227895,939;SDU;;;1;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0401;2761461;Zeedijk-Knokke;653;;;74861,92;227634,18;MDU;;16;0;0;16;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;4345257;Kustlaan;333;;;75940,542;227898,179;MDU;;6;0;1;7;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;2761464;Zeedijk-Knokke;654;;;74868,272;227636,38;SDU;;0;1;0;1;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0403;4346484;Zeedijk-Knokke;665;;;74979,982;227671,425;SDU;;0;1;0;1;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;2761466;Zeedijk-Knokke;657;;;74873,738;227638,124;MDU;;8;0;0;8;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;4346486;Kustlaan;3;;;74870,121;227554,325;SDU;;1;;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0401;2761468;Zeedijk-Knokke;658;;;74876,472;227639,285;SDU;;0;1;0;1;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;4346487;Kustlaan;7;;;74887,599;227561,449;SDU;;1;;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0402;2761472;Zeedijk-Knokke;660;;;74925,51;227632,52;SDU;;;1;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0401;4346488;Kustlaan;9;;;74891,778;227562,968;SDU;;1;;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2761475;Zeedijk-Knokke;662;;;74961,546;227665,172;MDU;;8;1;0;9;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;4347674;Kustlaan;33;;;75102,675;227628,955;SDU;;0;1;0;1;N;IRREG;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2761477;Zeedijk-Knokke;663;;;74970,408;227668,27;SDU;;0;1;0;1;N;IRREG;4;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;4347685;Zeedijk-Knokke;674;;;75039,538;227691,145;SDU;;0;1;0;1;Y;NA;8;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2761479;Zeedijk-Knokke;666;;;74985,545;227673,172;MDU;;8;1;0;9;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;4347699;Zeedijk-Knokke;683;;;75083,118;227705,17;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2761482;Zeedijk-Knokke;667;;;74992;227675;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;4347702;Marie-Josestraat;3;;;75036,57;227679,7;SDU;;1;0;0;1;Y;NA;8;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2761483;Zeedijk-Knokke;668;;;74997;227677;MDU;;16;0;0;16;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;4347703;Marie-Josestraat;5;;;75038,45;227674,86;SDU;;1;0;0;1;Y;NA;8;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2761485;Zeedijk-Knokke;669;;;75002,21;227679,835;MDU;;8;1;0;9;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;4348169;Zeedijk-Het Zoute;783;;;75713,823;227871,498;SDU;;0;1;0;1;N;ORN;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2761490;Zeedijk-Knokke;672;;;75015,465;227683,804;SDU;;0;1;0;1;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;4348172;Zeewindstraat;10;;;75769,96;227857,73;SDU;;;1;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0404;2761492;Zeedijk-Knokke;675;;;75044,953;227693,092;SDU;;0;1;0;1;Y;NA;8;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0412;4348174;Kustlaan;247;;;75733,852;227819,617;SDU;;1;;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0404;2761494;Zeedijk-Knokke;676;;;75050,45;227694,801;MDU;;15;0;0;15;Y;NA;8;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0412;4348177;Kustlaan;253;;;75743,09;227823,712;SDU;;0;1;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;;NB-830065996b686;Zeedijk-Knokke;659;;;74883,7617;227636,0848;SDU;;0;1;0;1;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;2761501;Zeedijk-Knokke;682;;;75079,59;227704,263;MDU;;7;1;0;8;N;IRREG;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;4348188;Zeedijk-Het Zoute;801;;;75819,732;227919,603;MDU;;8;0;1;9;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;2761502;Zeedijk-Knokke;684;;;75085,187;227705,997;MDU;;8;0;0;8;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;4348190;Ebbestraat;7;;;75848,905;227904,042;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;2761504;Zeedijk-Knokke;686;;;75092,91;227708,129;MDU;;14;2;0;16;N;IRREG;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;4348192;Ebbestraat;11;;;75840,847;227921,768;SDU;;1;;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0405;2761505;Zeedijk-Knokke;689;;;75119,69;227716,601;SDU;;0;1;0;1;N;IRREG;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;4348200;Zeedijk-Het Zoute;745;;;75429,427;227787,288;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0405;2761506;Zeedijk-Knokke;690;;;75122,377;227717,427;MDU;;6;0;0;6;N;IRREG;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;4348202;Albertplein;9;;;75445,212;227763,558;SDU;;0;1;0;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0405;2761507;Zeedijk-Knokke;691;;;75124,88;227718,696;MDU;;8;1;0;9;Y;NA;4;;BUILDING template
KNOKKE-HEIST - FH04;BL0401;5446596;Lichttorenplein;6;A;;74880,389;227559,115;SDU;;;1;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0405;2761510;Zeedijk-Knokke;692;;;75127,235;227719,522;MDU;;8;1;0;9;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;5567537;Zeewindstraat;9;;;75797;227862;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0405;2761511;Zeedijk-Knokke;693;;;75130,212;227720,458;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;5579236;Albertplein;4;;;75447,688;227744,264;SDU;;0;1;1;2;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0405;2761513;Zeedijk-Knokke;694;;;75132,282;227721,38;MDU;;8;0;0;8;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;5579237;Albertplein;6;;;75446,024;227751,55;MDU;;8;0;1;9;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0405;2761514;Zeedijk-Knokke;695;;;75136;227723;SDU;;0;1;0;1;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;5579238;Albertplein;11;;;75443,815;227770,367;MDU;;36;0;3;39;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0405;2761516;Zeedijk-Knokke;696;;;75141,482;227723,931;MDU;;8;0;0;8;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;5579240;Albertplein;17;;;75513,971;227762,356;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0405;2761517;Zeedijk-Knokke;697;;;75146,323;227724,043;MDU;;29;0;0;29;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;5579288;Antoine Breartstraat;3;;;75328,491;227723,351;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0405;2761519;Zeedijk-Knokke;699;;;75167,09;227733,375;SDU;;0;1;0;1;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;5579289;Antoine Breartstraat;5;;;75327,135;227724,842;MDU;;27;0;1;28;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;2762273;Kustlaan;5;;;74874,301;227556,557;SDU;;1;;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0407;5579290;Antoine Breartstraat;15;;;75312,39;227739,451;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2762279;Kustlaan;13;A;;74993,531;227595,336;SDU;;0;1;0;1;N;IRREG;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;5579293;Van Bunnenplein;13;;;74840,599;227605,794;MDU;;25;1;;26;Y;NA;4;;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2762280;Kustlaan;13;B;;74999,609;227597,372;SDU;;0;1;0;1;N;IRREG;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0406;5579334;Duindistelstraat;16;;;75239,5;227688,456;SDU;;0;1;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2762281;Kustlaan;15;;;75005,952;227599,632;MDU;;10;1;0;11;N;IRREG;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;5579354;Ebbestraat;6;;;75881,86;227891,702;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2762283;Kustlaan;17;;;75013,688;227601,025;MDU;;2;1;0;3;Y;NA;3;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;5579394;Zeedijk-Knokke;652;;;74856,702;227630,003;SDU;;0;1;0;1;N;IRREG;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;2762292;Kustlaan;29;;;75091,973;227625,835;MDU;;5;1;0;6;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0403;5579395;Zeedijk-Knokke;671;;;75009,33;227682,092;MDU;;21;0;0;21;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;2762294;Kustlaan;31;;;75098,021;227627,835;MDU;;5;1;0;6;N;ORN;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;5579396;Zeedijk-Knokke;677;;;75054,879;227695,847;SDU;;0;1;0;1;Y;NA;8;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0404;2762299;Kustlaan;35;;;75106,353;227630,835;MDU;;10;0;0;10;N;IRREG;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;5579397;Zeedijk-Knokke;679;;;75066,137;227699,377;SDU;;0;1;0;1;Y;NA;8;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0404;2762300;Kustlaan;37;;;75111,937;227632,137;SDU;;0;1;0;1;N;IRREG;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;5579398;Zeedijk-Knokke;681;;;75075,33;227702,995;MDU;;6;0;0;6;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0405;2762308;Kustlaan;45;;;75156,384;227646,912;MDU;;24;2;0;26;Y;NA;4;;BUILDING template
KNOKKE-HEIST - FH04;BL0404;5579419;Kustlaan;27;;;75084,356;227623,693;MDU;;10;1;0;11;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0405;2762309;Kustlaan;47;;;75162,728;227648,763;MDU;;23;0;0;23;N;ORN;7;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0404;5579420;Kustlaan;41;;;75122,412;227634,805;SDU;;0;1;0;1;N;IRREG;4;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0405;2762312;Kustlaan;49;;;75172,749;227651,422;SDU;;0;1;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;5579422;Kustlaan;65;;;75261,805;227685,815;MDU;;11;0;0;11;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0405;2762313;Kustlaan;51;;;75180,205;227654,43;SDU;;0;1;0;1;Y;NA;2;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;5579428;Kustlaan;101;;;75354,545;227725,175;MDU;;6;1;0;7;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0406;2762318;Kustlaan;59;;;75231,587;227676,214;MDU;;28;0;1;29;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;5579430;Kustlaan;129;;;75434,28;227719,24;MDU;;6;0;1;7;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2762329;Kustlaan;67;;;75266,5;227687,652;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;5579432;Kustlaan;137;;;75449,137;227729,834;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2762333;Kustlaan;71;;;75274,737;227692,035;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;5579434;Kustlaan;145;;;75531,716;227744,213;MDU;;37;0;2;39;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2762335;Kustlaan;73;;;75278,802;227693,858;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;5579435;Kustlaan;149;;;75540,997;227748,042;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;;NB-8300299837516;Kustlaan;299;;;75861,0;227866,0;MDU;;6;0;1;7;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2762336;Kustlaan;75;;;75290,611;227699,905;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;5579436;Kustlaan;173;;;75576,736;227761,343;SDU;;0;1;0;1;N;IRREG;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2762339;Kustlaan;77;;;75293,42;227701,187;MDU;;24;0;1;25;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;5579437;Kustlaan;183;;;75592,857;227767,807;SDU;;0;1;1;2;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2762341;Kustlaan;79;;;75295,794;227702,327;SDU;;0;1;1;2;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;5579438;Kustlaan;189;;;75623,045;227778,38;MDU;;6;0;0;6;Y;NA;4;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2762343;Kustlaan;81;;;75299,545;227703,175;MDU;;6;1;2;9;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;5579442;Kustlaan;241;;;75723,138;227816,99;SDU;;0;1;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2762344;Kustlaan;83;;;75306,21;227706,507;MDU;;6;1;1;8;N;GLASS;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;5579446;Kustlaan;311;;;75902;227883;SDU;;1;;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2762347;Kustlaan;87;;;75316,115;227710,41;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;5579464;Lichttorenplein;12;;;74897,675;227606,595;MDU;;14;0;0;14;N;IRREG;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2762349;Kustlaan;89;;;75319,732;227711,22;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;5579466;Lichttorenplein;20;;;74889,395;227639,129;MDU;;32;0;0;32;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2762351;Kustlaan;91;;;75323,969;227711,837;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;5579489;Marie-Josestraat;1;;;75034,88;227685,67;MDU;;13;0;0;13;Y;NA;8;Review Required;BUILDING template
KNOKKE-HEIST - FH04;;NB-8300297cb8d17;Kustlaan;297;;;75854,0;227866,0;MDU;;6;1;1;8;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2762354;Kustlaan;93;;;75328,162;227712,457;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;5579490;Marie-Josestraat;19;;;75058,197;227613,82;MDU;;4;1;0;5;Y;NA;5;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2762363;Kustlaan;103;;;75361,882;227722,51;MDU;;6;1;0;7;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0405;5579559;Swolfsstraat;3;;;75121,575;227699,799;SDU;;1;;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2762365;Kustlaan;105;;;75367,757;227722,329;SDU;;0;1;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;5579560;Swolfsstraat;8;;;75107,45;227670,946;MDU;;15;0;0;15;Y;NA;6;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2762366;Kustlaan;107;;;75374,545;227721,175;MDU;;6;1;0;7;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;5579561;Swolfsstraat;16;;;75119,75;227638,45;SDU;;0;1;0;1;N;IRREG;4;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2762369;Kustlaan;113;;;75386,09;227720,288;MDU;;6;0;0;6;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;5579580;Zeewindstraat;1;;;75781,5;227898,017;MDU;;28;0;1;29;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2762370;Kustlaan;115;;;75393,545;227719,745;MDU;;5;0;2;7;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;5579581;Zeewindstraat;12;;;75772,72;227851,997;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2762372;Kustlaan;117;;;75400,858;227719,045;SDU;;0;1;0;1;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0406;5579585;Zeedijk-Het Zoute;707;;;75232,623;227753,807;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2762373;Kustlaan;119;;;75403,682;227719,413;MDU;;6;1;0;7;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;5579586;Zeedijk-Het Zoute;720;;;75315,76;227775,718;SDU;;0;1;0;1;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2762376;Kustlaan;121;;;75409,924;227719,22;MDU;;6;1;0;7;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;5579587;Zeedijk-Het Zoute;738;;;75388,799;227781,039;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2762391;Kustlaan;133;;;75447;227721,285;MDU;;19;1;0;20;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;5579588;Zeedijk-Het Zoute;740;;;75403,52;227782,958;MDU;;15;0;2;17;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2762395;Kustlaan;135;;;75449,565;227724,942;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;5579590;Zeedijk-Het Zoute;779;;;75698,702;227866,425;SDU;;1;0;0;1;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762409;Kustlaan;151;;;75544,505;227749,601;MDU;;8;0;0;8;N;HEIGHT;5;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;5579591;Zeedijk-Het Zoute;791;;;75754,472;227890,335;SDU;;0;1;0;1;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762410;Kustlaan;153;;;75547,288;227750,425;SDU;;0;1;0;1;N;HEIGHT;4;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;5777380;Zeedijk-Het Zoute;747;;;75439,863;227789,559;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762413;Kustlaan;155;;;75549,9;227751,232;SDU;;0;1;0;1;N;HEIGHT;5;_;BUILDING template
