Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Building comment;Opdrachttemplate
KNOKKE-HEIST - FH04;BL0408;337141;Albertplein;5;;;75447,022;227748,226;SDU;;0;1;1;2;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2768024;Zeedijk-Het Zoute;766;;;75630,543;227838,177;MDU;;8;1;0;9;Y;NA;9;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0408;337142;Zeedijk-Het Zoute;739;;;75399,549;227782,656;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2768028;Zeedijk-Het Zoute;768;;;75645,454;227843,987;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;337143;Zeedijk-Het Zoute;743;;;75418,331;227785,33;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2768031;Zeedijk-Het Zoute;769;;;75649,947;227845,855;MDU;;14;0;1;15;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;337147;Kustlaan;131;;;75441,558;227720,223;SDU;;0;1;1;2;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2768033;Zeedijk-Het Zoute;770;;;75654,338;227847,62;SDU;;1;0;0;1;N;ORN;8;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0401;337592;Zeedijk-Knokke;648;;;74833,749;227627,886;SDU;;;1;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2768035;Zeedijk-Het Zoute;771;;;75657,158;227848,649;MDU;;8;0;1;9;N;ORN;8;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0411;1322806;Zeedijk-Het Zoute;767;;;75637,64;227841,17;MDU;;16;0;1;17;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2768036;Zeedijk-Het Zoute;772;;;75661,475;227849,902;SDU;;1;0;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;1327494;Zeedijk-Het Zoute;715;;;75275,183;227768,602;MDU;;60;0;2;62;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2768037;Zeedijk-Het Zoute;773;;;75664,538;227852,489;MDU;;14;0;1;15;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;1327496;Zeedijk-Het Zoute;724;;;75329,921;227778,172;SDU;;0;1;0;1;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2768038;Zeedijk-Het Zoute;774;;;75667,19;227853,33;SDU;;1;0;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;1327497;Zeedijk-Het Zoute;737;;;75376,672;227781,007;MDU;;46;0;2;48;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2768039;Zeedijk-Het Zoute;775;;;75669,846;227854,757;MDU;;7;0;1;8;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;1338057;Kustlaan;249;;;75736,435;227820,743;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2768040;Zeedijk-Het Zoute;776;;;75672,237;227855,615;SDU;;1;0;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;1338390;Kustlaan;111;;;75382,452;227720,413;SDU;;0;1;0;1;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2768044;Zeedijk-Het Zoute;780;;;75701,955;227867,573;SDU;;1;0;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;1523310;Albertplein;2;;;75449,551;227734,96;MDU;;7;1;0;8;Y;NA;4;;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2768045;Zeedijk-Het Zoute;781;;;75704,395;227868,792;MDU;;7;0;1;8;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2757624;Albertplein;3;;;75448,733;227739,183;MDU;;16;1;0;17;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2768046;Zeedijk-Het Zoute;782;;;75709;227870;SDU;;0;1;0;1;N;ORN;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2757627;Albertplein;7;;;75446,399;227756,767;MDU;;14;0;0;14;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2768047;Zeedijk-Het Zoute;784;;;75719;227875;MDU;;28;0;1;29;N;ORN;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2757628;Albertplein;8;;;75445,924;227760,186;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2768048;Zeedijk-Het Zoute;785;;;75725;227877;SDU;;0;1;0;1;N;ORN;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2757629;Albertplein;10;;;75444,528;227766,947;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2768050;Zeedijk-Het Zoute;787;;;75735,62;227882;SDU;;0;1;0;1;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2758353;Antoine Breartstraat;2;;;75348,252;227729,225;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2768051;Zeedijk-Het Zoute;788;;;75739,96;227884;SDU;;0;1;0;1;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2758359;Antoine Breartstraat;7;;;75323,202;227727,035;SDU;;0;1;0;1;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2768052;Zeedijk-Het Zoute;789;;;75744,578;227885,858;SDU;;0;1;0;1;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2758360;Antoine Breartstraat;8;;;75336,486;227743,027;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2768053;Zeedijk-Het Zoute;790;;;75749,232;227888,042;SDU;;0;1;0;1;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2758361;Antoine Breartstraat;9;;;75320,81;227729,792;MDU;;9;0;1;10;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2768059;Zeedijk-Het Zoute;796;;;75793,947;227908,427;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2758362;Antoine Breartstraat;10;;;75331,625;227747,24;MDU;;14;0;1;15;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2768060;Zeedijk-Het Zoute;797;;;75802,35;227910,841;MDU;;15;0;1;16;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2758364;Antoine Breartstraat;12;;;75326,58;227751,3;MDU;;3;1;0;4;Y;NA;4;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2768064;Zeedijk-Het Zoute;799;;;75810,545;227915,849;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2758368;Antoine Breartstraat;13;A;;75313,293;227737,219;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2768065;Zeedijk-Het Zoute;800;;;75814,09;227916,86;MDU;;16;0;1;17;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;2758369;Antoine Breartstraat;14;;;75320,689;227757,505;SDU;;0;1;0;1;N;IRREG;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2768066;Zeedijk-Het Zoute;802;;;75823,69;227921,696;SDU;;0;1;0;1;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;;NB-83002695d0c44;Kustlaan;269;;;75766,0;227833,0;MDU;;6;0;1;7;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;2758371;Antoine Breartstraat;17;;;75306,922;227746,697;MDU;;6;1;2;9;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2768068;Zeedijk-Het Zoute;803;;;75826,332;227922,66;MDU;;7;0;1;8;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;2758565;Van Bunnenplein;14;;;74838,821;227611,135;SDU;;1;;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2768072;Zeedijk-Het Zoute;810;;;75877,26;227943,746;MDU;;9;0;1;10;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;2758566;Van Bunnenplein;15;;;74847,736;227595,686;SDU;;0;1;0;1;N;IRREG;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2768073;Zeedijk-Het Zoute;811;;;75882,542;227945,179;MDU;;8;1;1;10;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;2758568;Van Bunnenplein;16;;;74847,525;227592,145;MDU;;19;0;0;19;N;IRREG;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2768074;Zeedijk-Het Zoute;812;;;75887,33;227948,917;MDU;;18;0;1;19;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;2758569;Van Bunnenplein;17;;;74848,665;227588,583;SDU;;0;1;0;1;N;IRREG;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2768076;Zeedijk-Het Zoute;813;;;75892,172;227950,61;MDU;;7;0;0;7;Y;NA;4;;BUILDING template
