Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Perceel eigenschap;Building comment;Building exists;BG Name;Opdrachttemplate
KNOKKE-HEIST - FH05;BL0514;2760539;Ieperstraat;13;;;75078,2;227553,7;MDU;;6;0;0;6;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0514;2760541;Ieperstraat;15;;;75079,82;227548,74;MDU;;5;0;0;5;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;2760542;Ieperstraat;19;;;75111,85;227507,29;MDU;;9;0;0;9;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;2760544;Ieperstraat;23;;;75123,187;227493,793;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;2760546;Ieperstraat;25;;;75128,507;227487,104;MDU;;10;0;0;10;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;2760547;Ieperstraat;27;;;75132,5;227479,85;MDU;;5;0;0;5;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;2761150;Kemmelbergstraat;3;;;75174,546;227558,174;MDU;;13;0;0;13;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0512;2761151;Kemmelbergstraat;4;;;75192,269;227579,621;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0516;2762276;Kustlaan;10;;;74902,45;227538,01;MDU;;16;0;0;16;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0516;2762282;Kustlaan;16;;;74913,24;227542,359;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0516;2762285;Kustlaan;18;;;74916,644;227544,538;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0516;2762288;Kustlaan;22;;;74928,491;227547,125;MDU;;15;0;0;15;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0516;2762290;Kustlaan;24;;;74939,112;227551,346;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0515;2762295;Kustlaan;32;;;74984,506;227558,035;MDU;;16;0;0;16;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0515;2762297;Kustlaan;34;;;74996,29;227571,9;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0515;2762302;Kustlaan;40;;;75021,25;227573,25;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0515;2762304;Kustlaan;42;;;75024,546;227580,173;MDU;;23;0;0;23;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0515;2762306;Kustlaan;44;;;75030,546;227582,173;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0514;2762315;Kustlaan;56;;;75087,546;227600,173;MDU;;5;1;0;6;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0514;2762317;Kustlaan;58;;;75094,546;227604,173;MDU;;5;1;0;6;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0514;2762320;Kustlaan;60;;;75104,54;227598,23;MDU;;5;1;0;6;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0514;2762321;Kustlaan;62;;;75106,546;227607,173;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0514;2762323;Kustlaan;64;;;75111,546;227608,173;MDU;;5;1;0;6;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;2763782;Jef Mennekenslaan;12;;;74942,234;227277,062;MDU;;9;0;0;9;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;2763784;Jef Mennekenslaan;18;A;;74970,549;227249,173;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;2763785;Jef Mennekenslaan;20;;;74976,549;227243,173;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0505;2763790;Jef Mennekenslaan;25;;;75002,549;227247,173;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0505;2763791;Jef Mennekenslaan;27;;;75007,549;227242,173;MDU;;7;0;0;7;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0505;2763793;Jef Mennekenslaan;33;;;75015,549;227232,173;MDU;;6;0;0;6;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;2763870;Ferdinand Mosselmanstraat;6;;;74822,549;227233,171;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;2763876;Ferdinand Mosselmanstraat;10;;;74834,549;227219,172;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;2763877;Ferdinand Mosselmanstraat;12;;;74853,8;227228,19;MDU;;6;0;0;6;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;2763881;Ferdinand Mosselmanstraat;18;;;74854,732;227196,533;MDU;;9;0;0;9;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;2763882;Ferdinand Mosselmanstraat;20;;;74859,549;227192,533;MDU;;6;0;0;6;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;2763885;Ferdinand Mosselmanstraat;22;;;74862,639;227188,351;MDU;;5;0;0;5;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0501;2763887;Mussenpad;1;;;74949,516;227112,082;MDU;;12;0;0;12;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0502;2763889;Mussenpad;2;;;74969,55;227126,173;MDU;;18;0;0;18;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0501;2763891;Mussenpad;3;;;74925,235;227155,9;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0501;2763892;Mussenpad;5;;;74927,55;227150,181;MDU;;11;0;0;11;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0504;2764308;Nieuwpoortstraat;1;A;;75140,223;227255,813;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0504;2764312;Nieuwpoortstraat;3;;;75148,548;227283,174;MDU;;7;0;0;7;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0504;2764315;Nieuwpoortstraat;7;;;75150,73;227295,83;MDU;;7;1;0;8;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;2764322;Nieuwpoortstraat;17;;;75173,096;227453,216;MDU;;6;0;0;6;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;2764326;Nieuwpoortstraat;19;;;75175,096;227460,216;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;2764327;Nieuwpoortstraat;21;;;75177,029;227468,083;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;2764329;Nieuwpoortstraat;23;;;75177,096;227474,216;MDU;;19;0;0;19;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;2764332;Nieuwpoortstraat;29;;;75178,852;227496,302;MDU;;14;0;0;14;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;2764336;Nieuwpoortstraat;31;;;75181,852;227508,302;MDU;;10;0;0;10;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;2764337;Nieuwpoortstraat;35;;;75183,851;227525,302;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0501;2765562;Piers de Raveschootlaan;84;;;74846,18;227101,322;MDU;;6;0;0;6;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0501;2765569;Piers de Raveschootlaan;88;;;74839,959;227116,214;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0501;2768180;Zoutelaan;26;;;74854,55;227138,172;MDU;;4;1;0;5;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0501;2768183;Zoutelaan;28;;;74865,03;227128,102;MDU;;1;1;0;2;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0501;2768185;Zoutelaan;28;A;;74860,672;227130,417;MDU;;6;0;0;6;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;2768190;Zoutelaan;37;;;74885,191;227173,065;MDU;;4;1;0;5;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;2768192;Zoutelaan;39;;;74890,191;227175,065;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;2768196;Zoutelaan;45;;;74908,191;227180,065;MDU;;4;1;0;5;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;2768198;Zoutelaan;47;;;74914,191;227182,065;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;2768199;Zoutelaan;49;;;74919,191;227185,065;MDU;;4;1;0;5;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0501;2768203;Zoutelaan;50;;;74935,175;227155,355;MDU;;45;5;0;50;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0501;2768204;Zoutelaan;52;;;74919,516;227151,27;MDU;;14;0;0;14;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0502;2768208;Zoutelaan;60;;;74976,549;227175,173;MDU;;9;0;0;9;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0502;2768211;Zoutelaan;62;;;74985,549;227179,173;MDU;;15;0;0;15;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0502;2768215;Zoutelaan;64;;;74993,549;227181,173;MDU;;15;0;0;15;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0502;2768218;Zoutelaan;66;;;75003,04;227182,33;MDU;;7;0;0;7;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0503;2768221;Zoutelaan;72;;;75045,549;227198,173;MDU;;0;2;0;2;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0504;2768223;Zoutelaan;73;;;75140,767;227262,076;MDU;;7;2;0;9;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0503;2768225;Zoutelaan;74;;;75045,549;227198,173;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0503;2768227;Zoutelaan;78;;;75058,549;227201,173;MDU;;7;0;0;7;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0503;2768229;Zoutelaan;80;;;75067,549;227205,173;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0503;2768231;Zoutelaan;82;;;75073,549;227207,173;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0501;289;Winston Churchilllaan;1;;;74843,993;227062,81;MDU;;6;1;0;7;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0512;335121;Driehoeksplein;1;;;75180,537;227593,574;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0512;335122;Driehoeksplein;10;;;75212,546;227622,174;MDU;;12;3;0;15;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0512;335123;Kemmelbergstraat;6;;;75186,269;227583,621;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0512;335125;Nieuwpoortstraat;41;;;75202,095;227591,578;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0516;335711;Kustlaan;8;;;74890,092;227537,185;MDU;;14;2;0;16;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0515;335712;Kustlaan;36;;;75006,14;227575,11;MDU;;9;0;0;9;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0515;335713;Kustlaan;38;;;75013,546;227576,173;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0515;335715;Ieperstraat;2;;;75043,556;227577,153;MDU;;20;1;0;21;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0515;335716;Diksmuidestraat;58;;;75001,663;227539,924;MDU;;16;0;0;16;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0516;335718;Diksmuidestraat;39;;;74970,547;227521,172;MDU;;15;0;0;15;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0516;335719;Diksmuidestraat;37;A;;74982,547;227506,172;MDU;;25;0;0;25;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0515;335720;Diksmuidestraat;50;;;75022,296;227494,872;MDU;;9;1;0;10;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0516;335721;Diksmuidestraat;35;;;74991,917;227486,492;MDU;;6;0;0;6;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0516;335722;Diksmuidestraat;33;;;75003,23;227481,65;MDU;;14;1;0;15;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0515;335725;Dumortierlaan;113;;;75029,786;227493,783;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;335845;Nieuwpoortstraat;15;;;75171,837;227435,464;MDU;;5;0;0;5;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;335846;Nieuwpoortstraat;39;;;75189,546;227541,174;MDU;;9;0;0;9;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;335854;Kemmelbergstraat;1;;;75180,81;227549,75;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;335855;Kemmelbergstraat;5;;;75166,41;227564,35;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;335867;Dumortierlaan;106;;;75133,546;227549,173;MDU;;30;2;0;32;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;335868;Dumortierlaan;116;;;75158,756;227569,504;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;335869;Dumortierlaan;104;;;75129,546;227545,173;MDU;;5;0;0;5;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0510;335870;Dumortierlaan;90;;;75067,17;227486,31;MDU;;5;0;0;5;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0511;335873;Ieperstraat;17;;;75103,077;227514,053;MDU;;11;1;0;12;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;336625;Duinviooltjesstraat;1;;;74929,85;227184,88;MDU;;7;0;0;7;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;336626;Duinviooltjesstraat;9;;;74910,549;227207,172;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;336628;Duinviooltjesstraat;19;;;74884,58;227223,94;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;336629;Duinviooltjesstraat;14;;;74912,09;227240,27;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;336630;Duinviooltjesstraat;20;;;74897,449;227256,872;MDU;;7;0;0;7;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;336631;Duinviooltjesstraat;21;;;74887,549;227235,172;MDU;;9;0;0;9;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;336632;Duinviooltjesstraat;4;;;74939,549;227210,172;MDU;;15;0;0;15;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;336633;Duinviooltjesstraat;8;;;74931,46;227227,36;MDU;;16;0;0;16;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;336635;Ferdinand Mosselmanstraat;16;;;74848,549;227203,172;MDU;;17;0;0;17;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;336636;Ferdinand Mosselmanstraat;14;;;74841,549;227210,172;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;336637;Jef Mennekenslaan;24;;;74993,679;227224,693;MDU;;10;0;0;10;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;336638;Jef Mennekenslaan;18;;;74966,549;227255,173;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;336639;Jef Mennekenslaan;14;;;74951,549;227273,172;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;336640;Jef Mennekenslaan;22;;;74988,505;227228,642;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;336642;Zoutelaan;33;;;74872,591;227172,993;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;336644;Zoutelaan;59;;;74989,06;227208,411;MDU;;11;0;0;11;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;336645;Zoutelaan;55;;;74967,818;227200,24;MDU;;10;0;0;10;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;336646;Zoutelaan;57;;;74975,716;227204,189;MDU;;10;0;0;10;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;336808;Duinviooltjesstraat;35;;;74847,93;227282,4;MDU;;20;2;0;22;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;336809;Duinviooltjesstraat;24;;;74883,549;227274,172;MDU;;22;0;0;22;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;336810;Duinviooltjesstraat;26;;;74873,549;227285,172;MDU;;5;0;0;5;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;336811;Ferdinand Mosselmanstraat;2;;;74817,87;227240,71;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0507;336814;Dumortierlaan;10;;;74810,549;227248,171;MDU;;7;1;0;8;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;336815;Dumortierlaan;28;;;74866,419;227297,282;MDU;;8;2;0;10;Y;NA;4;;;;;BUILDING template
KNOKKE-HEIST - FH05;BL0506;336816;Dumortierlaan;48;;;74896,548;227332,172;MDU;;0;2;0;2;Y;NA;4;;;;;BUILDING template
