Projectnummer;Blok;Straat;Huisnummer;Huisnummer Toevoeging;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Opdrachttemplate
ANTWERPEN-WEST - FH07;BL0723;Pastoor Visschersplein;10;;151991,1678;211841,7086;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Vrijdagmarkt;13;;152103,5134;212017,6131;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Vrijdagmarkt;16;;152089,674;212021,4047;SDU;;0;1;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Steenhouwersvest;24;;152054,1593;211993,0309;SDU;;0;1;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Sint-Andriesstraat;1;;151972,3879;211839,6058;SDU;;1;0;0;1;N;ORN;2;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kloosterstraat;159;;151782,621;211468,9157;SDU;;0;1;0;1;N;ORN;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Vrijdagmarkt;14;;152098,7738;212018,8138;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Pastoor Visschersplein;3;;151994;211862;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Steenhouwersvest;26;;152058,0773;211990,8191;MDU;D;3;1;0;4;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Sint-Andriesstraat;3;;151980,8715;211836,0529;SDU;;1;0;0;1;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kloosterstraat;163;;151780,3245;211460,9382;MDU;D;2;0;1;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Vrijdagmarkt;15;;152093,3392;212020,2672;MDU;D;6;0;0;6;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Pastoor Visschersplein;6;;151992;211844;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Steenhouwersvest;28;;152064,839;211988,7337;MDU;D;2;1;0;3;N;MON;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0712;Sint-Andriesstraat;5;;152055,5202;211803,7155;SDU;;0;1;0;1;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Prekersstraat;14;;151918,4838;211558,9465;SDU;;0;1;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;116;;152033,7281;211538,7141;MDU;;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kloosterstraat;167;;151782,8649;211453,9634;MDU;D;3;1;1;5;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Vrijdagmarkt;17;;152084,9977;212022,2894;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Pastoor Visschersplein;7;;151993;211862;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Steenhouwersvest;30;;152070,1473;211987,1539;SDU;;0;1;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0712;Sint-Andriesstraat;7;;152079,9262;211796,4617;SDU;;1;0;0;1;N;MON;2;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Prekersstraat;16;;151949,9075;211521,8355;SDU;;0;1;0;1;N;IRREG;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;118;;152029,271;211532,9043;MDU;D;1;1;0;2;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kloosterstraat;169;;151783,0667;211450,0611;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Vrijdagmarkt;18;;152080,0054;212023,7428;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Pastoor Visschersplein;9;;151992;211844;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Steenhouwersvest;36;;152105,1622;211976,6098;MDU;D;6;2;0;8;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0712;Sint-Andriesstraat;19;;152102,0212;211807,3107;MDU;XC;7;0;2;9;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Prekersstraat;18;;151918,4838;211558,9465;MDU;XC;18;0;2;20;N;IRREG;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;120;;152021,6176;211528,6978;MDU;;12;1;0;13;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kloosterstraat;171;;151783,4114;211445,642;MDU;D;3;1;1;5;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Vrijdagmarkt;19;;152074,7538;212025,0073;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Van Craesbeeckstraat;13;A;151978;211480;MDU;D;5;0;2;7;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Steenhouwersvest;34;A;152094,1607;211980,4554;MDU;D;6;2;0;8;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Sint-Andriesstraat;3;A;151987,1073;211834,0226;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Van Craesbeeckstraat;22;;151949,8166;211483,3332;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;122;;152021,5626;211521,2752;MDU;;16;1;0;17;N;ORN;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kloosterstraat;173;;151794;211441;MDU;D;4;2;0;6;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Vrijdagmarkt;21;;152064,312;212021,7568;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0712;Waaistraat;1;;152043,2638;211838,3384;SDU;;0;1;0;1;N;MON;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Willem Lepelstraat;5;;151825,5727;211490,8199;MDU;C;10;0;2;12;N;IRREG;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;124;;152016,3902;211515,3676;MDU;XA;6;1;0;7;N;ORN;7;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kloosterstraat;175;;151784,3385;211435,8493;MDU;D;3;1;1;5;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Willem Lepelstraat;9;;151866,5372;211486,7155;MDU;XA;12;0;2;14;N;IRREG;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;126;;152021,541;211506,9835;MDU;XC;6;1;0;7;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kloosterstraat;177;;151784,49;211431,6501;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Scheldestraat;74;;151866;211246;MDU;D;6;0;0;6;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Willem Lepelstraat;13;;151912,9424;211511,9186;SDU;;0;1;0;1;N;IRREG;13;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;128;;152012,7003;211502,6935;MDU;D;4;1;1;6;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kloosterstraat;179;;151784,7981;211427,1479;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;66;A;151816;211151;MDU;XA;7;0;0;7;Y;NA;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Willem Lepelstraat;19;;151939,3825;211456,7321;MDU;D;11;0;1;12;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;130;;152010,3239;211494,8158;MDU;;5;1;0;6;N;ORN;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kloosterstraat;181;;151786,7032;211417,5379;MDU;;15;1;0;16;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Kloosterstraat;149;;151780,1966;211521,3248;MDU;C;8;0;1;9;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0705;Vrijdagmarktstraatje;3;;152058,2669;212015,3381;MDU;XC;3;0;0;3;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;132;;152008,0731;211485,6696;SDU;D;0;1;0;1;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kloosterstraat;183;;151789,4155;211410,0187;MDU;D;6;1;0;7;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;53;;151852;211765;MDU;D;3;1;1;5;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Pastoor Visschersplein;2;;152008;211870;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Prekersstraat;4;;151836,99;211548,3;MDU;C;9;0;2;11;N;IRREG;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;134;;152008,9422;211477,2152;MDU;;3;1;0;6;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kloosterstraat;185;;151783,4396;211405,1295;MDU;D;2;1;0;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;54;;151841;211185;MDU;B;14;3;0;17;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;136;;152007,6109;211470,6901;MDU;;12;1;0;13;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kloosterstraat;187;;151783,6193;211397,531;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Franckenstraat;14;;152038;211713;MDU;D;8;0;0;8;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;138;;152009,633;211460,6213;SDU;;0;1;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;1;;151789,8076;211397,3355;MDU;D;2;0;0;2;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;39;A;151789;211194;SDU;;0;1;0;1;Y;NA;2;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;144;;152005,4868;211453,6507;MDU;;7;1;0;8;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;3;;151796,16;211396,5793;MDU;D;3;0;0;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Salm-Salmstraat;5;;152061;211686;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;146;;152003,3841;211448,9009;MDU;D;4;1;1;6;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;5;;151802,9661;211395,5205;MDU;D;2;1;0;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;148;;152003,7684;211441,0317;MDU;D;3;1;1;5;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;7;;151808,8647;211395,5962;MDU;X;12;2;0;14;N;ORN;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Pastoor Visschersplein;4;;151990;211839;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Prekersstraat;34;;151993,3838;211548,5317;MDU;D;5;0;0;5;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;9;;151816,8808;211393,3275;SDU;;1;0;0;1;N;ORN;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;36;;151947;211825;SDU;;0;1;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Prekersstraat;36;;151998,6655;211547,1934;MDU;D;4;1;0;5;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;11;;151823,3088;211392,0419;SDU;;1;0;0;1;N;ORN;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0708;Oever;25;;151936,1141;211941,2123;SDU;;0;1;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Prekersstraat;38;;152003,4319;211544,8077;MDU;D;5;0;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;13;;151829,2831;211390,9075;SDU;;1;0;0;1;N;ORN;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0705;Steenhouwersvest;21;;152030,2734;212033,3402;SDU;;0;1;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Prekersstraat;40;;152009,5791;211542,4697;MDU;D;3;1;0;4;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;57;;151853;211762;MDU;D;3;0;1;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Nationalestraat;98;;152069;211640;MDU;;5;1;0;6;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Prekersstraat;42;;152015,6513;211540,9839;MDU;D;4;1;1;6;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;21;;151847,9621;211387,2776;MDU;D;2;1;0;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0718;Steenbergstraat;26;;152023;211637;SDU;;1;0;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Prekersstraat;6;;151841,99;211548,3;MDU;C;9;0;2;11;N;IRREG;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Prekersstraat;44;;152021,4416;211539,4968;MDU;;0;2;0;2;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;25;;151861,2718;211385,3114;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0718;Steenbergstraat;32;;152030;211631;SDU;;1;0;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Prekersstraat;46;;152025,41;211537,2467;MDU;D;7;1;0;8;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;27;;151873,5985;211383,9501;MDU;XA;29;3;3;35;Y;NA;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0718;Lange Vlierstraat;13;;151986;211621;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Van Craesbeeckstraat;1;;151987,5433;211548,3358;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;29;;151893,2606;211379,9421;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0702;Reyndersstraat;28;;152152,495;212109,8482;SDU;;0;1;0;1;N;MON;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Van Craesbeeckstraat;3;;151993,7947;211536,7146;MDU;D;8;0;1;9;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;31;;151900,8986;211377,5221;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;55;;151853;211762;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0701;Reyndersstraat;6;;152074,5573;212148,7945;SDU;;0;1;0;1;N;ORN;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Van Craesbeeckstraat;5;;151986,4506;211528,0091;MDU;D;5;0;2;7;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;35;;151912,6863;211375,576;MDU;D;4;1;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Kloosterstraat;151;;151781;211518;MDU;C;6;0;1;7;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0701;Heilige Geeststraat;15;;152058,9427;212098,0244;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Van Craesbeeckstraat;11;;151978,6252;211495,488;MDU;D;5;0;2;7;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;37;;151919,5776;211372,9091;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0714;Pompstraat;5;;152044;211778;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Van Craesbeeckstraat;13;B;151976,9761;211480,6726;MDU;D;5;0;2;7;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;39;;151924,0394;211371,8504;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0714;Franckenstraat;11;;152057;211733;SDU;;0;1;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Van Craesbeeckstraat;15;A;151970,2384;211464,9935;MDU;D;5;0;2;7;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Pompstraat;32;;151970;211688;MDU;D;4;0;0;4;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Van Craesbeeckstraat;9;A;151983,6209;211515,6805;MDU;D;5;0;1;6;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kloosterstraat;165;;151783;211458;SDU;;0;1;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Willem Lepelstraat;23;B;151970,2184;211449,7884;MDU;D;10;0;0;10;N;IRREG;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Willem Lepelstraat;20;;151831;211459;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Willem Lepelstraat;2;;151789,1541;211468,863;MDU;D;4;0;1;5;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Willem Lepelstraat;40;;151897;211446;MDU;D;1;1;0;2;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Prekersstraat;8;;151886,04;211566,15;MDU;C;10;0;2;12;N;IRREG;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Willem Lepelstraat;65;;151997,2122;211442,6487;MDU;D;4;1;1;6;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Willem Lepelstraat;6;;151798,8874;211464,7175;MDU;D;8;0;0;8;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;63;;151836,9186;211746,7221;MDU;D;3;1;1;5;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0726;Prekersstraat;59;;151981;211573;MDU;D;8;0;0;8;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Willem Lepelstraat;8;;151812,9809;211465,7536;MDU;D;6;0;0;6;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Willem Lepelstraat;10;;151815,246;211467,0515;MDU;D;2;0;0;2;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Pastoor Visschersplein;8;;151990;211845;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Willem Lepelstraat;14;;151824,7429;211448,5525;MDU;D;16;0;0;16;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Willem Lepelstraat;17;;151912;211502;MDU;XA;50;0;2;52;N;IRREG;13;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Willem Lepelstraat;21;;151936;211462;MDU;D;11;0;1;12;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0714;Franckenstraat;1;;152033,3338;211744,4785;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0718;Lange Vlierstraat;1;A;151967,854;211636,188;MDU;D;3;0;0;3;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Willem Lepelstraat;22;;151837,8869;211457,3297;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Steenhouwersvest;33;;152082,4068;212008,3237;SDU;;0;1;0;1;N;ORN;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0714;Franckenstraat;3;;152042,0292;211743,9966;MDU;D;6;0;0;6;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0718;Lange Vlierstraat;3;;151972,2735;211633,1635;MDU;D;2;0;0;2;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Willem Lepelstraat;24;;151847,079;211452,3092;MDU;D;1;1;0;2;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Kloosterstraat;153;;151781;211518;MDU;C;5;0;1;6;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0719;Korte Vlierstraat;2;;151828;211702;MDU;XC;10;1;2;13;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0714;Franckenstraat;7;;152050,8298;211743,2077;MDU;D;6;0;0;6;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0718;Lange Vlierstraat;5;;151980,2305;211637,9103;MDU;D;4;0;0;4;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Willem Lepelstraat;28;;151847,079;211452,3092;MDU;D;1;1;0;2;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0701;Leeuwenstraat;2;;152131,2552;212107,7268;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0714;Franckenstraat;9;;152058,1886;211739,3823;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0718;Lange Vlierstraat;9;;151985,3972;211630,7308;SDU;;0;1;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Willem Lepelstraat;34;;151871,7933;211432,7882;MDU;;3;0;0;3;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0701;Hoogstraat;43;A;152048;212149;SDU;;0;1;0;1;Y;NA;4;BUILDING template
