Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Perceel eigenschap;Building comment;Building exists;BG Name;Opdrachttemplate;FT Distributie;FT Distributie Opmerking
KNOKKE-HEIST - FH08;BL0824;320262;Acacialaan;78;;;73920,3;226357,2;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;2759472;Eeuwfeestlaan;10;;;73752,555;226714,164;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0824;320264;Eeuwfeestlaan;66;;;74072,49;226360,76;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0811;2759473;Eeuwfeestlaan;11;;;73775,498;226738,172;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0823;320266;Eeuwfeestlaan;53;;;74046,57;226395,62;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;2759474;Eeuwfeestlaan;12;;;73755,285;226706,941;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0804;33474;Meerlaan;145;;;73746,11;226955,052;MDU;;28;0;0;28;Y;NA;4;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0811;2759476;Eeuwfeestlaan;13;;;73797,301;226736,56;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0824;3939552;Eeuwfeestlaan;58;;;73990,98;226358,93;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;2759477;Eeuwfeestlaan;14;;;73761,07;226690,42;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0807;3939617;Paul Van der Meerschenlaan;11;;;73477,54;226769,81;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0811;2759478;Eeuwfeestlaan;15;;;73799,428;226730,814;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0803;3939670;Zeerobbenlaan;8;;;73624,14;226906,955;MDU;;28;0;0;28;Y;NA;4;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;2759479;Eeuwfeestlaan;16;;;73769,498;226671,03;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0811;3988549;Meerlaan;129;;;73848,016;226728,957;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0811;2759481;Eeuwfeestlaan;17;;;73783,555;226718,56;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0811;4003215;Meerlaan;121;;;73863,274;226687,67;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;2759482;Eeuwfeestlaan;18;;;73776,159;226654,133;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0824;4023919;Eeuwfeestlaan;60;;;74011,09;226356,75;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0811;2759483;Eeuwfeestlaan;19;;;73806,555;226713,164;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0814;4029122;Theresialaan;4;;;73581,467;226462,043;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;2759484;Eeuwfeestlaan;20;;;73783,778;226637,687;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0817;4040163;Acacialaan;64;;;73844,74;226377,39;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0811;2759485;Eeuwfeestlaan;21;;;73793,555;226694,164;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;4060375;Theresialaan;7;;;73546,94;226491,14;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0811;2759486;Eeuwfeestlaan;23;;;73821,205;226686,496;SDU;;1;0;0;1;Y;NA;2;Beschermd Erfgoed;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;4151487;Eeuwfeestlaan;8;;;73747,97;226727,88;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0811;2759488;Eeuwfeestlaan;25;;;73804,555;226669,164;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;4213503;Arcadelaan;29;;;73510,653;226427,305;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0811;2759489;Eeuwfeestlaan;29;;;73817,555;226638,672;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0820;4269199;Waterloostraat;4;;;73870,31;226580,8;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0819;2759491;Eeuwfeestlaan;34;;;73831,97;226532,478;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0805;4343553;Jozef Nellenslaan;94;;;73711,12;226895,97;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0819;2759492;Eeuwfeestlaan;36;;;73838,7;226513,4;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0805;4343554;Jozef Nellenslaan;96;;;73727,52;226898,03;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0821;2759493;Eeuwfeestlaan;37;;;73897,08;226495,17;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0803;4344602;Jozef Nellenslaan;99;;;73623,62;226867,29;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0819;2759494;Eeuwfeestlaan;38;;;73849,64;226497,15;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0806;4344608;Jozef Nellenslaan;88;;;73661,24;226849,33;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0819;2759495;Eeuwfeestlaan;40;;;73853,6;226491,45;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0807;4344979;Jozef Nellenslaan;64;;;73503,24;226809,1;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0819;2759496;Eeuwfeestlaan;42;;;73863,43;226469,91;MDU;;15;0;0;15;Y;NA;4;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;4344983;Elizabetlaan;190;;;73690,554;226775,163;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0823;2759497;Eeuwfeestlaan;43;;;73963,43;226425,3;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;4344992;Elizabetlaan;200;;;73609,158;226746,512;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0823;2759499;Eeuwfeestlaan;45;;;73978,053;226414,398;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0802;4344998;Jozef Nellenslaan;85;;;73452,629;226829,639;MDU;;10;0;0;10;Y;NA;4;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0824;2759500;Eeuwfeestlaan;52;;;73946,97;226357,53;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;4346020;Kapellaan;9;;;73725,555;226673,163;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0824;2759501;Eeuwfeestlaan;54;;;73967,72;226374,91;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0811;4346039;Eeuwfeestlaan;27;;;73815,682;226643,434;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0824;2759502;Eeuwfeestlaan;56;;;73970,56;226355,25;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0811;4346051;Meerlaan;119;;;73872,651;226672,688;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0824;2759503;Eeuwfeestlaan;62;;;74031,7;226355,24;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0810;4346058;Azalealaan;4;;;73790,603;226801,322;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0824;2759505;Eeuwfeestlaan;64;;;74053,55;226358,42;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;4346063;Kapellaan;6;;;73703,539;226750,433;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0810;2759674;Elizabetlaan;182;;;73780,295;226815,468;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;4346064;Kapellaan;8;;;73692,92;226735,717;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;2759675;Elizabetlaan;192;;;73671,554;226766,163;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0808;4346136;Jozef Nellenslaan;42;;;73347,364;226732,697;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;2759676;Elizabetlaan;196;;;73650,554;226757,163;MDU;;6;0;0;6;Y;NA;4;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0808;4346137;Jozef Nellenslaan;44;;;73350,538;226732,697;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;2759677;Elizabetlaan;198;;;73637,66;226735,16;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0808;4346148;Elizabetlaan;231;;;73388,71;226713,22;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;2759678;Elizabetlaan;198;A;;73617,555;226728,164;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;4346161;Elizabetlaan;222;;;73336,25;226620,08;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0806;2759684;Elizabetlaan;211;;;73667,89;226828,19;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0817;4346170;Acacialaan;48;;;73747,557;226375,164;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0817;NB-830024A01544;Acacialaan;24;A;;73623;226356;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0806;2759685;Elizabetlaan;211;A;;73642,71;226817,92;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0824;4346177;Acacialaan;72;;;73892,53;226356,41;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0817;NB-830024B01545;Acacialaan;24;B;;73624;226352;SDU;;1;0;0;1;Y;NA;2;;;Y;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0806;2759687;Elizabetlaan;213;;;73626,59;226810,84;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0818;4346186;Kapellaan;36;;;73807,906;226447,926;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0806;2759688;Elizabetlaan;213;A;;73609,95;226803,87;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0818;4346187;Kapellaan;38;;;73819,445;226443,657;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0806;2759689;Elizabetlaan;215;;;73593,43;226800,58;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0821;4346201;Kapellaan;53;;;73922,583;226500,242;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0808;2759692;Elizabetlaan;225;;;73432,31;226732,16;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0823;4346204;Eeuwfeestlaan;51;;;74026,58;226391,15;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0808;2759694;Elizabetlaan;227;;;73414,69;226723,32;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0815;4348129;Beiaardlaan;9;;;73666,72;226447,88;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0808;2759696;Elizabetlaan;229;;;73406,41;226721,03;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0816;4348134;Acacialaan;13;;;73594,335;226385,336;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0808;2759699;Elizabetlaan;237;;;73351,44;226696,73;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0814;4348156;Theresialaan;6;;;73598,254;226474,686;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;2761074;Kapellaan;7;;;73725,68;226691,95;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0813;4348165;Wilderozenpad;7;;;73752,52;226491,48;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;2761075;Kapellaan;10;;;73659,13;226729,6;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;4348167;Arcadelaan;13;;;73420,09;226375,21;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;2761077;Kapellaan;11;;;73731,809;226659,575;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;5430777;Eeuwfeestlaan;26;;;73803,556;226586,164;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;2761078;Kapellaan;12;;;73667,86;226712,45;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;5465074;Eeuwfeestlaan;24;;;73791,8;226612,94;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;2761079;Kapellaan;13;;;73741,17;226647,306;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0805;5579359;Elizabetlaan;205;;;73732,623;226855,978;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;2761081;Kapellaan;14;;;73689,65;226715,07;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;5579360;Elizabetlaan;206;;;73531,004;226708,13;MDU;;14;0;0;14;Y;NA;4;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;2761082;Kapellaan;15;;;73742,952;226642,433;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0801;5579457;Lentelaan;3;;;73327,808;226793,318;MDU;;5;1;0;6;Y;NA;4;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;2761083;Kapellaan;16;;;73683,412;226693,098;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0801;5579458;Lentelaan;13;;;73327,047;226773,572;MDU;;9;1;0;10;Y;NA;4;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;2761084;Kapellaan;17;;;73731,555;226628,164;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0813;5579547;Wilderozenpad;13;;;73786,05;226555,188;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;2761085;Kapellaan;18;;;73693,747;226672,591;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;2761086;Kapellaan;19;;;73753,831;226613,995;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;2761087;Kapellaan;20;;;73705,397;226655,067;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0812;2761088;Kapellaan;21;;;73724,302;226607,448;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;2761089;Kapellaan;22;;;73706,555;226631,163;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0809;2761090;Kapellaan;24;;;73696,794;226612,591;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0813;2761091;Kapellaan;33;;;73721,47;226515,09;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
KNOKKE-HEIST - FH08;BL0818;2761093;Kapellaan;40;;;73826,526;226442,18;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
