LAM MK;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor
3494327;2;11093495;;SU;1;;;;
3494329;1;2115820;;BU;1;;;;
3494332;1;2116300;;BU;1;;;;
3494336;1;2118442;;LU;1;;;;
3494338;1;2119341;;BU;1;;;;
3494339;1;2119708;;BU;1;;;;
3494349;1;2124841;;LU;1;;;;
3494353;1;2125127;;LU;1;;;;
3494356;1;2125417;;LU;1;;;;
3494361;1;2125766;;LU;1;;;;
3494363;1;2126042;;LU;1;;;;
3494366;1;2126754;;LU;1;;;;
3494369;1;2127006;;LU;1;;;;
3494372;1;2127237;;LU;1;;;;
3494374;1;2127515;;LU;1;;;;
3494376;1;2095077;;LU;1;;;;
3494380;1;2095438;;LU;1;;;;
3494383;1;2095666;;LU;1;;;;
3494386;1;2095863;;LU;1;;;;
3494390;1;2096061;;LU;1;;;;
3494393;1;2096651;;LU;1;;;;
3494396;1;2096850;;LU;1;;;;
3494399;1;2097076;;LU;1;;;;
3494401;1;2097268;;LU;1;;;;
3494403;1;2097452;;LU;1;;;;
3494407;1;2098092;;LU;1;;;;
3494410;1;2098267;;LU;1;;;;
3494414;1;2098426;;LU;1;;;;
3494417;1;2099630;;SU;1;;;;
3494417;2;11093319;;LU;1;;;;
3494417;3;11093320;;LU;1;;;;
3494417;4;11093321;;LU;1;;;;
3494417;5;11093322;;LU;1;;;;
3494417;6;11093323;;LU;1;;;;
3494417;7;11093324;;LU;1;;;;
3494417;8;11093325;;LU;1;;;;
3494417;10;11093327;;LU;1;;;;
3494417;11;11093328;;LU;1;;;;
3494417;12;11093329;;LU;1;;;;
3494417;13;11093330;;LU;1;;;;
3494417;14;11093331;;LU;1;;;;
3494417;15;11093332;;LU;1;;;;
3494417;16;11093333;;LU;1;;;;
3494417;17;11093334;;LU;1;;;;
3494417;18;11093335;;LU;1;;;;
3494417;19;11093336;;LU;1;;;;
3494417;20;11093337;;LU;1;;;;
3494417;21;11093338;;LU;1;;;;
3494417;22;11093339;;LU;1;;;;
3494417;23;11093340;;LU;1;;;;
3494417;24;11093341;;LU;1;;;;
3494417;25;11093342;;LU;1;;;;
3494417;26;11093343;;LU;1;;;;
3494417;27;11093344;;LU;1;;;;
3494417;28;11093345;;LU;1;;;;
3494417;29;11093346;;LU;1;;;;
3494417;30;11093347;;LU;1;;;;
3494417;31;11093348;;LU;1;;;;
3494417;32;11093349;;LU;1;;;;
3494417;33;11093350;;LU;1;;;;
3494417;34;11093351;;LU;1;;;;
3494417;35;11093352;;LU;1;;;;
3494417;36;11093353;;LU;1;;;;
3494417;37;11093354;;LU;1;;;;
3494417;38;11093355;;LU;1;;;;
3494417;39;11093356;;LU;1;;;;
3494417;40;11093357;;LU;1;;;;
3494417;41;11093358;;LU;1;;;;
3494417;42;11093359;;LU;1;;;;
3494417;43;11093360;;LU;1;;;;
3494417;44;11093361;;LU;1;;;;
3494417;45;11093362;;LU;1;;;;
3494417;46;11093363;;LU;1;;;;
3494417;47;11093364;;LU;1;;;;
3494417;48;11093365;;LU;1;;;;
3494417;49;11093366;;LU;1;;;;
3494417;50;11093367;;LU;1;;;;
3494417;51;11093368;;LU;1;;;;
3494417;52;11093369;;LU;1;;;;
3494417;53;11093370;;LU;1;;;;
3494417;54;11093371;;LU;1;;;;
3494417;55;11093372;;LU;1;;;;
3494417;56;11093373;;LU;1;;;;
3494417;57;11093374;;LU;1;;;;
3494417;58;11093376;;LU;1;;;;
3494417;59;11093377;;LU;1;;;;
3494417;60;11093378;;LU;1;;;;
3494417;61;11093379;;LU;1;;;;
3494417;62;11093380;;LU;1;;;;
3494417;63;11093381;;LU;1;;;;
3494417;64;11093382;;LU;1;;;;
3494417;65;11093383;;LU;1;;;;
3494417;66;11093384;;LU;1;;;;
3494417;67;11093385;;LU;1;;;;
3494417;68;11093386;;LU;1;;;;
3494417;69;11093387;;LU;1;;;;
3494417;70;11093388;;LU;1;;;;
3494417;71;11093389;;LU;1;;;;
3494417;72;11093390;;LU;1;;;;
3494417;73;11093391;;LU;1;;;;
3494417;74;11093392;;LU;1;;;;
3494417;75;11093393;;LU;1;;;;
3494417;76;11093394;;LU;1;;;;
3494417;77;11093395;;LU;1;;;;
3494417;78;11093396;;LU;1;;;;
3494417;79;11093397;;LU;1;;;;
3494417;80;11093398;;LU;1;;;;
3494417;81;11093399;;LU;1;;;;
3494417;82;11093400;;LU;1;;;;
3494417;83;11093401;;LU;1;;;;
3494417;84;11093402;;SU;1;;;;
3494417;100;11093418;;LU;1;;;;
3494417;101;11093419;;LU;1;;;;
3494417;102;11093420;;LU;1;;;;
3494417;103;11093421;;LU;1;;;;
3494417;104;11093423;;LU;1;;;;
3494417;105;11093426;;LU;1;;;;
3494417;106;11093427;;LU;1;;;;
3494417;107;11093428;;LU;1;;;;
3494417;108;11093429;;LU;1;;;;
3494417;109;11093430;;LU;1;;;;
3494417;110;11093431;;LU;1;;;;
3494417;111;11093432;;LU;1;;;;
3494417;112;11093433;;LU;1;;;;
3494417;113;11093434;;LU;1;;;;
3494417;114;11093435;;LU;1;;;;
3494417;115;11093436;;LU;1;;;;
3494417;116;11093437;;LU;1;;;;
3494417;117;11093438;;LU;1;;;;
3494417;118;11093439;;LU;1;;;;
3494417;119;11093440;;LU;1;;;;
3494417;120;11093441;;LU;1;;;;
3494417;121;11093442;;LU;1;;;;
3494417;122;11093443;;LU;1;;;;
3494417;123;11093444;;LU;1;;;;
3494417;124;11093445;;LU;1;;;;
3494417;125;11093446;;LU;1;;;;
3494417;126;11093447;;LU;1;;;;
3494417;127;11093448;;LU;1;;;;
3494417;128;11093449;;LU;1;;;;
3494417;129;11093450;;LU;1;;;;
3494417;130;11093451;;LU;1;;;;
3494417;131;11093452;;LU;1;;;;
3494417;132;11093453;;LU;1;;;;
3494417;133;11093454;;LU;1;;;;
3494417;134;11093455;;LU;1;;;;
3494417;135;11093456;;LU;1;;;;
3494417;136;11093457;;LU;1;;;;
3494417;137;11093458;;LU;1;;;;
3494417;138;11093459;;LU;1;;;;
3494417;139;11093460;;LU;1;;;;
3494417;140;11093461;;LU;1;;;;
3494417;141;11093462;;LU;1;;;;
3494417;142;11093463;;LU;1;;;;
3494417;143;11093464;;LU;1;;;;
3494417;144;11093465;;LU;1;;;;
3494417;145;11093466;;LU;1;;;;
3494417;146;11093467;;LU;1;;;;
3494417;147;11093468;;LU;1;;;;
3494417;148;11093469;;LU;1;;;;
3494417;149;11093470;;LU;1;;;;
3494417;150;11093471;;LU;1;;;;
3494417;151;11093472;;LU;1;;;;
3494417;152;11093473;;LU;1;;;;
3494417;153;11093474;;LU;1;;;;
3494417;154;11093475;;LU;1;;;;
3494417;155;11093476;;LU;1;;;;
3494417;156;11093477;;LU;1;;;;
3494417;157;11093478;;LU;1;;;;
3494417;158;11093479;;LU;1;;;;
3494417;159;11093480;;LU;1;;;;
3494417;160;11093481;;LU;1;;;;
3494417;161;11093482;;LU;1;;;;
3494417;162;11093483;;SU;1;;;;
3494417;163;11093484;;SU;1;;;;
3494731;1;2099898;;LU;1;;;;
3494731;2;2099899;;LU;1;;;;
3494731;3;2099900;;LU;1;;;;
3494731;4;2099901;;LU;1;;;;
3494731;5;2099902;;LU;1;;;;
3494731;6;2099903;;LU;1;;;;
3494731;7;2099904;;LU;1;;;;
3494731;8;2099905;;LU;1;;;;
3494731;9;2099906;;LU;1;;;;
3494731;10;2099907;;LU;1;;;;
3494731;11;2099908;;LU;1;;;;
3494731;12;2099909;;LU;1;;;;
3494731;13;2099910;;LU;1;;;;
3494731;14;2099911;;LU;1;;;;
3494731;15;2099912;;LU;1;;;;
3494731;16;2099913;;LU;1;;;;
3494731;17;2099914;;LU;1;;;;
3494731;18;2099915;;LU;1;;;;
3494731;19;2099916;;LU;1;;;;
3494731;20;2099917;;LU;1;;;;
3494731;21;2099918;;LU;1;;;;
3494731;22;2099919;;LU;1;;;;
3494731;23;2099920;;LU;1;;;;
3494731;24;2099921;;LU;1;;;;
3494731;25;2099922;;LU;1;;;;
3494731;26;2099923;;LU;1;;;;
3494731;27;2099924;;LU;1;;;;
3494731;28;2099925;;LU;1;;;;
3494731;29;2099926;;LU;1;;;;
3494731;30;2099927;;LU;1;;;;
3494731;31;2099928;;LU;1;;;;
3494731;32;2099929;;LU;1;;;;
3494731;33;2099930;;LU;1;;;;
3494731;34;2099931;;LU;1;;;;
3494731;35;2099932;;LU;1;;;;
3494731;36;2099933;;LU;1;;;;
3494731;37;2099934;;LU;1;;;;
3494731;38;2099935;;LU;1;;;;
3494731;39;2099936;;LU;1;;;;
3494731;40;2099937;;LU;1;;;;
3494731;41;2099938;;LU;1;;;;
3494731;42;2099939;;LU;1;;;;
3494731;43;11093485;;SU;1;;;;
3494731;44;11093486;;SU;1;;;;
3495563;1;11093047;;LU;1;;;;
3495566;1;2124665;;LU;1;;;;
3495570;1;11093141;;LU;1;;;;
3495576;1;2104069;;LU;1;;;;
3495576;2;11093498;;BU;1;;;;
3495581;1;2106991;;LU;1;;;;
3495590;1;2110958;;LU;1;;;;
3495592;1;2111640;;LU;1;;;;
3495595;1;2112411;;LU;1;;;;
3495595;2;11048918;;LU;1;;;;
3495600;1;2112995;;LU;1;;;;
3495606;1;2113564;;LU;1;;;;
3495607;1;2114558;;LU;1;;;;
3495608;1;2115118;;LU;1;;;;
3495608;2;11048922;;LU;1;;;;
3495608;3;11048923;;LU;1;;;;
3495608;4;11048924;;LU;1;;;;
3495614;1;2118620;;LU;1;;;;
3495618;1;2119068;;LU;1;;;;
3495623;1;2119482;;LU;1;;;;
3495623;2;11093506;;LU;1;;;;
3495636;1;2122797;;LU;1;;;;
3495640;1;2123201;;LU;1;;;;
3495649;1;2125198;;LU;1;;;;
3495656;1;2125405;;LU;1;;;;
3495656;2;2125418;;LU;1;;;;
3495656;3;2125419;;LU;1;;;;
3495656;4;2125432;;LU;1;;;;
3495656;5;2125433;;LU;1;;;;
3495656;6;2125445;;LU;1;;;;
3495656;7;2125446;;LU;1;;;;
3495656;8;11093507;;SU;1;;;;
3495660;1;2127583;;LU;1;;;;
3495663;1;2095721;;LU;1;;;;
3495665;1;2095924;;LU;1;;;;
3495665;2;11194415;;LU;1;;;;
3495666;1;2096054;;LU;1;;;;
3495666;2;2096056;;LU;1;;;;
3495666;3;2096062;;BU;1;;;;
3495667;1;2096722;;LU;1;;;;
3497429;1;2110769;;LU;1;;;;
3497429;2;2110770;;LU;1;;;;
3497429;3;2110771;;LU;1;;;;
3497429;4;2110772;;LU;1;;;;
3497434;1;2110814;;LU;1;;;;
3497441;1;2117321;;LU;1;;;;
3497441;2;2117322;;LU;1;;;;
3497441;3;2117323;;LU;1;;;;
3497441;4;11048905;;BU;1;;;;
3497446;1;2122546;;LU;1;;;;
3497448;1;2096523;;LU;1;;;;
3497448;2;11048906;;LU;1;;;;
3497455;1;2098909;;LU;1;;;;
3497455;2;2098915;;LU;1;;;;
3497455;3;2098920;;LU;1;;;;
3497455;4;2098923;;LU;1;;;;
3497461;1;2101405;;LU;1;;;;
3497465;1;2104769;;SU;1;;;;
3497465;2;11093513;;LU;1;;;;
3497465;3;11093514;;LU;1;;;;
3497465;4;11093515;;LU;1;;;;
3497465;5;11093516;;LU;1;;;;
3497470;1;2106640;;LU;1;;;;
3497479;1;2109551;;BU;1;;;;
3497485;1;2110283;;LU;1;;;;
3497485;2;2110284;;LU;1;;;;
3497485;3;2110285;;LU;1;;;;
3498034;1;2117052;;LU;1;;;;
3498037;1;2122305;;LU;1;;;;
3498042;1;2126311;;SU;1;;;;
3498042;2;11194589;;BU;1;;;;
3498047;1;2096282;;LU;1;;;;
3498054;1;2098922;;LU;1;;;;
3498056;1;2101096;;LU;1;;;;
3498061;1;2104571;;LU;1;;;;
3498064;1;2106407;;LU;1;;;;
3498066;1;2107511;;LU;1;;;;
3498068;1;2108458;;LU;1;;;;
3498068;2;11194590;;SU;1;;;;
3498069;1;2110114;;LU;1;;;;
3498073;1;2111304;;LU;1;;;;
3498076;1;2111932;;LU;1;;;;
3498079;1;2112547;;LU;1;;;;
3498085;1;2113130;;LU;1;;;;
3498092;1;2114677;;LU;1;;;;
3498092;2;11194591;;SU;1;;;;
3498095;1;2115236;;LU;1;;;;
3498098;1;2115711;;LU;1;;;;
3498103;1;2116178;;LU;1;;;;
3498105;1;2116784;;LU;1;;;;
3498108;1;2117736;;LU;1;;;;
3498112;1;2118247;;LU;1;;;;
3498119;1;2119559;;LU;1;;;;
3498123;1;2120398;;LU;1;;;;
3498126;1;2121300;;LU;1;;;;
3498127;1;2121714;;LU;1;;;;
3498128;1;2122085;;LU;1;;;;
3498129;1;2122890;;LU;1;;;;
3498132;1;2124317;;LU;1;;;;
3498133;1;2125042;;LU;1;;;;
3498135;1;2125340;;LU;1;;;;
3498136;1;2125702;;LU;1;;;;
3498137;1;2126253;;LU;1;;;;
3498138;1;2126933;;LU;1;;;;
3498141;1;11093131;;BU;1;;;;
3498141;2;11093132;;SU;1;;;;
3498144;1;2127642;;LU;1;;;;
3498144;2;11194593;;SU;1;;;;
3498148;1;2095331;;LU;1;;;;
3498150;1;2095565;;LU;1;;;;
3498151;1;2095754;;LU;1;;;;
3498153;1;2096158;;LU;1;;;;
3498154;1;2096757;;LU;1;;;;
3498156;1;2096973;;LU;1;;;;
3498159;1;2097409;;LU;1;;;;
3498167;1;2098519;;LU;1;;;;
3498167;2;11194594;;SU;1;;;;
3498170;1;2098683;;LU;1;;;;
3498171;1;2099386;;LU;1;;;;
3498173;1;2099670;;LU;1;;;;
3498175;1;2099798;;LU;1;;;;
3498179;1;2099973;;LU;1;;;;
3498180;1;2100538;;LU;1;;;;
3498181;1;2100734;;LU;1;;;;
3498185;1;2101070;;LU;1;;;;
3498190;1;2101655;;LU;1;;;;
3498194;1;2101772;;LU;1;;;;
3500016;1;2105711;;LU;1;;;;
3500021;1;2117455;;LU;1;;;;
3500024;1;2120114;;LU;1;;;;
3500025;1;2124794;;BU;1;;;;
3500027;1;2126697;;BU;1;;;;
3500028;1;2095034;;LU;1;;;;
3500028;2;2095035;;LU;1;;;;
3500028;3;2095036;;LU;1;;;;
3500028;4;2095037;;LU;1;;;;
3500028;5;2095038;;BU;1;;;;
3500029;1;2096625;;BU;1;;;;
3500029;2;11093521;;LU;1;;;;
3500032;1;2098050;;LU;1;;;;
3500033;1;2099297;;LU;1;;;;
3500035;1;2100060;;LU;1;;;;
3500035;2;2100073;;LU;1;;;;
3500035;3;2100079;;LU;1;;;;
3500035;4;2100083;;LU;1;;;;
3500035;5;2100085;;LU;1;;;;
3500035;6;2100110;;BU;1;;;;
3500035;8;11093523;;SU;1;;;;
3500036;1;11093067;;LU;1;;;;
3500036;2;11093068;;LU;1;;;;
3500037;1;2102480;;LU;1;;;;
3500039;1;2104866;;LU;1;;;;
3500041;1;2106056;;LU;1;;;;
3500041;2;11194417;;LU;1;;;;
3500046;2;10643967;;BU;1;;;;
3500046;4;11093527;;SU;1;;;;
3500048;1;11194353;;LU;1;;;;
3500050;1;11194354;;LU;1;;;;
3500051;2;10643750;;BU;1;;;;
3500051;3;11096630;;BU;1;;;;
3500051;4;11096631;;BU;1;;;;
3500051;5;11096632;;SU;1;;;;
3500051;6;11096633;;SU;1;;;;
3500053;1;2110023;;BU;1;;;;
3500053;2;11093999;;BU;1;;;;
3500053;3;11094000;;BU;1;;;;
3500053;4;11094001;;SU;1;;;;
3500054;1;11194355;;LU;1;;;;
3500063;1;2112172;;BU;1;;;;
3500510;1;2093928;;SU;1;;;;
3500510;2;2093943;;BU;1;;;;
3500511;1;2110504;;BU;1;;;;
3500512;1;2117051;;LU;1;;;;
3500512;2;11194421;;SU;1;;;;
3500516;1;2122297;;LU;1;;;;
3500519;1;2126320;;LU;1;;;;
3500525;1;2096288;;LU;1;;;;
3500529;1;2098914;;LU;1;;;;
3500536;1;2101132;;LU;1;;;;
3500542;1;2103092;;LU;1;;;;
3500547;1;2104573;;LU;1;;;;
3500551;1;2106414;;LU;1;;;;
3500554;1;2107527;;BU;1;;;;
3500561;1;2109370;;LU;1;;;;
3500566;1;2110116;;LU;1;;;;
3500570;1;2111307;;LU;1;;;;
3500572;1;2111931;;LU;1;;;;
3500575;2;10643944;;LU;1;;;;
3500579;1;2113129;;LU;1;;;;
3500580;1;2113697;;LU;1;;;;
3500585;1;2114689;;LU;1;;;;
3500589;1;2115264;;BU;1;;;;
3500597;1;2116189;;BU;1;;;;
3500608;1;2118711;;LU;1;;;;
3500608;2;2118712;;LU;1;;;;
3500608;3;2118719;;LU;1;;;;
3500608;4;2118720;;LU;1;;;;
3500608;5;2118726;;LU;1;;;;
3500608;6;2118727;;LU;1;;;;
3500608;7;2118729;;LU;1;;;;
3500608;8;2118730;;LU;1;;;;
3500608;9;11094003;;SU;1;;;;
3500611;1;2119660;;LU;1;;;;
3500611;2;11093530;;LU;1;;;;
3500611;3;11093531;;LU;1;;;;
3500614;1;2120407;;BU;1;;;;
3500618;1;2120818;;LU;1;;;;
3500618;2;2120820;;LU;1;;;;
3500618;3;2120825;;LU;1;;;;
3500618;4;2120827;;LU;1;;;;
3500618;5;2120829;;LU;1;;;;
3500618;6;2120830;;LU;1;;;;
3500618;7;2120832;;LU;1;;;;
3500618;8;2120833;;LU;1;;;;
3500618;9;11094004;;SU;1;;;;
3500636;1;2123269;;LU;1;;;;
3500636;2;2123270;;LU;1;;;;
3500636;3;2123275;;LU;1;;;;
3500636;4;10643406;;LU;1;;;;
3500636;5;10643480;;LU;1;;;;
3500642;1;11093218;;BU;1;;;;
3500642;2;11093219;;LU;1;;;;
3500642;3;11093220;;LU;1;;;;
3500642;4;11093221;;LU;1;;;;
3500642;5;11093222;;LU;1;;;;
3500642;6;11093223;;LU;1;;;;
3500642;7;11093224;;LU;1;;;;
3500644;1;2126950;;LU;1;;;;
3500645;1;2127442;;LU;1;;;;
3500645;2;2127443;;LU;1;;;;
3500645;3;2127444;;LU;1;;;;
3500645;4;2127445;;LU;1;;;;
3500645;5;2127446;;LU;1;;;;
3500647;1;2127702;;BU;1;;;;
3500647;2;11093534;;SU;1;;;;
3500654;1;10642972;;LU;1;;;;
3500656;1;2096011;;LU;1;;;;
3500656;2;11093535;;LU;1;;;;
3500656;3;11093536;;LU;1;;;;
3500656;4;11093537;;LU;1;;;;
3500656;5;11093538;;LU;1;;;;
3500658;1;11093182;;LU;1;;;;
3500658;2;11093183;;LU;1;;;;
3500660;1;2096945;;LU;1;;;;
3500660;2;2096957;;LU;1;;;;
3500660;3;2096976;;BU;1;;;;
3500663;1;2097229;;LU;1;;;;
3500665;1;2098226;;SU;1;;;;
3500665;2;11048954;;LU;1;;;;
3500665;3;11093539;;LU;1;;;;
3500666;1;2098384;;LU;1;;;;
3500666;2;11048955;;LU;1;;;;
3500666;3;11048956;;LU;1;;;;
3500666;4;11048957;;LU;1;;;;
3500666;10;11093544;;LU;1;;;;
3500666;11;11093545;;LU;1;;;;
3500771;1;2110767;;BU;1;;;;
3500773;1;2114233;;LU;1;;;;
3500775;1;2119956;;LU;1;;;;
3500778;1;2122287;3851139;LU;1;1;;;0
3500778;2;2122292;3851140;LU;1;2;;;2
3500778;3;2122293;3851141;LU;1;3;;;3
3500778;4;2122294;3851142;LU;1;4;;;2
3500778;5;2122300;3851143;LU;1;5;;;3
3500778;6;2122301;3851144;LU;1;6;;;3
3500778;7;2122302;3851145;LU;1;7;;;3
3500778;9;11194424;5483232;BU;1;BU1;BU1;;0
3500778;8;2122316;;SU;1;;;;
3500779;1;2124631;;LU;1;;;;
3500779;10;11048890;;LU;1;;;;
3500779;11;11048891;;LU;1;;;;
3500779;12;11048892;;LU;1;;;;
3500779;13;11048893;;SU;1;;;;
3500779;14;11093549;;LU;1;;;;
3500779;15;11093550;;LU;1;;;;
3500786;1;2099108;;LU;1;;;;
3500790;1;2100297;;LU;1;;;;
3500791;1;2101375;;LU;1;;;;
3500794;1;2104053;;LU;1;;;;
3500796;1;2105933;3856725;LU;1;1;;;0
3500796;2;11048848;;LU;1;;;;
3500796;3;11048849;;LU;1;;;;
3500796;4;11048850;;SU;1;;;;
3500799;1;2106606;;LU;1;;;;
3500801;1;2107160;;LU;1;;;;
3500804;1;2108187;;LU;1;;;;
3500807;1;2108617;;LU;1;;;;
3500810;1;2109094;1028316;LU;1;1;LU1;;0
3500810;2;11048895;3856757;LU;1;2;LU2;;1
3500812;1;2111109;;BU;1;;;;
3500814;1;2111785;;BU;1;;;;
3500815;1;2112235;1028322;LU;1;1;;;
3500815;2;2112239;1185960;LU;1;2;;;
3500816;1;2112982;;LU;1;;;;
3500817;1;11093181;;LU;1;;;;
3500822;1;2117379;;LU;1;;;;
3500824;1;2122585;;LU;1;;;;
3500828;1;2099183;;LU;1;;;;
3500829;2;10642352;;LU;1;;;;
3500831;1;2104806;;LU;1;;;;
3500833;1;2106669;;LU;1;;;;
3500837;1;2107747;;LU;1;;;;
3500839;1;2108688;;LU;1;;;;
3500841;1;2109584;;LU;1;;;;
3500842;1;11093004;;LU;1;;;;
3500847;1;2112724;;LU;1;;;;
3500848;1;2113307;;LU;1;;;;
3500849;1;2113866;;LU;1;;;;
3500850;1;2114870;;LU;1;;;;
3500853;1;2115863;;LU;1;;;;
3500853;2;11093560;;SU;1;;;;
3500859;1;2118404;;LU;1;;;;
3500861;1;2119675;;LU;1;;;;
3500867;1;2121816;;LU;1;;;;
3500870;1;2122212;;LU;1;;;;
3500875;1;2124031;;LU;1;;;;
3500881;1;2125716;;LU;1;;;;
3500882;1;2126267;;LU;1;;;;
3500886;1;2127459;;LU;1;;;;
3500889;1;2095394;;LU;1;;;;
3500895;1;2095817;;LU;1;;;;
3500899;1;2096211;;LU;1;;;;
3500904;1;2097027;;LU;1;;;;
3503406;1;2094215;;BU;1;;;;
3503406;2;11093609;;SU;1;;;;
3503407;1;2110461;;BU;1;;;;
3503407;2;2110475;;BU;1;;;;
3503407;3;2110484;;LU;1;;;;
3503407;4;2110490;;LU;1;;;;
3503407;5;2110494;;LU;1;;;;
3503407;6;2110505;;LU;1;;;;
3503408;1;2113973;;SU;1;;;;
3503408;2;2113987;;BU;1;;;;
3503408;3;2114001;;LU;1;;;;
3503408;4;2114009;;LU;1;;;;
3503408;5;2114014;;LU;1;;;;
3503408;6;2114029;;LU;1;;;;
3503410;2;11093643;;BU;1;;;;
3503411;1;2122288;;LU;1;;;;
3503411;2;2122296;;LU;1;;;;
3503411;3;2122304;;LU;1;;;;
3503411;4;2122309;;LU;1;;;;
3503411;5;2122310;;LU;1;;;;
3503411;6;2122314;;BU;1;;;;
3503411;8;11093615;;SU;1;;;;
3503413;1;2126545;;BU;1;;;;
3503414;1;2094885;;BU;1;;;;
3503414;2;11093617;;SU;1;;;;
3503415;1;11093243;;BU;1;;;;
3503416;1;2097666;;LU;1;;;;
3503416;7;2097698;;SU;1;;;;
3503416;10;2097701;;LU;1;;;;
3503416;11;2097702;;LU;1;;;;
3503416;12;2097703;;LU;1;;;;
3503416;13;2097704;;LU;1;;;;
3503416;14;2097705;;LU;1;;;;
3503416;15;2097706;;BU;1;;;;
3503418;1;2103296;;BU;1;;;;
3503418;2;11093630;;SU;1;;;;
3503419;1;2104072;;BU;1;;;;
3503420;1;2104761;;BU;1;;;;
3503420;2;11093631;;SU;1;;;;
3503421;1;2105963;;BU;1;;;;
3503424;1;2108209;;BU;1;;;;
3503424;2;11093633;;SU;1;;;;
3503427;1;2108645;;BU;1;;;;
3503427;2;11093634;;BU;1;;;;
3503427;3;11093635;;BU;1;;;;
3503427;4;11093636;;SU;1;;;;
3503437;1;2109756;;BU;1;;;;
3503439;1;2111137;;BU;1;;;;
3503440;3;2111473;;BU;1;;;;
3503441;1;11093261;;LU;1;;;;
3503441;2;11093262;;LU;1;;;;
3503441;3;11093263;;LU;1;;;;
3503441;4;11093264;;LU;1;;;;
3503441;5;11093265;;LU;1;;;;
3503441;6;11093266;;LU;1;;;;
3503441;7;11093267;;LU;1;;;;
3503441;8;11093268;;LU;1;;;;
3503441;9;11093269;;LU;1;;;;
3503441;10;11093270;;LU;1;;;;
3503441;11;11093271;;LU;1;;;;
3503441;12;11093272;;LU;1;;;;
3503441;13;11093273;;LU;1;;;;
3503441;14;11093274;;LU;1;;;;
3503441;15;11093275;;LU;1;;;;
3503441;16;11093276;;LU;1;;;;
3503441;17;11093277;;SU;1;;;;
3503443;1;2111923;;LU;1;;;;
3503443;2;2111924;;LU;1;;;;
3503443;3;2111925;;LU;1;;;;
3503443;4;2111926;;LU;1;;;;
3503443;5;2111951;;SU;1;;;;
3503443;6;11093641;;BU;1;;;;
3503447;1;2112823;;BU;1;;;;
3503447;2;2112828;;LU;1;;;;
3503447;3;2112829;;LU;1;;;;
3503447;4;2112831;;LU;1;;;;
3503447;5;2112832;;LU;1;;;;
3503447;6;2112834;;LU;1;;;;
3503447;7;2112837;;LU;1;;;;
3503447;8;2112838;;LU;1;;;;
3503447;10;2112841;;LU;1;;;;
3503451;1;2113120;;LU;1;;;;
3503451;2;2113121;;LU;1;;;;
3503451;3;2113124;;LU;1;;;;
3503451;4;2113126;;LU;1;;;;
3503451;5;2113128;;LU;1;;;;
3503451;6;2113131;;LU;1;;;;
3503451;7;2113138;;BU;1;;;;
3503451;8;11093611;;LU;1;;;;
3503451;9;11194450;;SU;1;;;;
3503455;1;2114841;;BU;1;;;;
3503458;1;2115263;;BU;1;;;;
3503459;1;2115630;;BU;1;;;;
3503463;1;11093142;;LU;1;;;;
3503463;2;11093143;;LU;1;;;;
3503463;3;11093144;;LU;1;;;;
3503463;4;11093145;;LU;1;;;;
3503463;5;11093146;;LU;1;;;;
3503463;6;11093147;;LU;1;;;;
3503463;7;11093148;;LU;1;;;;
3503463;8;11093149;;LU;1;;;;
3503463;9;11194460;;SU;1;;;;
3503465;1;11093150;;BU;1;;;;
3503467;1;11093151;;BU;1;;;;
3503468;1;2118515;;SU;1;;;;
3503468;2;11194452;;LU;1;;;;
3503468;3;11194453;;LU;1;;;;
3503468;4;11194454;;LU;1;;;;
3503468;5;11194455;;LU;1;;;;
3503468;6;11194456;;LU;1;;;;
3503468;7;11194457;;LU;1;;;;
3503468;8;11194458;;LU;1;;;;
3503468;9;11194459;;LU;1;;;;
3503469;1;2119163;;BU;1;;;;
3503470;1;2119368;;LU;1;;;;
3503470;2;2119372;;LU;1;;;;
3503470;3;2119375;;LU;1;;;;
3503470;4;2119378;;LU;1;;;;
3503470;5;2119381;;LU;1;;;;
3503470;6;2119388;;BU;1;;;;
3503470;7;11093564;;SU;1;;;;
3503470;8;11194425;;BU;1;;;;
3503471;1;2120151;;LU;1;;;;
3503471;2;2120168;;LU;1;;;;
3503471;3;2120180;;LU;1;;;;
3503471;4;2120187;;LU;1;;;;
3503471;5;2120191;;LU;1;;;;
3503471;6;2120215;;SU;1;;;;
3503473;1;2120409;;BU;1;;;;
3503473;2;11093565;;BU;1;;;;
3503473;3;11093566;;BU;1;;;;
3503473;4;11093567;;BU;1;;;;
3503473;5;11093568;;BU;1;;;;
3503473;6;11093569;;BU;1;;;;
3503473;7;11093571;;BU;1;;;;
3503473;8;11093572;;BU;1;;;;
3503473;9;11093573;;BU;1;;;;
3503473;10;11093574;;BU;1;;;;
3503473;11;11093575;;BU;1;;;;
3503473;12;11093576;;BU;1;;;;
3503473;13;11093577;;BU;1;;;;
3503473;14;11093578;;BU;1;;;;
3503473;15;11093579;;BU;1;;;;
3503473;16;11093580;;BU;1;;;;
3503473;17;11093581;;BU;1;;;;
3503473;18;11093582;;BU;1;;;;
3503473;19;11093583;;BU;1;;;;
3503473;20;11093584;;BU;1;;;;
3503473;21;11093585;;BU;1;;;;
3503473;22;11093586;;BU;1;;;;
3503473;23;11093587;;BU;1;;;;
3503473;24;11093588;;BU;1;;;;
