LAM MK;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor
3503473;25;11093589;;BU;1;;;;
3503473;26;11093590;;BU;1;;;;
3503473;27;11093591;;BU;1;;;;
3503473;28;11093592;;BU;1;;;;
3503473;29;11093593;;BU;1;;;;
3503473;30;11093594;;BU;1;;;;
3503473;31;11194426;;LU;1;;;;
3503473;32;11194427;;LU;1;;;;
3503473;33;11194428;;LU;1;;;;
3503473;34;11194429;;LU;1;;;;
3503473;35;11194430;;LU;1;;;;
3503473;36;11194431;;LU;1;;;;
3503473;37;11194432;;LU;1;;;;
3503473;38;11194433;;LU;1;;;;
3503473;39;11194434;;LU;1;;;;
3503473;40;11194435;;LU;1;;;;
3503473;41;11194436;;LU;1;;;;
3503473;42;11194437;;LU;1;;;;
3503473;43;11194438;;LU;1;;;;
3503473;44;11194439;;LU;1;;;;
3503473;45;11194440;;LU;1;;;;
3503473;46;11194441;;LU;1;;;;
3503473;47;11194442;;LU;1;;;;
3503473;48;11194443;;LU;1;;;;
3503473;49;11194444;;LU;1;;;;
3503473;50;11194445;;LU;1;;;;
3503473;51;11194446;;LU;1;;;;
3503473;52;11194447;;LU;1;;;;
3503473;53;11194448;;LU;1;;;;
3503473;54;11194449;;LU;1;;;;
3503475;1;2120579;;LU;1;;;;
3503475;2;2120592;;LU;1;;;;
3503475;3;2120601;;LU;1;;;;
3503475;4;2120608;;LU;1;;;;
3503475;5;2120610;;LU;1;;;;
3503475;6;2120621;;BU;1;;;;
3503475;7;2120622;;SU;1;;;;
3503476;1;2120921;;BU;1;;;;
3503476;2;11093595;;LU;1;;;;
3503478;1;2121209;;LU;1;;;;
3503478;2;2121210;;LU;1;;;;
3503478;3;2121211;;LU;1;;;;
3503478;4;2121212;;LU;1;;;;
3503478;5;2121213;;LU;1;;;;
3503478;6;11093596;;BU;1;;;;
3503478;7;11093597;;SU;1;;;;
3503482;1;2121495;;BU;1;;;;
3503482;4;2121519;;SU;1;;;;
3503484;1;2121709;;LU;1;;;;
3503484;2;2121710;;LU;1;;;;
3503484;3;2121716;;LU;1;;;;
3503484;4;2121719;;LU;1;;;;
3503484;5;2121720;;LU;1;;;;
3503484;6;2121721;;LU;1;;;;
3503484;7;11094005;;LU;1;;;;
3503484;8;11094006;;LU;1;;;;
3503484;9;11094007;;LU;1;;;;
3503484;10;11094008;;SU;1;;;;
3503486;1;2121892;;BU;1;;;;
3503486;2;11194605;;SU;1;;;;
3504573;1;2113988;;LU;1;;;;
3504573;2;2114002;;LU;1;;;;
3504573;3;2114010;;LU;1;;;;
3504573;4;2114031;;BU;1;;;;
3504573;5;11093644;;SU;1;;;;
3504576;1;2117275;;BU;1;;;;
3504582;1;2097667;;LU;1;;;;
3504582;2;2097674;;LU;1;;;;
3504582;3;2097684;;LU;1;;;;
3504582;4;2097690;;LU;1;;;;
3504582;5;2097707;;BU;1;;;;
3504582;7;11093658;;SU;1;;;;
3504585;1;2099100;;LU;1;;;;
3504585;2;2099101;;LU;1;;;;
3504585;3;2099102;;LU;1;;;;
3504585;4;2099103;;LU;1;;;;
3504585;5;11093659;;BU;1;;;;
3504585;6;11093660;;SU;1;;;;
3504593;1;2105968;;LU;1;;;;
3504593;2;11048902;;BU;1;;;;
3504594;1;2107187;;BU;1;;;;
3504594;2;11093669;;SU;1;;;;
3504595;1;2107721;;BU;1;;;;
3504595;2;11093670;;SU;1;;;;
3504599;1;2109550;;BU;1;;;;
3504601;1;2109934;;BU;1;;;;
3504603;1;2110282;;BU;1;;;;
3504604;1;2111140;;BU;1;;;;
3504606;1;2111499;;BU;1;;;;
3504607;1;2111803;;BU;1;;;;
3504608;1;2112098;;LU;1;;;;
3504608;2;11048899;;BU;1;;;;
3504608;4;11093662;;LU;1;;;;
3508459;1;2114260;;BU;1;;;;
3508462;1;2117302;;BU;1;;;;
3508464;1;2119986;;BU;1;;;;
3508467;1;2122527;;BU;1;;;;
3508471;1;2124667;;BU;1;;;;
3508473;1;2126546;;BU;1;;;;
3508475;4;10643585;;BU;1;;;;
3508478;1;2096502;;SU;1;;;;
3508478;2;11093672;;BU;1;;;;
3508482;1;2099121;;BU;1;;;;
3508482;2;2099122;;SU;1;;;;
3508482;4;11093673;;SU;1;;;;
3508487;1;2100322;;BU;1;;;;
3508491;1;2101100;;BU;1;;;;
3508493;1;2103064;;BU;1;;;;
3508493;2;2103068;;BU;1;;;;
3508493;3;2103103;;BU;1;;;;
3508493;4;2103104;;BU;1;;;;
3508496;1;11093252;;LU;1;;;;
3508501;1;2106621;;LU;1;;;;
3508504;1;2107181;;BU;1;;;;
3508504;2;11093683;;SU;1;;;;
3508507;1;2108636;;BU;1;;;;
3508510;1;2109536;;BU;1;;;;
3508514;1;2110265;;BU;1;;;;
3508514;2;2110266;;LU;1;;;;
3508514;3;2110267;;LU;1;;;;
3508517;1;2111464;;BU;1;;;;
3508520;1;2112410;;BU;1;;;;
3508521;2;10642277;;LU;1;;;;
3508524;1;2113264;;BU;1;;;;
3508527;1;2113820;;BU;1;;;;
3508529;1;2114557;;LU;1;;;;
3508532;1;2115117;;LU;1;;;;
3508535;1;2115628;;LU;1;;;;
3508537;1;2115826;;LU;1;;;;
3508540;2;10642276;;LU;1;;;;
3508541;1;2116305;;LU;1;;;;
3508544;1;2117485;;LU;1;;;;
3508544;2;2117488;;LU;1;;;;
3508544;3;2117495;;LU;1;;;;
3508544;4;2117496;;LU;1;;;;
3508544;5;2117502;;LU;1;;;;
3508544;7;2117517;;BU;1;;;;
3508547;1;2117869;;SU;1;;;;
3508547;2;11093676;;BU;1;;;;
3508547;3;11194463;;LU;1;;;;
3508551;1;2118139;;LU;1;;;;
3508552;1;2118383;;SU;1;;;;
3508552;2;11094034;;LU;1;;;;
3508554;1;2118846;;LU;1;;;;
3508554;2;11094035;;SU;1;;;;
3508557;1;2119067;;BU;1;;;;
3508560;1;11194367;;LU;1;;;;
3508562;1;2119481;;BU;1;;;;
3508563;1;11093134;;LU;1;;;;
3508563;2;11093135;;LU;1;;;;
3508563;3;11093136;;LU;1;;;;
3508563;4;11093137;;LU;1;;;;
3508563;5;11093138;;LU;1;;;;
3508563;6;11093139;;LU;1;;;;
3508563;7;11194481;;LU;1;;;;
3508566;1;2120306;;LU;1;;;;
3508567;1;2120719;;LU;1;;;;
3509090;1;2105533;;BU;1;;;;
3509093;1;2110773;;BU;1;;;;
3509097;1;2114240;;BU;1;;;;
3509104;1;2124632;;LU;1;;;;
3509104;2;2124633;;LU;1;;;;
3509104;3;2124634;;LU;1;;;;
3509104;4;2124635;;LU;1;;;;
3509104;5;2124636;;LU;1;;;;
3509104;6;11093684;;BU;1;;;;
3509104;7;11093685;;SU;1;;;;
3509109;1;2126533;;BU;1;;;;
3509109;2;11093686;;LU;1;;;;
3509116;1;2094865;;BU;1;;;;
3509124;1;2107696;;BU;1;;;;
3509124;2;2107697;;LU;1;;;;
3509124;3;2107698;;LU;1;;;;
3509124;4;2107699;;LU;1;;;;
3509128;1;2108203;;BU;1;;;;
3509132;1;2108635;;BU;1;;;;
3509138;2;10644070;;BU;1;;;;
3509138;3;10644104;;SU;1;;;;
3509141;1;2110264;;BU;1;;;;
3509145;2;10643101;;BU;1;;;;
3509145;3;11096644;;SU;1;;;;
3509152;1;2114032;;LU;1;;;;
3509152;2;11094036;;SU;1;;;;
3509152;3;11094037;;LU;1;;;;
3509152;4;11194607;;LU;1;;;;
3509152;5;11194608;;LU;1;;;;
3509152;6;11194609;;LU;1;;;;
3509152;7;11194610;;LU;1;;;;
3509152;8;11194611;;LU;1;;;;
3509152;9;11194612;;LU;1;;;;
3509152;10;11194613;;LU;1;;;;
3509152;11;11194614;;LU;1;;;;
3509152;12;11194615;;LU;1;;;;
3509152;13;11194616;;LU;1;;;;
3509152;14;11194617;;LU;1;;;;
3509156;1;2119979;;LU;1;;;;
3509156;2;2119980;;LU;1;;;;
3509156;3;2119981;;LU;1;;;;
3509156;4;11094038;;BU;1;;;;
3509156;5;11094039;;LU;1;;;;
3509156;6;11094040;;LU;1;;;;
3509156;7;11094041;;LU;1;;;;
3509156;8;11094042;;SU;1;;;;
3509156;9;11094043;;SU;1;;;;
3509160;1;2094882;;LU;1;;;;
3509160;2;2094883;;LU;1;;;;
3509160;3;2094884;;LU;1;;;;
3509160;4;11093699;;BU;1;;;;
3509160;5;11194485;;SU;1;;;;
3509176;2;11093691;;LU;1;;;;
3510166;1;2110768;;SU;1;;;;
3510166;2;11094052;;LU;1;;;;
3510166;3;11094053;;LU;1;;;;
3510166;4;11094054;;LU;1;;;;
3510166;5;11094055;;LU;1;;;;
3510166;6;11094056;;LU;1;;;;
3510166;7;11094057;;LU;1;;;;
3510166;8;11094058;;LU;1;;;;
3510166;9;11094059;;LU;1;;;;
3510166;10;11094060;;LU;1;;;;
3510169;1;2119957;;LU;1;;;;
3510169;2;2119958;;LU;1;;;;
3510169;5;11093977;;BU;1;;;;
3510169;6;11093978;;BU;1;;;;
3510173;1;11093253;;BU;1;;;;
3510176;1;2126532;;BU;1;;;;
3510179;1;2096302;;BU;1;;;;
3510192;1;2101114;;LU;1;;;;
3510192;2;2101117;;LU;1;;;;
3510192;3;2101131;;LU;1;;;;
3510192;4;2101134;;LU;1;;;;
3510192;5;2101140;;LU;1;;;;
3510192;6;2101142;;LU;1;;;;
3510192;7;2101147;;LU;1;;;;
3510192;8;2101148;;LU;1;;;;
3510192;9;2101149;;LU;1;;;;
3510201;1;2103074;;LU;1;;;;
3510201;2;2103075;;LU;1;;;;
3510201;3;2103084;;LU;1;;;;
3510201;4;2103085;;LU;1;;;;
3510201;5;2103090;;LU;1;;;;
3510201;6;2103091;;LU;1;;;;
3510201;7;2103094;;LU;1;;;;
3510201;8;2103096;;LU;1;;;;
3510201;9;11094061;;LU;1;;;;
3510201;10;11094062;;SU;1;;;;
3510207;1;11194323;;BU;1;;;;
3510218;1;2108469;;BU;1;;;;
3510221;2;10644076;;BU;1;;;;
3510225;1;2110254;;BU;1;;;;
3510228;1;2111299;;LU;1;;;;
3510228;2;2111302;;LU;1;;;;
3510228;3;2111303;;LU;1;;;;
3510228;4;2111306;;LU;1;;;;
3510228;5;2111309;;SU;1;;;;
3510228;6;2111314;;BU;1;;;;
3510228;7;11194488;;LU;1;;;;
3511270;1;2119999;;LU;1;;;;
3511275;1;2094896;;BU;1;;;;
3511283;1;2100336;;LU;1;;;;
3511287;1;2102379;;LU;1;;;;
3511297;1;2107186;;LU;1;;;;
3511307;1;2109933;;LU;1;;;;
3511375;1;2110503;;LU;1;;;;
3511375;2;11093722;;LU;1;;;;
3511375;3;11093723;;LU;1;;;;
3511375;4;11093724;;LU;1;;;;
3511375;5;11093725;;LU;1;;;;
3511375;6;11093726;;LU;1;;;;
3511375;7;11093727;;LU;1;;;;
3511375;8;11093728;;LU;1;;;;
3511375;9;11093729;;LU;1;;;;
3511380;1;2117061;;BU;1;;;;
3511383;1;2119977;;BU;1;;;;
3511383;2;11093732;;SU;1;;;;
3511386;1;2122315;;LU;1;;;;
3511389;1;2124657;;BU;1;;;;
3511389;2;11093733;;BU;1;;;;
3511389;3;11093734;;BU;1;;;;
3511391;1;2126305;;LU;1;;;;
3511394;1;2098921;;LU;1;;;;
3511407;1;2101146;;LU;1;;;;
3511410;1;11093196;;LU;1;;;;
3511410;2;11093197;;LU;1;;;;
3511410;3;11093198;;LU;1;;;;
3511410;4;11093199;;LU;1;;;;
3511410;5;11093200;;LU;1;;;;
3511410;6;11093201;;LU;1;;;;
3511410;7;11093202;;SU;1;;;;
3511414;1;2104062;;BU;1;;;;
3511414;2;2104063;;LU;1;;;;
3511420;1;2105955;;BU;1;;;;
3511420;2;11093735;;LU;1;;;;
3511420;3;11093736;;LU;1;;;;
3511422;1;2106415;;LU;1;;;;
3511431;1;2107171;;BU;1;;;;
3511431;2;11093739;;SU;1;;;;
3511434;1;2107526;;LU;1;;;;
3511437;1;2108197;;LU;1;;;;
3511437;2;2108198;;LU;1;;;;
3511437;3;2108199;;LU;1;;;;
3511437;4;2108200;;LU;1;;;;
3511437;5;11093740;;BU;1;;;;
3511437;6;11093741;;SU;1;;;;
3511440;1;2108467;;LU;1;;;;
3511443;1;11093128;;LU;1;;;;
3511446;1;2109919;;BU;1;;;;
3511446;2;11093744;;BU;1;;;;
3511446;3;11093745;;BU;1;;;;
3511446;4;11093746;;BU;1;;;;
3511446;5;11093747;;SU;1;;;;
3511450;1;2110115;;LU;1;;;;
3511453;1;2111118;;BU;1;;;;
3511453;2;11093748;;LU;1;;;;
3511453;3;11093749;;SU;1;;;;
3511456;1;2111793;;BU;1;;;;
3511456;2;11093750;;LU;1;;;;
3511456;3;11093751;;SU;1;;;;
3511462;1;2112989;;LU;1;;;;
3511464;1;2113133;;LU;1;;;;
3511473;1;2114553;;BU;1;;;;
3511473;2;11093752;;LU;1;;;;
3511473;3;11093753;;SU;1;;;;
3511474;1;2115113;;BU;1;;;;
3511474;2;11093754;;LU;1;;;;
3511477;1;11093125;;LU;1;;;;
3511483;1;2115624;;BU;1;;;;
3511483;2;11093756;;SU;1;;;;
3511486;1;2116081;;BU;1;;;;
3511486;2;11093757;;SU;1;;;;
3511488;1;2116183;;LU;1;;;;
3511492;1;11093126;;LU;1;;;;
3511498;1;2117739;;LU;1;;;;
3511501;1;2118130;;LU;1;;;;
3511501;2;2118131;;LU;1;;;;
3511501;3;2118132;;LU;1;;;;
3511501;4;2118133;;LU;1;;;;
3511501;5;2118134;;LU;1;;;;
3511501;6;11194619;;SU;1;;;;
3511509;1;2118249;;LU;1;;;;
3511512;1;11093229;;BU;1;;;;
3511516;1;2118735;;LU;1;;;;
3511522;1;2119055;;BU;1;;;;
3511522;2;11093758;;SU;1;;;;
3511522;3;11194495;;LU;1;;;;
3511522;4;11194496;;LU;1;;;;
3511526;1;2119151;;LU;1;;;;
3511528;1;2119478;;BU;1;;;;
3511528;2;11093759;;LU;1;;;;
3511528;3;11093760;;LU;1;;;;
3511531;1;2120397;;LU;1;;;;
3511534;6;11093762;;BU;1;;;;
3511540;1;11093091;;BU;1;;;;
3511542;1;2121722;;LU;1;;;;
3511545;1;2121980;;LU;1;;;;
3511545;2;11093764;;BU;1;;;;
3511545;3;11093765;;LU;1;;;;
3511545;4;11093766;;SU;1;;;;
3511548;1;2122091;;LU;1;;;;
3511550;1;2122895;;BU;1;;;;
3511553;1;2123090;;LU;1;;;;
3511553;2;2123091;;LU;1;;;;
3511553;3;2123096;;LU;1;;;;
3511553;4;2123100;;LU;1;;;;
3511553;5;11094069;;SU;1;;;;
3511557;1;2123616;;LU;1;;;;
3511565;1;2124235;;LU;1;;;;
3511573;1;2124980;;LU;1;;;;
3511574;1;2125262;;LU;1;;;;
3511578;1;2125646;;LU;1;;;;
3511586;1;2125903;;LU;1;;;;
3511589;1;11093124;;LU;1;;;;
3511591;1;2126877;;LU;1;;;;
3511593;1;2127128;;LU;1;;;;
3511596;1;11093121;;LU;1;;;;
3511599;1;11093122;;LU;1;;;;
3511602;1;11093123;;LU;1;;;;
3511605;1;2095333;;LU;1;;;;
3511609;1;2095958;;LU;1;;;;
3511610;1;2096160;;LU;1;;;;
3511612;1;2096758;;LU;1;;;;
3511618;1;2097182;;LU;1;;;;
3511621;1;2097575;;LU;1;;;;
3511624;1;2098177;;LU;1;;;;
3511630;1;2098528;;LU;1;;;;
3511632;1;2098684;;LU;1;;;;
3511635;1;2098841;;LU;1;;;;
3511639;1;2099388;;LU;1;;;;
3511640;1;2099527;;LU;1;;;;
3511643;1;2099706;;LU;1;;;;
3511643;2;2099707;;LU;1;;;;
3511643;3;2099708;;LU;1;;;;
3511643;4;11093767;;LU;1;;;;
3511643;5;11093768;;SU;1;;;;
3511643;6;11194491;;LU;1;;;;
3511643;7;11194492;;LU;1;;;;
3511643;8;11194493;;LU;1;;;;
3511643;9;11194494;;LU;1;;;;
3511652;1;2100571;;BU;1;;;;
3511657;1;11093111;;LU;1;;;;
3511657;2;11093112;;LU;1;;;;
3511657;3;11093113;;LU;1;;;;
3511657;4;11093114;;LU;1;;;;
3511657;5;11093115;;LU;1;;;;
3511657;6;11093116;;LU;1;;;;
3511657;7;11093117;;LU;1;;;;
3511657;8;11093118;;LU;1;;;;
3511657;9;11194506;;SU;1;;;;
3511665;1;11093110;;BU;1;;;;
3511672;1;11093105;;LU;1;;;;
3511672;2;11093106;;LU;1;;;;
3511672;3;11093107;;LU;1;;;;
3511672;4;11093108;;LU;1;;;;
3511672;5;11093109;;LU;1;;;;
3511672;6;11194497;;LU;1;;;;
3511672;7;11194498;;LU;1;;;;
3511672;8;11194499;;LU;1;;;;
3511672;9;11194500;;LU;1;;;;
3511672;10;11194501;;SU;1;;;;
3511679;1;11093104;;BU;1;;;;
3511682;1;11093103;;BU;1;;;;
3511691;1;11093097;;LU;1;;;;
3511699;1;2102114;;BU;1;;;;
3511699;2;11093730;;SU;1;;;;
3512861;1;2115817;;LU;1;;;;
3512862;1;2116076;;LU;1;;;;
3512862;2;11093769;;BU;1;;;;
3512864;1;2116293;;LU;1;;;;
3512864;2;2116294;;SU;1;;;;
3512866;1;11093278;;LU;1;;;;
3512868;1;11093279;;LU;1;;;;
3512870;1;11093280;;LU;1;;;;
3512871;1;11093281;;LU;1;;;;
3512873;1;11093282;;LU;1;;;;
3512877;1;2118613;;LU;1;;;;
3512879;1;2110762;;BU;1;;;;
3512880;1;2117271;3856241;LU;1;1;;;0
3512880;2;2117272;3856242;LU;1;2;;;1
3512881;1;2122509;;LU;1;;;;
3512882;1;11093157;;LU;1;;;;
3512884;1;2126527;;BU;1;;;;
3512886;1;2094856;3850812;LU;1;1;;;0
3512886;2;2094857;3850813;LU;1;2;;;0
3512886;3;2094858;3850814;LU;1;3;;;1
3512886;4;2094859;3850815;LU;1;4;;;1
3512887;1;2096487;;LU;1;;;;
3512889;1;2097673;;BU;1;;;;
3512889;2;2097709;;SU;1;;;;
3512889;3;2097712;;SU;1;;;;
3512893;1;2103266;;LU;1;;;;
3512895;1;2104051;;LU;1;;;;
3512895;2;11093777;;LU;1;;;;
3512895;3;11093778;;LU;1;;;;
3512895;4;11194518;;LU;1;;;;
3512897;1;2104737;;LU;1;;;;
3512899;1;2106060;;LU;1;;;;
3512900;1;2106581;;BU;1;;;;
3512903;1;2107273;;LU;1;;;;
3512903;2;11093779;;BU;1;;;;
3512904;1;11093014;;LU;1;;;;
3512904;2;11093015;;LU;1;;;;
3512904;3;11093016;;LU;1;;;;
3512904;4;11093017;;LU;1;;;;
3512904;5;11093018;;LU;1;;;;
3512904;6;11093019;;LU;1;;;;
3512904;7;11093020;;LU;1;;;;
3512904;8;11093021;;LU;1;;;;
3512904;9;11093022;;LU;1;;;;
3512904;10;11093023;;LU;1;;;;
3512904;11;11093024;;LU;1;;;;
3512904;12;11093025;;LU;1;;;;
3512904;13;11093026;;LU;1;;;;
3512904;14;11093027;;LU;1;;;;
3512904;15;11093028;;LU;1;;;;
3512904;16;11093029;;LU;1;;;;
3512904;17;11093030;;LU;1;;;;
3512904;18;11093031;;LU;1;;;;
3512904;19;11093032;;LU;1;;;;
3512904;20;11093033;;LU;1;;;;
3512904;21;11093034;;LU;1;;;;
3512906;1;2108293;3850860;LU;1;A;;;0
3512906;2;10642473;3850861;LU;1;B;;;1
3512907;1;2108614;;LU;1;;;;
3512909;1;11093158;;LU;1;;;;
3512910;1;2109363;3856249;LU;1;1;;;0
3512910;2;2109381;3856250;LU;1;2;;;1
3512912;1;2110027;;LU;1;;;;
3512920;1;2112065;;LU;1;;;;
3513797;1;11093187;;LU;1;;;;
3513797;2;11093188;;LU;1;;;;
3513797;3;11093189;;LU;1;;;;
3513797;4;11093190;;LU;1;;;;
3513797;5;11093191;;LU;1;;;;
3513797;6;11093192;;LU;1;;;;
3513797;7;11093193;;LU;1;;;;
3513797;8;11093194;;LU;1;;;;
3513797;9;11093195;;LU;1;;;;
3513797;10;11194621;;SU;1;;;;
3513799;2;2110813;;BU;1;;;;
3513802;1;2117320;;BU;1;;;;
3513804;1;11093010;;BU;1;;;;
3513806;1;2122545;;BU;1;;;;
3513808;1;2126573;;BU;1;;;;
3515228;1;2110921;;BU;1;;;;
3515228;2;11093784;;SU;1;;;;
3515229;1;2114369;;BU;1;;;;
3515249;1;2126694;;BU;1;;;;
3515253;1;2098048;;LU;1;;;;
3515253;2;2098049;;LU;1;;;;
3515271;1;11093207;;BU;1;;;;
3515272;1;2114232;;BU;1;;;;
3515273;1;11093204;;BU;1;;;;
3515276;1;2119955;;BU;1;;;;
3515278;1;11093203;;BU;1;;;;
3515280;1;2124630;;BU;1;;;;
3515280;2;11093796;;SU;1;;;;
3515282;1;11093209;;BU;1;;;;
3515284;1;2094862;;BU;1;;;;
3515284;2;2094863;;LU;1;;;;
3515284;3;11048819;;LU;1;;;;
3515284;4;11048820;;BU;1;;;;
3515286;1;2096488;;BU;1;;;;
3515294;1;2102351;;BU;1;;;;
3515297;1;2104052;;BU;1;;;;
3515297;2;11094117;;SU;1;;;;
3515299;1;2105932;;BU;1;;;;
3515299;2;11094118;;SU;1;;;;
3515301;1;2106605;;BU;1;;;;
3515301;2;11093832;;SU;1;;;;
3515303;1;2107679;;SU;1;;;;
3515303;2;11093833;;BU;1;;;;
3515305;1;2108186;;BU;1;;;;
3515307;1;2108616;;BU;1;;;;
3515307;2;11093834;;SU;1;;;;
3515308;1;2109091;;BU;1;;;;
3515308;2;2109092;;SU;1;;;;
3515309;1;2109525;;BU;1;;;;
3515310;1;2110252;;BU;1;;;;
3515311;1;2111108;;BU;1;;;;
3515311;2;11093800;;LU;1;;;;
3515319;1;2113254;;BU;1;;;;
3515319;2;11093835;;SU;1;;;;
3515321;3;10643134;;LU;1;;;;
3515321;4;10643138;;LU;1;;;;
3515321;5;10643159;;LU;1;;;;
3515321;6;10643240;;BU;1;;;;
3515322;1;2114547;;BU;1;;;;
3515324;1;2114811;;BU;1;;;;
3515325;1;2115109;;BU;1;;;;
3515325;2;11093801;;SU;1;;;;
3515326;1;2115366;;BU;1;;;;
3515326;2;11094120;;SU;1;;;;
3515328;1;2115620;;BU;1;;;;
3515328;2;11093802;;SU;1;;;;
3515330;1;2115818;;BU;1;;;;
3515331;1;2116077;;BU;1;;;;
3515331;2;11093803;;LU;1;;;;
3515332;1;2116299;;BU;1;;;;
3515332;3;11093839;;SU;1;;;;
3515333;1;2116529;;BU;1;;;;
3515333;2;11093804;;SU;1;;;;
3515335;1;2116911;;BU;1;;;;
3515338;1;2118835;;BU;1;;;;
3515338;2;11093841;;SU;1;;;;
3515341;1;2119263;;BU;1;;;;
3515341;3;11093954;;LU;1;;;;
3515341;4;11093955;;LU;1;;;;
3515341;5;11093956;;LU;1;;;;
3515341;6;11093957;;LU;1;;;;
3515341;7;11093958;;SU;1;;;;
3515344;1;2119476;;BU;1;;;;
3515347;1;2120302;;BU;1;;;;
3515347;2;11093808;;SU;1;;;;
3515348;1;11093238;;BU;1;;;;
3515349;1;2120710;;BU;1;;;;
3515349;2;11093809;;SU;1;;;;
3515352;1;2120913;;LU;1;;;;
3515352;2;2120914;;LU;1;;;;
3515352;3;2120915;;LU;1;;;;
3515352;4;2120916;;LU;1;;;;
3515352;5;2120917;;LU;1;;;;
3515352;6;2120918;;LU;1;;;;
3515352;7;2120919;;LU;1;;;;
3515352;8;2120920;;LU;1;;;;
3515352;9;11093971;;SU;1;;;;
3515353;1;2121208;;BU;1;;;;
3515353;2;11048821;;LU;1;;;;
3515354;1;11093154;;BU;1;;;;
3515357;1;2121611;3851270;BU;1;1;;;0
3515357;2;11048822;3851271;LU;1;2;;;1
3515361;1;2122988;;BU;1;;;;
3515363;1;2123540;;BU;1;;;;
3515363;2;11093813;;SU;1;;;;
3515365;1;2123689;;BU;1;;;;
3515365;2;11093823;;SU;1;;;;
3515367;1;2123845;;BU;1;;;;
3515367;2;11093814;;SU;1;;;;
3515369;4;2123930;3856367;LU;1;1;;;1
3515369;3;2123929;3856366;LU;1;2;;;0
3515369;5;2123937;3856368;LU;1;3;;;1
3515369;6;11050167;3856363;LU;1;4;;;1
3515369;1;2123923;3856364;BU;1;;;;0
3515371;1;2124150;;BU;1;;;;
3515373;1;2124315;;BU;1;;;;
3515373;2;11093825;;SU;1;;;;
3515375;1;2124838;;LU;1;;;;
3515375;2;11093815;;BU;1;;;;
3515375;3;11093816;;LU;1;;;;
3515375;4;11093817;;LU;1;;;;
3515375;5;11194524;;SU;1;;;;
3515379;1;2125456;;BU;1;;;;
3515379;2;2125457;;SU;1;;;;
3515379;3;11093818;;SU;1;;;;
3515381;1;2125701;;BU;1;;;;
3515383;1;2126119;;BU;1;;;;
3515383;2;11093820;;SU;1;;;;
3515386;1;2126823;;BU;1;;;;
3515388;1;2126932;;BU;1;;;;
3515388;2;11093828;;SU;1;;;;
3515391;1;2127072;;BU;1;;;;
3515393;1;2127185;;BU;1;;;;
3515393;2;11093829;;SU;1;;;;
3515394;1;2127294;;BU;1;;;;
3515394;2;11093821;;SU;1;;;;
3515396;1;2127434;;BU;1;;;;
3515399;1;11093155;;BU;1;;;;
3515402;1;2127951;;BU;1;;;;
3515404;1;2095426;;BU;1;;;;
3515408;1;11093159;;BU;1;;;;
3515409;1;2095842;;BU;1;;;;
3515411;1;2096238;;BU;1;;;;
3515415;1;2097059;;BU;1;;;;
3515415;2;11093794;;LU;1;;;;
3515418;1;2097259;;BU;1;;;;
3515420;1;2097351;;BU;1;;;;
3515420;2;11093785;;LU;1;;;;
3515420;3;11093786;;LU;1;;;;
3515420;4;11093787;;LU;1;;;;
3515420;5;11093788;;LU;1;;;;
3515420;6;11194522;;SU;1;;;;
3515422;1;2097440;;BU;1;;;;
3515424;1;2097651;;BU;1;;;;
3515426;1;2098169;;BU;1;;;;
3515426;2;11094084;;LU;1;;;;
3515426;10;11094092;;LU;1;;;;
3515426;11;11094093;;LU;1;;;;
3515426;12;11094094;;SU;1;;;;
3515428;1;2098176;;BU;1;;;;
3515430;1;2098335;;BU;1;;;;
3515430;2;11094095;;LU;1;;;;
3515430;3;11094096;;LU;1;;;;
3515430;4;11094097;;LU;1;;;;
3515430;5;11094098;;LU;1;;;;
3515430;6;11094099;;LU;1;;;;
3515430;7;11094100;;LU;1;;;;
3515430;8;11094101;;LU;1;;;;
3515430;9;11094102;;LU;1;;;;
3515430;10;11094103;;LU;1;;;;
3515430;11;11094104;;LU;1;;;;
3515430;12;11094105;;SU;1;;;;
3515432;1;2098530;;BU;1;;;;
3515432;2;2098590;;SU;1;;;;
3515434;1;11194328;;LU;1;;;;
3515434;2;11194329;;SU;1;;;;
3515436;1;2099735;;BU;1;;;;
3515437;1;2099856;;BU;1;;;;
3515440;1;2100033;;BU;1;;;;
3515443;2;10642827;;LU;1;;;;
3515443;3;10642828;;LU;1;;;;
3515443;4;10642829;;LU;1;;;;
3515443;5;10642830;;BU;1;;;;
3515443;6;11194540;;SU;1;;;;
3515701;1;2110468;;LU;1;;;;
3515701;2;10643373;;LU;1;;;;
3515701;3;10643410;;LU;1;;;;
3515701;4;10643567;;LU;1;;;;
3515701;5;11093851;;LU;1;;;;
3515706;1;2122534;;LU;1;;;;
3515710;1;2126553;;LU;1;;;;
3515710;2;11093844;;SU;1;;;;
3515713;1;2094893;;LU;1;;;;
3515715;1;2096512;;LU;1;;;;
3515717;1;2097936;;LU;1;;;;
3515719;1;2099136;;LU;1;;;;
3515722;1;2101400;;LU;1;;;;
3515722;2;11048951;;BU;1;;;;
3515725;1;2102374;;LU;1;;;;
3515727;1;2103297;;LU;1;;;;
3515729;1;2104762;;LU;1;;;;
3515730;1;2105964;;LU;1;;;;
3515732;1;2107183;;LU;1;;;;
3515732;2;11093852;;BU;1;;;;
3515734;1;2107709;;LU;1;;;;
