OpdrachtID,Projectnummer,Opdrachttemplate,Opdrachtnummer,"Opdrachtnummer extern","BUILDING KEY",Straat,Huisnummer,"Huisnummer Toevoeging","SSV Action","SSV Action LU",Nature,"Building exists"
173386,"SINT-NIKLAAS - FH01","BUILDING template",483046,,483046,Hofstraat,4,,,,,
173387,"SINT-NIKLAAS - FH01","BUILDING template",5738656,,5738656,Hofstraat,6,,,,,
173388,"SINT-NIKLAAS - FH01","BUILDING template",483047,,483047,Hofstraat,8,,,,,
173389,"SINT-NIKLAAS - FH01","BUILDING template",5320464,,5320464,Hofstraat,10,,,,,
173390,"SINT-NIKLAAS - FH01","BUILDING template",4167628,,4167628,Hofstraat,12,,,,,
173391,"SINT-NIKLAAS - FH01","BUILDING template",483043,,483043,Hofstraat,16,,,,,
173392,"SINT-NIKLAAS - FH01","BUILDING template",3494303,,3494303,Hofstraat,18,,,,,
173393,"SINT-NIKLAAS - FH01","BUILDING template",3948674,,3948674,Hofstraat,20,,,,,
173394,"SINT-NIKLAAS - FH01","BUILDING template",5739739,,5739739,Hofstraat,22,,,,,
173395,"SINT-NIKLAAS - FH01","BUILDING template",5482957,,5482957,Hofstraat,24,,,,,
173396,"SINT-NIKLAAS - FH01","BUILDING template",5739577,,5739577,Hofstraat,26,,,,,
173397,"SINT-NIKLAAS - FH01","BUILDING template",5469100,,5469100,Hofstraat,28,,,,,
173398,"SINT-NIKLAAS - FH01","BUILDING template",5320553,,5320553,Hofstraat,30,,,,,
173399,"SINT-NIKLAAS - FH01","BUILDING template",5577946,,5577946,Hofstraat,34,,,,,
173400,"SINT-NIKLAAS - FH01","BUILDING template",4700924,,4700924,Hofstraat,36,,,,,
173401,"SINT-NIKLAAS - FH01","BUILDING template",5321682,,5321682,Hofstraat,40,,,,,
173402,"SINT-NIKLAAS - FH01","BUILDING template",5705546,,5705546,Hofstraat,42,,,,,
173403,"SINT-NIKLAAS - FH01","BUILDING template",4144212,,4144212,Hofstraat,44,,,,,
173404,"SINT-NIKLAAS - FH01","BUILDING template",3494349,,3494349,Hofstraat,80,,,,,N
173405,"SINT-NIKLAAS - FH01","BUILDING template",3494353,,3494353,Hofstraat,82,,,,,N
173406,"SINT-NIKLAAS - FH01","BUILDING template",3494356,,3494356,Hofstraat,84,,,,,
173407,"SINT-NIKLAAS - FH01","BUILDING template",3494361,,3494361,Hofstraat,86,,,,,
173408,"SINT-NIKLAAS - FH01","BUILDING template",3494363,,3494363,Hofstraat,88,,,,,
173409,"SINT-NIKLAAS - FH01","BUILDING template",3494366,,3494366,Hofstraat,90,,,,,
173410,"SINT-NIKLAAS - FH01","BUILDING template",3494369,,3494369,Hofstraat,92,,,,,
173411,"SINT-NIKLAAS - FH01","BUILDING template",3494372,,3494372,Hofstraat,94,,,,,
173412,"SINT-NIKLAAS - FH01","BUILDING template",3494374,,3494374,Hofstraat,96,,,,,
173413,"SINT-NIKLAAS - FH01","BUILDING template",3494376,,3494376,Hofstraat,100,,,,,
173414,"SINT-NIKLAAS - FH01","BUILDING template",3494380,,3494380,Hofstraat,102,,,,,
173415,"SINT-NIKLAAS - FH01","BUILDING template",3494383,,3494383,Hofstraat,104,,,,,
173416,"SINT-NIKLAAS - FH01","BUILDING template",3494386,,3494386,Hofstraat,106,,,,,
173417,"SINT-NIKLAAS - FH01","BUILDING template",3494390,,3494390,Hofstraat,108,,,,,
173418,"SINT-NIKLAAS - FH01","BUILDING template",3494393,,3494393,Hofstraat,110,,,,,
173419,"SINT-NIKLAAS - FH01","BUILDING template",3494396,,3494396,Hofstraat,112,,,,,
173420,"SINT-NIKLAAS - FH01","BUILDING template",3494399,,3494399,Hofstraat,114,,,,,
173421,"SINT-NIKLAAS - FH01","BUILDING template",3494401,,3494401,Hofstraat,116,,,,,
173422,"SINT-NIKLAAS - FH01","BUILDING template",3494403,,3494403,Hofstraat,118,,,,,
173423,"SINT-NIKLAAS - FH01","BUILDING template",3494407,,3494407,Hofstraat,120,,,,,
173424,"SINT-NIKLAAS - FH01","BUILDING template",3494410,,3494410,Hofstraat,122,,,,,
173425,"SINT-NIKLAAS - FH01","BUILDING template",3494414,,3494414,Hofstraat,124,,,,,
173426,"SINT-NIKLAAS - FH01","BUILDING template",5422206,,5422206,Hofstraat,126,,,,,
173427,"SINT-NIKLAAS - FH01","BUILDING template",3494417,,3494417,Hofstraat,134,,,,,
173428,"SINT-NIKLAAS - FH01","BUILDING template",3494731,,3494731,Hofstraat,138,,,,,
173429,"SINT-NIKLAAS - FH01","BUILDING template",4461492,,4461492,Plezantstraat,1,,,,,
173430,"SINT-NIKLAAS - FH01","BUILDING template",3511375,,3511375,Plezantstraat,3,,,,,
173431,"SINT-NIKLAAS - FH01","BUILDING template",3511380,,3511380,Plezantstraat,5,,,,,
173432,"SINT-NIKLAAS - FH01","BUILDING template",3511386,,3511386,Plezantstraat,7,,,,,
173433,"SINT-NIKLAAS - FH01","BUILDING template",3511391,,3511391,Plezantstraat,9,,,,,
173434,"SINT-NIKLAAS - FH01","BUILDING template",4461495,,4461495,Plezantstraat,11,,,,,
173435,"SINT-NIKLAAS - FH01","BUILDING template",3511394,,3511394,Plezantstraat,13,,,,,
173436,"SINT-NIKLAAS - FH01","BUILDING template",3511407,,3511407,Plezantstraat,15,,,,,
173437,"SINT-NIKLAAS - FH01","BUILDING template",4461497,,4461497,Plezantstraat,17,,,,,
173438,"SINT-NIKLAAS - FH01","BUILDING template",4461498,,4461498,Plezantstraat,19,,,,,
173439,"SINT-NIKLAAS - FH01","BUILDING template",3511422,,3511422,Plezantstraat,21,,,,,
173440,"SINT-NIKLAAS - FH01","BUILDING template",3511434,,3511434,Plezantstraat,23,,,,,
173441,"SINT-NIKLAAS - FH01","BUILDING template",3511440,,3511440,Plezantstraat,25,,,,,
173442,"SINT-NIKLAAS - FH01","BUILDING template",3511450,,3511450,Plezantstraat,29,,,,,
173443,"SINT-NIKLAAS - FH01","BUILDING template",4019103,,4019103,Plezantstraat,31,,,,,
173444,"SINT-NIKLAAS - FH01","BUILDING template",4167126,,4167126,Plezantstraat,33,,,,,
173445,"SINT-NIKLAAS - FH01","BUILDING template",3511464,,3511464,Plezantstraat,37,,,,,
173446,"SINT-NIKLAAS - FH01","BUILDING template",626101,,626101,Plezantstraat,39,,,,,
173447,"SINT-NIKLAAS - FH01","BUILDING template",4255434,,4255434,Plezantstraat,41,,,,,
173448,"SINT-NIKLAAS - FH01","BUILDING template",3948770,,3948770,Plezantstraat,45,,,,,
173449,"SINT-NIKLAAS - FH01","BUILDING template",3511488,,3511488,Plezantstraat,47,,,,,
173450,"SINT-NIKLAAS - FH01","BUILDING template",3511498,,3511498,Plezantstraat,51,,,,,
173451,"SINT-NIKLAAS - FH01","BUILDING template",3511509,,3511509,Plezantstraat,53,,,,,
173452,"SINT-NIKLAAS - FH01","BUILDING template",3511516,,3511516,Plezantstraat,55,,,,,
173453,"SINT-NIKLAAS - FH01","BUILDING template",3511526,,3511526,Plezantstraat,57,,,,,
173454,"SINT-NIKLAAS - FH01","BUILDING template",4461507,,4461507,Plezantstraat,59,,,,,
173455,"SINT-NIKLAAS - FH01","BUILDING template",3511531,,3511531,Plezantstraat,61,,,,,
173456,"SINT-NIKLAAS - FH01","BUILDING template",4461508,,4461508,Plezantstraat,63,,,,,
173457,"SINT-NIKLAAS - FH01","BUILDING template",4461510,,4461510,Plezantstraat,65,,,,,
173458,"SINT-NIKLAAS - FH01","BUILDING template",3511542,,3511542,Plezantstraat,67,,,,,
173459,"SINT-NIKLAAS - FH01","BUILDING template",3511548,,3511548,Plezantstraat,69,,,,,
173460,"SINT-NIKLAAS - FH01","BUILDING template",3511550,,3511550,Plezantstraat,71,,,,,
173461,"SINT-NIKLAAS - FH01","BUILDING template",4461514,,4461514,Plezantstraat,73,,,,,
173462,"SINT-NIKLAAS - FH01","BUILDING template",3511557,,3511557,Plezantstraat,75,,,,,
173463,"SINT-NIKLAAS - FH01","BUILDING template",4050775,,4050775,Plezantstraat,77,,,,,
173464,"SINT-NIKLAAS - FH01","BUILDING template",3511565,,3511565,Plezantstraat,79,,,,,
173465,"SINT-NIKLAAS - FH01","BUILDING template",3511573,,3511573,Plezantstraat,81,,,,,
173466,"SINT-NIKLAAS - FH01","BUILDING template",3511574,,3511574,Plezantstraat,83,,,,,
173467,"SINT-NIKLAAS - FH01","BUILDING template",3511578,,3511578,Plezantstraat,85,,,,,
173468,"SINT-NIKLAAS - FH01","BUILDING template",3511586,,3511586,Plezantstraat,87,,,,,
173469,"SINT-NIKLAAS - FH01","BUILDING template",3511591,,3511591,Plezantstraat,91,,,,,
173470,"SINT-NIKLAAS - FH01","BUILDING template",3511593,,3511593,Plezantstraat,93,,,,,
173471,"SINT-NIKLAAS - FH01","BUILDING template",3511605,,3511605,Plezantstraat,101,,,,,
173472,"SINT-NIKLAAS - FH01","BUILDING template",4461519,,4461519,Plezantstraat,103,,,,,
173473,"SINT-NIKLAAS - FH01","BUILDING template",4461521,,4461521,Plezantstraat,105,,,,,
