OpdrachtID,Projectnummer,Opdrachttemplate,Opdrachtnummer,"Opdrachtnummer extern",Straat,Huisnummer,"Huisnummer Toevoeging","SSV Action","SSV Action LU",Nature,"Building exists"
12480,"LEUVEN - FH03","(L/B/S)U template",1892342,,Weidestraat,15,,,,LU,
12481,"LEUVEN - FH03","(L/B/S)U template",1894981,,Weidestraat,17,,,,LU,
12482,"LEUVEN - FH03","(L/B/S)U template",1897426,,Weidestraat,19,,,,LU,
12483,"LEUVEN - FH03","(L/B/S)U template",1901033,,Weidestraat,21,,,,BU,
12484,"LEUVEN - FH03","BUILDING template",173041,,"Jean-Baptiste Van Monsstraat",28,,,,,
12485,"LEUVEN - FH03","BUILDING template",3049426,,"Jean-Baptiste Van Monsstraat",30,,,,,
12486,"LEUVEN - FH03","BUILDING template",3049431,,"Jean-Baptiste Van Monsstraat",32,,,,,
12487,"LEUVEN - FH03","BUILDING template",3941566,,"Jean-Baptiste Van Monsstraat",34,,,,,
12488,"LEUVEN - FH03","BUILDING template",3049435,,"Jean-Baptiste Van Monsstraat",36,,,,,
12489,"LEUVEN - FH03","BUILDING template",3049439,,"Jean-Baptiste Van Monsstraat",38,,,,,
12490,"LEUVEN - FH03","BUILDING template",172788,,"Jean-Baptiste Van Monsstraat",40,,,,,
12491,"LEUVEN - FH03","BUILDING template",173045,,"Vanden Tymplestraat",45,,,,,
12492,"LEUVEN - FH03","BUILDING template",3049135,,"Vanden Tymplestraat",47,,,,,
12493,"LEUVEN - FH03","BUILDING template",3049138,,"Vanden Tymplestraat",49,,,,,
12494,"LEUVEN - FH03","BUILDING template",3049140,,"Vanden Tymplestraat",51,,,,,
12495,"LEUVEN - FH03","BUILDING template",4792429,,"Vanden Tymplestraat",53,,,,,
12496,"LEUVEN - FH03","BUILDING template",3049141,,"Vanden Tymplestraat",55,,,,,
12497,"LEUVEN - FH03","BUILDING template",3049144,,"Vanden Tymplestraat",57,,,,,
12498,"LEUVEN - FH03","BUILDING template",3049148,,"Vanden Tymplestraat",59,,,,,
12499,"LEUVEN - FH03","BUILDING template",3049152,,"Vanden Tymplestraat",61,,,,,
12500,"LEUVEN - FH03","BUILDING template",3049155,,"Vanden Tymplestraat",63,,,,,
12501,"LEUVEN - FH03","BUILDING template",1455342,,"Vanden Tymplestraat",65,,,,,
12502,"LEUVEN - FH03","BUILDING template",1453546,,"Vanden Tymplestraat",67,,,,,
12503,"LEUVEN - FH03","BUILDING template",173178,,Weidestraat,2,,,,,
12504,"LEUVEN - FH03","BUILDING template",3052239,,Weidestraat,4,,,,,
12505,"LEUVEN - FH03","BUILDING template",3052243,,Weidestraat,6,,,,,
12506,"LEUVEN - FH03","BUILDING template",3052247,,Weidestraat,8,,,,,
12507,"LEUVEN - FH03","BUILDING template",3052251,,Weidestraat,10,,,,,
12508,"LEUVEN - FH03","BUILDING template",3052256,,Weidestraat,12,,,,,
12509,"LEUVEN - FH03","BUILDING template",3052258,,Weidestraat,14,,,,,
12510,"LEUVEN - FH03","BUILDING template",173180,,Weidestraat,16,,,,,
12511,"LEUVEN - FH03","BUILDING template",4786514,,Weidestraat,18,,,,,
12512,"LEUVEN - FH03","(L/B/S)U template",1907215,,"Jean-Baptiste Van Monsstraat",28,,,,LU,
12513,"LEUVEN - FH03","(L/B/S)U template",1910286,,"Jean-Baptiste Van Monsstraat",30,,,,LU,
12514,"LEUVEN - FH03","(L/B/S)U template",1911692,,"Jean-Baptiste Van Monsstraat",32,,,,LU,
12516,"LEUVEN - FH03","(L/B/S)U template",1913201,,"Jean-Baptiste Van Monsstraat",34,,,,LU,
12517,"LEUVEN - FH03","(L/B/S)U template",10917364,,"Jean-Baptiste Van Monsstraat",34,,,,LU,
12518,"LEUVEN - FH03","(L/B/S)U template",1914173,,"Jean-Baptiste Van Monsstraat",36,,,,LU,
12519,"LEUVEN - FH03","(L/B/S)U template",1915421,,"Jean-Baptiste Van Monsstraat",38,,,,LU,
12520,"LEUVEN - FH03","(L/B/S)U template",1917418,,"Jean-Baptiste Van Monsstraat",40,,,,BU,
12521,"LEUVEN - FH03","(L/B/S)U template",1919411,,"Vanden Tymplestraat",45,,,,BU,
12522,"LEUVEN - FH03","(L/B/S)U template",10917662,,"Vanden Tymplestraat",45,,,,LU,
12523,"LEUVEN - FH03","(L/B/S)U template",11086034,,"Vanden Tymplestraat",45,,,,LU,
12524,"LEUVEN - FH03","(L/B/S)U template",1920193,,"Vanden Tymplestraat",47,,,,LU,
12525,"LEUVEN - FH03","(L/B/S)U template",1920956,,"Vanden Tymplestraat",49,,,,LU,
12526,"LEUVEN - FH03","(L/B/S)U template",1923208,,"Vanden Tymplestraat",51,,,,LU,
12527,"LEUVEN - FH03","(L/B/S)U template",1924250,,"Vanden Tymplestraat",53,,,,BU,
12529,"LEUVEN - FH03","(L/B/S)U template",1924882,,"Vanden Tymplestraat",55,,,,LU,
12530,"LEUVEN - FH03","(L/B/S)U template",1925583,,"Vanden Tymplestraat",57,,,,LU,
12531,"LEUVEN - FH03","(L/B/S)U template",1926072,,"Vanden Tymplestraat",59,,,,LU,
12532,"LEUVEN - FH03","(L/B/S)U template",1927946,,"Vanden Tymplestraat",61,,,,LU,
12533,"LEUVEN - FH03","(L/B/S)U template",1928659,,"Vanden Tymplestraat",63,,,,LU,
12534,"LEUVEN - FH03","(L/B/S)U template",1929158,,"Vanden Tymplestraat",65,,,,LU,
12535,"LEUVEN - FH03","(L/B/S)U template",1929159,,"Vanden Tymplestraat",65,,,,LU,
12536,"LEUVEN - FH03","(L/B/S)U template",1929702,,"Vanden Tymplestraat",67,,,,BU,
12537,"LEUVEN - FH03","(L/B/S)U template",1899058,,Weidestraat,2,,,,LU,
12538,"LEUVEN - FH03","(L/B/S)U template",1899059,,Weidestraat,2,,,,LU,
12539,"LEUVEN - FH03","(L/B/S)U template",1899060,,Weidestraat,2,,,,LU,
12540,"LEUVEN - FH03","(L/B/S)U template",1916665,,Weidestraat,4,,,,LU,
12541,"LEUVEN - FH03","(L/B/S)U template",1926838,,Weidestraat,6,,,,LU,
12542,"LEUVEN - FH03","(L/B/S)U template",1933882,,Weidestraat,8,,,,LU,
12543,"LEUVEN - FH03","(L/B/S)U template",1882663,,Weidestraat,10,,,,LU,
12544,"LEUVEN - FH03","(L/B/S)U template",1887126,,Weidestraat,12,,,,LU,
12545,"LEUVEN - FH03","(L/B/S)U template",1890721,,Weidestraat,14,,,,LU,
12546,"LEUVEN - FH03","(L/B/S)U template",1893831,,Weidestraat,16,,,,LU,
12547,"LEUVEN - FH03","(L/B/S)U template",1896254,,Weidestraat,18,,,,LU,
12548,"LEUVEN - FH03","BUILDING template",1505075,,Diestsepoort,1,,,,,
12549,"LEUVEN - FH03","BUILDING template",5322224,,Diestsepoort,5,,,,,
12550,"LEUVEN - FH03","BUILDING template",3015945,,Diestsevest,14,,,,,
12551,"LEUVEN - FH03","BUILDING template",4034828,,Diestsevest,32,,,,,
12552,"LEUVEN - FH03","BUILDING template",318722,,Diestsevest,40,,,,,
12553,"LEUVEN - FH03","BUILDING template",3015993,,Diestsevest,52,,,,,
12554,"LEUVEN - FH03","BUILDING template",3016000,,Diestsevest,56,,,,,
12555,"LEUVEN - FH03","BUILDING template",1163727,,Diestsevest,58,,,,,
12556,"LEUVEN - FH03","BUILDING template",172655,,Diestsevest,60,,,,,
12557,"LEUVEN - FH03","BUILDING template",172654,,Diestsevest,62,,,,,
12558,"LEUVEN - FH03","BUILDING template",3016008,,Diestsevest,64,,,,,
12559,"LEUVEN - FH03","BUILDING template",4799320,,Diestsevest,66,,,,,
12560,"LEUVEN - FH03","BUILDING template",3016012,,Diestsevest,70,,,,,
12561,"LEUVEN - FH03","BUILDING template",172653,,Diestsevest,72,,,,,
12562,"LEUVEN - FH03","BUILDING template",172652,,Diestsevest,74,,,,,
12563,"LEUVEN - FH03","BUILDING template",3016019,,Diestsevest,76,,,,,
12564,"LEUVEN - FH03","BUILDING template",3016022,,Diestsevest,78,,,,,
12565,"LEUVEN - FH03","BUILDING template",3016026,,Diestsevest,80,,,,,
12566,"LEUVEN - FH03","BUILDING template",1100184,,Diestsevest,82,,,,,
12567,"LEUVEN - FH03","BUILDING template",3016032,,Diestsevest,84,,,,,
12568,"LEUVEN - FH03","BUILDING template",5360,,Diestsevest,86,,,,,
12569,"LEUVEN - FH03","BUILDING template",172651,,Diestsevest,88,,,,,
12570,"LEUVEN - FH03","BUILDING template",3016039,,Diestsevest,90,,,,,
12572,"LEUVEN - FH03","BUILDING template",172662,,Diestsevest,96,,,,,
12573,"LEUVEN - FH03","BUILDING template",172665,,Vuurkruisenlaan,2,,,,,
12576,"LEUVEN - FH03","(L/B/S)U template",10917179,,Diestsepoort,1,,,,BU,
12577,"LEUVEN - FH03","(L/B/S)U template",1921769,,Diestsepoort,5,,,,BU,
12578,"LEUVEN - FH03","(L/B/S)U template",10917180,,Diestsepoort,5,,,,SU,
12579,"LEUVEN - FH03","(L/B/S)U template",1890732,,Diestsevest,14,,,,BU,
12581,"LEUVEN - FH03","(L/B/S)U template",10916593,,Diestsevest,32,,,,BU,
12582,"LEUVEN - FH03","(L/B/S)U template",10916594,,Diestsevest,32,,,,BU,
12583,"LEUVEN - FH03","(L/B/S)U template",10916595,,Diestsevest,32,,,,BU,
12584,"LEUVEN - FH03","(L/B/S)U template",10916596,,Diestsevest,32,,,,BU,
12585,"LEUVEN - FH03","(L/B/S)U template",10916597,,Diestsevest,32,,,,BU,
12586,"LEUVEN - FH03","(L/B/S)U template",10916598,,Diestsevest,32,,,,BU,
12587,"LEUVEN - FH03","(L/B/S)U template",10916599,,Diestsevest,32,,,,BU,
12588,"LEUVEN - FH03","(L/B/S)U template",10916600,,Diestsevest,32,,,,BU,
12589,"LEUVEN - FH03","(L/B/S)U template",10916601,,Diestsevest,32,,,,BU,
12590,"LEUVEN - FH03","(L/B/S)U template",10916602,,Diestsevest,32,,,,BU,
12592,"LEUVEN - FH03","(L/B/S)U template",1917421,,Diestsevest,40,,,,BU,
12596,"LEUVEN - FH03","(L/B/S)U template",10917323,,Diestsevest,52,,,,LU,
12597,"LEUVEN - FH03","(L/B/S)U template",10917324,,Diestsevest,52,,,,LU,
12598,"LEUVEN - FH03","(L/B/S)U template",10917325,,Diestsevest,52,,,,LU,
12599,"LEUVEN - FH03","(L/B/S)U template",10917326,,Diestsevest,52,,,,LU,
12600,"LEUVEN - FH03","(L/B/S)U template",10917327,,Diestsevest,52,,,,LU,
12601,"LEUVEN - FH03","(L/B/S)U template",11085808,,Diestsevest,52,,,,LU,
12602,"LEUVEN - FH03","(L/B/S)U template",11085809,,Diestsevest,52,,,,BU,
12603,"LEUVEN - FH03","(L/B/S)U template",11085810,,Diestsevest,52,,,,BU,
12607,"LEUVEN - FH03","(L/B/S)U template",1925852,,Diestsevest,58,,,,BU,
12608,"LEUVEN - FH03","(L/B/S)U template",1927628,,Diestsevest,60,,,,LU,
12609,"LEUVEN - FH03","(L/B/S)U template",1927629,,Diestsevest,60,,,,LU,
12610,"LEUVEN - FH03","(L/B/S)U template",1928260,,Diestsevest,62,,,,BU,
12611,"LEUVEN - FH03","(L/B/S)U template",1928952,,Diestsevest,64,,,,LU,
12614,"LEUVEN - FH03","(L/B/S)U template",10917334,,Diestsevest,66,,,,BU,
12615,"LEUVEN - FH03","(L/B/S)U template",1931202,,Diestsevest,70,,,,LU,
12616,"LEUVEN - FH03","(L/B/S)U template",10917335,,Diestsevest,70,,,,LU,
12619,"LEUVEN - FH03","(L/B/S)U template",1931631,,Diestsevest,72,,,,BU,
12620,"LEUVEN - FH03","(L/B/S)U template",1931955,,Diestsevest,74,,,,LU,
12621,"LEUVEN - FH03","(L/B/S)U template",10917338,,Diestsevest,74,,,,BU,
12622,"LEUVEN - FH03","(L/B/S)U template",1932817,,Diestsevest,76,,,,BU,
12623,"LEUVEN - FH03","(L/B/S)U template",1933182,,Diestsevest,78,,,,BU,
12624,"LEUVEN - FH03","(L/B/S)U template",1934514,,Diestsevest,80,,,,BU,
12625,"LEUVEN - FH03","(L/B/S)U template",1934863,,Diestsevest,82,,,,BU,
12626,"LEUVEN - FH03","(L/B/S)U template",1935167,,Diestsevest,84,,,,LU,
12627,"LEUVEN - FH03","(L/B/S)U template",1935481,,Diestsevest,86,,,,BU,
12629,"LEUVEN - FH03","(L/B/S)U template",1935920,,Diestsevest,88,,,,BU,
12630,"LEUVEN - FH03","(L/B/S)U template",10917345,,Diestsevest,88,,,,LU,
12632,"LEUVEN - FH03","(L/B/S)U template",10917347,,Diestsevest,88,,,,SU,
12633,"LEUVEN - FH03","(L/B/S)U template",1937245,,Diestsevest,90,,,,BU,
12634,"LEUVEN - FH03","(L/B/S)U template",1937246,,Diestsevest,90,,,,LU,
12635,"LEUVEN - FH03","(L/B/S)U template",10917348,,Diestsevest,90,,,,LU,
12671,"LEUVEN - FH03","(L/B/S)U template",1938343,,Diestsevest,96,,,,BU,
12672,"LEUVEN - FH03","(L/B/S)U template",10917350,,Diestsevest,96,,,,BU,
12673,"LEUVEN - FH03","(L/B/S)U template",10917351,,Diestsevest,96,,,,SU,
12674,"LEUVEN - FH03","(L/B/S)U template",1899066,,Vuurkruisenlaan,2,,,,BU,
12679,"LEUVEN - FH03","BUILDING template",3016043,,Diestsevest,95,,,,,
12680,"LEUVEN - FH03","BUILDING template",172802,,Diestsevest,97,,,,,
12681,"LEUVEN - FH03","BUILDING template",3016048,,Diestsevest,99,,,,,
12682,"LEUVEN - FH03","BUILDING template",3016051,,Diestsevest,101,,,,,
12683,"LEUVEN - FH03","BUILDING template",3016053,,Diestsevest,103,,,,,
12684,"LEUVEN - FH03","BUILDING template",3016056,,Diestsevest,105,,,,,
12685,"LEUVEN - FH03","BUILDING template",172801,,Diestsevest,107,,,,,
12686,"LEUVEN - FH03","BUILDING template",4792803,,Diestsevest,109,,,,,
12687,"LEUVEN - FH03","BUILDING template",3016059,,Diestsevest,111,,,,,
12688,"LEUVEN - FH03","BUILDING template",3016062,,Diestsevest,113,,,,,
12689,"LEUVEN - FH03","BUILDING template",3016064,,Diestsevest,115,,,,,
12690,"LEUVEN - FH03","BUILDING template",172800,,Diestsevest,117,,,,,
12691,"LEUVEN - FH03","BUILDING template",172793,,Diestsevest,119,,,,,
12692,"LEUVEN - FH03","BUILDING template",3941162,,Diestsevest,121,,,,,
12693,"LEUVEN - FH03","BUILDING template",3016069,,Diestsevest,123,,,,,
12694,"LEUVEN - FH03","BUILDING template",3016070,,Diestsevest,125,,,,,
12695,"LEUVEN - FH03","BUILDING template",3016072,,Diestsevest,127,,,,,
12696,"LEUVEN - FH03","BUILDING template",3016074,,Diestsevest,129,,,,,
12697,"LEUVEN - FH03","BUILDING template",173160,,"Jean-Baptiste Van Monsstraat",55,,,,,
12698,"LEUVEN - FH03","BUILDING template",3049459,,"Jean-Baptiste Van Monsstraat",57,,,,,
12699,"LEUVEN - FH03","BUILDING template",1498927,,"Jean-Baptiste Van Monsstraat",59,,,,,
12700,"LEUVEN - FH03","BUILDING template",4786520,,"Jean-Baptiste Van Monsstraat",61,,,,,
12701,"LEUVEN - FH03","BUILDING template",3049463,,"Jean-Baptiste Van Monsstraat",63,,,,,
12702,"LEUVEN - FH03","BUILDING template",3049465,,"Jean-Baptiste Van Monsstraat",65,,,,,
12703,"LEUVEN - FH03","BUILDING template",3049468,,"Jean-Baptiste Van Monsstraat",67,,,,,
12704,"LEUVEN - FH03","BUILDING template",3049470,,"Jean-Baptiste Van Monsstraat",69,,,,,
12705,"LEUVEN - FH03","BUILDING template",173161,,"Jean-Baptiste Van Monsstraat",71,,,,,
12706,"LEUVEN - FH03","BUILDING template",173163,,"Jean-Baptiste Van Monsstraat",73,,,,,
12707,"LEUVEN - FH03","BUILDING template",3049471,,"Jean-Baptiste Van Monsstraat",75,,,,,
12708,"LEUVEN - FH03","BUILDING template",3049472,,"Jean-Baptiste Van Monsstraat",77,,,,,
12709,"LEUVEN - FH03","BUILDING template",3049475,,"Jean-Baptiste Van Monsstraat",79,,,,,
12710,"LEUVEN - FH03","BUILDING template",3049476,,"Jean-Baptiste Van Monsstraat",81,,,,,
12711,"LEUVEN - FH03","BUILDING template",3049477,,"Jean-Baptiste Van Monsstraat",83,,,,,
12712,"LEUVEN - FH03","BUILDING template",3049478,,"Jean-Baptiste Van Monsstraat",85,,,,,
12713,"LEUVEN - FH03","BUILDING template",1453567,,"Jean-Baptiste Van Monsstraat",87,,,,,
12714,"LEUVEN - FH03","BUILDING template",5364,,"Jean-Baptiste Van Monsstraat",105,,,,,
12715,"LEUVEN - FH03","BUILDING template",1100182,,"Jean-Baptiste Van Monsstraat",109,,,,,
12716,"LEUVEN - FH03","BUILDING template",3049489,,"Jean-Baptiste Van Monsstraat",111,,,,,
12717,"LEUVEN - FH03","BUILDING template",3049494,,"Jean-Baptiste Van Monsstraat",113,,,,,
12718,"LEUVEN - FH03","BUILDING template",3049496,,"Jean-Baptiste Van Monsstraat",115,,,,,
12719,"LEUVEN - FH03","BUILDING template",3049497,,"Jean-Baptiste Van Monsstraat",117,,,,,
12720,"LEUVEN - FH03","BUILDING template",3049499,,"Jean-Baptiste Van Monsstraat",119,,,,,
12721,"LEUVEN - FH03","BUILDING template",3941567,,"Jean-Baptiste Van Monsstraat",121,,,,,
12722,"LEUVEN - FH03","BUILDING template",3049500,,"Jean-Baptiste Van Monsstraat",123,,,,,
12723,"LEUVEN - FH03","BUILDING template",5366,,"Jean-Baptiste Van Monsstraat",127,,,,,
12724,"LEUVEN - FH03","BUILDING template",1100186,,"Jean-Baptiste Van Monsstraat",89,,,,,
12725,"LEUVEN - FH03","BUILDING template",173167,,Strijdersstraat,30,,,,,
12726,"LEUVEN - FH03","BUILDING template",3045316,,Strijdersstraat,32,,,,,
12727,"LEUVEN - FH03","BUILDING template",4238116,,Strijdersstraat,34,,,,,
12728,"LEUVEN - FH03","BUILDING template",4786569,,Strijdersstraat,36,,,,,
12729,"LEUVEN - FH03","BUILDING template",3045319,,Strijdersstraat,38,,,,,
12730,"LEUVEN - FH03","BUILDING template",3045321,,Strijdersstraat,40,,,,,
12731,"LEUVEN - FH03","BUILDING template",173166,,Strijdersstraat,42,,,,,
12732,"LEUVEN - FH03","BUILDING template",173165,,Strijdersstraat,44,,,,,
12733,"LEUVEN - FH03","BUILDING template",3045327,,Strijdersstraat,46,,,,,
12734,"LEUVEN - FH03","BUILDING template",3045330,,Strijdersstraat,48,,,,,
12735,"LEUVEN - FH03","BUILDING template",3045333,,Strijdersstraat,50,,,,,
12736,"LEUVEN - FH03","BUILDING template",3045335,,Strijdersstraat,52,,,,,
12737,"LEUVEN - FH03","BUILDING template",3941485,,Strijdersstraat,54,,,,,
12738,"LEUVEN - FH03","BUILDING template",3045341,,Strijdersstraat,56,,,,,
12739,"LEUVEN - FH03","BUILDING template",173164,,Strijdersstraat,58,,,,,
12740,"LEUVEN - FH03","BUILDING template",3045347,,Strijdersstraat,60,,,,,
12741,"LEUVEN - FH03","BUILDING template",1454028,,Strijdersstraat,62,,,,,
12742,"LEUVEN - FH03","(L/B/S)U template",1938127,,Diestsevest,95,,,,LU,
12743,"LEUVEN - FH03","(L/B/S)U template",1938129,,Diestsevest,95,,,,LU,
12744,"LEUVEN - FH03","(L/B/S)U template",1938131,,Diestsevest,95,,,,LU,
12745,"LEUVEN - FH03","(L/B/S)U template",1938133,,Diestsevest,95,,,,LU,
12746,"LEUVEN - FH03","(L/B/S)U template",1938139,,Diestsevest,95,,,,LU,
12747,"LEUVEN - FH03","(L/B/S)U template",1938142,,Diestsevest,95,,,,LU,
12748,"LEUVEN - FH03","(L/B/S)U template",1938145,,Diestsevest,95,,,,LU,
12749,"LEUVEN - FH03","(L/B/S)U template",1938147,,Diestsevest,95,,,,LU,
12750,"LEUVEN - FH03","(L/B/S)U template",1938156,,Diestsevest,95,,,,LU,
12751,"LEUVEN - FH03","(L/B/S)U template",1938157,,Diestsevest,95,,,,LU,
12752,"LEUVEN - FH03","(L/B/S)U template",1938158,,Diestsevest,95,,,,LU,
12753,"LEUVEN - FH03","(L/B/S)U template",1938159,,Diestsevest,95,,,,LU,
12754,"LEUVEN - FH03","(L/B/S)U template",1938160,,Diestsevest,95,,,,LU,
12755,"LEUVEN - FH03","(L/B/S)U template",1938161,,Diestsevest,95,,,,LU,
12756,"LEUVEN - FH03","(L/B/S)U template",1938162,,Diestsevest,95,,,,LU,
12757,"LEUVEN - FH03","(L/B/S)U template",1938163,,Diestsevest,95,,,,LU,
12758,"LEUVEN - FH03","(L/B/S)U template",1938444,,Diestsevest,97,,,,LU,
12770,"LEUVEN - FH03","(L/B/S)U template",1938839,,Diestsevest,99,,,,LU,
12773,"LEUVEN - FH03","(L/B/S)U template",1883891,,Diestsevest,103,,,,LU,
12774,"LEUVEN - FH03","(L/B/S)U template",1884132,,Diestsevest,105,,,,LU,
12775,"LEUVEN - FH03","(L/B/S)U template",1884454,,Diestsevest,107,,,,LU,
12776,"LEUVEN - FH03","(L/B/S)U template",1884455,,Diestsevest,107,,,,LU,
12778,"LEUVEN - FH03","(L/B/S)U template",1884629,,Diestsevest,109,,,,LU,
12779,"LEUVEN - FH03","(L/B/S)U template",1885641,,Diestsevest,111,,,,LU,
12780,"LEUVEN - FH03","(L/B/S)U template",1886042,,Diestsevest,113,,,,LU,
12781,"LEUVEN - FH03","(L/B/S)U template",1886303,,Diestsevest,115,,,,LU,
12784,"LEUVEN - FH03","(L/B/S)U template",1886638,,Diestsevest,119,,,,BU,
12785,"LEUVEN - FH03","(L/B/S)U template",1887715,,Diestsevest,121,,,,LU,
12786,"LEUVEN - FH03","(L/B/S)U template",1887716,,Diestsevest,121,,,,LU,
12787,"LEUVEN - FH03","(L/B/S)U template",1887717,,Diestsevest,121,,,,BU,
12788,"LEUVEN - FH03","(L/B/S)U template",1887992,,Diestsevest,123,,,,LU,
12789,"LEUVEN - FH03","(L/B/S)U template",1888202,,Diestsevest,125,,,,LU,
12790,"LEUVEN - FH03","(L/B/S)U template",1888330,,Diestsevest,127,,,,LU,
12791,"LEUVEN - FH03","(L/B/S)U template",1888562,,Diestsevest,129,,,,LU,
12792,"LEUVEN - FH03","(L/B/S)U template",1888563,,Diestsevest,129,,,,LU,
12793,"LEUVEN - FH03","(L/B/S)U template",1888564,,Diestsevest,129,,,,LU,
12794,"LEUVEN - FH03","(L/B/S)U template",1888565,,Diestsevest,129,,,,LU,
12797,"LEUVEN - FH03","(L/B/S)U template",1925585,,"Jean-Baptiste Van Monsstraat",57,,,,BU,
12798,"LEUVEN - FH03","(L/B/S)U template",1926073,,"Jean-Baptiste Van Monsstraat",59,,,,LU,
12799,"LEUVEN - FH03","(L/B/S)U template",1927948,,"Jean-Baptiste Van Monsstraat",61,,,,LU,
12800,"LEUVEN - FH03","(L/B/S)U template",1928660,,"Jean-Baptiste Van Monsstraat",63,,,,LU,
12801,"LEUVEN - FH03","(L/B/S)U template",1929157,,"Jean-Baptiste Van Monsstraat",65,,,,LU,
12802,"LEUVEN - FH03","(L/B/S)U template",1929704,,"Jean-Baptiste Van Monsstraat",67,,,,LU,
12803,"LEUVEN - FH03","(L/B/S)U template",1930062,,"Jean-Baptiste Van Monsstraat",69,,,,LU,
12804,"LEUVEN - FH03","(L/B/S)U template",1931425,,"Jean-Baptiste Van Monsstraat",71,,,,LU,
12805,"LEUVEN - FH03","(L/B/S)U template",1931426,,"Jean-Baptiste Van Monsstraat",71,,,,LU,
12806,"LEUVEN - FH03","(L/B/S)U template",1931427,,"Jean-Baptiste Van Monsstraat",71,,,,LU,
12811,"LEUVEN - FH03","(L/B/S)U template",1932206,,"Jean-Baptiste Van Monsstraat",75,,,,LU,
12812,"LEUVEN - FH03","(L/B/S)U template",1932976,,"Jean-Baptiste Van Monsstraat",77,,,,BU,
12813,"LEUVEN - FH03","(L/B/S)U template",1933415,,"Jean-Baptiste Van Monsstraat",79,,,,LU,
12814,"LEUVEN - FH03","(L/B/S)U template",1934697,,"Jean-Baptiste Van Monsstraat",81,,,,LU,
12815,"LEUVEN - FH03","(L/B/S)U template",1935018,,"Jean-Baptiste Van Monsstraat",83,,,,LU,
12816,"LEUVEN - FH03","(L/B/S)U template",1935334,,"Jean-Baptiste Van Monsstraat",85,,,,LU,
12817,"LEUVEN - FH03","(L/B/S)U template",1935668,,"Jean-Baptiste Van Monsstraat",87,,,,LU,
12818,"LEUVEN - FH03","(L/B/S)U template",1935669,,"Jean-Baptiste Van Monsstraat",87,,,,LU,
12819,"LEUVEN - FH03","(L/B/S)U template",1935670,,"Jean-Baptiste Van Monsstraat",87,,,,LU,
12820,"LEUVEN - FH03","(L/B/S)U template",1935671,,"Jean-Baptiste Van Monsstraat",87,,,,LU,
12822,"LEUVEN - FH03","(L/B/S)U template",1884064,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12823,"LEUVEN - FH03","(L/B/S)U template",1884065,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12824,"LEUVEN - FH03","(L/B/S)U template",1884066,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12825,"LEUVEN - FH03","(L/B/S)U template",1884067,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12826,"LEUVEN - FH03","(L/B/S)U template",1884068,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12827,"LEUVEN - FH03","(L/B/S)U template",1884069,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12828,"LEUVEN - FH03","(L/B/S)U template",1884079,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12829,"LEUVEN - FH03","(L/B/S)U template",1884080,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12830,"LEUVEN - FH03","(L/B/S)U template",1884081,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12831,"LEUVEN - FH03","(L/B/S)U template",1884082,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12832,"LEUVEN - FH03","(L/B/S)U template",1884083,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12833,"LEUVEN - FH03","(L/B/S)U template",1884084,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12834,"LEUVEN - FH03","(L/B/S)U template",1884090,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12835,"LEUVEN - FH03","(L/B/S)U template",1884091,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12836,"LEUVEN - FH03","(L/B/S)U template",1884092,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12837,"LEUVEN - FH03","(L/B/S)U template",1884093,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12838,"LEUVEN - FH03","(L/B/S)U template",1884094,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12839,"LEUVEN - FH03","(L/B/S)U template",1884095,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12840,"LEUVEN - FH03","(L/B/S)U template",1884100,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12841,"LEUVEN - FH03","(L/B/S)U template",1884101,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12842,"LEUVEN - FH03","(L/B/S)U template",1884102,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12843,"LEUVEN - FH03","(L/B/S)U template",1884103,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12844,"LEUVEN - FH03","(L/B/S)U template",1884104,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12845,"LEUVEN - FH03","(L/B/S)U template",1884105,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12846,"LEUVEN - FH03","(L/B/S)U template",1884107,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
12847,"LEUVEN - FH03","(L/B/S)U template",1884108,,"Jean-Baptiste Van Monsstraat",105,,,,LU,
