OpdrachtID,Projectnummer,Opdrachttemplate,Opdrachtnummer,"Opdrachtnummer extern",Straat,Huisnummer,"Huisnummer Toevoeging","SSV Action","SSV Action LU",Nature,"Building exists"
9001,"LEUVEN - FH03","(L/B/S)U template",1881242,,Sint-Maartensdal,1,,,,LU,
9002,"LEUVEN - FH03","(L/B/S)U template",1881243,,Sint-Maartensdal,1,,,,LU,
9003,"LEUVEN - FH03","(L/B/S)U template",1881244,,Sint-Maartensdal,1,,,,LU,
9004,"LEUVEN - FH03","(L/B/S)U template",1881245,,Sint-Maartensdal,1,,,,LU,
9005,"LEUVEN - FH03","(L/B/S)U template",1881246,,Sint-Maartensdal,1,,,,LU,
9006,"LEUVEN - FH03","(L/B/S)U template",1881247,,Sint-Maartensdal,1,,,,LU,
9007,"LEUVEN - FH03","(L/B/S)U template",1881248,,Sint-Maartensdal,1,,,,LU,
9008,"LEUVEN - FH03","(L/B/S)U template",1881249,,Sint-Maartensdal,1,,,,LU,
9009,"LEUVEN - FH03","(L/B/S)U template",1881250,,Sint-Maartensdal,1,,,,LU,
9010,"LEUVEN - FH03","(L/B/S)U template",1881251,,Sint-Maartensdal,1,,,,LU,
9011,"LEUVEN - FH03","(L/B/S)U template",1881252,,Sint-Maartensdal,1,,,,LU,
9012,"LEUVEN - FH03","(L/B/S)U template",1881253,,Sint-Maartensdal,1,,,,LU,
9013,"LEUVEN - FH03","(L/B/S)U template",1881254,,Sint-Maartensdal,1,,,,LU,
9014,"LEUVEN - FH03","(L/B/S)U template",1881255,,Sint-Maartensdal,1,,,,LU,
9015,"LEUVEN - FH03","(L/B/S)U template",1881256,,Sint-Maartensdal,1,,,,LU,
9016,"LEUVEN - FH03","(L/B/S)U template",1881257,,Sint-Maartensdal,1,,,,LU,
9017,"LEUVEN - FH03","(L/B/S)U template",1881258,,Sint-Maartensdal,1,,,,LU,
9018,"LEUVEN - FH03","(L/B/S)U template",1881259,,Sint-Maartensdal,1,,,,LU,
9019,"LEUVEN - FH03","(L/B/S)U template",1881260,,Sint-Maartensdal,1,,,,LU,
9020,"LEUVEN - FH03","(L/B/S)U template",1881261,,Sint-Maartensdal,1,,,,LU,
9021,"LEUVEN - FH03","(L/B/S)U template",1881262,,Sint-Maartensdal,1,,,,LU,
9022,"LEUVEN - FH03","(L/B/S)U template",1881263,,Sint-Maartensdal,1,,,,LU,
9023,"LEUVEN - FH03","(L/B/S)U template",1881264,,Sint-Maartensdal,1,,,,LU,
9024,"LEUVEN - FH03","(L/B/S)U template",1881265,,Sint-Maartensdal,1,,,,LU,
9025,"LEUVEN - FH03","(L/B/S)U template",1881266,,Sint-Maartensdal,1,,,,LU,
9026,"LEUVEN - FH03","(L/B/S)U template",10917565,,Sint-Maartensdal,1,,,,SU,
9027,"LEUVEN - FH03","(L/B/S)U template",10917566,,Sint-Maartensdal,1,,,,SU,
9028,"LEUVEN - FH03","(L/B/S)U template",10520937,,Sint-Maartensdal,4,,,,LU,
9029,"LEUVEN - FH03","(L/B/S)U template",10520938,,Sint-Maartensdal,4,,,,LU,
9030,"LEUVEN - FH03","(L/B/S)U template",10520939,,Sint-Maartensdal,4,,,,LU,
9031,"LEUVEN - FH03","(L/B/S)U template",10520940,,Sint-Maartensdal,4,,,,LU,
9032,"LEUVEN - FH03","(L/B/S)U template",10520941,,Sint-Maartensdal,4,,,,LU,
9033,"LEUVEN - FH03","(L/B/S)U template",10520942,,Sint-Maartensdal,4,,,,LU,
9034,"LEUVEN - FH03","(L/B/S)U template",10520943,,Sint-Maartensdal,4,,,,LU,
9035,"LEUVEN - FH03","(L/B/S)U template",10520944,,Sint-Maartensdal,4,,,,LU,
9036,"LEUVEN - FH03","(L/B/S)U template",10520945,,Sint-Maartensdal,4,,,,LU,
9037,"LEUVEN - FH03","(L/B/S)U template",10520946,,Sint-Maartensdal,4,,,,LU,
9038,"LEUVEN - FH03","(L/B/S)U template",10520947,,Sint-Maartensdal,4,,,,LU,
9039,"LEUVEN - FH03","(L/B/S)U template",10520948,,Sint-Maartensdal,4,,,,LU,
9040,"LEUVEN - FH03","(L/B/S)U template",10520949,,Sint-Maartensdal,4,,,,LU,
9041,"LEUVEN - FH03","(L/B/S)U template",10520950,,Sint-Maartensdal,4,,,,LU,
9042,"LEUVEN - FH03","(L/B/S)U template",10520951,,Sint-Maartensdal,4,,,,LU,
9043,"LEUVEN - FH03","(L/B/S)U template",10520952,,Sint-Maartensdal,4,,,,LU,
9044,"LEUVEN - FH03","(L/B/S)U template",10520953,,Sint-Maartensdal,4,,,,LU,
9045,"LEUVEN - FH03","(L/B/S)U template",10520954,,Sint-Maartensdal,4,,,,LU,
9046,"LEUVEN - FH03","(L/B/S)U template",10520955,,Sint-Maartensdal,4,,,,LU,
9047,"LEUVEN - FH03","(L/B/S)U template",10520956,,Sint-Maartensdal,4,,,,LU,
9048,"LEUVEN - FH03","(L/B/S)U template",10520957,,Sint-Maartensdal,4,,,,LU,
9049,"LEUVEN - FH03","(L/B/S)U template",10520958,,Sint-Maartensdal,4,,,,LU,
9050,"LEUVEN - FH03","(L/B/S)U template",10520959,,Sint-Maartensdal,4,,,,LU,
9051,"LEUVEN - FH03","(L/B/S)U template",10520960,,Sint-Maartensdal,4,,,,LU,
9052,"LEUVEN - FH03","(L/B/S)U template",10520961,,Sint-Maartensdal,4,,,,LU,
9053,"LEUVEN - FH03","(L/B/S)U template",10520962,,Sint-Maartensdal,4,,,,LU,
9054,"LEUVEN - FH03","(L/B/S)U template",10520963,,Sint-Maartensdal,4,,,,LU,
9055,"LEUVEN - FH03","(L/B/S)U template",10520964,,Sint-Maartensdal,4,,,,LU,
9056,"LEUVEN - FH03","(L/B/S)U template",10520965,,Sint-Maartensdal,4,,,,LU,
9057,"LEUVEN - FH03","(L/B/S)U template",10520966,,Sint-Maartensdal,4,,,,LU,
9058,"LEUVEN - FH03","(L/B/S)U template",10520967,,Sint-Maartensdal,4,,,,LU,
9059,"LEUVEN - FH03","(L/B/S)U template",10520968,,Sint-Maartensdal,4,,,,LU,
9060,"LEUVEN - FH03","(L/B/S)U template",10520969,,Sint-Maartensdal,4,,,,LU,
9061,"LEUVEN - FH03","(L/B/S)U template",10520970,,Sint-Maartensdal,4,,,,LU,
9062,"LEUVEN - FH03","(L/B/S)U template",10520971,,Sint-Maartensdal,4,,,,LU,
9063,"LEUVEN - FH03","(L/B/S)U template",10520972,,Sint-Maartensdal,4,,,,LU,
9064,"LEUVEN - FH03","(L/B/S)U template",10520973,,Sint-Maartensdal,4,,,,LU,
9065,"LEUVEN - FH03","(L/B/S)U template",10520974,,Sint-Maartensdal,4,,,,LU,
9066,"LEUVEN - FH03","(L/B/S)U template",10520975,,Sint-Maartensdal,4,,,,LU,
9067,"LEUVEN - FH03","(L/B/S)U template",10520976,,Sint-Maartensdal,4,,,,LU,
9068,"LEUVEN - FH03","(L/B/S)U template",10520977,,Sint-Maartensdal,4,,,,LU,
9069,"LEUVEN - FH03","(L/B/S)U template",10520978,,Sint-Maartensdal,4,,,,LU,
9070,"LEUVEN - FH03","(L/B/S)U template",10520979,,Sint-Maartensdal,4,,,,LU,
9071,"LEUVEN - FH03","(L/B/S)U template",10520980,,Sint-Maartensdal,4,,,,LU,
9072,"LEUVEN - FH03","(L/B/S)U template",10520981,,Sint-Maartensdal,4,,,,LU,
9073,"LEUVEN - FH03","(L/B/S)U template",10520982,,Sint-Maartensdal,4,,,,LU,
9074,"LEUVEN - FH03","(L/B/S)U template",10520983,,Sint-Maartensdal,4,,,,LU,
9075,"LEUVEN - FH03","(L/B/S)U template",10520984,,Sint-Maartensdal,4,,,,LU,
9076,"LEUVEN - FH03","(L/B/S)U template",10520985,,Sint-Maartensdal,4,,,,LU,
9077,"LEUVEN - FH03","(L/B/S)U template",10520986,,Sint-Maartensdal,4,,,,LU,
9078,"LEUVEN - FH03","(L/B/S)U template",10520987,,Sint-Maartensdal,4,,,,LU,
9079,"LEUVEN - FH03","(L/B/S)U template",10520988,,Sint-Maartensdal,4,,,,LU,
9080,"LEUVEN - FH03","(L/B/S)U template",10520989,,Sint-Maartensdal,4,,,,LU,
9081,"LEUVEN - FH03","(L/B/S)U template",10520990,,Sint-Maartensdal,4,,,,LU,
9082,"LEUVEN - FH03","(L/B/S)U template",10520991,,Sint-Maartensdal,4,,,,LU,
9083,"LEUVEN - FH03","(L/B/S)U template",10520992,,Sint-Maartensdal,4,,,,LU,
9084,"LEUVEN - FH03","(L/B/S)U template",10520993,,Sint-Maartensdal,4,,,,LU,
9085,"LEUVEN - FH03","(L/B/S)U template",10520994,,Sint-Maartensdal,4,,,,LU,
9086,"LEUVEN - FH03","(L/B/S)U template",10520995,,Sint-Maartensdal,4,,,,LU,
9087,"LEUVEN - FH03","(L/B/S)U template",10520996,,Sint-Maartensdal,4,,,,LU,
9088,"LEUVEN - FH03","(L/B/S)U template",10521068,,Sint-Maartensdal,4,,,,SU,
9089,"LEUVEN - FH03","(L/B/S)U template",10521069,,Sint-Maartensdal,4,,,,SU,
9090,"LEUVEN - FH03","(L/B/S)U template",1926739,,Sint-Maartensdal,6,,,,LU,
9091,"LEUVEN - FH03","(L/B/S)U template",1926740,,Sint-Maartensdal,6,,,,LU,
9092,"LEUVEN - FH03","(L/B/S)U template",1926741,,Sint-Maartensdal,6,,,,LU,
9093,"LEUVEN - FH03","(L/B/S)U template",1926742,,Sint-Maartensdal,6,,,,LU,
9094,"LEUVEN - FH03","(L/B/S)U template",1926743,,Sint-Maartensdal,6,,,,LU,
9095,"LEUVEN - FH03","(L/B/S)U template",1926744,,Sint-Maartensdal,6,,,,LU,
9096,"LEUVEN - FH03","(L/B/S)U template",1926745,,Sint-Maartensdal,6,,,,LU,
9097,"LEUVEN - FH03","(L/B/S)U template",1926746,,Sint-Maartensdal,6,,,,LU,
9098,"LEUVEN - FH03","(L/B/S)U template",1926747,,Sint-Maartensdal,6,,,,LU,
9099,"LEUVEN - FH03","(L/B/S)U template",1926748,,Sint-Maartensdal,6,,,,LU,
9100,"LEUVEN - FH03","(L/B/S)U template",1926749,,Sint-Maartensdal,6,,,,LU,
9101,"LEUVEN - FH03","(L/B/S)U template",1926750,,Sint-Maartensdal,6,,,,LU,
9102,"LEUVEN - FH03","(L/B/S)U template",1926751,,Sint-Maartensdal,6,,,,LU,
9103,"LEUVEN - FH03","(L/B/S)U template",1926752,,Sint-Maartensdal,6,,,,LU,
9104,"LEUVEN - FH03","(L/B/S)U template",1926753,,Sint-Maartensdal,6,,,,LU,
9105,"LEUVEN - FH03","(L/B/S)U template",1926754,,Sint-Maartensdal,6,,,,LU,
9106,"LEUVEN - FH03","(L/B/S)U template",1926755,,Sint-Maartensdal,6,,,,LU,
9107,"LEUVEN - FH03","(L/B/S)U template",1926756,,Sint-Maartensdal,6,,,,LU,
9108,"LEUVEN - FH03","(L/B/S)U template",1926757,,Sint-Maartensdal,6,,,,LU,
9109,"LEUVEN - FH03","(L/B/S)U template",1926758,,Sint-Maartensdal,6,,,,LU,
9110,"LEUVEN - FH03","(L/B/S)U template",1926759,,Sint-Maartensdal,6,,,,LU,
9111,"LEUVEN - FH03","(L/B/S)U template",1926760,,Sint-Maartensdal,6,,,,LU,
9112,"LEUVEN - FH03","(L/B/S)U template",1926761,,Sint-Maartensdal,6,,,,LU,
9113,"LEUVEN - FH03","(L/B/S)U template",1926762,,Sint-Maartensdal,6,,,,LU,
9114,"LEUVEN - FH03","(L/B/S)U template",1926763,,Sint-Maartensdal,6,,,,LU,
9115,"LEUVEN - FH03","(L/B/S)U template",1926764,,Sint-Maartensdal,6,,,,LU,
9116,"LEUVEN - FH03","(L/B/S)U template",1926765,,Sint-Maartensdal,6,,,,LU,
9117,"LEUVEN - FH03","(L/B/S)U template",1926766,,Sint-Maartensdal,6,,,,LU,
9118,"LEUVEN - FH03","(L/B/S)U template",1926767,,Sint-Maartensdal,6,,,,LU,
9119,"LEUVEN - FH03","(L/B/S)U template",1926768,,Sint-Maartensdal,6,,,,LU,
9120,"LEUVEN - FH03","(L/B/S)U template",1926769,,Sint-Maartensdal,6,,,,LU,
9121,"LEUVEN - FH03","(L/B/S)U template",1926770,,Sint-Maartensdal,6,,,,LU,
9122,"LEUVEN - FH03","(L/B/S)U template",1926771,,Sint-Maartensdal,6,,,,LU,
9123,"LEUVEN - FH03","(L/B/S)U template",1926772,,Sint-Maartensdal,6,,,,LU,
9124,"LEUVEN - FH03","(L/B/S)U template",1926773,,Sint-Maartensdal,6,,,,LU,
9125,"LEUVEN - FH03","(L/B/S)U template",1926774,,Sint-Maartensdal,6,,,,LU,
9126,"LEUVEN - FH03","(L/B/S)U template",1926775,,Sint-Maartensdal,6,,,,LU,
9127,"LEUVEN - FH03","(L/B/S)U template",1926776,,Sint-Maartensdal,6,,,,LU,
9128,"LEUVEN - FH03","(L/B/S)U template",1926777,,Sint-Maartensdal,6,,,,LU,
9129,"LEUVEN - FH03","(L/B/S)U template",1926778,,Sint-Maartensdal,6,,,,LU,
9130,"LEUVEN - FH03","(L/B/S)U template",1926779,,Sint-Maartensdal,6,,,,LU,
9131,"LEUVEN - FH03","(L/B/S)U template",1926780,,Sint-Maartensdal,6,,,,LU,
9132,"LEUVEN - FH03","(L/B/S)U template",1926781,,Sint-Maartensdal,6,,,,LU,
9133,"LEUVEN - FH03","(L/B/S)U template",1926782,,Sint-Maartensdal,6,,,,LU,
9134,"LEUVEN - FH03","(L/B/S)U template",1926783,,Sint-Maartensdal,6,,,,LU,
9135,"LEUVEN - FH03","(L/B/S)U template",1926784,,Sint-Maartensdal,6,,,,LU,
9136,"LEUVEN - FH03","(L/B/S)U template",1926785,,Sint-Maartensdal,6,,,,LU,
9137,"LEUVEN - FH03","(L/B/S)U template",1926786,,Sint-Maartensdal,6,,,,LU,
9138,"LEUVEN - FH03","(L/B/S)U template",1926787,,Sint-Maartensdal,6,,,,LU,
9139,"LEUVEN - FH03","(L/B/S)U template",1926788,,Sint-Maartensdal,6,,,,LU,
9140,"LEUVEN - FH03","(L/B/S)U template",1926789,,Sint-Maartensdal,6,,,,LU,
9141,"LEUVEN - FH03","(L/B/S)U template",1926790,,Sint-Maartensdal,6,,,,LU,
9142,"LEUVEN - FH03","(L/B/S)U template",1926791,,Sint-Maartensdal,6,,,,LU,
9143,"LEUVEN - FH03","(L/B/S)U template",1926792,,Sint-Maartensdal,6,,,,LU,
9144,"LEUVEN - FH03","(L/B/S)U template",1926793,,Sint-Maartensdal,6,,,,LU,
9145,"LEUVEN - FH03","(L/B/S)U template",1926794,,Sint-Maartensdal,6,,,,LU,
9146,"LEUVEN - FH03","(L/B/S)U template",1926795,,Sint-Maartensdal,6,,,,LU,
9147,"LEUVEN - FH03","(L/B/S)U template",1926796,,Sint-Maartensdal,6,,,,LU,
9148,"LEUVEN - FH03","(L/B/S)U template",1926797,,Sint-Maartensdal,6,,,,LU,
9149,"LEUVEN - FH03","(L/B/S)U template",1926798,,Sint-Maartensdal,6,,,,LU,
9150,"LEUVEN - FH03","(L/B/S)U template",1926799,,Sint-Maartensdal,6,,,,LU,
9151,"LEUVEN - FH03","(L/B/S)U template",1926800,,Sint-Maartensdal,6,,,,LU,
9152,"LEUVEN - FH03","(L/B/S)U template",1926801,,Sint-Maartensdal,6,,,,LU,
9153,"LEUVEN - FH03","(L/B/S)U template",1926802,,Sint-Maartensdal,6,,,,LU,
9154,"LEUVEN - FH03","(L/B/S)U template",1926803,,Sint-Maartensdal,6,,,,LU,
9155,"LEUVEN - FH03","(L/B/S)U template",1926804,,Sint-Maartensdal,6,,,,LU,
9156,"LEUVEN - FH03","(L/B/S)U template",1926805,,Sint-Maartensdal,6,,,,LU,
9157,"LEUVEN - FH03","(L/B/S)U template",1926806,,Sint-Maartensdal,6,,,,LU,
9158,"LEUVEN - FH03","(L/B/S)U template",1926807,,Sint-Maartensdal,6,,,,LU,
9159,"LEUVEN - FH03","(L/B/S)U template",1926808,,Sint-Maartensdal,6,,,,LU,
9160,"LEUVEN - FH03","(L/B/S)U template",1926809,,Sint-Maartensdal,6,,,,LU,
9161,"LEUVEN - FH03","(L/B/S)U template",1926810,,Sint-Maartensdal,6,,,,LU,
9162,"LEUVEN - FH03","(L/B/S)U template",1926811,,Sint-Maartensdal,6,,,,LU,
9163,"LEUVEN - FH03","(L/B/S)U template",1926812,,Sint-Maartensdal,6,,,,LU,
9164,"LEUVEN - FH03","(L/B/S)U template",1926813,,Sint-Maartensdal,6,,,,LU,
9165,"LEUVEN - FH03","(L/B/S)U template",1926814,,Sint-Maartensdal,6,,,,LU,
9166,"LEUVEN - FH03","(L/B/S)U template",1926815,,Sint-Maartensdal,6,,,,LU,
9167,"LEUVEN - FH03","(L/B/S)U template",1926816,,Sint-Maartensdal,6,,,,LU,
9168,"LEUVEN - FH03","(L/B/S)U template",1926817,,Sint-Maartensdal,6,,,,LU,
9169,"LEUVEN - FH03","(L/B/S)U template",1926818,,Sint-Maartensdal,6,,,,LU,
9170,"LEUVEN - FH03","(L/B/S)U template",1926819,,Sint-Maartensdal,6,,,,LU,
9171,"LEUVEN - FH03","(L/B/S)U template",1926820,,Sint-Maartensdal,6,,,,LU,
9172,"LEUVEN - FH03","(L/B/S)U template",1926821,,Sint-Maartensdal,6,,,,LU,
9173,"LEUVEN - FH03","(L/B/S)U template",1926822,,Sint-Maartensdal,6,,,,LU,
9174,"LEUVEN - FH03","(L/B/S)U template",1926823,,Sint-Maartensdal,6,,,,LU,
9175,"LEUVEN - FH03","(L/B/S)U template",1926824,,Sint-Maartensdal,6,,,,LU,
9176,"LEUVEN - FH03","(L/B/S)U template",1926825,,Sint-Maartensdal,6,,,,LU,
9177,"LEUVEN - FH03","(L/B/S)U template",1926826,,Sint-Maartensdal,6,,,,LU,
9178,"LEUVEN - FH03","(L/B/S)U template",1926827,,Sint-Maartensdal,6,,,,LU,
9179,"LEUVEN - FH03","(L/B/S)U template",1926828,,Sint-Maartensdal,6,,,,LU,
9180,"LEUVEN - FH03","(L/B/S)U template",1926829,,Sint-Maartensdal,6,,,,LU,
9186,"LEUVEN - FH03","(L/B/S)U template",10917574,,Sint-Maartensdal,6,,,,SU,
9187,"LEUVEN - FH03","(L/B/S)U template",10917575,,Sint-Maartensdal,6,,,,SU,
9188,"LEUVEN - FH03","BUILDING template",1097871,,Diestsestraat,103,,,,,
9190,"LEUVEN - FH03","BUILDING template",1097873,,Diestsestraat,107,,,,,
9191,"LEUVEN - FH03","BUILDING template",1097872,,Diestsestraat,109,,,,,
9192,"LEUVEN - FH03","BUILDING template",3014942,,Diestsestraat,111,,,,,
9193,"LEUVEN - FH03","BUILDING template",3014945,,Diestsestraat,113,,,,,
9194,"LEUVEN - FH03","BUILDING template",3014946,,Diestsestraat,115,,,,,
9195,"LEUVEN - FH03","BUILDING template",6140689,,Diestsestraat,119,,,,,
9196,"LEUVEN - FH03","BUILDING template",3014948,,Diestsestraat,121,,,,,
9198,"LEUVEN - FH03","BUILDING template",3014953,,Diestsestraat,127,,,,,
9199,"LEUVEN - FH03","BUILDING template",3014956,,Diestsestraat,129,,,,,
9200,"LEUVEN - FH03","BUILDING template",3014958,,Diestsestraat,131,,,,,
9201,"LEUVEN - FH03","BUILDING template",1504807,,Diestsestraat,133,,,,,
9202,"LEUVEN - FH03","BUILDING template",3014961,,Diestsestraat,135,,,,,
9203,"LEUVEN - FH03","BUILDING template",3014963,,Diestsestraat,137,,,,,
9204,"LEUVEN - FH03","BUILDING template",3014967,,Diestsestraat,139,,,,,
9205,"LEUVEN - FH03","BUILDING template",3014968,,Diestsestraat,141,,,,,
9206,"LEUVEN - FH03","BUILDING template",3014970,,Diestsestraat,143,,,,,
9207,"LEUVEN - FH03","BUILDING template",1100179,,Diestsestraat,145,,,,,
9208,"LEUVEN - FH03","BUILDING template",3965027,,Sint-Maartenstraat,2,,,,,
9209,"LEUVEN - FH03","BUILDING template",3044836,,Sint-Maartenstraat,4,,,,,
9210,"LEUVEN - FH03","BUILDING template",3044840,,Sint-Maartenstraat,6,,,,,
9211,"LEUVEN - FH03","BUILDING template",3044841,,Sint-Maartenstraat,8,,,,,
9212,"LEUVEN - FH03","BUILDING template",1286577,,Sint-Maartenstraat,10,,,,,
9213,"LEUVEN - FH03","BUILDING template",3044855,,Sint-Maartenstraat,14,,,,,
9214,"LEUVEN - FH03","BUILDING template",3044857,,Sint-Maartenstraat,16,,,,,
9215,"LEUVEN - FH03","BUILDING template",1100183,,Sint-Maartenstraat,18,,,,,
9216,"LEUVEN - FH03","(L/B/S)U template",1883875,,Diestsestraat,103,,,,BU,
9218,"LEUVEN - FH03","(L/B/S)U template",10525008,,Diestsestraat,107,,,,BU,
9219,"LEUVEN - FH03","(L/B/S)U template",10525010,,Diestsestraat,109,,,,BU,
9221,"LEUVEN - FH03","(L/B/S)U template",10525056,,Diestsestraat,111,,,,BU,
9222,"LEUVEN - FH03","(L/B/S)U template",1886009,,Diestsestraat,113,,,,LU,
9223,"LEUVEN - FH03","(L/B/S)U template",1886010,,Diestsestraat,113,,,,LU,
9224,"LEUVEN - FH03","(L/B/S)U template",1886028,,Diestsestraat,113,,,,BU,
9225,"LEUVEN - FH03","(L/B/S)U template",10917194,,Diestsestraat,113,,,,SU,
9226,"LEUVEN - FH03","(L/B/S)U template",1886285,,Diestsestraat,115,,,,BU,
9229,"LEUVEN - FH03","(L/B/S)U template",10916569,,Diestsestraat,119,,,,BU,
9230,"LEUVEN - FH03","(L/B/S)U template",1887707,,Diestsestraat,121,,,,BU,
9233,"LEUVEN - FH03","(L/B/S)U template",10521972,,Diestsestraat,127,,,,LU,
9234,"LEUVEN - FH03","(L/B/S)U template",10522054,,Diestsestraat,127,,,,LU,
9235,"LEUVEN - FH03","(L/B/S)U template",10522180,,Diestsestraat,127,,,,BU,
9236,"LEUVEN - FH03","(L/B/S)U template",1888561,,Diestsestraat,129,,,,BU,
9238,"LEUVEN - FH03","(L/B/S)U template",1889506,,Diestsestraat,131,,,,BU,
9243,"LEUVEN - FH03","(L/B/S)U template",1889677,,Diestsestraat,133,,,,BU,
9244,"LEUVEN - FH03","(L/B/S)U template",1889922,,Diestsestraat,135,,,,BU,
9245,"LEUVEN - FH03","(L/B/S)U template",1889923,,Diestsestraat,135,,,,LU,
9246,"LEUVEN - FH03","(L/B/S)U template",1889924,,Diestsestraat,135,,,,LU,
9247,"LEUVEN - FH03","(L/B/S)U template",1889925,,Diestsestraat,135,,,,LU,
9248,"LEUVEN - FH03","(L/B/S)U template",1889926,,Diestsestraat,135,,,,LU,
9249,"LEUVEN - FH03","(L/B/S)U template",1890130,,Diestsestraat,137,,,,BU,
9250,"LEUVEN - FH03","(L/B/S)U template",1890403,,Diestsestraat,139,,,,BU,
9251,"LEUVEN - FH03","(L/B/S)U template",10917205,,Diestsestraat,139,,,,LU,
9254,"LEUVEN - FH03","(L/B/S)U template",1891285,,Diestsestraat,141,,,,BU,
9255,"LEUVEN - FH03","(L/B/S)U template",1891286,,Diestsestraat,141,,,,LU,
9256,"LEUVEN - FH03","(L/B/S)U template",1891287,,Diestsestraat,141,,,,LU,
9260,"LEUVEN - FH03","(L/B/S)U template",1891693,,Diestsestraat,143,,,,BU,
9261,"LEUVEN - FH03","(L/B/S)U template",1891807,,Diestsestraat,145,,,,SU,
9262,"LEUVEN - FH03","(L/B/S)U template",10917213,,Diestsestraat,145,,,,LU,
9263,"LEUVEN - FH03","(L/B/S)U template",10917214,,Diestsestraat,145,,,,LU,
9264,"LEUVEN - FH03","(L/B/S)U template",10917215,,Diestsestraat,145,,,,LU,
9265,"LEUVEN - FH03","(L/B/S)U template",10917216,,Diestsestraat,145,,,,LU,
9266,"LEUVEN - FH03","(L/B/S)U template",10917217,,Diestsestraat,145,,,,LU,
9267,"LEUVEN - FH03","(L/B/S)U template",1898927,,Sint-Maartenstraat,2,,,,BU,
9268,"LEUVEN - FH03","(L/B/S)U template",1916530,,Sint-Maartenstraat,4,,,,BU,
9269,"LEUVEN - FH03","(L/B/S)U template",1926737,,Sint-Maartenstraat,6,,,,BU,
9270,"LEUVEN - FH03","(L/B/S)U template",1933879,,Sint-Maartenstraat,8,,,,BU,
9271,"LEUVEN - FH03","(L/B/S)U template",10917583,,Sint-Maartenstraat,8,,,,BU,
9272,"LEUVEN - FH03","(L/B/S)U template",10917584,,Sint-Maartenstraat,8,,,,BU,
9273,"LEUVEN - FH03","(L/B/S)U template",1882234,,Sint-Maartenstraat,10,,,,LU,
9274,"LEUVEN - FH03","(L/B/S)U template",1882235,,Sint-Maartenstraat,10,,,,LU,
9275,"LEUVEN - FH03","(L/B/S)U template",1882348,,Sint-Maartenstraat,10,,,,LU,
9276,"LEUVEN - FH03","(L/B/S)U template",1882349,,Sint-Maartenstraat,10,,,,LU,
9280,"LEUVEN - FH03","(L/B/S)U template",1890716,,Sint-Maartenstraat,14,,,,LU,
9281,"LEUVEN - FH03","(L/B/S)U template",1890717,,Sint-Maartenstraat,14,,,,LU,
9282,"LEUVEN - FH03","(L/B/S)U template",1890718,,Sint-Maartenstraat,14,,,,LU,
9283,"LEUVEN - FH03","(L/B/S)U template",1893829,,Sint-Maartenstraat,16,,,,BU,
9284,"LEUVEN - FH03","(L/B/S)U template",1896251,,Sint-Maartenstraat,18,,,,BU,
9285,"LEUVEN - FH03","BUILDING template",1097863,,Diestsestraat,74,,,,,
9286,"LEUVEN - FH03","BUILDING template",1097865,,Diestsestraat,76,,,,,
9287,"LEUVEN - FH03","BUILDING template",1097864,,Diestsestraat,78,,,,,
9288,"LEUVEN - FH03","BUILDING template",3014911,,Diestsestraat,80,,,,,
9291,"LEUVEN - FH03","BUILDING template",3014922,,Diestsestraat,86,,,,,
9292,"LEUVEN - FH03","BUILDING template",3014923,,Diestsestraat,88,,,,,
9293,"LEUVEN - FH03","BUILDING template",3014925,,Diestsestraat,90,,,,,
9294,"LEUVEN - FH03","BUILDING template",3014929,,Diestsestraat,92,,,,,
9295,"LEUVEN - FH03","BUILDING template",3014932,,Diestsestraat,94,,,,,
9296,"LEUVEN - FH03","BUILDING template",3014936,,Diestsestraat,98,,,,,
9297,"LEUVEN - FH03","BUILDING template",3975880,,Diestsestraat,100,,,,,
9298,"LEUVEN - FH03","BUILDING template",4005878,,Diestsestraat,106,,,,,
9299,"LEUVEN - FH03","BUILDING template",3014939,,Diestsestraat,108,,,,,
9300,"LEUVEN - FH03","BUILDING template",3014941,,Diestsestraat,110,,,,,
9301,"LEUVEN - FH03","BUILDING template",3014944,,Diestsestraat,112,,,,,
9302,"LEUVEN - FH03","BUILDING template",1321509,,Diestsestraat,114,,,,,
9303,"LEUVEN - FH03","BUILDING template",1503045,,Diestsestraat,116,,,,,
9304,"LEUVEN - FH03","BUILDING template",4802684,,Diestsestraat,118,,,,,
9305,"LEUVEN - FH03","BUILDING template",4085723,,Diestsestraat,120,,,,,
9306,"LEUVEN - FH03","BUILDING template",3014949,,Diestsestraat,122,,,,,
9307,"LEUVEN - FH03","BUILDING template",3014950,,Diestsestraat,124,,,,,
9308,"LEUVEN - FH03","BUILDING template",378463,,Lepelstraat,46,,,,,
9309,"LEUVEN - FH03","BUILDING template",3025324,,Lepelstraat,50,,,,,
9310,"LEUVEN - FH03","BUILDING template",3025326,,Lepelstraat,52,,,,,
9311,"LEUVEN - FH03","BUILDING template",3025329,,Lepelstraat,54,,,,,
9312,"LEUVEN - FH03","BUILDING template",4802977,,Lepelstraat,58,,,,,
9313,"LEUVEN - FH03","BUILDING template",3025337,,Lepelstraat,60,,,,,
9314,"LEUVEN - FH03","BUILDING template",3941279,,Lepelstraat,62,,,,,
9315,"LEUVEN - FH03","BUILDING template",4029589,,Lepelstraat,64,,,,,
9316,"LEUVEN - FH03","BUILDING template",3025341,,Lepelstraat,66,,,,,
