OpdrachtID,Projectnummer,Opdrachttemplate,Opdrachtnummer,"Opdrachtnummer extern","BUILDING KEY",Straat,Huisnummer,"Huisnummer Toevoeging","SSV Action","SSV Action LU",Nature,"Building exists"
774598,"HASSELT - FH08","BUILDING template",1019988,,1019988,Spoorwegstraat,123,,,,,Y
774599,"HASSELT - FH08","BUILDING template",1183766,,1183766,Anjelierenstraat,11,,,,,Y
774600,"HASSELT - FH08","BUILDING template",1294949,,1294949,Runkstersteenweg,245,,,,,Y
774601,"HASSELT - FH08","BUILDING template",1296695,,1296695,Sint-Servaasstraat,31,,,,,Y
774602,"HASSELT - FH08","BUILDING template",1318122,,1318122,Bertold-Brechtstraat,25,,,,,Y
774603,"HASSELT - FH08","BUILDING template",1326304,,1326304,"Djef Antenstraat",47,,,,,Y
774604,"HASSELT - FH08","BUILDING template",1326305,,1326305,"Djef Antenstraat",43,,,,,Y
774605,"HASSELT - FH08","BUILDING template",1362060,,1362060,"Monseigneur Kerkhofsstraat",27,,,,,Y
774606,"HASSELT - FH08","BUILDING template",1362482,,1362482,Bertold-Brechtstraat,7,,,,,Y
774607,"HASSELT - FH08","BUILDING template",1372722,,1372722,Bertold-Brechtstraat,22,,,,,Y
774608,"HASSELT - FH08","BUILDING template",1445509,,1445509,Beukenstraat,8,,,,,Y
774609,"HASSELT - FH08","BUILDING template",1458122,,1458122,Beukenstraat,2,,,,,Y
774610,"HASSELT - FH08","BUILDING template",1461325,,1461325,"Djef Swennenstraat",39,,,,,Y
774611,"HASSELT - FH08","BUILDING template",1492093,,1492093,Bertold-Brechtstraat,14,,,,,Y
774612,"HASSELT - FH08","BUILDING template",1498585,,1498585,Runkstersteenweg,185,,,,,Y
774613,"HASSELT - FH08","BUILDING template",1522250,,1522250,"Monseigneur Kerkhofsstraat",29,,,,,Y
774614,"HASSELT - FH08","BUILDING template",1522252,,1522252,"Monseigneur Kerkhofsstraat",31,,,,,Y
774615,"HASSELT - FH08","BUILDING template",21886,,21886,Runkstersteenweg,75,,,,,Y
774616,"HASSELT - FH08","BUILDING template",21888,,21888,Beukenstraat,1,,,,,Y
774617,"HASSELT - FH08","BUILDING template",21902,,21902,Spoorwegstraat,86,,,,,Y
774618,"HASSELT - FH08","BUILDING template",2406607,,2406607,"Lucien Nolensstraat",2,,,,,Y
774619,"HASSELT - FH08","BUILDING template",2406609,,2406609,"Lucien Nolensstraat",3,,,,,Y
774620,"HASSELT - FH08","BUILDING template",2406610,,2406610,"Lucien Nolensstraat",4,,,,,Y
