OpdrachtID,Projectnummer,Opdrachttemplate,Opdrachtnummer,"Opdrachtnummer extern","BUILDING KEY",Straat,Huisnummer,"Huisnummer Toevoeging","SSV Action","SSV Action LU",Nature,"Building exists"
7713,"LEUVEN - FH03","BUILDING template",263427,,263427,Rijschoolstraat,31,,,,,
7714,"LEUVEN - FH03","BUILDING template",3041391,,3041391,Rijschoolstraat,33,,,,,
7715,"LEUVEN - FH03","BUILDING template",3041392,,3041392,Rijschoolstraat,35,,,,,
7716,"LEUVEN - FH03","BUILDING template",3041394,,3041394,Rijschoolstraat,37,,,,,
7717,"LEUVEN - FH03","BUILDING template",3041396,,3041396,Rijschoolstraat,39,,,,,
7718,"LEUVEN - FH03","BUILDING template",3041398,,3041398,Rijschoolstraat,41,,,,,
7719,"LEUVEN - FH03","BUILDING template",3041400,,3041400,Rijschoolstraat,43,,,,,
7720,"LEUVEN - FH03","BUILDING template",263429,,263429,Rijschoolstraat,45,,,,,
7721,"LEUVEN - FH03","BUILDING template",5738543,,5738543,Rijschoolstraat,31,A,,,,
7722,"LEUVEN - FH03","BUILDING template",174301,,174301,Sint-Maartenstraat,33,,,,,
7723,"LEUVEN - FH03","BUILDING template",3044878,,3044878,Sint-Maartenstraat,35,,,,,
7724,"LEUVEN - FH03","BUILDING template",3044880,,3044880,Sint-Maartenstraat,37,,,,,
7725,"LEUVEN - FH03","BUILDING template",3044881,,3044881,Sint-Maartenstraat,41,,,,,
7726,"LEUVEN - FH03","BUILDING template",174303,,174303,Sint-Maartenstraat,43,,,,,
7727,"LEUVEN - FH03","BUILDING template",173898,,173898,Sint-Maartenstraat,45,,,,,
7728,"LEUVEN - FH03","BUILDING template",3044885,,3044885,Sint-Maartenstraat,47,,,,,
7729,"LEUVEN - FH03","BUILDING template",3044888,,3044888,Sint-Maartenstraat,49,,,,,
7730,"LEUVEN - FH03","BUILDING template",4798981,,4798981,Sint-Maartenstraat,51,,,,,
7731,"LEUVEN - FH03","BUILDING template",173897,,173897,Sint-Maartenstraat,53,,,,,
7732,"LEUVEN - FH03","BUILDING template",173896,,173896,Sint-Maartenstraat,55,,,,,
7733,"LEUVEN - FH03","BUILDING template",1023643,,1023643,"Vital Decosterstraat",56,,,,,
7734,"LEUVEN - FH03","BUILDING template",3014424,,3014424,"Vital Decosterstraat",58,,,,,
7735,"LEUVEN - FH03","BUILDING template",3014428,,3014428,"Vital Decosterstraat",60,,,,,
7736,"LEUVEN - FH03","BUILDING template",3014433,,3014433,"Vital Decosterstraat",64,,,,,
7737,"LEUVEN - FH03","BUILDING template",182282,,182282,"Vital Decosterstraat",66,,,,,
7738,"LEUVEN - FH03","BUILDING template",3014440,,3014440,"Vital Decosterstraat",68,,,,,
7739,"LEUVEN - FH03","BUILDING template",182281,,182281,"Vital Decosterstraat",70,,,,,
7740,"LEUVEN - FH03","BUILDING template",182280,,182280,"Vital Decosterstraat",72,,,,,
7741,"LEUVEN - FH03","BUILDING template",3014445,,3014445,"Vital Decosterstraat",74,,,,,
7742,"LEUVEN - FH03","BUILDING template",182278,,182278,"Vital Decosterstraat",76,,,,,
7743,"LEUVEN - FH03","BUILDING template",3014451,,3014451,"Vital Decosterstraat",78,,,,,
