OpdrachtID,Projectnummer,Opdrachttemplate,Opdrachtnummer,"Opdrachtnummer extern","BUILDING KEY",Straat,Huisnummer,"Huisnummer Toevoeging","SSV Action","SSV Action LU",Nature,"Building exists"
232210,"ANTWERPEN-WEST - FH07","BUILDING template",60740,,60740,Bergstraat,2,,,,,Y
232212,"ANTWERPEN-WEST - FH07","BUILDING template",1740478,,1740478,Bergstraat,4,,,,,Y
232213,"ANTWERPEN-WEST - FH07","BUILDING template",1740479,,1740479,Bergstraat,6,,,,,Y
232214,"ANTWERPEN-WEST - FH07","BUILDING template",1740480,,1740480,Bergstraat,8,,,,,Y
232215,"ANTWERPEN-WEST - FH07","BUILDING template",4507873,,4507873,Bergstraat,10,,,,,Y
232216,"ANTWERPEN-WEST - FH07","BUILDING template",1740481,,1740481,Bergstraat,12,,,,,Y
232217,"ANTWERPEN-WEST - FH07","BUILDING template",60721,,60721,Gierstraat,1,,,,,Y
232218,"ANTWERPEN-WEST - FH07","BUILDING template",1897679,,1897679,Gierstraat,3,,,,,Y
232219,"ANTWERPEN-WEST - FH07","BUILDING template",1897717,,1897717,Gierstraat,5,,,,,Y
232220,"ANTWERPEN-WEST - FH07","BUILDING template",3926832,,3926832,Gierstraat,7,,,,,Y
232221,"ANTWERPEN-WEST - FH07","BUILDING template",1897734,,1897734,Gierstraat,9,,,,,Y
232222,"ANTWERPEN-WEST - FH07","BUILDING template",60723,,60723,Kammenstraat,12,,,,,Y
232223,"ANTWERPEN-WEST - FH07","BUILDING template",60724,,60724,Kammenstraat,14,,,,,Y
232224,"ANTWERPEN-WEST - FH07","BUILDING template",60736,,60736,Leeuwenstraat,15,,,,,Y
232225,"ANTWERPEN-WEST - FH07","BUILDING template",1986578,,1986578,Leeuwenstraat,17,,,,,Y
232226,"ANTWERPEN-WEST - FH07","BUILDING template",1986581,,1986581,Leeuwenstraat,19,,,,,Y
232227,"ANTWERPEN-WEST - FH07","BUILDING template",4511039,,4511039,Leeuwenstraat,21,,,,,Y
232228,"ANTWERPEN-WEST - FH07","BUILDING template",60737,,60737,Leeuwenstraat,23,,,,,Y
232264,"ANTWERPEN-WEST - FH07","BUILDING template",60713,,60713,"Heilige Geeststraat",3,,,,,Y
232265,"ANTWERPEN-WEST - FH07","BUILDING template",1936642,,1936642,"Heilige Geeststraat",5,,,,,Y
232266,"ANTWERPEN-WEST - FH07","BUILDING template",60716,,60716,"Heilige Geeststraat",7,,,,,Y
232267,"ANTWERPEN-WEST - FH07","BUILDING template",60714,,60714,"Heilige Geeststraat",9,,,,,Y
232268,"ANTWERPEN-WEST - FH07","BUILDING template",60717,,60717,"Heilige Geeststraat",11,,,,,Y
232269,"ANTWERPEN-WEST - FH07","BUILDING template",1936643,,1936643,"Heilige Geeststraat",13,,,,,Y
232270,"ANTWERPEN-WEST - FH07","BUILDING template",1936644,,1936644,"Heilige Geeststraat",17,,,,,Y
232271,"ANTWERPEN-WEST - FH07","BUILDING template",1936645,,1936645,"Heilige Geeststraat",19,,,,,Y
232272,"ANTWERPEN-WEST - FH07","BUILDING template",60715,,60715,"Heilige Geeststraat",21,,,,,Y
232273,"ANTWERPEN-WEST - FH07","BUILDING template",5575679,,5575679,"Heilige Geeststraat",23,,,,,Y
232274,"ANTWERPEN-WEST - FH07","BUILDING template",1936648,,1936648,"Heilige Geeststraat",25,,,,,Y
232275,"ANTWERPEN-WEST - FH07","BUILDING template",60710,,60710,Hoogstraat,39,,,,,Y
232276,"ANTWERPEN-WEST - FH07","BUILDING template",60709,,60709,Hoogstraat,41,,,,,Y
232277,"ANTWERPEN-WEST - FH07","BUILDING template",1944381,,1944381,Hoogstraat,43,,,,,Y
232278,"ANTWERPEN-WEST - FH07","BUILDING template",1944383,,1944383,Hoogstraat,45,,,,,Y
232279,"ANTWERPEN-WEST - FH07","BUILDING template",60712,,60712,Hoogstraat,47,,,,,Y
232280,"ANTWERPEN-WEST - FH07","BUILDING template",60711,,60711,Hoogstraat,49,,,,,Y
232281,"ANTWERPEN-WEST - FH07","BUILDING template",1354107,,1354107,Hoogstraat,51,,,,,Y
232282,"ANTWERPEN-WEST - FH07","BUILDING template",1944387,,1944387,Hoogstraat,53,,,,,Y
232283,"ANTWERPEN-WEST - FH07","BUILDING template",60708,,60708,Hoogstraat,57,,,,,Y
232284,"ANTWERPEN-WEST - FH07","BUILDING template",60733,,60733,Leeuwenstraat,4,,,,,Y
232285,"ANTWERPEN-WEST - FH07","BUILDING template",1986560,,1986560,Leeuwenstraat,6,,,,,Y
232286,"ANTWERPEN-WEST - FH07","BUILDING template",1986567,,1986567,Leeuwenstraat,8,,,,,Y
232287,"ANTWERPEN-WEST - FH07","BUILDING template",4507902,,4507902,Leeuwenstraat,10,,,,,Y
232288,"ANTWERPEN-WEST - FH07","BUILDING template",1986571,,1986571,Leeuwenstraat,12,,,,,Y
232289,"ANTWERPEN-WEST - FH07","BUILDING template",1986572,,1986572,Leeuwenstraat,14,,,,,Y
232290,"ANTWERPEN-WEST - FH07","BUILDING template",1986575,,1986575,Leeuwenstraat,16,,,,,Y
232291,"ANTWERPEN-WEST - FH07","BUILDING template",4507906,,4507906,Leeuwenstraat,18,,,,,Y
232292,"ANTWERPEN-WEST - FH07","BUILDING template",2047220,,2047220,Reyndersstraat,4,,,,,Y
232293,"ANTWERPEN-WEST - FH07","BUILDING template",2047222,,2047222,Reyndersstraat,8,,,,,Y
232294,"ANTWERPEN-WEST - FH07","BUILDING template",2047223,,2047223,Reyndersstraat,10,,,,,Y
232295,"ANTWERPEN-WEST - FH07","BUILDING template",2047225,,2047225,Reyndersstraat,12,,,,,Y
232296,"ANTWERPEN-WEST - FH07","BUILDING template",2047228,,2047228,Reyndersstraat,14,,,,,Y
232297,"ANTWERPEN-WEST - FH07","BUILDING template",4507926,,4507926,Reyndersstraat,16,,,,,Y
232298,"ANTWERPEN-WEST - FH07","BUILDING template",2047230,,2047230,Reyndersstraat,18,,,,,Y
232299,"ANTWERPEN-WEST - FH07","BUILDING template",2047232,,2047232,Reyndersstraat,20,,,,,Y
