OpdrachtID,Projectnummer,Opdrachttemplate,Opdrachtnummer,"Opdrachtnummer extern","BUILDING KEY",Straat,Huisnummer,"Huisnummer Toevoeging","SSV Action","SSV Action LU",Nature,"Building exists"
142383,"MECHELEN - FH01","BUILDING template",5602996,,5602996,"'t Veer",15,,MODIFY,,,
142384,"MECHELEN - FH01","BUILDING template",935316,,935316,"'t Veer",17,,MODIFY,,,
142385,"MECHELEN - FH01","BUILDING template",929555,,929555,A.B.-straat,1,,MODIFY,,,
142386,"MECHELEN - FH01","BUILDING template",941666,,941666,A.B.-straat,2,,MODIFY,,,
142387,"MECHELEN - FH01","BUILDING template",941664,,941664,A.B.-straat,3,,MODIFY,,,
142388,"MECHELEN - FH01","BUILDING template",3028796,,3028796,A.B.-straat,4,,MODIFY,,,
142389,"MECHELEN - FH01","BUILDING template",3028797,,3028797,A.B.-straat,5,,MODIFY,,,
142390,"MECHELEN - FH01","BUILDING template",3028798,,3028798,A.B.-straat,7,,MODIFY,,,
142391,"MECHELEN - FH01","BUILDING template",905710,,905710,Arme-Clarenstraat,1,,MODIFY,,,
142392,"MECHELEN - FH01","BUILDING template",930428,,930428,Arme-Clarenstraat,2,,MODIFY,,,
142393,"MECHELEN - FH01","BUILDING template",3029535,,3029535,Arme-Clarenstraat,3,,MODIFY,,,
142394,"MECHELEN - FH01","BUILDING template",3029537,,3029537,Arme-Clarenstraat,4,,MODIFY,,,
142395,"MECHELEN - FH01","BUILDING template",4736802,,4736802,Arme-Clarenstraat,5,,MODIFY,,,
142396,"MECHELEN - FH01","BUILDING template",4185057,,4185057,Arme-Clarenstraat,6,,MODIFY,,,
142397,"MECHELEN - FH01","BUILDING template",3029538,,3029538,Arme-Clarenstraat,7,,MODIFY,,,
142398,"MECHELEN - FH01","BUILDING template",3029539,,3029539,Arme-Clarenstraat,8,,MODIFY,,,
142399,"MECHELEN - FH01","BUILDING template",3029540,,3029540,Arme-Clarenstraat,9,,MODIFY,,,
142400,"MECHELEN - FH01","BUILDING template",3029541,,3029541,Arme-Clarenstraat,10,,MODIFY,,,
142401,"MECHELEN - FH01","BUILDING template",3029542,,3029542,Arme-Clarenstraat,11,,MODIFY,,,
142402,"MECHELEN - FH01","BUILDING template",4038372,,4038372,Arme-Clarenstraat,12,,MODIFY,,,
142403,"MECHELEN - FH01","BUILDING template",3029543,,3029543,Arme-Clarenstraat,13,,MODIFY,,,
142404,"MECHELEN - FH01","BUILDING template",4733024,,4733024,Arme-Clarenstraat,14,,MODIFY,,,
142405,"MECHELEN - FH01","BUILDING template",3029544,,3029544,Arme-Clarenstraat,15,,MODIFY,,,
142406,"MECHELEN - FH01","BUILDING template",3029547,,3029547,Arme-Clarenstraat,23,,MODIFY,,,
142408,"MECHELEN - FH01","BUILDING template",4091142,,4091142,Arme-Clarenstraat,25,,MODIFY,,,
142411,"MECHELEN - FH01","BUILDING template",4736819,,4736819,Arme-Clarenstraat,31,,MODIFY,,,
142412,"MECHELEN - FH01","BUILDING template",905709,,905709,Arme-Clarenstraat,33,,MODIFY,,,
142413,"MECHELEN - FH01","BUILDING template",901199,,901199,Befferstraat,1,,MODIFY,,,
142414,"MECHELEN - FH01","BUILDING template",3030756,,3030756,Befferstraat,3,,MODIFY,,,
142415,"MECHELEN - FH01","BUILDING template",3030757,,3030757,Befferstraat,5,,MODIFY,,,
142416,"MECHELEN - FH01","BUILDING template",3030758,,3030758,Befferstraat,7,,MODIFY,,,
142417,"MECHELEN - FH01","BUILDING template",3030759,,3030759,Befferstraat,9,,MODIFY,,,
142418,"MECHELEN - FH01","BUILDING template",3030761,,3030761,Befferstraat,10,,MODIFY,,,
142419,"MECHELEN - FH01","BUILDING template",4751991,,4751991,Befferstraat,11,,MODIFY,,,
142420,"MECHELEN - FH01","BUILDING template",3030762,,3030762,Befferstraat,12,,MODIFY,,,
142421,"MECHELEN - FH01","BUILDING template",901426,,901426,Befferstraat,13,,MODIFY,,,
142422,"MECHELEN - FH01","BUILDING template",3030763,,3030763,Befferstraat,14,,MODIFY,,,
142423,"MECHELEN - FH01","BUILDING template",3030765,,3030765,Befferstraat,15,,MODIFY,,,
142424,"MECHELEN - FH01","BUILDING template",3030766,,3030766,Befferstraat,16,,MODIFY,,,
142425,"MECHELEN - FH01","BUILDING template",901200,,901200,Befferstraat,17,,MODIFY,,,
142426,"MECHELEN - FH01","BUILDING template",3030771,,3030771,Befferstraat,19,,MODIFY,,,
142427,"MECHELEN - FH01","BUILDING template",3030770,,3030770,Befferstraat,20,,MODIFY,,,
142428,"MECHELEN - FH01","BUILDING template",901423,,901423,Befferstraat,22,,MODIFY,,,
142429,"MECHELEN - FH01","BUILDING template",901428,,901428,Befferstraat,23,,MODIFY,,,
142430,"MECHELEN - FH01","BUILDING template",3030777,,3030777,Befferstraat,24,,MODIFY,,,
142431,"MECHELEN - FH01","BUILDING template",901429,,901429,Befferstraat,25,,MODIFY,,,
142432,"MECHELEN - FH01","BUILDING template",3030779,,3030779,Befferstraat,26,,MODIFY,,,
142433,"MECHELEN - FH01","BUILDING template",3030780,,3030780,Befferstraat,28,,MODIFY,,,
142434,"MECHELEN - FH01","BUILDING template",3030782,,3030782,Befferstraat,29,,MODIFY,,,
142435,"MECHELEN - FH01","BUILDING template",3030783,,3030783,Befferstraat,30,,MODIFY,,,
142436,"MECHELEN - FH01","BUILDING template",901425,,901425,Befferstraat,31,,MODIFY,,,
142437,"MECHELEN - FH01","BUILDING template",3030785,,3030785,Befferstraat,32,,MODIFY,,,
142438,"MECHELEN - FH01","BUILDING template",3030786,,3030786,Befferstraat,33,,MODIFY,,,
142439,"MECHELEN - FH01","BUILDING template",3030788,,3030788,Befferstraat,34,,MODIFY,,,
142440,"MECHELEN - FH01","BUILDING template",3030789,,3030789,Befferstraat,35,,MODIFY,,,
142441,"MECHELEN - FH01","BUILDING template",3030790,,3030790,Befferstraat,37,,MODIFY,,,
142442,"MECHELEN - FH01","BUILDING template",901424,,901424,Befferstraat,38,,MODIFY,,,
142443,"MECHELEN - FH01","BUILDING template",3976050,,3976050,Begijnenstraat,3,,MODIFY,,,
142444,"MECHELEN - FH01","BUILDING template",3030820,,3030820,Begijnenstraat,4,,MODIFY,,,
142445,"MECHELEN - FH01","BUILDING template",3030822,,3030822,Begijnenstraat,9,,MODIFY,,,
142446,"MECHELEN - FH01","BUILDING template",3030824,,3030824,Begijnenstraat,10,,MODIFY,,,
142448,"MECHELEN - FH01","BUILDING template",3030826,,3030826,Begijnenstraat,12,,MODIFY,,,
142449,"MECHELEN - FH01","BUILDING template",4238219,,4238219,Begijnenstraat,14,,MODIFY,,,
142451,"MECHELEN - FH01","BUILDING template",905283,,905283,Begijnenstraat,16,,MODIFY,,,
142452,"MECHELEN - FH01","BUILDING template",4731179,,4731179,Begijnenstraat,17,,MODIFY,,,
142453,"MECHELEN - FH01","BUILDING template",905287,,905287,Begijnenstraat,18,,MODIFY,,,
142454,"MECHELEN - FH01","BUILDING template",3030828,,3030828,Begijnenstraat,19,,MODIFY,,,
142455,"MECHELEN - FH01","BUILDING template",3030829,,3030829,Begijnenstraat,20,,MODIFY,,,
142456,"MECHELEN - FH01","BUILDING template",3030831,,3030831,Begijnenstraat,21,,MODIFY,,,
142457,"MECHELEN - FH01","BUILDING template",905288,,905288,Begijnenstraat,22,,MODIFY,,,
142458,"MECHELEN - FH01","BUILDING template",4082899,,4082899,Begijnenstraat,23,,MODIFY,,,
142459,"MECHELEN - FH01","BUILDING template",3030832,,3030832,Begijnenstraat,25,,MODIFY,,,
142460,"MECHELEN - FH01","BUILDING template",905647,,905647,Begijnenstraat,28,,MODIFY,,,
142461,"MECHELEN - FH01","BUILDING template",3030835,,3030835,Begijnenstraat,29,,MODIFY,,,
142462,"MECHELEN - FH01","BUILDING template",905644,,905644,Begijnenstraat,31,,MODIFY,,,
142463,"MECHELEN - FH01","BUILDING template",4748706,,4748706,Begijnenstraat,32,,MODIFY,,,
142464,"MECHELEN - FH01","BUILDING template",4205021,,4205021,Begijnenstraat,33,,MODIFY,,,
142465,"MECHELEN - FH01","BUILDING template",3030836,,3030836,Begijnenstraat,34,,MODIFY,,,
142466,"MECHELEN - FH01","BUILDING template",1459413,,1459413,Begijnenstraat,35,,MODIFY,,,
142467,"MECHELEN - FH01","BUILDING template",3030840,,3030840,Begijnenstraat,36,,MODIFY,,,
142468,"MECHELEN - FH01","BUILDING template",1461368,,1461368,Begijnenstraat,37,,MODIFY,,,
142469,"MECHELEN - FH01","BUILDING template",1350667,,1350667,Begijnenstraat,38,,MODIFY,,,
142470,"MECHELEN - FH01","BUILDING template",3030841,,3030841,Begijnenstraat,39,,MODIFY,,,
142471,"MECHELEN - FH01","BUILDING template",3030842,,3030842,Begijnenstraat,40,,MODIFY,,,
142472,"MECHELEN - FH01","BUILDING template",3943977,,3943977,Begijnenstraat,41,,MODIFY,,,
142473,"MECHELEN - FH01","BUILDING template",4748711,,4748711,Begijnenstraat,42,,MODIFY,,,
142474,"MECHELEN - FH01","BUILDING template",1351370,,1351370,Begijnenstraat,43,,MODIFY,,,
142475,"MECHELEN - FH01","BUILDING template",4748712,,4748712,Begijnenstraat,44,,MODIFY,,,
142476,"MECHELEN - FH01","BUILDING template",4748677,,4748677,Begijnenstraat,45,,MODIFY,,,
142477,"MECHELEN - FH01","BUILDING template",905648,,905648,Begijnenstraat,48,,MODIFY,,,
142478,"MECHELEN - FH01","BUILDING template",905645,,905645,Begijnenstraat,50,,MODIFY,,,
142479,"MECHELEN - FH01","BUILDING template",905643,,905643,Begijnenstraat,52,,MODIFY,,,
142480,"MECHELEN - FH01","BUILDING template",3030844,,3030844,Begijnenstraat,56,,MODIFY,,,
142481,"MECHELEN - FH01","BUILDING template",905642,,905642,Begijnenstraat,58,,MODIFY,,,
142482,"MECHELEN - FH01","BUILDING template",905285,,905285,Begijnenstraat,27,A,MODIFY,,,
142483,"MECHELEN - FH01","BUILDING template",3943978,,3943978,Begijnenstraat,43,A,MODIFY,,,
142484,"MECHELEN - FH01","BUILDING template",901609,,901609,Biest,2,,MODIFY,,,
142485,"MECHELEN - FH01","BUILDING template",3031078,,3031078,Biest,4,,MODIFY,,,
142486,"MECHELEN - FH01","BUILDING template",4731741,,4731741,Biest,6,,MODIFY,,,
142487,"MECHELEN - FH01","BUILDING template",901612,,901612,Biest,10,,MODIFY,,,
142488,"MECHELEN - FH01","BUILDING template",904912,,904912,Blauwhondstraat,1,,MODIFY,,,
142489,"MECHELEN - FH01","BUILDING template",3031270,,3031270,Blauwhondstraat,3,,MODIFY,,,
142490,"MECHELEN - FH01","BUILDING template",3031272,,3031272,Blauwhondstraat,5,,MODIFY,,,
142491,"MECHELEN - FH01","BUILDING template",3031273,,3031273,Blauwhondstraat,7,,MODIFY,,,
142492,"MECHELEN - FH01","BUILDING template",3031275,,3031275,Blauwhondstraat,11,,MODIFY,,,
142493,"MECHELEN - FH01","BUILDING template",3031278,,3031278,Blauwhondstraat,15,,MODIFY,,,
142494,"MECHELEN - FH01","BUILDING template",904913,,904913,Blauwhondstraat,21,,MODIFY,,,
142495,"MECHELEN - FH01","BUILDING template",904914,,904914,Blauwhondstraat,25,,MODIFY,,,
142496,"MECHELEN - FH01","BUILDING template",5403850,,5403850,Blauwhondstraat,27,,MODIFY,,,
142497,"MECHELEN - FH01","BUILDING template",3031540,,3031540,Borzestraat,1,,MODIFY,,,
142498,"MECHELEN - FH01","BUILDING template",4101347,,4101347,Borzestraat,2,,MODIFY,,,
142499,"MECHELEN - FH01","BUILDING template",3031543,,3031543,Borzestraat,4,,MODIFY,,,
142500,"MECHELEN - FH01","BUILDING template",3031545,,3031545,Borzestraat,6,,MODIFY,,,
142501,"MECHELEN - FH01","BUILDING template",3031546,,3031546,Borzestraat,8,,MODIFY,,,
142502,"MECHELEN - FH01","BUILDING template",3031548,,3031548,Borzestraat,10,,MODIFY,,,
142503,"MECHELEN - FH01","BUILDING template",4741917,,4741917,Borzestraat,12,,MODIFY,,,
142504,"MECHELEN - FH01","BUILDING template",3031549,,3031549,Borzestraat,14,,MODIFY,,,
142505,"MECHELEN - FH01","BUILDING template",4031215,,4031215,Borzestraat,16,,MODIFY,,,
142506,"MECHELEN - FH01","BUILDING template",3031550,,3031550,Borzestraat,18,,MODIFY,,,
142507,"MECHELEN - FH01","BUILDING template",3031551,,3031551,Borzestraat,20,,MODIFY,,,
142508,"MECHELEN - FH01","BUILDING template",3031553,,3031553,Borzestraat,22,,MODIFY,,,
142509,"MECHELEN - FH01","BUILDING template",3031556,,3031556,Borzestraat,24,,MODIFY,,,
142511,"MECHELEN - FH01","BUILDING template",904599,,904599,Borzestraat,28,,MODIFY,,,
142512,"MECHELEN - FH01","BUILDING template",904600,,904600,Borzestraat,30,,MODIFY,,,
142513,"MECHELEN - FH01","BUILDING template",3031559,,3031559,Borzestraat,32,,MODIFY,,,
142514,"MECHELEN - FH01","BUILDING template",4741889,,4741889,Borzestraat,34,,MODIFY,,,
142515,"MECHELEN - FH01","BUILDING template",3031562,,3031562,Borzestraat,38,,MODIFY,,,
142516,"MECHELEN - FH01","BUILDING template",4741936,,4741936,Borzestraat,42,,MODIFY,,,
142522,"MECHELEN - FH01","BUILDING template",4749109,,4749109,Bruul,51,,MODIFY,,,
142531,"MECHELEN - FH01","BUILDING template",935302,,935302,Dobbelhuizen,1,,MODIFY,,,
142532,"MECHELEN - FH01","BUILDING template",3033469,,3033469,Dobbelhuizen,2,,MODIFY,,,
142533,"MECHELEN - FH01","BUILDING template",4062645,,4062645,Dobbelhuizen,3,,MODIFY,,,
142534,"MECHELEN - FH01","BUILDING template",3033470,,3033470,Dobbelhuizen,4,,MODIFY,,,
142535,"MECHELEN - FH01","BUILDING template",3033472,,3033472,Dobbelhuizen,5,,MODIFY,,,
142536,"MECHELEN - FH01","BUILDING template",935306,,935306,Dobbelhuizen,6,,MODIFY,,,
