Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
CHARLEROI - FH20;NO CLUSTERS;1023674;;;95971;1023674;;;;Rue Caisse;1;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1023674;;;95971;1023674;;;;Rue Caisse;1;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1023679;;;95976;1023679;;;;Rue Fernand Derenne;6;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1023679;;;95976;1023679;;;;Rue Fernand Derenne;6;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1023681;;;95978;1023681;;;;Place Roger Desaise;20;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1023681;;;95978;1023681;;;;Place Roger Desaise;20;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1023682;;;95979;1023682;;;;Place Roger Desaise;23;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1023682;;;95979;1023682;;;;Place Roger Desaise;23;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1023683;;;95980;1023683;;;;Place Roger Desaise;18;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1023683;;;95980;1023683;;;;Place Roger Desaise;18;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1023705;;;95999;1023705;;;;Rue de Bomer‚e;80;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1023705;;;95999;1023705;;;;Rue de Bomer‚e;80;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1023706;;;96000;1023706;;;;Rue de Bomer‚e;28;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1023706;;;96000;1023706;;;;Rue de Bomer‚e;28;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1023707;;;96001;1023707;;;;Rue de Bomer‚e;66;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1023707;;;96001;1023707;;;;Rue de Bomer‚e;66;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1023711;;;37488123;1023711;;;;Rue Vital Fran‡oisse(MA);113;;;;;;MDU;0;74;0;74;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1023711;;;37488123;1023711;;;;Rue Vital Fran‡oisse(MA);113;;;;;;MDU;0;74;0;74;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1059315;;;96370;1059315;;;;"Rue de l&apos;Eglise(MontsurMarchienne)";2;;;;;;SDU;1;0;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1059315;;;96370;1059315;;;;"Rue de l&apos;Eglise(MontsurMarchienne)";2;;;;;;SDU;1;0;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1127003;;;96902;1127003;;;;Rue Chapelle Beaussart;260;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1127003;;;96902;1127003;;;;Rue Chapelle Beaussart;260;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1127004;;;37488124;1127004;;;;Rue Chapelle Beaussart;242;;;;;;MDU;0;47;0;47;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1127004;;;37488124;1127004;;;;Rue Chapelle Beaussart;242;;;;;;MDU;0;47;0;47;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1127005;;;96904;1127005;;;;Rue Chapelle Beaussart;240;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1127005;;;96904;1127005;;;;Rue Chapelle Beaussart;240;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1127006;;;96905;1127006;;;;Rue Chapelle Beaussart;151;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1127006;;;96905;1127006;;;;Rue Chapelle Beaussart;151;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1169346;;;97517;1169346;;;;Rue de Bomer‚e;8;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1169346;;;97517;1169346;;;;Rue de Bomer‚e;8;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1183659;;;97771;1183659;;;;Avenue Paul Pastur(Montsurmarchienne);19;;;;;;SDU;1;0;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1183659;;;97771;1183659;;;;Avenue Paul Pastur(Montsurmarchienne);19;;;;;;SDU;1;0;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1183663;;;38708716;1183663;;;;Rue des Goutteaux (Montsurmarchienne);29;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1183663;;;38708716;1183663;;;;Rue des Goutteaux (Montsurmarchienne);29;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1183670;;;97772;1183670;;;;Rue Adolphe Max;16;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1183670;;;97772;1183670;;;;Rue Adolphe Max;16;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1188045;;;98028;1188045;;;;Rue du Mayeuri;5;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1188045;;;98028;1188045;;;;Rue du Mayeuri;5;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1226247;;;98354;1226247;;;;Avenue Paul Pastur(Montsurmarchienne);329;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1226247;;;98354;1226247;;;;Avenue Paul Pastur(Montsurmarchienne);329;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1279589;;;104429;1279589;;;;"Rue de l&apos;Eglise(MontsurMarchienne)";76;;;;;;MDU;0;10;0;10;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1279589;;;104429;1279589;;;;"Rue de l&apos;Eglise(MontsurMarchienne)";76;;;;;;MDU;0;10;0;10;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1288204;;;37488125;1288204;;;;Rue Vital Fran‡oisse(MA);115;;;;;;MDU;0;59;0;59;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1288204;;;37488125;1288204;;;;Rue Vital Fran‡oisse(MA);115;;;;;;MDU;0;59;0;59;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1291151;;;104547;1291151;;;;Rue du Mayeuri;6;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1291151;;;104547;1291151;;;;Rue du Mayeuri;6;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1291152;;;104548;1291152;;;;Rue du Mayeuri;7;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1291152;;;104548;1291152;;;;Rue du Mayeuri;7;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1291153;;;104549;1291153;;;;Rue du Mayeuri;9;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1291153;;;104549;1291153;;;;Rue du Mayeuri;9;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1291154;;;104550;1291154;;;;Rue du Mayeuri;13;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1291154;;;104550;1291154;;;;Rue du Mayeuri;13;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1291155;;;104551;1291155;;;;Rue du Mayeuri;16;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1291155;;;104551;1291155;;;;Rue du Mayeuri;16;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1291156;;;104552;1291156;;;;Rue du Mayeuri;14;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO BLOCKS;1291156;;;104552;1291156;;;;Rue du Mayeuri;14;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
CHARLEROI - FH20;NO CLUSTERS;1292122;;;104663;1292122;;;;Rue Chapelle Beaussart;196;;;;;;SDU;0;1;0;1;;;;;NA;;BUILDING template
