Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
EVERE - FH03;NO CLUSTERS;1003567;BL0322;;966756;1003567;;;;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;19;;;;;Marouane Zoubir;MDU;0;3;0;3;;;;;Y;;BUILDING template
EVERE - FH03;NO CLUSTERS;1003568;BL0324;;966757;1003568;;;;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;24;;;;;Marouane Zoubir;MDU;0;3;0;3;;;;;Y;;BUILDING template
EVERE - FH03;NO CLUSTERS;1003570;BL0324;;966758;1003570;;;;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;16;;;;;Marouane Zoubir;SDU;0;1;0;1;;;;;Y;;BUILDING template
EVERE - FH03;NO CLUSTERS;1003580;BL0332;;966759;1003580;;;;Godfroid Kurthstraat - Rue Godfroid Kurth;94;;;;;Marouane Zoubir;SDU;0;1;0;1;;;;;Y;;BUILDING template
EVERE - FH03;NO CLUSTERS;1003583;BL0322;;966760;1003583;;;;Pater Damiaanstraat - Rue Pere Damien;83;;;;;Marouane Zoubir;MDU;1;2;0;3;;;;;Y;;BUILDING template
EVERE - FH03;NO CLUSTERS;1003584;BL0324;;966761;1003584;;;;Godfroid Kurthstraat - Rue Godfroid Kurth;109;;;;;Marouane Zoubir;MDU;1;3;0;4;;;;;Y;;BUILDING template
EVERE - FH03;NO CLUSTERS;1003585;BL0324;;966762;1003585;;;;Godfroid Kurthstraat - Rue Godfroid Kurth;119;;;;;Marouane Zoubir;MDU;0;3;0;3;;;;;Y;;BUILDING template
EVERE - FH03;NO CLUSTERS;1003586;BL0324;;966763;1003586;;;;Godfroid Kurthstraat - Rue Godfroid Kurth;83;;;;;Marouane Zoubir;MDU;1;2;0;3;;;;;Y;;BUILDING template
EVERE - FH03;NO CLUSTERS;1003587;BL0332;;966764;1003587;;;;Godfroid Kurthstraat - Rue Godfroid Kurth;88;;;;;Marouane Zoubir;SDU;0;1;0;1;;;;;Y;;BUILDING template
EVERE - FH03;NO CLUSTERS;1003588;BL0331;;966765;1003588;;;;Godfroid Kurthstraat - Rue Godfroid Kurth;64;;;;;Marouane Zoubir;MDU;0;3;0;3;;;;;Y;;BUILDING template
EVERE - FH03;NO CLUSTERS;1003589;BL0324;;966766;1003589;;;;Godfroid Kurthstraat - Rue Godfroid Kurth;121;;;;;Marouane Zoubir;SDU;0;1;0;1;;;;;Y;;BUILDING template
EVERE - FH03;NO CLUSTERS;1003590;BL0324;;966767;1003590;;;;Godfroid Kurthstraat - Rue Godfroid Kurth;107;;;;;Marouane Zoubir;MDU;0;4;0;4;;;;;Y;;BUILDING template
EVERE - FH03;NO CLUSTERS;1003591;BL0332;;966768;1003591;;;;Godfroid Kurthstraat - Rue Godfroid Kurth;86;;;;;Marouane Zoubir;SDU;0;1;0;1;;;;;Y;;BUILDING template
EVERE - FH03;NO CLUSTERS;1003592;BL0334;;966769;1003592;;;;H. Consciencelaan - Avenue Henri Conscience;2;;;;;Marouane Zoubir;MDU;0;3;0;3;;;;;Y;;BUILDING template
EVERE - FH03;NO CLUSTERS;1003593;BL0334;;966770;1003593;;;;H. Consciencelaan - Avenue Henri Conscience;50;;;;;Marouane Zoubir;MDU;1;7;0;8;;;;;Y;;BUILDING template
EVERE - FH03;Units lu diff;1003595;BL0333;;966771;1003595;;;;H. Consciencelaan - Avenue Henri Conscience;41;;D;;2020-10-03 12:35:09;Guillaume Anastas;MDU;0;4;0;4;1;3;0;4;Y;Y;BUILDING template
EVERE - FH03;NO CLUSTERS;1003595;BL0333;;966771;1003595;;;;H. Consciencelaan - Avenue Henri Conscience;41;;D;;2020-10-03 12:35:09;Guillaume Anastas;MDU;0;4;0;4;;;;;Y;;BUILDING template
EVERE - FH03;Quadrant diff;1003595;BL0333;;966771;1003595;;;;H. Consciencelaan - Avenue Henri Conscience;41;;D;;2020-10-03 12:35:09;Guillaume Anastas;MDU;0;4;0;4;1;3;0;4;Y;Y;BUILDING template
EVERE - FH03;Units bu diff;1003595;BL0333;;966771;1003595;;;;H. Consciencelaan - Avenue Henri Conscience;41;;D;;2020-10-03 12:35:09;Guillaume Anastas;MDU;0;4;0;4;1;3;0;4;Y;Y;BUILDING template
