Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
SCHAERBEEK - FH03;NO CLUSTERS;1319199;BL0005;;31152309;1319199;;;;L‚on Mahillonlaan;92;;;;;Yunus Emre;MDU;0;2;0;2;;;;;Y;;BUILDING template
SCHAERBEEK - FH03;NO CLUSTERS;1321176;BL0011;;31152310;1321176;;;;Auguste Reyerslaan;127;;;;;Yunus Emre;MDU;0;4;0;4;;;;;Y;;BUILDING template
SCHAERBEEK - FH03;NO CLUSTERS;1321631;BL0007;;31152311;1321631;39158552;Diamantlaan 94_Milcampslaan 145;;Diamantlaan;94;;;;;Yunus Emre;MDU;0;15;0;15;;;;;Y;;BUILDING template
SCHAERBEEK - FH03;NO CLUSTERS;1321723;BL0002;;31152312;1321723;;;;Auguste Reyerslaan;19;;;;;Yunus Emre;MDU;0;3;0;3;;;;;Y;;BUILDING template
SCHAERBEEK - FH03;NO CLUSTERS;1321743;BL0008;;38006424;1321743;39158539;EugŠne Plaskylaan 121-123-125;;EugŠne Plaskylaan;123;;;;;Yunus Emre;MDU;1;0;0;1;;;;;Y;;BUILDING template
SCHAERBEEK - FH03;BG Name diff;1321743;BL0008;;38006424;1321743;39158539;EugŠne Plaskylaan 121-123-125;Eugène Plaskylaan 121-123-125;EugŠne Plaskylaan;123;;;;;Yunus Emre;MDU;1;0;0;1;1;0;0;1;Y;Y;BUILDING template
SCHAERBEEK - FH03;NO CLUSTERS;1321744;BL0008;;31152313;1321744;;;;EugŠne Plaskylaan;127;;;;;Yunus Emre;MDU;0;4;0;4;;;;;Y;;BUILDING template
SCHAERBEEK - FH03;NO CLUSTERS;1321751;BL0003;;31152314;1321751;39158569;Saffierstraat 27-29-31-33-35;;Saffierstraat;33;;;;;Yunus Emre;MDU;2;12;0;14;;;;;Y;;BUILDING template
SCHAERBEEK - FH03;NO CLUSTERS;1332813;BL0008;;31152315;1332813;;;;EugŠne Plaskylaan;151;;;;;Yunus Emre;MDU;0;5;0;5;;;;;Y;;BUILDING template
SCHAERBEEK - FH03;NO CLUSTERS;1332839;BL0005;;31152316;1332839;39158548;Diamantlaan 26-28;;Diamantlaan;26;;;;;Yunus Emre;MDU;1;0;0;1;;;;;N;;BUILDING template
