Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
NAMUR - FH11;NO BLOCKS;1303080;;;37963782;1303080;;;;Avenue Joseph Abras;69;;;;;Christophe Panis;SDU;0;1;0;1;;;;;Y;;BUILDING template
NAMUR - FH11;NO CLUSTERS;1303080;;;37963782;1303080;;;;Avenue Joseph Abras;69;;;;;Christophe Panis;SDU;0;1;0;1;;;;;Y;;BUILDING template
NAMUR - FH11;NO BLOCKS;1311011;;;37963783;1311011;;;;Avenue Joseph Abras;136;;;;;Tim Colliers;SDU;0;1;0;1;;;;;Y;;BUILDING template
NAMUR - FH11;NO CLUSTERS;1311011;;;37963783;1311011;;;;Avenue Joseph Abras;136;;;;;Tim Colliers;SDU;0;1;0;1;;;;;Y;;BUILDING template
NAMUR - FH11;NO CLUSTERS;1322760;;;37963784;1322760;;;;Avenue Joseph Abras;87;;;;;Christophe Panis;SDU;0;1;0;1;;;;;N;;BUILDING template
NAMUR - FH11;NO BLOCKS;1322760;;;37963784;1322760;;;;Avenue Joseph Abras;87;;;;;Christophe Panis;SDU;0;1;0;1;;;;;N;;BUILDING template
NAMUR - FH11;NO CLUSTERS;1334296;;;37963785;1334296;;;;Avenue Jean Pochet;44;;;;;Christophe Panis;SDU;0;1;0;1;;;;;Y;;BUILDING template
NAMUR - FH11;NO BLOCKS;1334296;;;37963785;1334296;;;;Avenue Jean Pochet;44;;;;;Christophe Panis;SDU;0;1;0;1;;;;;Y;;BUILDING template
NAMUR - FH11;NO BLOCKS;1334301;;;37963786;1334301;;;;Avenue Jean Pochet;138;;;;;Tim Colliers;MDU;0;3;0;3;;;;;N;;BUILDING template
NAMUR - FH11;NO CLUSTERS;1334301;;;37963786;1334301;;;;Avenue Jean Pochet;138;;;;;Tim Colliers;MDU;0;3;0;3;;;;;N;;BUILDING template
NAMUR - FH11;NO BLOCKS;1334330;;;37963787;1334330;;;;Avenue Joseph Abras;178;;;;;Tim Colliers;SDU;0;1;0;1;;;;;Y;;BUILDING template
NAMUR - FH11;NO CLUSTERS;1334330;;;37963787;1334330;;;;Avenue Joseph Abras;178;;;;;Tim Colliers;SDU;0;1;0;1;;;;;Y;;BUILDING template
NAMUR - FH11;NO CLUSTERS;1334331;;;37963788;1334331;;;;Avenue Jean Pochet;144;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
