Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
KNOKKE - FH01 - Back;MISSING CLUSTER;1358379;BL0107;;8502664;1358379;;;;Smedenstraat;10;;;;;;MDU;0;2;0;2;;;;;Y;;BUILDING template
KNOKKE - FH01 - Back;Quadrant diff;1358379;BL0107;;8502664;1358379;;;;Smedenstraat;10;;;D;;;MDU;0;2;0;2;0;2;0;2;Y;Y;BUILDING template
KNOKKE - FH01 - Back;Quadrant diff;2763917;BL0104;;8503459;2763917;;;;Nati?nlaan;19;;;D;;;MDU;0;3;0;3;0;3;0;3;Y;Y;BUILDING template
KNOKKE - FH01 - Back;MISSING CLUSTER;2763917;BL0104;;8503459;2763917;;;;Nati?nlaan;19;;;;;;MDU;0;3;0;3;;;;;Y;;BUILDING template
KNOKKE - FH01 - Back;MISSING CLUSTER;2763919;BL0104;;8503461;2763919;;;;Nati?nlaan;21;;;;;;MDU;0;3;0;3;;;;;Y;;BUILDING template
KNOKKE - FH01 - Back;Quadrant diff;2763919;BL0104;;8503461;2763919;;;;Nati?nlaan;21;;;D;;;MDU;0;3;0;3;0;3;0;3;Y;Y;BUILDING template
KNOKKE - FH01 - Back;Quadrant diff;2763920;BL0104;;8503462;2763920;;;;Nati?nlaan;23;;;D;;;MDU;0;3;0;3;0;3;0;3;Y;Y;BUILDING template
KNOKKE - FH01 - Back;MISSING CLUSTER;2763920;BL0104;;8503462;2763920;;;;Nati?nlaan;23;;;;;;MDU;0;3;0;3;;;;;Y;;BUILDING template
KNOKKE - FH01 - Back;Quadrant diff;2763922;BL0104;;8503463;2763922;;;;Nati?nlaan;25;;;D;;;MDU;0;3;0;3;0;3;0;3;Y;Y;BUILDING template
KNOKKE - FH01 - Back;MISSING CLUSTER;2763922;BL0104;;8503463;2763922;;;;Nati?nlaan;25;;;;;;MDU;0;3;0;3;;;;;Y;;BUILDING template
