Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
ROESELARE - FH02;Wall Mount diff;1243704;BL0014;4;98797;1243704;;;;Alfons Carlierstraat;6;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;1255615;BL0015;4;103942;1255615;;;;Alfons Carlierstraat;19;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;1255684;BL0008;6;104004;1255684;;;;Arme-Klarenstraat;7;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;1255685;BL0008;6;104005;1255685;;;;Arme-Klarenstraat;9;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;1256296;BL0019;3;104165;1256296;;;;Albrecht Rodenbachstraat;14;;;;;Harry Melis;SDU;1;0;0;1;1;0;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;3414480;BL0015;4;162768;3414480;;;;Alfons Carlierstraat;7;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;3414481;BL0015;4;162769;3414481;;;;Alfons Carlierstraat;11;;D;D;2020-04-20 10:30:25;Geert Stockman;MDU;1;1;0;2;1;1;0;2;N;Y;BUILDING template
ROESELARE - FH02;Quadrant diff;3414688;BL0016;3;26013901;3414688;;;;Diksmuidsesteenweg;124;;;;2019-12-02;Harry Melis;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH02;Units su diff;3414688;BL0016;3;26013901;3414688;;;;Diksmuidsesteenweg;124;;;;2019-12-02;Harry Melis;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH02;Units lu diff;3414688;BL0016;3;26013901;3414688;;;;Diksmuidsesteenweg;124;;;;2019-12-02;Harry Melis;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH02;Building Missing in IFH;3414688;BL0016;3;26013901;3414688;;;;Diksmuidsesteenweg;124;;;;2019-12-02;Harry Melis;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH02;Wall Mount diff;3414688;BL0016;3;26013901;3414688;;;;Diksmuidsesteenweg;124;;;;2019-12-02;Harry Melis;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH02;Units total diff;3414688;BL0016;3;26013901;3414688;;;;Diksmuidsesteenweg;124;;;;2019-12-02;Harry Melis;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH02;BG Name diff;3414688;BL0016;3;26013901;3414688;;;;Diksmuidsesteenweg;124;;;;2019-12-02;Harry Melis;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH02;Buildingtype diff;3414688;BL0016;3;26013901;3414688;;;;Diksmuidsesteenweg;124;;;;2019-12-02;Harry Melis;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH02;Units bu diff;3414688;BL0016;3;26013901;3414688;;;;Diksmuidsesteenweg;124;;;;2019-12-02;Harry Melis;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH02;Buildingtype diff;3416378;BL0004;5;26014005;3416378;;;;Kermisstraat;5;;;;2020-04-22;Geert Stockman;MDU;1;0;0;1;;;;;Y;;BUILDING template
ROESELARE - FH02;Wall Mount diff;3416407;BL0008;6;164448;3416407;;;;Arme-Klarenstraat;11;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;3416412;BL0010;5;164452;3416412;;;;Arme-Klarenstraat;40;;;;;Harry Melis;SDU;1;0;0;1;1;0;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;3417117;BL0009;6;4778141;3417117;;;;Manestraat;1;A;;;2020-07-04 13:35:06;Maayken Vanfleteren;SDU;1;0;0;1;1;0;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;3417126;BL0009;6;165073;3417126;;;;Manestraat;15;;;;;Harry Melis;SDU;1;0;0;1;1;0;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;3417128;BL0009;6;4778168;3417128;;;;Manestraat;17;A;D;D;2020-04-22 11:10:51;Maayken Vanfleteren;MDU;1;1;0;2;1;1;0;2;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;3417130;BL0012;6;165076;3417130;;;;Manestraat;20;;D;D;2020-04-21 09:30:13;Hidde Kiekens;MDU;1;4;0;5;1;4;0;5;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;3417134;BL0012;6;165080;3417134;;;;Manestraat;28;;D;D;2020-04-21 09:35:09;Hidde Kiekens;MDU;1;2;0;3;1;2;0;3;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;3417146;BL0009;6;165088;3417146;;;;Grote Markt;1;A;;;;Harry Melis;SDU;1;0;0;1;1;0;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;3417155;BL0009;6;4776726;3417155;;;;Grote Markt;15;;;;2020-07-04 13:35:08;Maayken Vanfleteren;SDU;1;0;0;1;1;0;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;3417513;BL0008;6;26014021;3417513;;;;Motestraat;1;;D;D;2020-04-22;Geert Stockman;MDU;0;2;0;2;0;2;0;2;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;3418087;BL0012;6;165896;3418087;;;;Albrecht Rodenbachstraat;39;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;3418089;BL0011;5;165898;3418089;;;;Albrecht Rodenbachstraat;61;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Units total diff;3948150;BL0016;2;26014234;3948150;;;;Weststraat;65;;;;2020-04-24;Maayken Vanfleteren;SDU;0;4;0;4;1;0;0;1;N;N;BUILDING template
ROESELARE - FH02;Units bu diff;3948150;BL0016;2;26014234;3948150;;;;Weststraat;65;;;;2020-04-24;Maayken Vanfleteren;SDU;0;4;0;4;1;0;0;1;N;N;BUILDING template
ROESELARE - FH02;Units lu diff;3948150;BL0016;2;26014234;3948150;;;;Weststraat;65;;;;2020-04-24;Maayken Vanfleteren;SDU;0;4;0;4;1;0;0;1;N;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;4023915;BL0015;4;169975;4023915;;;;Diksmuidsesteenweg;53;;;;;Harry Melis;SDU;1;0;0;1;1;0;0;1;N;Y;BUILDING template
ROESELARE - FH02;Wall Mount diff;4046048;BL0011;5;170389;4046048;;;;Albrecht Rodenbachstraat;63;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;4071034;BL0012;6;170816;4071034;;;;Albrecht Rodenbachstraat;33;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;4170586;BL0018;3;173551;4170586;;;;Albrecht Rodenbachstraat;36;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;4204272;BL0011;5;174574;4204272;;;;Albrecht Rodenbachstraat;69;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;4254977;BL0014;4;176139;4254977;;;;Alfons Carlierstraat;8;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;MISSING CLUSTER;4353748;;;;4353748;;;;Kattenstraat;71;;;;;Dirk Marien;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH02;MISSING BLOK;4353748;;;;4353748;;;;Kattenstraat;71;;;;;Dirk Marien;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH02;MISSING BUILDING FID;4353748;;;;4353748;;;;Kattenstraat;71;;;;;Dirk Marien;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH02;Wall Mount diff;4358437;BL0011;5;177804;4358437;;;;Albrecht Rodenbachstraat;49;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;4358440;BL0011;5;177805;4358440;;;;Albrecht Rodenbachstraat;53;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;4358441;BL0011;5;177806;4358441;;;;Albrecht Rodenbachstraat;55;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;4358445;BL0011;5;177807;4358445;;;;Albrecht Rodenbachstraat;67;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;4358448;BL0011;5;177808;4358448;;;;Albrecht Rodenbachstraat;75;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;4358477;BL0018;3;177812;4358477;;;;Albrecht Rodenbachstraat;26;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;4358556;BL0009;6;177829;4358556;38441098;Manestraat 9-11;Manestraat 9-11;Manestraat;9;;D;D;2020-04-22 10:40:11;Maayken Vanfleteren;MDU;0;2;0;2;0;2;0;2;Y;N;BUILDING template
ROESELARE - FH02;Wall Mount diff;4365402;BL0015;4;178578;4365402;;;;Alfons Carlierstraat;21;;;;;Harry Melis;SDU;0;1;0;1;0;1;0;1;Y;N;BUILDING template
