Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
ANTWERPEN-WEST - FH03;Quadrant diff;1071441;BL0305;;612307;1071441;;;;Lange Noordstraat;2;;D;;2020-08-24 12:40:10;Andreas Versteeven;MDU;1;1;0;2;1;1;0;2;Y;Y;BUILDING template
ANTWERPEN-WEST - FH03;NO CLUSTERS;1071441;BL0305;;612307;1071441;;;;Lange Noordstraat;2;;D;;2020-08-24 12:40:10;Andreas Versteeven;MDU;1;1;0;2;;;;;Y;;BUILDING template
ANTWERPEN-WEST - FH03;NO CLUSTERS;1085078;BL0311;;612492;1085078;;;;Korte Winkelstraat;1;;;;;Karel Verschueren;SDU;1;0;0;1;;;;;Y;;BUILDING template
ANTWERPEN-WEST - FH03;Quadrant diff;1085111;BL0311;;21122960;1085111;;;;Ossenmarkt;13;;D;;2020-08-10 13:05:09;Andreas Versteeven;MDU;0;4;0;4;0;4;0;4;Y;Y;BUILDING template
ANTWERPEN-WEST - FH03;NO CLUSTERS;1085111;BL0311;;21122960;1085111;;;;Ossenmarkt;13;;D;;2020-08-10 13:05:09;Andreas Versteeven;MDU;0;4;0;4;;;;;Y;;BUILDING template
ANTWERPEN-WEST - FH03;Quadrant diff;1085273;BL0303;;612499;1085273;;;;Venusstraat;4;;D;;2020-08-17 12:45:08;Andreas Versteeven;MDU;0;4;0;4;0;5;0;5;Y;Y;BUILDING template
ANTWERPEN-WEST - FH03;Units total diff;1085273;BL0303;;612499;1085273;;;;Venusstraat;4;;D;;2020-08-17 12:45:08;Andreas Versteeven;MDU;0;4;0;4;0;5;0;5;Y;Y;BUILDING template
ANTWERPEN-WEST - FH03;Units lu diff;1085273;BL0303;;612499;1085273;;;;Venusstraat;4;;D;;2020-08-17 12:45:08;Andreas Versteeven;MDU;0;4;0;4;0;5;0;5;Y;Y;BUILDING template
ANTWERPEN-WEST - FH03;NO CLUSTERS;1085273;BL0303;;612499;1085273;;;;Venusstraat;4;;D;;2020-08-17 12:45:08;Andreas Versteeven;MDU;0;4;0;4;;;;;Y;;BUILDING template
ANTWERPEN-WEST - FH03;NO CLUSTERS;1085274;BL0307;;21122968;1085274;;;;Prinsstraat;9;;;;;Karel Verschueren;SDU;1;0;0;1;;;;;N;;BUILDING template
