Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
LEUVEN - FH08;NO CLUSTERS;1111478;BL0807;;38619111;1111478;;;;Lei;49;;;;;;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1111479;BL0807;;38619112;1111479;;;;Lei;57;;;;;;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1135206;BL0805;;737332;1135206;;;;Penitentienenstraat;5;;;;;;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1135208;BL0805;;737333;1135208;;;;Penitentienenstraat;11;;;;;;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1135209;BL0805;;737334;1135209;;;;Penitentienenstraat;17;;;;;;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1135210;BL0804;;38208496;1135210;;;;Penitentienenstraat;22;;;;;;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1135211;BL0803;;737336;1135211;;;;Penitentienenstraat;42;;;;;;SDU;0;1;0;1;;;;;N;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1135213;BL0801;;38208497;1135213;;;;Fonteinstraat;2;;;;;;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1135214;BL0801;;5194483;1135214;;;;Fonteinstraat;24;;;;;;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1135216;BL0801;;38619169;1135216;;;;Riddersstraat;272;;;;;;SDU;0;1;0;1;;;;;N;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1135218;BL0801;;737340;1135218;;;;Riddersstraat;260;;;;;;MDU;0;4;0;4;;;;;Y;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1135219;BL0801;;737341;1135219;;;;Riddersstraat;250;;;;;;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1169008;BL0812;;737394;1169008;;;;Vaartkom;18;;;;;;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1190404;BL0817;;737734;1190404;;;;Karel van Lotharingenstraat;31;;;;;;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1201099;BL0816;;38619203;1201099;;;;Sint-Geertruiabdij;8;;;;;;SDU;0;1;0;1;;;;;N;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1231246;BL0808;;737856;1231246;;;;Mechelsestraat;126;;;;;;MDU;0;6;0;6;;;;;Y;;BUILDING template
LEUVEN - FH08;NO CLUSTERS;1306939;BL0810;;738028;1306939;;;;Mechelsestraat;186;;;;;;SDU;0;1;0;1;;;;;Y;;BUILDING template
