Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
LEUVEN - FH04;NO CLUSTERS;1050183;BL0009;;736842;1050183;;;;Dekenstraat;10;;;;;Joni Noe;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;NO CLUSTERS;1050184;BL0005;;736843;1050184;;;;Frederik Lintsstraat;14;;;;;Bart Janse;SDU;1;0;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;NO CLUSTERS;1050185;BL0005;;736844;1050185;;;;Frederik Lintsstraat;12;;;;;Bart Janse;SDU;1;0;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;NO CLUSTERS;1050186;BL0005;;31669226;1050186;;;;Frederik Lintsstraat;26;;;;;Bart Janse;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;NO CLUSTERS;1050187;BL0005;;736846;1050187;;;;Frederik Lintsstraat;28;;D;;2020-07-09 14:50:12;Mehmet Sarikaya;MDU;1;1;0;2;;;;;Y;;BUILDING template
LEUVEN - FH04;Quadrant diff;1050187;BL0005;;736846;1050187;;;;Frederik Lintsstraat;28;;D;;2020-07-09 14:50:12;Mehmet Sarikaya;MDU;1;1;0;2;1;1;0;2;Y;Y;BUILDING template
LEUVEN - FH04;NO CLUSTERS;1050188;BL0005;;736847;1050188;;;;Frederik Lintsstraat;40;;;;;Bart Janse;SDU;1;0;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;Quadrant diff;1050191;BL0006;;736849;1050191;35548827;Frederik Lintsstraat 42_Andreas Vesaliusstraat 47C;Frederik Lintsstraat 42_Andreas Vesaliusstraat 47C;Frederik Lintsstraat;42;;D;;2020-07-17 11:10:07;Ahmet Gursoy;MDU;1;0;0;1;1;0;0;1;Y;Y;BUILDING template
LEUVEN - FH04;NO CLUSTERS;1050191;BL0006;;736849;1050191;35548827;Frederik Lintsstraat 42_Andreas Vesaliusstraat 47C;;Frederik Lintsstraat;42;;D;;2020-07-17 11:10:07;Ahmet Gursoy;MDU;1;0;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;NO CLUSTERS;1050194;BL0006;;736850;1050194;;;;Frederik Lintsstraat;66;;D;;2020-07-09 13:10:07;Ahmet Gursoy;MDU;0;3;0;3;;;;;Y;;BUILDING template
LEUVEN - FH04;Quadrant diff;1050194;BL0006;;736850;1050194;;;;Frederik Lintsstraat;66;;D;;2020-07-09 13:10:07;Ahmet Gursoy;MDU;0;3;0;3;0;3;0;3;Y;Y;BUILDING template
LEUVEN - FH04;NO CLUSTERS;1050195;BL0006;;736851;1050195;;;;Frederik Lintsstraat;68;;;;;Joni Noe;SDU;1;0;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;NO CLUSTERS;1050197;BL0006;;736852;1050197;;;;Frederik Lintsstraat;92;;;;;Bart Janse;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;NO CLUSTERS;1050198;BL0006;;736853;1050198;;;;Frederik Lintsstraat;94;;;;;Bart Janse;SDU;1;0;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;NO CLUSTERS;1050199;BL0006;;736854;1050199;;;;Frederik Lintsstraat;102;;;;;Bart Janse;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;NO CLUSTERS;1050200;BL0006;;736855;1050200;;;;Frederik Lintsstraat;104;;;;;Bart Janse;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;NO CLUSTERS;1050201;BL0007;;736856;1050201;;;;Frederik Lintsstraat;39;;;;;Joni Noe;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;NO CLUSTERS;1050202;BL0006;;736857;1050202;;;;Frederik Lintsstraat;130;;;;2020-07-09 13:35:09;Ahmet Gursoy;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;Buildingtype diff;1050202;BL0006;;736857;1050202;;;;Frederik Lintsstraat;130;;;;2020-07-09 13:35:09;Ahmet Gursoy;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;Units total diff;1050202;BL0006;;736857;1050202;;;;Frederik Lintsstraat;130;;;;2020-07-09 13:35:09;Ahmet Gursoy;SDU;0;1;0;1;0;2;0;2;Y;Y;BUILDING template
LEUVEN - FH04;Units lu diff;1050202;BL0006;;736857;1050202;;;;Frederik Lintsstraat;130;;;;2020-07-09 13:35:09;Ahmet Gursoy;SDU;0;1;0;1;0;2;0;2;Y;Y;BUILDING template
