Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
KNOKKE-HEIST - FH04;BG Name diff;2760023;BL0410;1.0;21158480;2760023;;;;Golvenstraat;4;;;;2020-06-03 12:10:13;Hidde Kiekens;SDU;0;0;0;0;;;;;N;;BUILDING template
KNOKKE-HEIST - FH04;Quadrant diff;2760023;BL0410;1.0;21158480;2760023;;;;Golvenstraat;4;;;;2020-06-03 12:10:13;Hidde Kiekens;SDU;0;0;0;0;;;;;N;;BUILDING template
KNOKKE-HEIST - FH04;Units su diff;2760023;BL0410;1.0;21158480;2760023;;;;Golvenstraat;4;;;;2020-06-03 12:10:13;Hidde Kiekens;SDU;0;0;0;0;;;;;N;;BUILDING template
KNOKKE-HEIST - FH04;Wall Mount diff;2760023;BL0410;1.0;21158480;2760023;;;;Golvenstraat;4;;;;2020-06-03 12:10:13;Hidde Kiekens;SDU;0;0;0;0;;;;;N;;BUILDING template
KNOKKE-HEIST - FH04;Units bu diff;2760023;BL0410;1.0;21158480;2760023;;;;Golvenstraat;4;;;;2020-06-03 12:10:13;Hidde Kiekens;SDU;0;0;0;0;;;;;N;;BUILDING template
KNOKKE-HEIST - FH04;Units lu diff;2760023;BL0410;1.0;21158480;2760023;;;;Golvenstraat;4;;;;2020-06-03 12:10:13;Hidde Kiekens;SDU;0;0;0;0;;;;;N;;BUILDING template
KNOKKE-HEIST - FH04;Units total diff;2760023;BL0410;1.0;21158480;2760023;;;;Golvenstraat;4;;;;2020-06-03 12:10:13;Hidde Kiekens;SDU;0;0;0;0;;;;;N;;BUILDING template
KNOKKE-HEIST - FH04;Buildingtype diff;2760023;BL0410;1.0;21158480;2760023;;;;Golvenstraat;4;;;;2020-06-03 12:10:13;Hidde Kiekens;SDU;0;0;0;0;;;;;N;;BUILDING template
KNOKKE-HEIST - FH04;Units total diff;2767896;BL0413;1.0;25756667;2767896;;;;Zeewindstraat;11;;;;;Maayken Vanfleteren;SDU;0;0;0;0;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH04;Units bu diff;2767896;BL0413;1.0;25756667;2767896;;;;Zeewindstraat;11;;;;;Maayken Vanfleteren;SDU;0;0;0;0;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH04;Buildingtype diff;2767896;BL0413;1.0;25756667;2767896;;;;Zeewindstraat;11;;;;;Maayken Vanfleteren;SDU;0;0;0;0;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH04;Units lu diff;2767896;BL0413;1.0;25756667;2767896;;;;Zeewindstraat;11;;;;;Maayken Vanfleteren;SDU;0;0;0;0;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH04;Units su diff;2767896;BL0413;1.0;25756667;2767896;;;;Zeewindstraat;11;;;;;Maayken Vanfleteren;SDU;0;0;0;0;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH04;BG Name diff;2767896;BL0413;1.0;25756667;2767896;;;;Zeewindstraat;11;;;;;Maayken Vanfleteren;SDU;0;0;0;0;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH04;Quadrant diff;2767896;BL0413;1.0;25756667;2767896;;;;Zeewindstraat;11;;;;;Maayken Vanfleteren;SDU;0;0;0;0;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH04;Wall Mount diff;2767896;BL0413;1.0;25756667;2767896;;;;Zeewindstraat;11;;;;;Maayken Vanfleteren;SDU;0;0;0;0;;;;;Y;;BUILDING template
KNOKKE-HEIST - FH04;Units su diff;335093;BL0406;1.0;21158691;335093;;;;Zeedijk-Het Zoute;700;;X;;2020-09-24 08:50:06;Geert Stockman;MDU;1;8;1;10;1;8;0;9;N;N;BUILDING template
KNOKKE-HEIST - FH04;Quadrant diff;335093;BL0406;1.0;21158691;335093;;;;Zeedijk-Het Zoute;700;;X;A;2020-09-24 08:50:06;Geert Stockman;MDU;1;8;1;10;1;8;0;9;N;N;BUILDING template
KNOKKE-HEIST - FH04;Units total diff;335093;BL0406;1.0;21158691;335093;;;;Zeedijk-Het Zoute;700;;X;;2020-09-24 08:50:06;Geert Stockman;MDU;1;8;1;10;1;8;0;9;N;N;BUILDING template
