Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
ROESELARE - FH03;NO CLUSTERS;1189031;BL0313;;5652035;1189031;;Sint-Michielsplein 1_Zuidstraat 4-6;;Sint-Michielsplein;1;;A;;2019-11-12;Ryan De Vries;MDU;4;20;2;26;;;;;N;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1232788;BL0313;;6610434;1232788;;;;Verwerijstraat;23;;;;2018-04-18;;SDU;1;0;0;1;;;;;N;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254302;BL0319;;102739;1254302;;;;Veldstraat;114;;;;2018-06-18;;SDU;1;0;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254303;BL0320;;102740;1254303;;;;Veldstraat;27;;;;2017-09-30;;SDU;0;1;0;1;;;;;N;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254304;BL0319;;102741;1254304;;;;Veldstraat;94;;;;2017-09-30;;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254305;BL0319;;102742;1254305;;;;Veldstraat;98;;;;2017-09-30;;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254306;BL0319;;102743;1254306;7546320;Veldstraat 84-86-88;;Veldstraat;86;;D;;2018-03-08;Kevin DEKENS;MDU;0;7;0;7;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254308;BL0319;;102744;1254308;;;;Veldstraat;64;;;;2017-09-30;;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254309;BL0319;;102745;1254309;;;;Veldstraat;68;;;;2017-09-30;;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254310;BL0319;;102746;1254310;;;;Veldstraat;76;;;;2017-09-30;;SDU;0;1;0;1;;;;;N;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254311;BL0319;;102747;1254311;;;;Veldstraat;78;;;;2017-09-30;;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254312;BL0319;;102748;1254312;;;;Veldstraat;104;;D;;2018-03-08;Kevin DEKENS;MDU;0;4;0;4;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254314;BL0317;;6610420;1254314;;;;Rumbeeksesteenweg;30;;C;;2020-02-04;Ryan De Vries;MDU;1;24;1;26;;;;;N;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254315;BL0319;;102749;1254315;;;;Rumbeeksesteenweg;55;;;;2018-06-18;;SDU;1;0;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254316;BL0319;;102750;1254316;;;;Rumbeeksesteenweg;79;;;;2017-09-30;;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254317;BL0319;;102751;1254317;;;;Rumbeeksesteenweg;91;;;;2017-09-30;;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254318;BL0319;;102752;1254318;;;;Rumbeeksesteenweg;95;;;;2017-09-30;;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254319;BL0319;;102753;1254319;;;;Veldstraat;10;;;;2017-09-30;;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254320;BL0319;;102754;1254320;;;;Veldstraat;12;;;;2017-09-30;;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254321;BL0319;;102755;1254321;;;;Veldstraat;28;;;;2017-09-30;;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254322;BL0319;;102756;1254322;;;;Veldstraat;32;;;;2017-09-30;;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254323;BL0319;;102757;1254323;;;;Veldstraat;42;;;;2017-09-30;;SDU;0;1;0;1;;;;;N;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254324;BL0319;;102758;1254324;;;;Veldstraat;50;;;;2017-09-30;;SDU;0;1;0;1;;;;;N;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254325;BL0319;;102759;1254325;;;;Veldstraat;52;;;;2017-09-30;;SDU;0;1;0;1;;;;;N;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254326;BL0319;;102760;1254326;;;;Veldstraat;8;;;;2017-09-30;;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254327;BL0319;;102761;1254327;;;;Rumbeeksesteenweg;45;;;;2017-09-30;;SDU;0;1;0;1;;;;;Y;;BUILDING template
ROESELARE - FH03;NO CLUSTERS;1254328;BL0319;;102762;1254328;;;;Rumbeeksesteenweg;47;;;;2018-06-18;;SDU;1;0;0;1;;;;;Y;;BUILDING template
