Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
KNOKKE-HEIST - FH11;BG Name diff;301075;BL1126;2.0;21256386;301075;33557454;de Vrièrestraat 41_Stadhuisstraat 16;de VriÞrestraat 41_Stadhuisstraat 16;Stadhuisstraat;16;;XC;;2020-03-15 22:45:10;Maayken Vanfleteren;MDU;1;0;0;1;1;0;0;1;Y;Y;BUILDING template
KNOKKE-HEIST - FH11;BG Name diff;301794;BL1126;2.0;20976246;301794;33557454;de Vrièrestraat 41_Stadhuisstraat 16;de VriÞrestraat 41_Stadhuisstraat 16;de Vrierestraat;41;;XC;;2020-03-15 22:45:10;Maayken Vanfleteren;MDU;0;3;0;3;0;3;0;3;N;N;BUILDING template
KNOKKE-HEIST - FH11;BG Name diff;302536;BL1120;3.0;20976291;302536;33557434;Knokkestraat 116-118;Knokkestraat 116-118-120-122;Knokkestraat;116;;A;;2020-01-05 15:40:11;Geert Stockman;MDU;0;10;1;11;0;10;1;11;N;N;BUILDING template
KNOKKE-HEIST - FH11;BG Name diff;4334131;BL1120;3.0;31594335;4334131;33557434;Knokkestraat 116-118;Knokkestraat 116-118-120-122;Knokkestraat;118;;A;;2020-01-05 15:40:11;Geert Stockman;MDU;0;1;0;1;0;1;0;1;N;N;BUILDING template
KNOKKE-HEIST - FH11;BG Name diff;4334133;BL1120;3.0;31594341;4334133;33557434;Knokkestraat 120-122;Knokkestraat 116-118-120-122;Knokkestraat;120;;A;;2020-01-05 15:40:11;Geert Stockman;MDU;0;1;0;1;0;1;0;1;N;N;BUILDING template
KNOKKE-HEIST - FH11;BG Name diff;5579405;BL1120;3.0;21256015;5579405;33557434;Knokkestraat 120-122;Knokkestraat 116-118-120-122;Knokkestraat;122;;A;;2020-01-05 15:40:11;Geert Stockman;MDU;1;10;1;12;1;10;1;12;N;N;BUILDING template
;;;;;;;;;;Hof van Koudekerke;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;Bondgenotenlaan;65;;;;;;;;;;;;;;;;;
;;;;;;;;;;Frans Vantorrestraat;18;;;;;;;;;;;;;;;;;
;;;;;;;;;;Pannenstraat;83;;;;;;;;;;;;;;;;;
;;;;;;;;;;Pannenstraat;91;;;;;;;;;;;;;;;;;
;;;;;;;;;;Vredestraat;22;;;;;;;;;;;;;;;;;
;;;;;;;;;;Bondgenotenlaan;69;;;;;;;;;;;;;;;;;
;;;;;;;;;;Sint-Jozefsstraat;9;;;;;;;;;;;;;;;;;
;;;;;;;;;;Sint-Antoniusstraat;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;Vuurkruisersstraat;4;;;;;;;;;;;;;;;;;
;;;;;;;;;;Onderwijsstraat;26;;;;;;;;;;;;;;;;;
;;;;;;;;;;Frans Vantorrestraat;20;;;;;;;;;;;;;;;;;
;;;;;;;;;;Witte-Bankstraat;5;;;;;;;;;;;;;;;;;
;;;;;;;;;;Onderwijsstraat;92;;;;;;;;;;;;;;;;;
;;;;;;;;;;Hendrik Consciencestraat;48;;;;;;;;;;;;;;;;;
;;;;;;;;;;Albrecht Rodenbachstraat;7;;;;;;;;;;;;;;;;;
;;;;;;;;;;Leenstraat;29;;;;;;;;;;;;;;;;;
;;;;;;;;;;Onderwijsstraat;50;;;;;;;;;;;;;;;;;
;;;;;;;;;;Noordstraat;11;;;;;;;;;;;;;;;;;
;;;;;;;;;;Frans Vantorrestraat;14;;;;;;;;;;;;;;;;;
